	Tomato Analyzer - Color Data														
	Plot #	 File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment 
unique#	Plot #	 File Name	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
1026-1	1026	2009_ca_1026_fruit_c.jpg	1	.	.	137.945	66.8891	49.9515	88.2194	39.0694	32.8188	23.0532	35.0856	40.1064	data normalized to color checker
1026-2	1026	2009_ca_1026_fruit_c.jpg	2	.	.	135.0541	67.3976	51.8939	87.6824	38.7471	31.4785	21.4003	34.2094	38.064	data normalized to color checker
1026-3	1026	2009_ca_1026_fruit_c.jpg	3	.	.	135.9172	66.3626	51.4693	87.7972	38.6724	32.3473	21.5338	33.652	38.8594	data normalized to color checker
1026-4	1026	2009_ca_1026_fruit_c.jpg	4	.	.	141.7018	67.4716	48.6595	89.4453	39.7215	33.969	24.7709	36.1004	42.0416	data normalized to color checker
1026-5	1026	2009_ca_1026_fruit_c.jpg	5	.	.	129.6706	50.3305	43.219	80.6172	34.4216	38.2487	20.6609	28.3767	43.4722	data normalized to color checker
1029-1	1029	2009_ca_1029_fruit_c.jpg	1	.	.	154.344	98.5898	54.5749	98.2685	48.425	21.4453	32.5357	56.6099	38.9676	data normalized to color checker
1029-2	1029	2009_ca_1029_fruit_c.jpg	2	.	.	149.8561	84.9635	56.8766	97.2058	44.755	27.902	26.8839	43.9353	38.7462	data normalized to color checker
1029-3	1029	2009_ca_1029_fruit_c.jpg	3	.	.	149.9588	88.6514	54.5751	96.1882	45.5634	25.4751	28.9468	48.6501	38.5603	data normalized to color checker
1029-4	1029	2009_ca_1029_fruit_c.jpg	4	.	.	143.9358	79.9811	52.1893	92.2192	42.7684	27.8516	26.7475	43.8415	38.6153	data normalized to color checker
1029-5	1029	2009_ca_1029_fruit_c.jpg	5	.	.	145.9259	84.9753	52.0199	93.1051	44.1228	25.6511	28.6199	48.1312	38.4327	data normalized to color checker
1030-1	1030	2009_ca_1030_fruit_c.jpg	1	.	.	138.0681	59.4589	48.1023	87.403	37.6123	36.9195	22.2474	31.0728	43.1045	data normalized to color checker
1030-2	1030	2009_ca_1030_fruit_c.jpg	2	.	.	137.0372	60.6659	50.2392	87.8381	37.7498	35.9375	21.1829	30.5168	41.7159	data normalized to color checker
1030-3	1030	2009_ca_1030_fruit_c.jpg	3	.	.	140.6372	74.8743	48.8872	88.9976	41.1622	29.2148	26.2174	41.9048	39.2537	data normalized to color checker
1030-4	1030	2009_ca_1030_fruit_c.jpg	4	.	.	140.3512	61.3339	45.2183	87.1809	38.2855	36.679	24.8195	34.0849	44.2872	data normalized to color checker
1030-5	1030	2009_ca_1030_fruit_c.jpg	5	.	.	130.532	61.2133	45.4882	82.7461	36.7082	32.5387	22.3199	34.4481	39.4581	data normalized to color checker
1031-1	1031	2009_ca_1031_fruit_c.jpg	1	.	.	136.755	64.0279	49.1595	87.2912	38.3145	33.8543	22.5757	33.6973	40.6912	data normalized to color checker
1031-2	1031	2009_ca_1031_fruit_c.jpg	2	.	.	132.9482	61.383	49.5704	85.2855	37.2001	33.8863	20.6772	31.3912	39.6967	data normalized to color checker
1031-3	1031	2009_ca_1031_fruit_c.jpg	3	.	.	135.4689	61.6088	50.8787	87.2263	37.6646	34.9216	20.6582	30.6068	40.5744	data normalized to color checker
1031-4	1031	2009_ca_1031_fruit_c.jpg	4	.	.	131.9686	60.2062	48.3573	84.477	36.7814	33.9833	20.839	31.5172	39.8639	data normalized to color checker
1031-5	1031	2009_ca_1031_fruit_c.jpg	5	.	.	129.3699	66.3322	49.721	84.1743	37.6322	29.4387	21.0722	35.5951	36.2032	data normalized to color checker
1032-1	1032	2009_ca_1032_fruit_c.jpg	1	.	.	138.6399	56.6808	44.1738	85.9338	37.061	38.5029	23.8884	31.8168	45.3115	data normalized to color checker
1032-2	1032	2009_ca_1032_fruit_c.jpg	2	.	.	129.8805	47.3702	40.3128	79.7755	33.8173	39.794	21.6655	28.5657	45.3095	data normalized to color checker
1032-3	1032	2009_ca_1032_fruit_c.jpg	3	.	.	140.2902	70.7142	54.2945	91.389	40.3291	31.8358	22.3087	35.0206	38.8741	data normalized to color checker
1032-4	1032	2009_ca_1032_fruit_c.jpg	4	.	.	137.6038	53.8589	42.8721	84.7002	36.4223	39.3626	23.8101	31.1694	46.0037	data normalized to color checker
1032-5	1032	2009_ca_1032_fruit_c.jpg	5	.	.	144.2289	84.4001	66.5663	98.9121	43.9818	26.4469	20.1576	37.3144	33.253	data normalized to color checker
1033-1	1033	2009_ca_1033_fruit_c.jpg	1	.	.	142.4465	78.1262	52.2305	91.4536	42.2119	28.1749	25.7543	42.4301	38.1721	data normalized to color checker
1033-2	1033	2009_ca_1033_fruit_c.jpg	2	.	.	135.0852	77.7318	54.8977	89.2288	41.0516	25.4046	22.5601	41.6061	33.9757	data normalized to color checker
1033-3	1033	2009_ca_1033_fruit_c.jpg	3	.	.	136.7635	53.2342	46.8808	85.6691	36.2838	39.5885	21.2142	28.1854	44.9142	data normalized to color checker
1033-4	1033	2009_ca_1033_fruit_c.jpg	4	.	.	136.8137	68.2486	48.9902	87.1928	39.1551	31.4246	23.5625	36.8629	39.2771	data normalized to color checker
1033-5	1033	2009_ca_1033_fruit_c.jpg	5	.	.	136.0299	65.896	50.4552	87.1849	38.6059	32.5892	22.0054	34.0286	39.3229	data normalized to color checker
1034-1	1034	2009_ca_1034_fruit_c.jpg	1	.	.	142.8082	58.6682	46.9446	89.0561	38.1763	39.2802	23.8007	31.2126	45.9283	data normalized to color checker
1034-2	1034	2009_ca_1034_fruit_c.jpg	2	.	.	130.5256	49.6963	41.9618	80.8128	34.3764	38.9388	21.4245	28.82	44.4437	data normalized to color checker
1034-3	1034	2009_ca_1034_fruit_c.jpg	3	.	.	142.3823	53.857	44.7349	87.838	37.1515	41.5993	23.8217	29.7975	47.9372	data normalized to color checker
1034-4	1034	2009_ca_1034_fruit_c.jpg	4	.	.	142.1483	66.1603	54.6134	92.4829	39.6079	35.435	21.2234	30.9191	41.3046	data normalized to color checker
1034-5	1034	2009_ca_1034_fruit_c.jpg	5	.	.	132.9603	60.447	49.2185	85.5912	36.998	34.3319	20.6151	30.9833	40.0457	data normalized to color checker
1035-1	1035	2009_ca_1035_fruit_c.jpg	1	.	.	214.1756	213.2882	217.6178	202.7642	85.4076	0.7139	-0.8099	311.3972	1.0797	data normalized to color checker
1037-1	1037	2009_ca_1037_fruit_c.jpg	1	.	.	153.7622	126.4381	56.2633	98.8331	55.2923	3.761	39.6313	84.5788	39.8093	data normalized to color checker
1037-2	1037	2009_ca_1037_fruit_c.jpg	2	.	.	161.1863	108.4742	51.2969	99.9637	51.6134	18.1048	38.1249	64.5979	42.2054	data normalized to color checker
1037-3	1037	2009_ca_1037_fruit_c.jpg	3	.	.	164.0268	127.3055	57.4896	104.2366	56.5983	8.1605	41.1065	78.7716	41.9087	data normalized to color checker
1037-4	1037	2009_ca_1037_fruit_c.jpg	4	.	.	159.3268	139.3146	71.4765	108.6126	59.3587	-0.3407	37.7284	90.5174	37.7299	data normalized to color checker
1038-1	1038	2009_ca_1038_fruit_c.jpg	1	.	.	130.077	44.1733	38.9136	79.2541	33.2719	41.42	21.829	27.79	46.8201	data normalized to color checker
1038-2	1038	2009_ca_1038_fruit_c.jpg	2	.	.	129.8657	43.7819	38.7673	79.2324	33.167	41.592	21.7654	27.6234	46.9428	data normalized to color checker
1038-3	1038	2009_ca_1038_fruit_c.jpg	3	.	.	134.74	48.6657	43.7023	83.4091	34.9481	41.3172	21.2602	27.2285	46.4662	data normalized to color checker
1038-4	1038	2009_ca_1038_fruit_c.jpg	4	.	.	129.6133	42.92	38.2815	78.7863	33.0015	41.8028	21.8572	27.6034	47.1721	data normalized to color checker
1039-1	1039	2009_ca_1039_fruit_c.jpg	1	.	.	140.1287	53.6968	47.0293	87.6575	36.9413	40.7566	22.1728	28.5476	46.3975	data normalized to color checker
1039-10	1039	2009_ca_1039_fruit_c.jpg	10	.	.	145.9919	89.8068	67.8738	100.5164	45.4813	24.0771	21.4328	41.6746	32.2346	data normalized to color checker
1039-2	1039	2009_ca_1039_fruit_c.jpg	2	.	.	135.0327	54.465	50.1975	86.7281	36.1588	38.765	19.0271	26.1433	43.1828	data normalized to color checker
1039-3	1039	2009_ca_1039_fruit_c.jpg	3	.	.	126.0091	54.246	44.5926	80.0395	34.5474	34.6788	19.879	29.8227	39.9724	data normalized to color checker
1039-4	1039	2009_ca_1039_fruit_c.jpg	4	.	.	147.4811	85.4568	62.6193	98.7587	44.6186	26.9092	23.3209	40.9138	35.6086	data normalized to color checker
1039-5	1039	2009_ca_1039_fruit_c.jpg	5	.	.	138.6918	70.1472	56.917	91.8612	39.9921	31.737	20.2751	32.5723	37.6606	data normalized to color checker
1039-6	1039	2009_ca_1039_fruit_c.jpg	6	.	.	129.0975	53.1295	44.038	81.2311	34.8794	36.4434	20.7486	29.6544	41.936	data normalized to color checker
1039-7	1039	2009_ca_1039_fruit_c.jpg	7	.	.	141.8607	73.4392	60.5787	95.0284	41.1745	31.5586	19.8224	32.1335	37.2675	data normalized to color checker
1039-8	1039	2009_ca_1039_fruit_c.jpg	8	.	.	133.4289	60.8788	49.3245	85.8234	37.1371	34.3128	20.7903	31.2119	40.1199	data normalized to color checker
1039-9	1039	2009_ca_1039_fruit_c.jpg	9	.	.	140.326	71.6919	59.0752	93.6342	40.5724	31.7643	19.8331	31.9799	37.4476	data normalized to color checker
1040-1	1040	2009_ca_1040_fruit_c.jpg	1	.	.	150.6481	73.7336	53.8416	96.1699	42.4321	34.5775	25.5726	36.4857	43.0065	data normalized to color checker
1040-2	1040	2009_ca_1040_fruit_c.jpg	2	.	.	150.1171	81.997	51.5026	94.7491	44.0993	29.2151	28.8116	44.6016	41.0321	data normalized to color checker
1040-3	1040	2009_ca_1040_fruit_c.jpg	3	.	.	145.8344	64.9821	48.187	90.9869	39.942	37.0396	25.389	34.4289	44.9058	data normalized to color checker
1040-4	1040	2009_ca_1040_fruit_c.jpg	4	.	.	162.3642	98.1883	70.5079	109.5153	49.6299	26.4482	26.0233	44.5361	37.1042	data normalized to color checker
1040-5	1040	2009_ca_1040_fruit_c.jpg	5	.	.	153.5424	78.6015	63.0075	101.4683	44.0641	33.6675	22.5321	33.7926	40.5117	data normalized to color checker
1041-1	1041	2009_ca_1041_fruit_c.jpg	1	.	.	136.8594	64.8676	47.1428	86.4948	38.3896	33.3614	23.7557	35.4536	40.955	data normalized to color checker
1041-2	1041	2009_ca_1041_fruit_c.jpg	2	.	.	133.5847	55.0434	44.4344	83.499	35.9375	37.3335	22.0931	30.616	43.3808	data normalized to color checker
1041-3	1041	2009_ca_1041_fruit_c.jpg	3	.	.	152.9283	88.0157	69.4746	104.5211	46.0586	28.384	21.5854	37.2521	35.6592	data normalized to color checker
1041-4	1041	2009_ca_1041_fruit_c.jpg	4	.	.	130.8748	52.4449	38.5218	79.6556	34.8479	37.3233	24.0639	32.8116	44.4084	data normalized to color checker
1041-5	1041	2009_ca_1041_fruit_c.jpg	5	.	.	142.4273	84.0643	58.9017	94.6526	43.5548	25.1422	23.8579	43.4987	34.6602	data normalized to color checker
1042-1	1042	2009_ca_1042_fruit_c.jpg	1	.	.	135.2506	53.3336	45.0086	84.5419	35.9187	38.9594	21.7889	29.2171	44.6385	data normalized to color checker
1042-2	1042	2009_ca_1042_fruit_c.jpg	2	.	.	149.6325	80.7674	65.7707	101.1514	43.9291	31.0486	20.6191	33.5878	37.2715	data normalized to color checker
1042-3	1042	2009_ca_1042_fruit_c.jpg	3	.	.	137.2018	56.0354	50.1149	87.3318	36.8369	38.7015	19.9886	27.3155	43.5585	data normalized to color checker
1042-4	1042	2009_ca_1042_fruit_c.jpg	4	.	.	140.2399	65.6773	51.4803	90.0636	39.1491	34.6414	22.3203	32.7947	41.2094	data normalized to color checker
1042-5	1042	2009_ca_1042_fruit_c.jpg	5	.	.	136.6056	55.1292	46.4711	85.9074	36.4261	38.7461	21.5925	29.1301	44.3565	data normalized to color checker
1043-1	1043	2009_ca_1043_fruit_c.jpg	1	.	.	138.9456	61.0539	52.4879	89.267	38.0546	36.9027	20.1857	28.6786	42.0627	data normalized to color checker
1043-2	1043	2009_ca_1043_fruit_c.jpg	2	.	.	142.163	72.6084	54.9703	92.5463	40.9857	31.5763	22.7695	35.7952	38.9296	data normalized to color checker
1043-3	1043	2009_ca_1043_fruit_c.jpg	3	.	.	146.4364	80.5181	61.4406	97.4625	43.3886	29.3334	22.2	37.119	36.787	data normalized to color checker
1043-4	1043	2009_ca_1043_fruit_c.jpg	4	.	.	144.9647	74.5423	66.6856	99.1607	41.9674	32.7684	17.2965	27.8269	37.0532	data normalized to color checker
