	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095	SP:0000372	
1046-2	1046	2009_ca_1046_fruit_c.jpg	2	0.903	0.4262	0.2574	
1046-3	1046	2009_ca_1046_fruit_c.jpg	3	1.4318	0.435	0.256	
1046-4	1046	2009_ca_1046_fruit_c.jpg	4	1.3001	0.4395	0.2603	
1049-1	1049	2009_ca_1049_fruit_c.jpg	1	0.876	0.442	0.2519	
1049-2	1049	2009_ca_1049_fruit_c.jpg	2	1.1583	0.4435	0.252	
1049-3	1049	2009_ca_1049_fruit_c.jpg	3	0.8717	0.4437	0.257	
1049-4	1049	2009_ca_1049_fruit_c.jpg	4	1.5294	0.4468	0.2572	
1049-5	1049	2009_ca_1049_fruit_c.jpg	5	0.7655	0.4456	0.2536	
1049-6	1049	2009_ca_1049_fruit_c.jpg	6	1.1633	0.442	0.2544	
1049-7	1049	2009_ca_1049_fruit_c.jpg	7	0.9538	0.4466	0.25	
1049-8	1049	2009_ca_1049_fruit_c.jpg	8	1.2801	0.4385	0.2545	
1049-9	1049	2009_ca_1049_fruit_c.jpg	9	0.967	0.4438	0.2527	
1049-10	1049	2009_ca_1049_fruit_c.jpg	10	1.9927	0.4319	0.2534	
1051-1	1051	2009_ca_1051_fruit_c.jpg	1	0.648	0.442	0.252	
1051-2	1051	2009_ca_1051_fruit_c.jpg	2	1.3599	0.4422	0.2526	
1051-3	1051	2009_ca_1051_fruit_c.jpg	3	0.8525	0.4335	0.2486	
1051-4	1051	2009_ca_1051_fruit_c.jpg	4	0.8175	0.4397	0.2527	
1051-5	1051	2009_ca_1051_fruit_c.jpg	5	0.7117	0.434	0.2525	
1052-1	1052	2009_ca_1052_fruit_c.jpg	1	1.0261	0.4453	0.2508	
1052-2	1052	2009_ca_1052_fruit_c.jpg	2	1.9427	0.4363	0.2535	
1052-3	1052	2009_ca_1052_fruit_c.jpg	3	2.1166	0.4424	0.2561	
1052-4	1052	2009_ca_1052_fruit_c.jpg	4	2.4292	0.4427	0.2515	
1052-5	1052	2009_ca_1052_fruit_c.jpg	5	0.7408	0.4426	0.2566	
1052-6	1052	2009_ca_1052_fruit_c.jpg	6	1.0265	0.4463	0.2546	
1052-7	1052	2009_ca_1052_fruit_c.jpg	7	1.2858	0.4414	0.2516	
1052-8	1052	2009_ca_1052_fruit_c.jpg	8	1.2128	0.4435	0.2543	
1052-9	1052	2009_ca_1052_fruit_c.jpg	9	1.5429	0.4448	0.2509	
1052-10	1052	2009_ca_1052_fruit_c.jpg	10	0.6699	0.4307	0.2539	
1053-1	1053	2009_ca_1053_fruit_c.jpg	1	0.9553	0.4309	0.2566	
1053-2	1053	2009_ca_1053_fruit_c.jpg	2	1.1583	0.4462	0.2556	
1053-3	1053	2009_ca_1053_fruit_c.jpg	3	0.7973	0.4477	0.2553	
1053-4	1053	2009_ca_1053_fruit_c.jpg	4	1.4395	0.4467	0.2548	
1053-5	1053	2009_ca_1053_fruit_c.jpg	5	0.7808	0.4464	0.2538	
1054-1	1054	2009_ca_1054_fruit_c.jpg	1	1.2965	0.4437	0.2522	
1054-2	1054	2009_ca_1054_fruit_c.jpg	2	0.7707	0.4502	0.2596	
1054-3	1054	2009_ca_1054_fruit_c.jpg	3	1.1693	0.4502	0.2553	
1054-4	1054	2009_ca_1054_fruit_c.jpg	4	1.5802	0.4476	0.2542	
1054-5	1054	2009_ca_1054_fruit_c.jpg	5	1.0122	0.447	0.2545	
1055-1	1055	2009_ca_1055_fruit_c.jpg	1	0.9244	0.4516	0.2574	
1055-2	1055	2009_ca_1055_fruit_c.jpg	2	0.7649	0.4576	0.2629	
1055-3	1055	2009_ca_1055_fruit_c.jpg	3	0.6672	0.452	0.2585	
1055-4	1055	2009_ca_1055_fruit_c.jpg	4	1.1084	0.4532	0.2595	
1055-5	1055	2009_ca_1055_fruit_c.jpg	5	1.1188	0.4543	0.2624	
1055-6	1055	2009_ca_1055_fruit_c.jpg	6	0.4753	0.4543	0.2595	
1055-7	1055	2009_ca_1055_fruit_c.jpg	7	0.5576	0.4535	0.2566	
1055-8	1055	2009_ca_1055_fruit_c.jpg	8	1.3865	0.4405	0.2597	
1055-9	1055	2009_ca_1055_fruit_c.jpg	9	0.7299	0.4535	0.2534	
1055-10	1055	2009_ca_1055_fruit_c.jpg	10	0.9436	0.4535	0.2576	
1056-1	1056	2009_ca_1056_fruit_c.jpg	1	1.4644	0.4447	0.2482	
1056-2	1056	2009_ca_1056_fruit_c.jpg	2	0.6658	0.4426	0.2568	
1056-3	1056	2009_ca_1056_fruit_c.jpg	3	1.9399	0.446	0.2527	
1056-4	1056	2009_ca_1056_fruit_c.jpg	4	1.54	0.4466	0.2568	
1056-5	1056	2009_ca_1056_fruit_c.jpg	5	2.1423	0.4439	0.2546	
1057-1	1057	2009_ca_1057_fruit_c.jpg	1	1.4549	0.4458	0.2536	
1057-2	1057	2009_ca_1057_fruit_c.jpg	2	1.6433	0.4468	0.2538	
1057-3	1057	2009_ca_1057_fruit_c.jpg	3	2.2109	0.4446	0.2508	
1057-4	1057	2009_ca_1057_fruit_c.jpg	4	1.2415	0.4457	0.2526	
1057-5	1057	2009_ca_1057_fruit_c.jpg	5	2.2933	0.4434	0.2545	
1058-1	1058	2009_ca_1058_fruit_c.jpg	1	1.4359	0.3177	0.249	
1058-2	1058	2009_ca_1058_fruit_c.jpg	2	1.434	0.3515	0.2509	
1058-3	1058	2009_ca_1058_fruit_c.jpg	3	1.9718	0.3943	0.2457	
1058-4	1058	2009_ca_1058_fruit_c.jpg	4	2.2995	0.4383	0.2508	
1058-5	1058	2009_ca_1058_fruit_c.jpg	5	1.9106	0.321	0.2545	
1058-6	1058	2009_ca_1058_fruit_c.jpg	6	1.074	0.2899	0.2549	
1058-7	1058	2009_ca_1058_fruit_c.jpg	7	0.9312	0.4044	0.2528	
