	Tomato Analyzer - Shape Individual Data																																					
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
157-8	157	2010_ca_157_fruit_t.jpg	8	10.4588	7.6698	3.2766	3.2766	2.8321	2.9464	0.8992	0.8643	0.6667	0.5891	1.1316	0.9426	0.9643	0.5092	0.3613	0.0119	206.6607	183.544	0.0393	182.4238	160.1637	0.0128	0	0	0.0909	5.29	0	4.5798	0.4914	0.7619	0.8889	0.88	0.8544	0.4012	
157-9	157	2010_ca_157_fruit_t.jpg	9	9.8047	6.7318	2.8956	2.9083	2.6924	2.794	0.9607	0.9298	0.7325	0.636	1.1517	0.9448	0.9841	0.5375	0.729	0.0297	211.9783	172.5998	0.0369	170.9266	160.5011	0	0	0	0.1376	3.8676	0	4.0658	0.4455	0.7671	0.8889	0.8842	0.9231	0.4246	
158-1	158	2010_ca_158_fruit_t.jpg	1	18.9469	23.9266	5.4991	5.5372	5.0165	5.2832	0.9541	0.9122	0.7344	0.6212	1.1822	0.9477	0.9918	0.554	0.9475	0.0403	248.3664	189.7691	0.0791	160.4596	150.3927	0.0001	0	0	0.1631	3.0169	0	7.8805	0.4495	0.7566	0.8895	0.8845	0.9128	0.4281	
158-2	158	2010_ca_158_fruit_t.jpg	2	16.1134	17.7824	4.5847	4.6355	4.6736	4.7752	1.0301	1.0194	0.7008	0.6066	1.1553	0.9738	0.9863	0.5075	0.6562	0.0265	206.6067	175.4665	0.0312	140.6515	148.1414	0	0	0	0.1043	4.4693	0	5.728	0.508	0.784	0.8909	0.8882	1.0208	0.3968	
158-3	158	2010_ca_158_fruit_t.jpg	3	13.3423	12.1259	3.5052	3.5306	4.0767	4.2037	1.1906	1.163	0.6848	0.6558	1.0442	0.967	0.9516	0.5375	0.1223	0	159.6781	121.2047	0	137.2979	127.6285	0	0	0	0.089	3.697	0	3.769	0.5196	0.7758	0.8889	0.8858	1.1636	0.4116	
158-4	158	2010_ca_158_fruit_t.jpg	4	18.8966	23.6969	5.6134	5.6515	4.7879	5.1816	0.9169	0.8529	0.7489	0.6335	1.1821	0.942	0.9808	0.539	1.4065	0.0632	228.8412	194.1103	0.0924	159.5979	161.8181	0.0005	0	0	0.1737	3.7445	0	8.027	0.4314	0.7371	0.8902	0.885	0.8523	0.4355	
158-5	158	2010_ca_158_fruit_t.jpg	5	15.6215	16.8382	4.4196	4.445	4.6863	4.8133	1.0829	1.0603	0.6552	0.6006	1.0909	0.9831	0.9822	0.5114	0.6789	0.0277	201.9553	167.5326	0.033	167.5051	149.5119	0	0	0	0.1005	3.4392	0	3.639	0.5066	0.7778	0.8909	0.8855	1.0576	0.3851	
159-1	159	2010_ca_159_fruit_t.jpg	1	23.2071	33.9104	7.493	7.5311	4.7752	5.5372	0.7352	0.6373	0.7763	0.6678	1.1624	0.8426	0.8606	0.5712	0	0.1231	248.4775	229.1344	0.2659	170.6088	172.0018	0	0	0	0.1599	7.5356	0	9.1267	0.461	0.6897	0.8929	0.885	0.6356	0.471	
159-2	159	2010_ca_159_fruit_t.jpg	2	21.7889	29.9912	6.9977	6.9977	4.5847	5.3848	0.7695	0.6552	0.3702	0.6951	0.5326	0.7889	0.8641	0.5359	0	0.0816	229.6767	224.3238	0.2411	179.6343	173.594	0.0037	0	0.1272	0	20.8463	14.8255	0	0.5	0.6809	0.8889	0.8889	0.6545	0.4648	
159-3	159	2010_ca_159_fruit_t.jpg	3	23.2548	34.529	7.3279	7.3406	5.2197	6.0706	0.827	0.7123	0.6638	0.6153	1.0789	0.8078	0.8993	0.4961	0	0.0724	241.9472	229.3657	0.2109	188.8239	174.0058	0.0073	0	0.1112	0	22.522	17.2981	0	0.5042	0.6876	0.8889	0.8889	0.713	0.4465	
159-4	159	2010_ca_159_fruit_t.jpg	4	18.6686	23.6524	5.8547	5.8674	4.5339	4.9784	0.8485	0.7744	0.7484	0.6204	1.2063	0.923	0.9492	0.5382	1.5956	0.0726	185.1599	193.0689	0.0596	153.8554	157.5636	0	0	0	0.1709	4.5422	0	8.885	0.4388	0.7263	0.8903	0.8847	0.7717	0.4403	
159-5	159	2010_ca_159_fruit_t.jpg	5	17.2471	18.8075	5.4737	5.4864	3.937	4.191	0.7639	0.7193	0.7517	0.6729	1.1172	0.9042	0.9102	0.5499	1.4883	0.0679	225.6762	202.2297	0.1188	173.9856	166.352	0	0	0	0.1218	6.1945	0	6.703	0.5121	0.7538	0.8921	0.8889	0.7209	0.4254	
160-1	160	2010_ca_160_fruit_t.jpg	1	24.0797	39.7452	6.858	6.8707	6.9977	7.3279	1.0665	1.0204	0.6463	0.613	1.0544	0.9774	0.9871	0.5026	0	0	145.4651	154.6674	0	164.9536	145.7712	0.0002	0	0.1187	0	5.9653	7.0426	0	0.4939	0.7639	0.8889	0.8889	1.0185	0.3942	
160-2	160	2010_ca_160_fruit_t.jpg	2	33.2955	62.0313	9.3345	10.2362	7.3533	8.1788	0.799	0.7878	0.7633	0.5646	1.3518	0.8818	0.9339	0.5024	0	0.0958	277.9012	226.156	0.2254	171.4982	145.6891	0.0004	0	0	0.0813	22.1011	0	22.7429	0.5761	0.7185	0.9041	0.8885	0.7884	0.4471	
160-3	160	2010_ca_160_fruit_t.jpg	3	25.7302	42.5585	6.9342	6.985	7.0739	7.5438	1.08	1.0201	0.6996	0.652	1.073	0.9566	0.9765	0.5269	0.9104	0.0391	142.3804	189.8503	0.0768	165.7023	145.7045	0	0	0	0.1158	7.172	0	8.5464	0.4697	0.7487	0.8916	0.8862	1.0183	0.4238	
160-4	160	2010_ca_160_fruit_t.jpg	4	19.4121	21.5533	4.9784	5.1054	5.1181	5.207	1.0199	1.0281	0.7628	0.6429	1.1865	0.9236	0.9764	0.507	0.8574	0.0361	188.2081	169.5202	0.034	206.9829	153.585	0.0193	0	0	0.1429	8.9682	0	10.0549	0.4732	0.7824	0.8914	0.884	1.0256	0.4132	
160-5	160	2010_ca_160_fruit_t.jpg	5	20.4973	29.1975	6.0452	6.0452	5.7912	6.1087	1.0105	0.958	0.687	0.5882	1.1679	0.9656	0.9943	0.5094	0.8505	0.0361	224.2554	188.7279	0.0653	167.0936	150.4888	0.0002	0	0	0.1158	5.5	0	7.84	0.4948	0.7583	0.89	0.8878	0.9579	0.3999	
161-1	161	2010_ca_161_fruit_t.jpg	1	16.6827	18.3543	5.0546	5.08	4.3688	4.5339	0.8925	0.8643	0.6583	0.598	1.1008	0.9529	0.9687	0.5153	0.1194	0	199.2308	173.4894	0.0239	197.3829	165.3592	0.0373	0	0	0.0777	7.9551	0	6.7393	0.5294	0.7697	0.8896	0.8839	0.8616	0.3986	
161-2	161	2010_ca_161_fruit_t.jpg	2	16.2032	16.2582	4.6355	4.6482	4.1783	4.5339	0.9754	0.9014	0.6712	0.5863	1.1449	0.9418	0.9822	0.4996	0.5884	0.0228	250.2122	175.8353	0.0523	167.5447	20.7582	0.0644	0	0	0.1304	8.1039	0	5.7808	0.4958	0.736	0.8912	0.8851	0.9034	0.408	
161-3	161	2010_ca_161_fruit_t.jpg	3	15.603	16.2734	4.7879	4.8006	3.9751	4.2164	0.8783	0.8302	0.6844	0.6393	1.0705	0.9601	0.9634	0.5336	0	0.0386	270.1471	194.9824	0.0794	152.8901	156.7304	0	0	0.1257	0	3.1722	3.5385	0	0.5271	0.7492	0.8889	0.8826	0.8267	0.4208	
161-4	161	2010_ca_161_fruit_t.jpg	4	15.4917	16.335	4.5974	4.6101	4.0894	4.318	0.9366	0.8895	0.6547	0.7376	0.8876	0.9575	0.9824	0.5519	0	0.0413	233.1878	151.1974	0.0591	176.9299	167.4753	0.0002	0	0.1329	0	3.3451	4.5193	0	0.5118	0.7552	0.8889	0.8858	0.8889	0.4282	
161-5	161	2010_ca_161_fruit_t.jpg	5	14.908	15.4935	4.4831	4.4831	4.1783	4.318	0.9632	0.932	0.6402	0.6516	0.9826	0.9768	0.9942	0.5145	0	0.0358	225.5675	180.2292	0.0602	179.924	161.923	0	0	0.1504	0	3.587	3.7301	0	0.5324	0.7729	0.8881	0.8851	0.9357	0.4002	
162-1	162	2010_ca_162_fruit_t.jpg	1	22.9484	31.8743	4.8768	5.0038	8.1534	8.2677	1.6523	1.6719	0.638	0.5911	1.0793	0.9593	0.867	0.4858	0	0.0227	206.5115	120.4216	0.0266	134.4544	106.5708	0	0.4639	0.1223	0	6.8031	11.827	0	0.5223	0.7877	0.8935	0.8889	1.6732	0.3773	
162-2	162	2010_ca_162_fruit_t.jpg	2	21.7966	29.6454	4.6609	4.7244	7.5438	7.747	1.6398	1.6185	0.7193	0.6866	1.0476	0.941	0.8653	0.5478	0	0.0246	191.5615	136.3394	0.021	144.5592	122.2697	0	0.4605	0.179	0	4.2923	11.1941	0	0.5934	0.7783	0.8893	0.8876	1.6233	0.4086	
162-3	162	2010_ca_162_fruit_t.jpg	3	18.374	21.4403	4.0005	4.1148	6.6421	6.6421	1.6142	1.6603	0.6952	0.619	1.1231	0.8889	0.8657	0.4687	0	0.0207	195.577	131.1244	0.0309	139.3249	112.7507	0	0	0.1133	0	11.1111	18.195	0	0.5182	0.7969	0.8889	0.8851	1.664	0.3855	
162-4	162	2010_ca_162_fruit_t.jpg	4	19.2535	22.9053	4.0386	4.1529	7.0104	7.0358	1.6942	1.7358	0.673	0.6352	1.0594	0.9669	0.8599	0.5088	0	0.0126	181.4369	127.2053	0.0097	136.1487	112.7857	0	0	0.1437	0	3.6365	8.8712	0	0.5505	0.7957	0.8907	0.8871	1.7323	0.3819	
162-5	162	2010_ca_162_fruit_t.jpg	5	21.4898	28.8687	4.6609	4.7117	7.366	7.6073	1.6146	1.5804	0.6894	0.6703	1.0285	0.9577	0.8719	0.5452	0	0.0167	195.0325	136.1429	0.0279	149.3147	130.4971	0	0	0.1318	0	4.8846	9.1054	0	0.5376	0.7759	0.8906	0.8872	1.589	0.4055	
163-1	163	2010_ca_163_fruit_t.jpg	1	12.8164	11.1611	4.1402	4.1402	3.0607	3.2893	0.7945	0.7393	0.727	0.6933	1.0487	0.9212	0.9203	0.5594	0	0.0185	198.4095	200.1283	0.121	175.7613	165.9763	0	0	0.1097	0	4.0891	3.3754	0	0.5097	0.7442	0.8889	0.8889	0.7385	0.4334	
163-2	163	2010_ca_163_fruit_t.jpg	2	11.3916	8.9298	3.6195	3.6322	2.8448	2.9972	0.8252	0.786	0.7088	0.6737	1.0521	0.9623	0.9479	0.5566	0.1261	0	162.5916	128.4175	0	158.7497	141.4234	0	0	0	0.1043	2.566	0	1.4982	0.5127	0.7574	0.89	0.8856	0.7876	0.4293	
163-3	163	2010_ca_163_fruit_t.jpg	3	13.3986	12.0176	4.1021	4.1148	3.3401	3.6195	0.8796	0.8142	0.7276	0.6285	1.1576	0.926	0.9586	0.5399	1.3661	0.0615	233.189	195.6371	0.0902	176.302	173.7212	0.0117	0	0	0.1458	5.162	0	5.195	0.4421	0.7324	0.8889	0.8814	0.8125	0.4387	
163-4	163	2010_ca_163_fruit_t.jpg	4	11.2102	8.6658	3.6322	3.6322	2.794	2.8575	0.7867	0.7692	0.7378	0.6818	1.0821	0.9596	0.9306	0.5675	1.1371	0.0502	204.4689	186.9951	0.0434	172.499	165.2441	0	0	0	0.1342	1.3214	0	2.1228	0.4444	0.7857	0.8934	0.8889	0.7719	0.4134	
163-5	163	2010_ca_163_fruit_t.jpg	5	12.6814	10.6655	3.7211	3.7338	3.175	3.4163	0.915	0.8532	0.7509	0.7509	1	0.9287	0.9842	0.5979	0.1178	0	146.2186	120.9219	0	150.0839	140.8285	0	0	0	0.0712	2.0112	0	2.8805	0.5502	0.7463	0.8929	0.8889	0.8621	0.4489	
164-1	164	2010_ca_164_fruit_t.jpg	1	12.3456	10.0571	3.7465	3.7719	3.0099	3.2512	0.862	0.8034	0.7831	0.6407	1.2222	0.9105	0.9581	0.5539	1.8195	0.0833	232.8941	205.655	0.1433	169.6753	155.6829	0	0	0	0.2172	2.1255	0	6.5034	0.3828	0.7373	0.891	0.8826	0.8034	0.4459	
164-2	164	2010_ca_164_fruit_t.jpg	2	8.0406	4.1289	2.5781	2.6162	1.7399	1.9304	0.7379	0.6749	0.7931	0.665	1.1926	0.8438	0.8793	0.548	0.845	0.0353	228.9796	187.58	0.109	172.5907	171.4931	0.0004	0	0	0.1592	5.6159	0	4.3659	0.4408	0.7152	0.8926	0.878	0.675	0.4698	
164-3	164	2010_ca_164_fruit_t.jpg	3	6.8177	3.0626	2.1082	2.1463	1.7018	1.8034	0.8402	0.8072	0.753	0.6145	1.2255	0.8183	0.9342	0.5	0.7774	0.0315	228.4598	190.8225	0.0836	186.7956	149.4309	0.0005	0	0	0.188	4.9645	0	5.9524	0.4014	0.7518	0.8908	0.8833	0.803	0.4213	
165-1	165	2010_ca_165_fruit_t.jpg	1	18.4982	23.3927	5.4356	5.4864	5.0419	5.3086	0.9676	0.9276	0.7477	0.5911	1.2648	0.9455	0.9901	0.5322	0.9858	0.0428	236.2801	195.6365	0.0815	167.3011	146.0026	0	0	0	0.1207	3.518	0	9.6265	0.5144	0.7578	0.8852	0.8852	0.924	0.4148	
165-2	165	2010_ca_165_fruit_t.jpg	2	20.2087	27.5556	6.1341	6.1595	5.207	5.5499	0.901	0.8489	0.7474	0.619	1.2074	0.9261	0.9717	0.5356	0.8978	0.0378	222.1455	189.4063	0.0598	174.9698	155.818	0.0041	0	0	0.1664	7.2362	0	11.3079	0.4439	0.7523	0.8937	0.8889	0.8542	0.421	
165-3	165	2010_ca_165_fruit_t.jpg	3	19.664	26.7616	6.0325	6.0325	5.1943	5.4483	0.9032	0.8611	0.7158	0.6274	1.1409	0.9588	0.9789	0.5442	0.1274	0	201.1437	187.9477	0.0671	172.6614	147.199	0.0003	0	0	0.1097	4.1776	0	5.135	0.4848	0.7617	0.8883	0.8859	0.8624	0.4167	
165-4	165	2010_ca_165_fruit_t.jpg	4	19.0293	24.293	5.5118	5.5499	5.2578	5.4991	0.9908	0.9539	0.6659	0.6567	1.014	0.9354	0.9864	0.5294	0	0.0276	205.5579	195.6494	0.0906	174.5694	144.2799	0	0	0.0615	0	8.7153	6.9106	0	0.4365	0.7639	0.8895	0.8871	0.9538	0.4046	
165-5	165	2010_ca_165_fruit_t.jpg	5	22.1535	33.1165	6.7945	6.858	5.5626	5.9309	0.8648	0.8187	0.7664	0.6449	1.1884	0.9172	0.9632	0.5399	1.4964	0.0677	247.7117	199.64	0.1086	167.5328	159.1491	0	0	0	0.1671	6.824	0	11.423	0.4561	0.7511	0.8883	0.8883	0.8216	0.4297	
166-1	166	2010_ca_166_fruit_t.jpg	1	35.2018	67.6108	10.1092	10.5029	6.3119	8.1788	0.7787	0.6244	0.7362	0.7575	0.9718	0.7567	0.8671	0.5745	0	0.1085	266.8773	224.2961	0.2738	94.1332	19.1198	0.0647	0	0.2044	0	17.7729	12.0835	0	0.646	0.6159	0.8879	0.8879	0.6226	0.5281	
166-2	166	2010_ca_166_fruit_t.jpg	2	24.3513	37.7264	7.4295	7.5057	5.6642	6.2738	0.8359	0.7624	0.6718	0.7043	0.9539	0.9209	0.9403	0.5435	0	0.0604	162.6526	210.824	0.1247	3.8814	169.1956	0	0	0.1701	0	12.6815	9.5695	0	0.5587	0.7221	0.8922	0.8878	0.7639	0.443	
166-3	166	2010_ca_166_fruit_t.jpg	3	30.5072	56.7207	9.7663	9.7917	5.9436	7.1374	0.7289	0.6086	0.697	0.7373	0.9453	0.8158	0.8254	0.5419	0	0.1566	138.8133	232.9482	0.2273	178.6006	187.9172	0.0082	0	0.1425	0	17.2478	12.5299	0	0.5356	0.6667	0.8905	0.8884	0.6091	0.4871	
166-4	166	2010_ca_166_fruit_t.jpg	4	24.7435	38.709	7.5946	7.6581	5.6007	6.2484	0.8159	0.7375	0.6656	0.7575	0.8786	0.8556	0.9175	0.5437	0	0.1164	263.9145	210.4756	0.1641	150.0793	162.8437	0.0014	0	0.1895	0	14.0937	12.9967	0	0.5366	0.7169	0.8844	0.8889	0.7364	0.4494	
166-5	166	2010_ca_166_fruit_t.jpg	5	24.3947	36.8744	7.874	7.9756	5.2197	5.588	0.7006	0.6629	0.6548	0.8468	0.7733	0.859	0.8333	0.5734	0	0.0424	201.8199	195.4989	0.0875	133.5923	200.2761	0.0433	0	0.202	0	8.2597	14.7959	0	0.5591	0.7472	0.8889	0.8889	0.6613	0.4411	
167-1	167	2010_ca_167_fruit_t.jpg	1	18.0084	21.0406	4.9149	4.9276	4.7879	5.2197	1.0593	0.9742	0.77	0.6512	1.1825	0.9287	0.9773	0.5487	1.0814	0.0471	218.5346	196.1492	0.1005	21.214	150.3937	0.0141	0	0	0.1613	4.3561	0	9.292	0.4623	0.7317	0.8902	0.885	0.974	0.4437	
167-2	167	2010_ca_167_fruit_t.jpg	2	17.1499	20.0929	4.8768	4.9276	4.826	5.0292	1.0206	0.9896	0.7292	0.6276	1.1618	0.9622	0.9857	0.5254	0.6993	0.0285	200.959	187.5238	0.0598	173.4231	156.0515	0	0	0	0.1147	4.5873	0	6.2636	0.4672	0.7696	0.8889	0.8889	0.9935	0.4135	
167-3	167	2010_ca_167_fruit_t.jpg	3	19.4719	25.6309	5.7912	5.8293	5.1181	5.4864	0.9412	0.8838	0.7171	0.6053	1.1848	0.9451	0.9842	0.531	0.1335	0	174.7592	196.399	0.0977	162.9496	145.1385	0.0004	0	0	0.1338	3.6798	0	9.5786	0.4907	0.7425	0.8864	0.884	0.8791	0.4243	
167-4	167	2010_ca_167_fruit_t.jpg	4	21.0178	26.0259	6.0452	6.0579	4.9657	5.3848	0.8889	0.8214	0.7458	0.5777	1.2909	0.9079	0.9605	0.5256	1.2566	0.0561	209.2579	200.2727	0.1184	113.9146	151.3752	0.0008	0	0	0.137	7.2648	0	11.687	0.4741	0.7376	0.8889	0.8914	0.8211	0.4229	
167-5	167	2010_ca_167_fruit_t.jpg	5	19.9509	26.1077	5.8674	5.969	5.1054	5.4229	0.9085	0.8701	0.6991	0.7056	0.9908	0.9414	0.9791	0.5446	0	0	258.7071	197.1867	0	161.0491	147.4256	0	0	0.1625	0	6.5117	5.145	0	0.5785	0.7512	0.8791	0.8864	0.8696	0.4286	
168-1	168	2010_ca_168_fruit_t.jpg	1	26.3667	44.2854	8.2931	8.3058	5.8293	6.5913	0.7936	0.7029	0.6692	0.7014	0.9541	0.9172	0.9179	0.5372	0	0.102	250.3365	204.0305	0.1507	177.8088	170.6466	0.0001	0	0.1465	0	9.2375	9.9096	0	0.5241	0.7066	0.8905	0.8862	0.7038	0.4556	
168-2	168	2010_ca_168_fruit_t.jpg	2	21.3672	30.2238	6.5913	6.5913	5.3086	5.8166	0.8825	0.8054	0.6936	0.5607	1.2371	0.9473	0.9608	0.5232	1.4632	0.0664	244.3746	207.3635	0.1383	129.4778	151.3485	0.0005	0	0	0.1381	4.3479	0	9.1178	0.4847	0.7309	0.8907	0.8883	0.8068	0.4204	
168-3	168	2010_ca_168_fruit_t.jpg	3	24.7265	38.9975	7.4803	7.6454	5.9055	6.4135	0.8389	0.7895	0.747	0.6163	1.2121	0.9302	0.9507	0.5402	1.1065	0.048	228.2265	206.5835	0.1289	155.9739	153.8003	0.0055	0	0	0.19	4.4286	0	11.7171	0.4158	0.7341	0.8916	0.8852	0.7872	0.4351	
168-4	168	2010_ca_168_fruit_t.jpg	4	23.8867	36.5293	7.6454	7.6454	5.2832	5.8039	0.7591	0.691	0.7658	0.6628	1.1554	0.8887	0.898	0.5696	1.9125	0.089	249.2826	221.3551	0.1888	169.0451	167.9659	0.0003	0	0	0.1298	3.4232	0	9.4359	0.4945	0.7281	0.8901	0.8877	0.6917	0.4474	
168-5	168	2010_ca_168_fruit_t.jpg	5	22.6472	34.3656	7.0231	7.0231	5.5499	6.0325	0.859	0.7902	0.7432	0.6184	1.2018	0.9201	0.9526	0.5532	0.1294	0	235.0459	207.4933	0.1251	165.4988	160.0456	0	0	0	0.1175	5.789	0	9.7029	0.4926	0.7342	0.89	0.8855	0.7909	0.4356	
169-1	169	2010_ca_169_fruit_t.jpg	1	14.5626	14.4472	4.2545	4.2926	3.9497	4.1656	0.9704	0.9284	0.6806	0.6985	0.9744	0.9366	0.9869	0.5304	0	0.0388	224.7436	184.8041	0.0682	156.1833	151.8549	0	0	0.116	0	7.6086	7.4184	0	0.4939	0.7584	0.9018	0.8889	0.9323	0.4216	
169-2	169	2010_ca_169_fruit_t.jpg	2	13.9243	13.5761	4.1529	4.1656	4.0132	4.1021	0.9848	0.9664	0.6544	0.578	1.1323	0.9765	0.9917	0.4897	0.2969	0.0084	191.3941	166.8783	0.0166	196.1673	159.0185	0.0001	0	0	0.1186	5.5373	0	5.2141	0.4923	0.7826	0.8905	0.8873	0.9692	0.3886	
169-3	169	2010_ca_169_fruit_t.jpg	3	12.4421	9.3835	3.4036	3.429	3.3147	3.4925	1.0185	0.9739	0.6866	0.5746	1.1948	0.9631	0.9909	0.5142	0.6498	0.026	212.4179	166.4537	0.0438	192.7599	144.6642	0.0452	0	0	0.1194	3.573	0	3.6543	0.4727	0.7591	0.8889	0.8889	0.972	0.3991	
169-4	169	2010_ca_169_fruit_t.jpg	4	13.1587	11.7653	3.9243	3.9497	3.5814	3.7211	0.9421	0.9126	0.699	0.6084	1.1489	0.9784	0.9927	0.5263	0.7223	0.0296	200.5007	113.4015	0.039	169.0909	148.2222	0.0001	0	0	0.1193	1.5308	0	3.7032	0.5017	0.7671	0.8889	0.8854	0.9106	0.4067	
169-5	169	2010_ca_169_fruit_t.jpg	5	10.1886	7.2808	3.1115	3.1623	2.8829	2.921	0.9237	0.9265	0.6898	0.5714	1.2071	0.9856	0.9872	0.5071	0.3189	0.0085	200.2664	167.8865	0.0255	164.2638	147.5601	0.0018	0	0	0.1946	0.5895	0	3.3185	0.3957	0.786	0.8911	0.8824	0.9278	0.3924	
170-1	170	2010_ca_170_fruit_t.jpg	1	20.9471	27.6632	6.6548	6.6802	4.2672	5.0419	0.7548	0.6412	0.8015	0.687	1.1667	0.7854	0.8673	0.5843	0	0.1454	246.5467	223.6757	0.274	179.1534	162.1644	0	0	0	0.141	15.6338	0	10.2724	0.4559	0.6768	0.8933	0.8874	0.6411	0.487	
170-2	170	2010_ca_170_fruit_t.jpg	2	22.4353	29.8416	6.1595	6.2738	5.5626	6.1595	0.9818	0.9031	0.8309	0.4619	1.7991	0.8701	0.975	0.5216	0	0.0922	226.4117	212.8984	0.1843	124.4152	174.9883	0	0	0	0.2626	4.5062	0	23.787	0.4124	0.7231	0.8906	0.8883	0.9067	0.4265	
170-3	170	2010_ca_170_fruit_t.jpg	3	25.1695	33.3464	7.6454	7.7216	4.9911	5.3594	0.6941	0.6528	0.6894	0.7159	0.9629	0.8021	0.8135	0.5271	0	0.0962	239.5994	189.8503	0.115	169.3385	170.5162	0	0	0.1621	0	17.0689	11.0099	0	0.5853	0.7411	0.8966	0.8839	0.65	0.4311	
170-4	170	2010_ca_170_fruit_t.jpg	4	18.5274	22.854	5.5753	5.6134	4.826	5.0927	0.9072	0.8656	0.4396	0.6925	0.6349	0.9048	0.9694	0.5135	0	0.0587	165.1898	203.4873	0.1058	0.4205	171.5646	0.0019	0	0.1379	0	12.3875	11.0862	0	0.5112	0.76	0.8915	0.8889	0.8686	0.4102	
170-5	170	2010_ca_170_fruit_t.jpg	5	19.4282	24.8432	5.9563	6.0198	4.4069	4.953	0.8228	0.7399	0.8294	0.6759	1.2271	0.8424	0.9294	0.5793	1.7744	0.0809	238.4784	221.3324	0.2129	174.059	163.3902	0.0002	0	0	0.2256	5.2082	0	11.8224	0.3744	0.7095	0.8932	0.8846	0.738	0.4737	
171-1	171	2010_ca_171_fruit_t.jpg	1	16.1513	17.0987	4.1275	4.1275	5.0927	5.1689	1.2523	1.2338	0.6738	0.6246	1.0788	0.973	0.9434	0.5357	0.813	0.0342	144.0096	165.4605	0.0421	131.595	143.2273	0	0	0	0.1128	3.0443	0	5.071	0.4791	0.7882	0.8889	0.8889	1.2403	0.3883	
171-2	171	2010_ca_171_fruit_t.jpg	2	16.5929	17.5651	3.9751	4.0132	5.4991	5.588	1.3924	1.3834	0.6358	0.5847	1.0874	0.9785	0.9184	0.4848	0.129	0	223.3868	160.3749	0	175.3104	127.8718	0.0039	0	0	0.1159	4.9043	0	5.8698	0.4636	0.7836	0.8889	0.8843	1.3871	0.3847	
171-3	171	2010_ca_171_fruit_t.jpg	3	20.4371	26.8035	4.6736	4.7625	7.0866	7.2009	1.512	1.5163	0.6332	0.6495	0.9749	0.9157	0.8889	0.4909	0	0.0001	168.0152	137.2202	0.0085	146.9244	114.8287	0	0	0.1698	0	12.0901	12.4733	0	0.5608	0.788	0.8902	0.8884	1.517	0.3803	
171-4	171	2010_ca_171_fruit_t.jpg	4	18.4453	22.5791	4.5466	4.572	5.8293	5.9563	1.3028	1.2821	0.7179	0.6955	1.0321	0.9641	0.9229	0.5566	0	0.029	206.4452	158.4015	0.0353	163.9516	142.9156	0.0001	0	0.1305	0	2.1389	4.5404	0	0.5394	0.7821	0.8905	0.8862	1.2797	0.4127	
171-5	171	2010_ca_171_fruit_t.jpg	5	18.9218	23.4588	4.7117	4.7244	6.2992	6.4008	1.3548	1.3369	0.5984	0.5849	1.023	0.9862	0.92	0.4863	0	0.0069	190.2333	144.9793	0.0069	156.3952	140.6882	0	0	0.1261	0	3.6461	3.1779	0	0.5377	0.7873	0.8899	0.8859	1.3378	0.367	
172-1	172	2010_ca_172_fruit_t.jpg	1	17.2315	19.6382	5.3086	5.3213	4.3942	4.5974	0.864	0.8278	0.7368	0.5813	1.2675	0.9574	0.9586	0.5283	1.1559	0.0509	213.9729	187.1816	0.0587	155.8607	168.8943	0.0004	0	0	0.1531	4.0582	0	7.9569	0.4862	0.7645	0.8903	0.8875	0.8263	0.4054	
172-2	172	2010_ca_172_fruit_t.jpg	2	17.5691	21.0403	5.4991	5.6388	4.4069	4.6482	0.8243	0.8014	0.7206	0.6651	1.0833	0.947	0.9462	0.5308	0	0.0562	215.0437	191.5569	0.0817	0.7665	169.5565	0.0008	0	0.1157	0	9.6247	5.5305	0	0.5301	0.7562	0.8961	0.8846	0.8023	0.4284	
172-3	172	2010_ca_172_fruit_t.jpg	3	19.6586	26.3545	5.9309	5.9817	5.0419	5.3086	0.8875	0.8501	0.7794	0.666	1.1704	0.9279	0.9713	0.5746	0.8767	0.0367	235.5608	197.2068	0.0985	170.7182	165.8889	0.0004	0	0	0.1718	4.717	0	8.3489	0.4306	0.7578	0.8901	0.8852	0.8495	0.435	
