	Tomato Analyzer - Shape Individual Data																																					
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
101-6	101	2010_ca_101-001_fruit_t.jpg	6	17.4234	20.9058	5.3721	5.3975	4.699	4.9276	0.9129	0.8747	0.7234	0.5059	1.4299	0.9335	0.9663	0.4815	0.1596	0.001	170.6979	175.22	0.003	150.3518	135.0032	0	0	0	0.16	11.0233	0	10.0731	0.4794	0.7649	0.8943	0.8889	0.881	0.3974	
101-7	101	2010_ca_101-001_fruit_t.jpg	7	13.8863	13.2611	4.1402	4.1656	3.7719	3.8481	0.9238	0.911	0.727	0.7025	1.0349	0.9625	0.9878	0.5651	0.1249	0	167.2713	170.0752	0	174.7412	158.9102	0	0	0	0.0996	2.1523	0	2.1957	0.505	0.7815	0.8906	0.8839	0.9077	0.4139	
101-8	101	2010_ca_101-001_fruit_t.jpg	8	19.7118	27.1751	5.6515	5.6642	5.7912	5.9309	1.0471	1.0247	0.7169	0.5978	1.1992	0.9552	0.9802	0.504	0.1321	0	155.4349	141.9201	0	157.7842	142.2859	0	0	0	0.1284	8.8498	0	9.1888	0.4775	0.7811	0.89	0.8878	1.0282	0.3993	
101-9	101	2010_ca_101-001_fruit_t.jpg	9	25.8931	43.4841	8.0391	8.0518	6.3119	6.6929	0.8312	0.7852	0.7204	0.6477	1.1122	0.9404	0.9468	0.5502	0.1276	0	144.5333	120.665	0	159.6104	131.9233	0	0	0	0.1104	8.6084	0	5.8515	0.4991	0.7529	0.8899	0.8859	0.7857	0.4186	
101-10	101	2010_ca_101-001_fruit_t.jpg	10	24.9787	41.6822	7.7724	7.7851	6.3119	6.7945	0.8728	0.8121	0.683	0.6275	1.0885	0.9192	0.9526	0.5155	0	0	172.5065	202.0863	0	160.4655	147.0266	0	0	0.1161	0	14.5749	10.6552	0	0.5178	0.7416	0.8919	0.8859	0.8115	0.4127	
101-1	101	2010_ca_101_fruit_t.jpg	1	25.3214	42.3483	7.5184	7.5565	6.6167	6.8072	0.9008	0.8801	0.7736	0.652	1.1865	0.9396	0.981	0.562	0.1393	0	191.9066	248.0353	0.0124	167.7673	152.3958	0	0	0	0.1573	4.3458	0	11.197	0.472	0.7776	0.8908	0.8889	0.8814	0.4127	
101-2	101	2010_ca_101_fruit_t.jpg	2	25.6796	42.9689	7.7343	7.7978	6.1595	6.6421	0.8518	0.7964	0.7816	0.7011	1.1148	0.8908	0.9575	0.5781	0	0.1086	197.2282	207.9516	0.1414	167.003	159.3445	0.0003	0	0	0.1258	6.9368	0	9.8744	0.4933	0.7395	0.8894	0.8853	0.7942	0.4469	
101-3	101	2010_ca_101_fruit_t.jpg	3	23.2124	35.9973	6.9723	6.985	5.842	6.2738	0.8982	0.8379	0.7359	0.6903	1.066	0.9161	0.9716	0.5541	0	0.0615	218.3155	205.1646	0.1279	176.1718	162.833	0.0003	0	0.0895	0	8.2535	8.7304	0	0.4757	0.7465	0.891	0.8889	0.8402	0.4328	
101-4	101	2010_ca_101_fruit_t.jpg	4	31.8761	57.9897	8.8138	9.2202	7.4422	8.0264	0.8705	0.8444	0.6988	0.6988	1	0.9046	0.971	0.4956	0	0	216.1184	188.075	0	166.7502	161.531	0.0052	0	0.1967	0	18.2235	19.3421	0	0.6725	0.7417	0.8914	0.8914	0.8448	0.4336	
101-5	101	2010_ca_101_fruit_t.jpg	5	28.6007	47.1776	7.874	7.874	7.0866	7.3914	0.9387	0.9	0.7419	0.6081	1.2202	0.919	0.9756	0.5437	1.3655	0.0618	192.325	196.8441	0.0893	149.622	159.2976	0	0	0	0.114	9.1635	0	11.5121	0.4966	0.7676	0.8902	0.8884	0.8992	0.406	
103-1	103	2010_ca_103_fruit_t.jpg	1	23.8451	37.142	7.4803	7.5057	5.8039	6.1722	0.8223	0.7759	0.7317	0.657	1.1137	0.9414	0.9396	0.5432	0.1403	0	128.0629	183.1388	0	167.727	155.7347	0.0035	0	0	0.1612	5.5381	0	8.6136	0.4444	0.7505	0.89	0.8856	0.7745	0.4165	
103-2	103	2010_ca_103_fruit_t.jpg	2	21.9676	31.219	6.5659	6.604	5.4737	5.8293	0.8827	0.8337	0.766	0.6015	1.2733	0.9297	0.972	0.543	0.139	0	161.2859	139.5056	0	150.7181	140.8297	0	0	0	0.1562	4.5349	0	10.1407	0.4684	0.7511	0.8889	0.8912	0.835	0.4249	
103-3	103	2010_ca_103_fruit_t.jpg	3	21.9198	29.6985	7.0993	7.1247	4.3307	4.9911	0.7005	0.61	0.7979	0.7496	1.0644	0.791	0.8279	0.6153	0	0.1151	232.3752	233.0606	0.3241	186.8028	135.7939	0.0019	0	0	0.1149	5.6939	0	8.3321	0.486	0.6939	0.8889	0.8889	0.6099	0.4826	
103-4	103	2010_ca_103_fruit_t.jpg	4	21.1853	30.2001	6.3119	6.35	5.6896	6.0452	0.952	0.9014	0.7344	0.5252	1.3985	0.9409	0.9825	0.503	0.9962	0.0428	200.2264	197.7725	0.0968	170.2116	144.7334	0.0002	0	0	0.163	8.9874	0	12.2946	0.4748	0.7537	0.8905	0.8883	0.904	0.4053	
103-5	103	2010_ca_103_fruit_t.jpg	5	26.1751	41.3809	7.4041	7.5311	6.8072	7.1755	0.9528	0.9194	0.729	0.5111	1.4262	0.8937	0.9712	0.5115	0.1463	0	165.6494	68.0787	0	156.3084	135.3036	0	0	0	0.1853	11.0656	0	18.6368	0.4177	0.7589	0.888	0.8898	0.9224	0.3921	
104-5	104	2010_ca_104-001_fruit_t.jpg	5	28.0352	48.671	8.4455	8.4963	6.4643	6.9596	0.8191	0.7654	0.7203	0.7158	1.0063	0.8942	0.9246	0.5631	0	0.0706	198.7181	219.3218	0.1493	168.0621	169.5672	0.0001	0	0.1635	0	8.6929	8.7859	0	0.573	0.7422	0.8904	0.8865	0.766	0.4399	
104-6	104	2010_ca_104-001_fruit_t.jpg	6	21.6109	30.7324	6.5278	6.5659	5.2705	5.7785	0.8801	0.8074	0.7354	0.6654	1.1053	0.9287	0.9637	0.5493	1.5209	0.0702	232.679	203.7117	0.1338	158.7991	161.7943	0.0038	0	0	0.0674	5.5815	0	7.7422	0.5692	0.7269	0.8895	0.8847	0.8049	0.4423	
104-7	104	2010_ca_104-001_fruit_t.jpg	7	24.9756	38.2598	7.112	7.2136	5.8928	6.6167	0.9173	0.8286	0.7268	0.6071	1.1971	0.9082	0.9758	0.5314	1.7619	0.0822	250.968	210.5937	0.1755	176.763	165.1784	0	0	0	0.0688	9.8654	0	10.2169	0.5278	0.7115	0.8894	0.8873	0.8259	0.4512	
104-8	104	2010_ca_104-001_fruit_t.jpg	8	26.6613	45.3635	8.4201	8.4582	5.9309	6.731	0.7958	0.7044	0.721	0.5928	1.2163	0.9141	0.9132	0.5234	0	0.0991	255.2847	217.5424	0.1977	185.0439	161.3345	0.0021	0	0	0.1736	8.8034	0	12.3805	0.4472	0.7032	0.89	0.8857	0.7045	0.4515	
104-9	104	2010_ca_104-001_fruit_t.jpg	9	22.9469	35.0367	7.0993	7.0993	5.6642	6.1976	0.873	0.7979	0.7531	0.5975	1.2605	0.9006	0.9537	0.5354	0	0.0966	264.5189	220.7637	0.1971	155.9221	145.9201	0	0	0	0.1303	6.0739	0	12.1918	0.4959	0.731	0.89	0.8878	0.7982	0.4259	
104-1	104	2010_ca_104_fruit_t.jpg	1	19.153	24.6791	5.969	6.0071	4.7117	5.0546	0.8414	0.7894	0.7723	0.6085	1.2692	0.9161	0.9484	0.5505	1.4752	0.0667	225.4422	213.3309	0.1493	168.2145	157.1134	0	0	0	0.1611	3.5239	0	10.803	0.4724	0.7456	0.8916	0.8889	0.7872	0.4287	
104-2	104	2010_ca_104_fruit_t.jpg	2	17.1317	19.9563	5.0038	5.0927	4.7879	5.0165	0.985	0.9569	0.7259	0.5508	1.318	0.9282	0.9862	0.5073	0.7375	0.0295	214.6523	196.4194	0.0806	156.6494	148.6958	0	0	0	0.188	7.4848	0	11.9275	0.4	0.7614	0.8929	0.8824	0.9554	0.402	
104-3	104	2010_ca_104_fruit_t.jpg	3	16.8699	18.1222	4.9911	5.0038	4.191	4.4196	0.8832	0.8397	0.8066	0.6514	1.2383	0.8769	0.9627	0.5852	0.2809	0.0075	203.5475	211.5997	0.0447	171.9202	148.781	0	0	0	0.1263	7.9193	0	8.9466	0.4943	0.7608	0.8919	0.8889	0.8462	0.4242	
104-4	104	2010_ca_104_fruit_t.jpg	4	19.1375	19.8327	5.9182	5.9563	3.9624	4.2672	0.7164	0.6695	0.7532	0.4979	1.5129	0.8001	0.812	0.5258	1.4173	0.0634	242.6314	202.0488	0.1451	146.2135	164.7538	0	0	0	0.1968	14.1403	0	13	0.4107	0.7403	0.8889	0.8857	0.6667	0.4107	
105-1	105	2010_ca_105_fruit_t.jpg	1	12.8615	11.4514	3.7211	3.7592	3.5433	3.7465	0.9966	0.9522	0.7133	0.6485	1.1	0.9488	0.9872	0.5343	0	0.0319	237.6173	185.2001	0.0634	161.8861	150.8823	0	0	0.1265	0	5.3673	5.6746	0	0.5356	0.7551	0.8916	0.8845	0.9569	0.4303	
105-2	105	2010_ca_105_fruit_t.jpg	2	16.0523	17.3393	4.5085	4.5974	4.3815	4.5847	0.9972	0.9718	0.8	0.6479	1.2348	0.9072	0.9768	0.5578	1.6662	0.0755	225.6129	198.4806	0.1045	157.0768	154.8092	0	0	0	0.2246	3.8361	0	10.313	0.3823	0.7611	0.8896	0.8839	0.9716	0.4355	
105-3	105	2010_ca_105_fruit_t.jpg	3	19.7928	26.0164	5.8293	5.8801	5.0927	5.4991	0.9352	0.8736	0.7603	0.5752	1.322	0.9053	0.9789	0.5155	0.8152	0.0332	237.9833	205.9475	0.1182	162.6593	145.0871	0	0	0	0.2023	9.6273	0	12.5736	0.4203	0.7407	0.884	0.8889	0.8743	0.4297	
105-4	105	2010_ca_105_fruit_t.jpg	4	12.7989	11.2409	3.7973	3.8354	3.4544	3.6576	0.9536	0.9097	0.7625	0.5886	1.2955	0.9302	0.9837	0.5226	0.6813	0.027	192.052	198.2313	0.08	171.1653	140.1371	0.0014	0	0	0.1687	4.7038	0	7.6478	0.4618	0.7526	0.8889	0.8852	0.9076	0.4207	
105-5	105	2010_ca_105_fruit_t.jpg	5	12.957	10.7329	3.6068	3.6576	3.5052	3.6449	0.9965	0.9718	0.7289	0.6408	1.1374	0.9261	0.9858	0.5309	0.137	0	192.1588	186.446	0.04	161.733	158.7037	0	0	0	0.1481	4.8252	0	6.7805	0.4321	0.7692	0.8907	0.8871	0.9735	0.4132	
106-1	106	2010_ca_106_fruit_t.jpg	1	12.7512	6.5343	2.8321	3.0099	2.6924	3.2639	1.0844	0.9507	0.8072	0.2063	3.913	0.5791	0.9175	0.4494	0.2965	0.006	142.1841	141.0642	0.0052	15.3996	238.2007	0.0002	0	0	0.306	17.6641	0	16.7924	0.3619	0.6563	0.8889	0.8796	0.9545	0.4268	
106-2	106	2010_ca_106_fruit_t.jpg	2	16.1239	17.2787	4.9149	4.9784	4.1148	4.445	0.8929	0.8372	0.7313	0.5478	1.3349	0.9077	0.9615	0.4944	1.3287	0.0592	171.5879	206.8042	0.1006	157.3731	137.4612	0	0	0	0.18	7.2837	0	11.2327	0.42	0.7393	0.8897	0.8866	0.8377	0.4174	
106-3	106	2010_ca_106_fruit_t.jpg	3	25.4749	43.0878	7.4295	7.4676	6.6929	7.1374	0.9558	0.9009	0.7077	0.6393	1.107	0.9427	0.984	0.5358	0	0	214.6675	86.6703	0	163.9373	156.6328	0.0001	0	0.1244	0	9.8324	9.6422	0	0.5409	0.7487	0.8898	0.8861	0.9013	0.4246	
106-4	106	2010_ca_106_fruit_t.jpg	4	17.7028	21.5656	5.207	5.2832	4.9276	5.1562	0.976	0.9463	0.7098	0.5732	1.2383	0.9637	0.9884	0.4946	0.6416	0.025	204.4856	212.7763	0.0431	161.1483	148.8789	0	0	0	0.1666	6.7457	0	8.2916	0.4507	0.7654	0.8908	0.8883	0.9451	0.4027	
106-5	106	2010_ca_106_fruit_t.jpg	5	20.9238	26.008	6.223	6.2611	4.6736	5.3086	0.8479	0.751	0.7918	0.5184	1.5276	0.8255	0.918	0.5357	0	0.1109	197.4578	210.172	0.2626	167.72	144.7016	0	0	0	0.1837	8.8921	0	15.3516	0.4498	0.705	0.8909	0.8882	0.75	0.4387	
107-1	107	2010_ca_107_fruit_t.jpg	1	34.0375	66.7833	11.0363	11.2141	6.0706	7.62	0.6795	0.5501	0.7434	0.6536	1.1373	0.7437	0.7771	0.5432	0	0.1808	254.4853	261.5926	0.3928	169.7981	163.7414	0	0	0	0.1821	9.783	0	16.9558	0.395	0.6377	0.8946	0.8884	0.5504	0.4971	
107-2	107	2010_ca_107_fruit_t.jpg	2	26.0262	42.9685	8.1407	8.1915	5.7023	6.4897	0.7922	0.7005	0.7754	0.6599	1.1749	0.85	0.9114	0.5747	0	0.1065	247.1781	225.7482	0.2336	169.1161	160.4566	0	0	0	0.1468	10.7686	0	12.1708	0.4599	0.702	0.8905	0.8861	0.6992	0.4596	
107-3	107	2010_ca_107_fruit_t.jpg	3	29.2424	52.4812	8.7122	8.7757	6.5659	7.4549	0.8495	0.7536	0.7405	0.6545	1.1314	0.8452	0.9324	0.5472	1.8989	0.0884	248.1133	226.2042	0.23	175.1288	166.2749	0.0006	0	0	0.1222	15.0273	0	14.7072	0.4685	0.7031	0.8937	0.886	0.7518	0.455	
107-4	107	2010_ca_107_fruit_t.jpg	4	25.2783	42.2994	7.8359	7.8486	5.9436	6.4516	0.822	0.7585	0.7407	0.7245	1.0224	0.8906	0.9364	0.5693	0	0.0634	211.3588	213.441	0.1586	0	177.2907	0	0	0.115	0	10.0039	10.2204	0	0.498	0.7377	0.8905	0.8884	0.7602	0.4489	
107-5	107	2010_ca_107_fruit_t.jpg	5	27.5025	42.6093	8.3566	8.3947	5.9055	6.1595	0.7337	0.7067	0.7538	0.7219	1.0442	0.8805	0.8774	0.599	0	0.1092	214.7964	165.1091	0.0298	191.5444	172.6695	0.0277	0	0	0.1054	10.5971	0	6.1833	0.4907	0.7645	0.8894	0.8852	0.7034	0.4214	
108-1	108	2010_ca_108_fruit_t.jpg	1	26.8232	42.6169	7.6962	7.8105	6.4262	6.9215	0.8862	0.835	0.7145	0.6122	1.1671	0.9016	0.958	0.5185	1.4249	0.0645	241.628	263.3574	0.1314	168.5804	154.2008	0.0017	0	0	0.1413	11.1379	0	12.7606	0.4587	0.7426	0.9266	0.8879	0.8347	0.4188	
108-2	108	2010_ca_108_fruit_t.jpg	2	24.9715	40.5143	7.7724	7.7978	5.5753	6.3627	0.816	0.7173	0.719	0.7206	0.9977	0.873	0.9221	0.5602	0	0.11	246.2985	220.8903	0.2158	182.8282	169.0069	0	0	0.1226	0	11.862	10.2724	0	0.511	0.7	0.8906	0.8861	0.7172	0.466	
108-3	108	2010_ca_108_fruit_t.jpg	3	23.2145	30.8111	6.477	7.0358	5.461	5.8801	0.8357	0.8431	0.7294	0.6039	1.2078	0.9095	0.9576	0.4762	1.0169	0.0448	239.5217	199.8064	0.1235	171.1545	163.4766	0.0034	0	0	0.0835	20.9632	0	12.6546	0.5529	0.7446	0.9077	0.8843	0.8431	0.423	
108-4	108	2010_ca_108_fruit_t.jpg	4	24.2923	39.584	7.4041	7.5565	6.0579	6.4897	0.8588	0.8182	0.7667	0.6175	1.2417	0.9272	0.9662	0.5469	1.0415	0.0444	224.9636	205.9602	0.1279	170.6443	157.6303	0.0002	0	0	0.2145	4.0824	0	13.7946	0.3855	0.7451	0.8899	0.8879	0.819	0.4357	
108-5	108	2010_ca_108_fruit_t.jpg	5	25.5175	42.2369	7.4295	7.4549	6.2738	7.0358	0.9438	0.8444	0.7658	0.6034	1.2691	0.8969	0.9772	0.558	1.434	0.0646	256.9909	217.7256	0.1856	173.6464	169.6425	0.01	0	0	0.1662	6.6022	0	15.2986	0.4639	0.7125	0.8894	0.8854	0.8455	0.4493	
109-1	109	2010_ca_109_fruit_t.jpg	1	28.1135	48.9796	7.3914	7.6454	8.0899	8.382	1.0963	1.0945	0.6168	0.6856	0.8997	0.9392	0.9665	0.4825	0	0.0429	208.7014	184.9045	0.0447	172.0161	148.0587	0.0028	0	0.2009	0	9.0425	16.4992	0	0.6091	0.7709	0.8804	0.8866	1.0948	0.3904	
109-2	109	2010_ca_109_fruit_t.jpg	2	30.8275	43.9612	6.5405	6.8961	7.4168	8.3439	1.2099	1.134	0.8544	0.5417	1.5771	0.7011	0.9277	0.4803	1.9674	0.0899	236.9756	184.3684	0.2077	147.4855	118.5418	0	0	0	0.2805	19.7226	0	39.928	0.242	0.7104	0.8566	0.8859	1.1366	0.4494	
109-3	109	2010_ca_109_fruit_t.jpg	3	25.8187	41.183	5.6642	5.7023	9.3345	9.4361	1.6548	1.648	0.6928	0.4821	1.4372	0.947	0.8689	0.4925	0.1298	0	186.7268	169.6223	0	107.8629	89.6843	0.0003	0	0	0.1193	13.597	0	14.6674	0.5222	0.7898	0.8892	0.8865	1.6461	0.3583	
109-4	109	2010_ca_109_fruit_t.jpg	4	27.8314	45.1306	6.4262	6.6167	8.4709	8.7122	1.3167	1.3182	0.6719	0.6403	1.0494	0.941	0.9271	0.5394	0	0	141.835	137.0421	0	143.3235	132.4926	0.0007	0	0.1452	0	7.2555	12.9423	0	0.5452	0.7766	0.8896	0.8867	1.3168	0.3967	
109-5	109	2010_ca_109_fruit_t.jpg	5	22.4166	28.582	4.3688	4.4704	8.2677	8.5471	1.9119	1.8924	0.6017	0.5029	1.1965	0.8935	0.8391	0.4439	0.1253	0	318.0099	299.4694	0	102.5535	88.9764	0	0	0	0.1011	11.3661	0	15.7692	0.529	0.7738	0.8904	0.8919	1.8978	0.3685	
110-1	110	2010_ca_110_fruit_t.jpg	1	27.4025	49.3386	8.0137	8.0899	6.9596	7.5311	0.9309	0.8685	0.748	0.6466	1.1569	0.9214	0.9849	0.5575	0.1375	0	171.7388	165.5314	0	166.4453	147.8629	0	0	0	0.1499	6.8378	0	12.6667	0.4553	0.7399	0.8921	0.8866	0.869	0.4332	
110-2	110	2010_ca_110_fruit_t.jpg	2	26.6202	47.3939	7.5946	7.7597	7.3025	7.6581	0.9869	0.9615	0.7408	0.6003	1.234	0.9513	0.9891	0.5376	1.1163	0.0486	205.0945	195.3163	0.0931	167.2864	154.9542	0	0	0	0.175	8.1262	0	12.5492	0.4362	0.7608	0.8928	0.8859	0.9582	0.4148	
110-3	110	2010_ca_110_fruit_t.jpg	3	27.6999	46.4465	7.7597	7.874	6.8961	7.493	0.9516	0.8887	0.6759	0.6694	1.0098	0.9192	0.9832	0.522	0	0	230.8573	205.1916	0.0879	175.0114	164.3065	0.0018	0	0.1227	0	18.0458	14.7738	0	0.5102	0.7334	0.8871	0.8852	0.8852	0.425	
110-4	110	2010_ca_110_fruit_t.jpg	4	33.8306	69.8694	9.2964	9.5123	8.7376	8.8392	0.9292	0.9399	0.7227	0.7322	0.9869	0.9428	0.9858	0.5759	0	0.0122	186.6462	154.5928	0.0107	181.6111	156.7728	0.0003	0	0.2	0	9.7683	9.6751	0	0.6307	0.7914	0.8885	0.8871	0.9418	0.4176	
110-5	110	2010_ca_110_fruit_t.jpg	5	28.2548	52.3972	8.255	8.4455	7.2263	8.001	0.9474	0.8754	0.6908	0.6431	1.0742	0.9367	0.9822	0.5144	1.1576	0.0512	226.9996	200.4592	0.1188	233.7125	151.186	0.0281	0	0	0.1322	13.3307	0	12.4081	0.4587	0.7218	0.8919	0.8867	0.8731	0.4292	
111-1	111	2010_ca_111_fruit_t.jpg	1	25.2593	39.692	8.6868	8.6868	4.9911	5.7277	0.6594	0.5746	0.7266	0.6316	1.1505	0.8199	0.764	0.5235	0.1273	0	144.0377	125.9222	0	153.7107	133.3487	0	0	0	0.1092	16.9289	0	13.5051	0.4945	0.6933	0.8889	0.8839	0.5714	0.4563	
111-2	111	2010_ca_111_fruit_t.jpg	2	19.8636	18.9674	6.2357	6.2738	3.2512	4.1275	0.6579	0.5214	0.3116	0.5377	0.5795	0.5504	0.5795	0.4689	0	0.1403	189.8498	208.7989	0.3909	154.608	188.4553	0.0803	0	0.1224	0	32.4722	16.6389	0	0.4831	0.6296	0.8831	0.8908	0.5204	0.4659	
111-3	111	2010_ca_111_fruit_t.jpg	3	24.5117	29.8001	8.2296	8.2804	3.5687	4.4577	0.5383	0.4336	0.7762	0.733	1.0589	0.5448	0.4391	0.5955	0	0.2224	218.3597	232.2537	0.5181	186.3483	174.0568	0.0071	0	0.0912	0	12.2743	10.1398	0	0.4758	0.64	0.8889	0.8889	0.4324	0.5068	
111-4	111	2010_ca_111_fruit_t.jpg	4	26.0894	36.9777	8.5217	8.5217	4.2672	5.2832	0.62	0.5007	0.8167	0.7109	1.1488	0.6764	0.6855	0.6166	0	0.2351	142.1807	223.6518	0.3702	6.0652	169.2878	0.0002	0	0	0.1303	7.1663	0	12.1045	0.476	0.6458	0.8904	0.8874	0.5	0.5079	
111-5	111	2010_ca_111_fruit_t.jpg	5	23.8854	22.9532	6.0706	6.1849	4.1529	4.7498	0.768	0.6841	0.8013	0.5377	1.4903	0.7656	0.8946	0.526	1.8123	0.083	252.9746	195.73	0.2425	165.9829	147.3295	0.0001	0	0	0.2086	15.3298	0	16.8848	0.4278	0.6971	0.8904	0.8814	0.6806	0.4519	
112-1	112	2010_ca_112_fruit_t.jpg	1	23.7523	30.1611	6.7818	6.8072	4.5847	5.4991	0.8078	0.676	0.764	0.6573	1.1624	0.8143	0.8787	0.5565	0	0.1058	207.401	204.1927	0.1796	155.7473	197.0986	0.0155	0	0	0.1498	13.7384	0	9.7327	0.4573	0.6667	0.8889	0.8889	0.6761	0.4847	
112-2	112	2010_ca_112_fruit_t.jpg	2	17.1355	19.9851	5.0165	5.0546	4.5466	4.9657	0.9824	0.9063	0.6835	0.6506	1.0506	0.9163	0.9836	0.5036	0	0.0297	205.083	198.9176	0.0923	170.7107	159.5647	0	0	0.1179	0	11.2821	11.1587	0	0.5166	0.7333	0.891	0.8882	0.9108	0.4308	
112-3	112	2010_ca_112_fruit_t.jpg	3	18.9703	24.168	5.1943	5.2197	5.4356	5.6515	1.0827	1.0465	0.7311	0.6186	1.1818	0.9586	0.9745	0.5349	0.6566	0.0262	237.982	193.8249	0.0675	343.512	124.3611	0	0	0	0.1305	2.8649	0	7.1366	0.4809	0.7703	0.8906	0.8883	1.0491	0.4156	
112-4	112	2010_ca_112_fruit_t.jpg	4	16.5582	18.5569	4.9149	4.9403	4.445	4.7117	0.9537	0.9044	0.7339	0.6202	1.1833	0.9226	0.9833	0.5394	0.9747	0.042	268.1127	204.4167	0.1195	359.2017	160.4745	0.0001	0	0	0.1378	5.5892	0	8.6082	0.4717	0.7568	0.8889	0.8889	0.9091	0.4113	
112-5	112	2010_ca_112_fruit_t.jpg	5	12.5703	10.3061	3.81	3.8608	3.0607	3.3401	0.8651	0.8033	0.74	0.5567	1.3293	0.9011	0.9424	0.5351	0.9032	0.0383	231.994	179.4822	0.1084	157.0425	135.7978	0.0002	0	0	0.1478	7.9847	0	5.8878	0.4715	0.7328	0.8889	0.8889	0.8	0.4336	
113-1	113	2010_ca_113_fruit_t.jpg	1	15.7059	15.3358	4.6609	4.6736	3.8227	4.2164	0.9022	0.8202	0.5967	0.6403	0.9319	0.8893	0.9543	0.526	0	0.0584	223.9915	209.2743	0.1584	173.7002	166.1657	0.0001	0	0.1029	0	11.0332	9.6076	0	0.4819	0.7251	0.8856	0.8889	0.8219	0.4211	
113-2	113	2010_ca_113_fruit_t.jpg	2	16.2611	17.0158	4.9911	5.0038	3.6195	4.1656	0.8325	0.7252	0.7099	0.7659	0.9269	0.8544	0.9302	0.5838	0	0.0791	229.7272	224.962	0.225	176.5589	172.3806	0	0	0.1702	0	6.1284	7.6336	0	0.5427	0.6911	0.8933	0.8828	0.7244	0.4751	
113-3	113	2010_ca_113_fruit_t.jpg	3	17.846	20.5956	5.5245	5.5753	4.0005	4.7244	0.8474	0.7241	0.6	0.7149	0.8392	0.8365	0.9093	0.5115	0	0.103	254.7627	215.016	0.1804	141.0195	141.6341	0	0	0.1594	0	15.593	11.5274	0	0.5349	0.6739	0.8834	0.8834	0.7225	0.468	
113-4	113	2010_ca_113_fruit_t.jpg	4	13.7279	10.3658	4.318	4.318	2.4765	2.9591	0.6853	0.5735	0.7529	0.7471	1.0079	0.7816	0.7848	0.6011	0	0.1758	243.1352	221.3522	0.1955	174.8772	36.6373	0	0	0.1007	0	5.0819	3.0501	0	0.485	0.6638	0.8902	0.88	0.5662	0.4881	
113-5	113	2010_ca_113_fruit_t.jpg	5	19.1319	23.9925	5.8547	5.8928	4.6863	5.3467	0.9073	0.8004	0.3774	0.5575	0.677	0.7904	0.9328	0.4794	0	0.0902	221.3809	227.8294	0.2191	194.7854	175.7282	0	0	0.0722	0	21.8048	19.0626	0	0.4347	0.7	0.8936	0.8855	0.7989	0.4288	
114-1	114	2010_ca_114_fruit_t.jpg	1	24.0509	39.3378	7.3787	7.3787	6.0706	6.4389	0.8726	0.8227	0.7522	0.6609	1.138	0.9352	0.9682	0.5627	1.0672	0.0468	207.2432	204.577	0.1105	180.8092	163.2807	0.0001	0	0	0.1275	5.332	0	8.8293	0.4951	0.7549	0.8904	0.8884	0.8233	0.4292	
114-2	114	2010_ca_114_fruit_t.jpg	2	25.8256	33.9048	7.0358	7.1628	5.4229	5.8801	0.8209	0.7708	0.7545	0.6733	1.1206	0.8619	0.9166	0.5635	0.1271	0	247.2562	200.182	0.1098	176.8296	137.029	0	0	0	0.1085	14.1429	0	9.1776	0.4773	0.7359	0.9019	0.8877	0.7692	0.4385	
114-3	114	2010_ca_114_fruit_t.jpg	3	16.899	18.6701	5.2832	5.3086	4.0259	4.3815	0.8254	0.762	0.7668	0.5817	1.3182	0.8878	0.9237	0.556	1.8925	0.0876	225.0559	207.1914	0.177	162.3692	152.8591	0	0	0	0.1589	6.9913	0	9.8345	0.4464	0.7326	0.8936	0.8842	0.759	0.4323	
114-4	114	2010_ca_114_fruit_t.jpg	4	17.1994	18.4966	5.1943	5.2197	3.8862	4.3434	0.8321	0.7482	0.7237	0.6919	1.0459	0.8877	0.9409	0.5597	1.553	0.0711	165.4501	220.5874	0.1368	177.7322	167.0545	0.0019	0	0	0.1233	6.085	0	6.1854	0.4649	0.7155	0.8873	0.8873	0.7485	0.4552	
