Strain Id	Organization	Strain Type	Cultivation record	Sown seeds	Germinated　seeds	Total mutant	Total harvested seed	Plant Ontology ID	Germination rate(%)	Mutation rate(%)	First flowering date	First fruit harvesting date	Flower to fruit period	Growth Stage:Phenotype	link
TOMJPE0843	University of Tsukuba	EMS mutagenesis lines		1	0	0	17	PO:0007112,SP:0000022,SP:0000142	30	33.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=179
TOMJPE0844	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	PO:0007112,SP:0000022,SP:0000115	80	25				flowering : Flower morphology-Flower organ width, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=176
TOMJPE0845	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000022	50	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=186
TOMJPE0847	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	SP:0000022	30	33.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=181
TOMJPE0850	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,SP:0000022	80	12.5				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=177
TOMJPE0853	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000031	60	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=609
TOMJPE0853	University of Tsukuba	EMS mutagenesis lines		1	0	0	19	PO:0007112	40	25				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=167
TOMJPE0854	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	SP:0000022,SP:0000142	20	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=222
TOMJPE0855	University of Tsukuba	EMS mutagenesis lines		3	0	0	0	PO:0007112,SP:0000021,SP:0000142	80	37.5				- : Plant size-Extremely small	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=218
TOMJPE0856	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000023	40	25				- : Plant size-Large plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=213
TOMJPE0859	University of Tsukuba	EMS mutagenesis lines		3	0	0	M		60	50				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=174
TOMJPE0864	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		20	50				- : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=211
TOMJPE0866	University of Tsukuba	EMS mutagenesis lines		1	0	0	10	SP:0000022	57.1	25				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=135
TOMJPE0870	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	SP:0000023	70	28.6				- : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=184
TOMJPE0877	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000032	80	12.5				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=614
TOMJPE0879	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000022,SP:0000032	50	20				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=79
TOMJPE0899	University of Tsukuba	EMS mutagenesis lines		1	0	0	19	SP:0000022,SP:0000032	40	25				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=80
TOMJPE0900	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007615	50	20				flowering : Flower color-Pale yellow flower	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=616
TOMJPE0901	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000032	70	14.3				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=81
TOMJPE0902	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	PO:0007615	70	28.6				flowering : Flower color-Pale yellow flower	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=617
TOMJPE0906	University of Tsukuba	EMS mutagenesis lines		1	0	0	7	PO:0001083,PO:0007074	50	20				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=82
TOMJPE0907	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0001170	80	12.5				fruit : Sterility-Full sterility, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=83
TOMJPE0912	University of Tsukuba	EMS mutagenesis lines		2	0	0	4	SP:0000022,SP:0000032,SP:0000031,SP:0000141	80	25				fruit : Sterility-Partial sterility, - : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=109
TOMJPE0919	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000031	90	11.1				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=612
TOMJPE0920	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	80	12.5				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=613
TOMJPE0920	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000032	70	14.3				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=84
TOMJPE0923	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112	20	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=190
TOMJPE0924	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	SP:0000022,SP:0000032	30	66.7				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=185
TOMJPE0930	University of Tsukuba	EMS mutagenesis lines		2	0	0	12	PO:0007112	80	25				- : Plant size-Extremely small	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=192
TOMJPE0932	University of Tsukuba	EMS mutagenesis lines		2	0	0	0	PO:0007112	90	22.2				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=183
TOMJPE0933	University of Tsukuba	EMS mutagenesis lines		2	0	0	14	SP:0000141,SP:0000008,SP:0000022,SP:0000032	90	22.2				fruit : Sterility-Partial sterility, inflorescence : Inflorescence structure-Lots of flowers, - : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=188
TOMJPE0935	University of Tsukuba	EMS mutagenesis lines		1	0	0	11	PO:0007112,SP:0000022	50	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=182
TOMJPE0937	University of Tsukuba	EMS mutagenesis lines		1	0	0	28	PO:0007112,SP:0000022	50	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=191
TOMJPE0937	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050,SP:0000108	70	14.3				leaf production : Leaf color-Variegation	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=608
TOMJPE0950	University of Tsukuba	EMS mutagenesis lines		3	0	0	M	SP:0000014,SP:0000021,SP:0000056	60	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=85
TOMJPE0951	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	PO:0007112,SP:0000002,SP:0000031	50	40				leaf production : Leaf color-Yellow-green leaf, - : Plant size-Extremely small, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=86
TOMJPE0954	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	SP:0000022,SP:0000031	90	22.2				- : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=87
TOMJPE0956	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	40	25				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=88
TOMJPE0958	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	60	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=610
TOMJPE0963	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	SP:0000032,SP:0000022	50	40				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=89
TOMJPE0964	University of Tsukuba	EMS mutagenesis lines		2	0	0	9	SP:0000023,SP:0000086,SP:0000032	20	100				fruit : Fruit morphology-Long fruit, - : Plant size-Large plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=90
TOMJPE0969	University of Tsukuba	EMS mutagenesis lines		1	0	0	3	SP:0000032,SP:0000141	30	33.3				fruit : Sterility-Partial sterility, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=91
TOMJPE0972	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112,SP:0000031	90	11.1				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=611
TOMJPE0972	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000022,SP:0000032	80	12.5				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=92
TOMJPE0974	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	PO:0007073,SP:0000032	60	33.3				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=93
TOMJPE0976	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000011	60	16.7				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=94
TOMJPE0987	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	10	100				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=95
TOMJPE0990	University of Tsukuba	EMS mutagenesis lines		2	0	0	8	PO:0001050,PO:0007112,SP:0000022,SP:0000004	60	33.3				leaf production : Leaf morphology-Leaf width, - : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=96
TOMJPE0994	University of Tsukuba	EMS mutagenesis lines		1	0	0	10		30	33.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=97
TOMJPE1154	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050,SP:0000004,SP:0000032	75	16.7				leaf production : Leaf morphology-Other leaf morphology, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=631
TOMJPE1160	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0001083,PO:0007047,SP:0000032,SP:0000117	50	100				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=628
TOMJPE1198	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112	75	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=633
TOMJPE1401	University of Tsukuba	EMS mutagenesis lines		1	0	0	13	PO:0007112,SP:0000022	83.3	10				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=625
TOMJPE1467	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112,SP:0000022	100	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=626
TOMJPE1476	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000032,SP:0000116	41.7	20				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=632
TOMJPE1480	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000116,SP:0000032	75	33.3				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=627
TOMJPE1659	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112,PO:0007073,PO:0007615,SP:0000032	90	11.1				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=634
TOMJPE1663	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112,SP:0000031	80	12.5				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=635
TOMJPE1671	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112,SP:0000022	70	14.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=629
TOMJPE1687	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112,SP:0000032	70	14.3				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=636
TOMJPE1704	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007073,PO:0007112,SP:0000032	100	10				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=630
TOMJPE1818	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	PO:0001050,SP:0000054	100	100				leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=638
TOMJPE1820	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007112,SP:0000032	70	14.3				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=639
TOMJPE1828	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007073	90	11.1				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=640
TOMJPE1829	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0001050,PO:0007112,SP:0000004,SP:0000022	50	100				leaf production : Leaf morphology-Other leaf morphology, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=641
TOMJPE1830	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050,PO:0007112,SP:0000022,SP:0000004	100	25				leaf production : Leaf morphology-Other leaf morphology, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=642
TOMJPE1833	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007615	100	10				flowering : Flower morphology-Flower organ width	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=646
TOMJPE1851	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000193,SP:0000023	90	11.1				- : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=637
TOMJPE1855	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000032	60	16.7				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=647
TOMJPE1875	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,SP:0000022	90	11.1				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=644
TOMJPE1891	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007112,SP:0000031	90	11.1				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=645
TOMJPE1908	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	180		80	12.5	2006/10/27	2006/10/27		germination : Seed-Slow germination, ripening : Fruit ripening-Late ripening	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=356
TOMJPE1910	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	900		80	12.5	2005/09/26	2005/11/25		germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=358
TOMJPE1933	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	950		80	25	2005/10/02	2005/11/25		germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=377
TOMJPE1935	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	1410		90	11.1	2005/10/01	2005/11/25		germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=379
TOMJPE1937	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	1230		90	11.1	2005/10/02	2005/11/25		germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=381
TOMJPE1941	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	960		70	14.3	2005/10/04	2005/11/30		germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=385
TOMJPE1951	Kazusa DNA Research Institute	EMS mutagenesis lines		3	0	0	1430		70	42.9	2005/10/23			germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=395
TOMJPE1952	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	1530		70	28.6	2005/10/22			germination : Seed-Seedling lethality	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=396
TOMJPE1953	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	650		70	28.6	2005/10/22			germination : Seed-Seedling lethality	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=397
TOMJPE1954	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	2700		100	20	2005/10/24			germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=398
TOMJPE1955	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	1140		40	25	2005/10/27			germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=399
TOMJPE1956	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	1720		100	20	2005/10/24			germination : Seed-Slow germination	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=400
TOMJPE1987	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	820		100	10	2005/10/24			germination : Seed-Seedling lethality	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=431
TOMJPE1991	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	1280		100	20	2006/11/01	2006/11/01		germination : Seed-Seedling lethality	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=435
TOMJPE2002	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	SP:0000023,SP:0000141	80	25				- : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=99
TOMJPE2009	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000032,SP:0000023	50	20				- : Plant size-Large plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=100
TOMJPE2024	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		60	16.7				leaf production : Leaf morphology-Leaf width	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=101
TOMJPE2036	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000023,SP:0000111	60	16.7				fruit : Fruit morphology-Long fruit, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=102
TOMJPE2050	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		30	33.3				- : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=103
TOMJPE2059	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		70	14.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=104
TOMJPE2060	University of Tsukuba	EMS mutagenesis lines		1	0	0	9ml（1.75ml）		80	12.5	2010/02/02	2010/02/02		side shoot : -, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1092
TOMJPE2072	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		80	12.5				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=105
TOMJPE2087	University of Tsukuba	EMS mutagenesis lines		2	0	0	0		50	100				leaf production : Leaf morphology-Leaf width, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=106
TOMJPE2102	University of Tsukuba	EMS mutagenesis lines		1	0	0	0		60	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=107
TOMJPE2112	University of Tsukuba	EMS mutagenesis lines		1	0	0	9	PO:0001050,PO:0007112	20	50				leaf production : Leaf color-Other leaf color, - : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=108
TOMJPE2113	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（1ml）	SP:0000031,SP:0000022	50	20	2010/02/02	2010/02/02		- : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1093
TOMJPE2114	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		50	20				leaf production : Leaf color-Yellow-green leaf, - : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=110
TOMJPE2115	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	SP:0000023,SP:0000032	80	25				- : Plant size-Large plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=111
TOMJPE2116	University of Tsukuba	EMS mutagenesis lines		1	0	0	12		80	12.5				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=112
TOMJPE2117	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		90	11.1				- : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=113
TOMJPE2123	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112,SP:0000022	70	14.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=115
TOMJPE2125	University of Tsukuba	EMS mutagenesis lines		4	0	0	M	SP:0000023,SP:0000031,SP:0000108	40	100				- : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=116
TOMJPE2127	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（1.75ml）	SP:0000031,SP:0000053	80	12.5	2010/02/02	2010/02/02		leaf production : Leaf color-Yellow-green leaf, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1095
TOMJPE2129	University of Tsukuba	EMS mutagenesis lines		3	0	0	M	SP:0000022,SP:0000054	60	50				leaf production : Leaf color-Yellow-green leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=117
TOMJPE2131	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000022,SP:0000032	70	14.3				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=118
TOMJPE2134	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		60	16.7				leaf production : Leaf color-Yellow-green leaf, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=119
TOMJPE2135	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000032	40	25				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=120
TOMJPE2141	University of Tsukuba	EMS mutagenesis lines		1	0	0	8	SP:0000022	70	14.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=122
TOMJPE2144	University of Tsukuba	EMS mutagenesis lines		4	0	0	8.5ml（4ml）	SP:0000023,SP:0000031	70	57.1	2010/02/02	2010/02/02		- : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1097
TOMJPE2149	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	SP:0000032	50	40				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=123
TOMJPE2151	University of Tsukuba	EMS mutagenesis lines		1	0	0	3ml	PO:0007112	60	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=124
TOMJPE2154	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000023,SP:0000041	60	16.7				leaf production : Leaf morphology-Leaf width, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=136
TOMJPE2160	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,SP:0000022	100	10				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=137
TOMJPE2168	University of Tsukuba	EMS mutagenesis lines		1	0	0	8ml（3ml）	SP:0000032	80	12.5	2010/02/02	2010/02/02		side shoot : -, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1098
TOMJPE2170	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112	50	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=138
TOMJPE2172	University of Tsukuba	EMS mutagenesis lines		1	0	0	6	SP:0000023,SP:0000031	20	50				- : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=139
TOMJPE2173	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000032	100	100				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=140
TOMJPE2174	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		70	14.3				- : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=141
TOMJPE2175	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	SP:0000142,SP:0000032	80	12.5				fruit : Sterility-Full sterility, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=142
TOMJPE2179	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		30	33.3				- : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=143
TOMJPE2181	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	60	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=144
TOMJPE2181ｂ	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（0）	SP:0000053,SP:0000021	90	11.1	2010/02/02	2010/02/02		leaf production : Leaf color-Yellow-green leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1099
TOMJPE2182	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		60	16.7				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=989
TOMJPE2184	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	SP:0000142,SP:0000032	10	100				fruit : Sterility-Full sterility, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=146
TOMJPE2188	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	SP:0000022,SP:0000032	40	50				- : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=147
