Strain Id	Organization	Strain Type	Cultivation record	Sown seeds	Germinated　seeds	Total mutant	Total harvested seed	Plant Ontology ID	Germination rate(%)	Mutation rate(%)	First flowering date	First fruit harvesting date	Flower to fruit period	Growth Stage:Phenotype	link
TOMJPE6262	University of Tsukuba	EMS mutagenesis lines		1	0	0	4.5ml（）		80	12.5	2010/03/04	2010/03/04		leaf production : Leaf color-Purple leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1274
TOMJPE6270	University of Tsukuba	EMS mutagenesis lines		2	0	0	5.5ml（）	SP:0000041,SP:0000084	100	20	2010/03/04	2010/03/04		leaf production : Leaf morphology-Leaf width, flowering : Flower morphology-Flower organ width	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1275
TOMJPE6286	University of Tsukuba	EMS mutagenesis lines		1	0	0	2.6ml（）	SP:0000042,SP:0000044,SP:0000054	90	11.1	2010/03/04	2010/03/04		leaf production : Leaf morphology-Leaf size, leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1276
TOMJPE6289	University of Tsukuba	EMS mutagenesis lines		1	0	0	4ml（4粒）		60	16.7	2010/03/04	2010/03/04		side shoot : -	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1277
TOMJPE6295	University of Tsukuba	EMS mutagenesis lines		2	0	0	4ml（3.75ml）		90	22.2	2010/03/04	2010/03/04		side shoot : -	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1278
TOMJPE8525	University of Tsukuba	EMS mutagenesis lines		1	0	0	4.5ml（0）		80	12.5	2010/03/01	2010/03/01		leaf production : Leaf morphology-Other leaf morphology, leaf production : Leaf color-Other leaf color	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1252
TOMJPE8533	University of Tsukuba	EMS mutagenesis lines		2	0	0	2ml（0）	SP:0000011,SP:0000008	70	28.6	2010/03/01	2010/03/01		fruit : Fruit morphology-Other fruit morphology, flowering : Flower morphology-Flower homeotic mutation	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1253
TOMJPE8534	University of Tsukuba	EMS mutagenesis lines		2	0	0	2ml（0.25ml）	SP:0000008	40	50	2010/03/01	2010/03/01		flowering : Flower morphology-Flower organ width	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1254
TOMJPE8547	University of Tsukuba	EMS mutagenesis lines		1	0	0	4.5ml（0）	SP:0000008,SP:0000015	80	25	2010/03/01	2010/03/01		inflorescence : Inflorescence structure-Inflorescence structure not formed	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1255
TOMJPE8910	University of Tsukuba	EMS mutagenesis lines		3	0	0	0.6ml（0）	SP:0000008,SP:0000054,SP:0000041	60	50	2010/02/23	2010/02/23		flowering : Flower morphology-Flower organ width, leaf production : Leaf morphology-Leaf width, leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1234
TOMJPE8912	University of Tsukuba	EMS mutagenesis lines		3	0	0	1粒（16粒）	SP:0000022,SP:0000031,SP:0000056	30	100	2010/02/23	2010/02/23		leaf production : Leaf color-Dull green/gray leaf, - : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1235
TOMJPE8915	University of Tsukuba	EMS mutagenesis lines		3	0	0	（0.2ml）	SP:0000031,SP:0000022	70	42.9	2010/02/24	2010/02/24		- : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1236
TOMJPE8921	University of Tsukuba	EMS mutagenesis lines		3	0	0	3ml（15粒）	SP:0000004,SP:0000008	70	42.9	2010/02/25	2010/02/25		leaf production : Leaf morphology-Other leaf morphology, flowering : Flower morphology-Flower homeotic mutation	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1237
TOMJPE8922	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	SP:0000054,SP:0000022	40	25	2010/02/25	2010/02/25		leaf production : Leaf color-Yellow-green leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1238
TOMJPE8926	University of Tsukuba	EMS mutagenesis lines		3	0	0	0.2ml	SP:0000056,SP:0000022	40	75	2010/02/25	2010/02/25		leaf production : Leaf color-Other leaf color, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1239
TOMJPE8928-1	University of Tsukuba	EMS mutagenesis lines		1	0	0	0.5ml（）		90	11.1	2010/02/26	2010/02/26		- : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1240
TOMJPE8928-2	University of Tsukuba	EMS mutagenesis lines		1	0	0	0.5ml（）		90	11.1	2010/02/26	2010/02/26		leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1241
TOMJPE8933	University of Tsukuba	EMS mutagenesis lines		1	0	0	3ml（）		50	20	2010/02/26	2010/02/26		flowering : Flower morphology-Flower homeotic mutation, inflorescence : Inflorescence structure-Inflorescence structure not formed	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1242
TOMJPE8935	University of Tsukuba	EMS mutagenesis lines		3	0	0	8粒（）		80	37.5	2010/03/01	2010/03/01		flowering : Flower morphology-Flower organ width, leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1243
TOMJPE8936	University of Tsukuba	EMS mutagenesis lines		1	0	0	10粒（）	SP:0000022,SP:0000041	20	50	2010/03/01	2010/03/01		leaf production : Leaf morphology-Leaf width, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1244
TOMJPE8937	University of Tsukuba	EMS mutagenesis lines		3	0	0	0.25ml（）	SP:0000032,SP:0000023	60	50	2010/03/01	2010/03/01		side shoot : -, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1245
TOMJPE8939	University of Tsukuba	EMS mutagenesis lines		2	0	0	0.2ml（）	SP:0000004	50	40	2010/03/01	2010/03/01		leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1246
TOMJPE8945	University of Tsukuba	EMS mutagenesis lines		1	0	0			20	100	2010/03/01	2010/03/01		flowering : Flower morphology-Flower organ width	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1247
TOMJPE8949	University of Tsukuba	EMS mutagenesis lines		1	0	0	（4粒）		25	100	2010/03/01	2010/03/01		side shoot : -, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1248
