	Tomato Analyzer - Shape Individual Data																																					
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	image files	Fruit	SP:0000087|unit:centimeter	SP:0000085|unit:square centimeter	SP:0000133|unit:centimeter	SP:0000134|unit:centimeter	SP:0000135|unit:centimeter	SP:0000136|unit:centimeter	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154|unit:centimeter	SP:0000369	SP:0000370	SP:0000079|unit:square centimeter	SP:0000155	SP:0000160	SP:0000076|unit:square centimeter	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
8648-7	8648	2010_oh_8648_fruit-t.jpg	7	18.0111	22.5883	4.7752	4.7752	5.7404	5.9182	1.2394	1.2021	0.8457	0.8085	1.0461	0.9745	0.9285	0.49	.	0.0237	207.6291	89.362	0.0451	158.1649	85.7913	0	0	0	0.1193	0.0394	0	0.0473	0.4807	0.7759	0.8911	0.8867	1.2	0.3943	 
8648-8	8648	2010_oh_8648_fruit-t.jpg	8	17.9182	22.4677	4.7244	4.7244	5.7912	5.842	1.2366	1.2258	0.8333	0.8548	0.9748	0.9744	0.9244	0.5258	.	0	191.2053	85.5643	0	186.3629	90.6651	0.0032	0.0095	0.1405	0	0.0198	0.0225	0	0.5348	0.7948	0.8922	0.8878	1.2297	0.3925	 
8648-9	8648	2010_oh_8648_fruit-t.jpg	9	17.1613	20.4025	4.318	4.3434	5.6896	5.7658	1.3275	1.3176	0.8824	0.8118	1.087	0.966	0.9046	0.5249	.	0.0176	210.6777	89.6615	0.0136	161.4457	83.8669	0	0	0	0.1546	0.0153	0	0.041	0.4581	0.7876	0.89	0.8856	1.3088	0.3988	 
8649-1	8649	2010_oh_8649_fruit-t.jpg	1	16.3511	18.7651	5.1054	5.1308	4.318	4.445	0.8663	0.8458	0.8806	0.8209	1.0727	0.9773	0.9508	0.5426	.	0.0229	204.3661	127.4207	0.0179	167.8167	124.7185	0	0	0	0.1291	0.0182	0	0.0206	0.4629	0.7816	0.8947	0.8889	0.85	0.4124	 
8649-2	8649	2010_oh_8649_fruit-t.jpg	2	16.4614	19.4077	4.9276	4.953	4.6736	4.7752	0.9641	0.9485	0.8918	0.799	1.1161	0.9772	0.9752	0.5303	.	0.0186	189.4235	119.664	0.0289	180.3374	103.9516	0.0043	0.0066	0	0.1534	0.0183	0	0.0329	0.4787	0.7807	0.8902	0.8902	0.9481	0.413	 
8649-3	8649	2010_oh_8649_fruit-t.jpg	3	16.3177	18.8483	4.7244	4.7498	4.699	4.8514	1.0214	0.9946	0.8925	0.8118	1.0993	0.9758	0.9737	0.5448	.	0.0131	203.8705	123.4323	0.0171	169.5865	100.3284	0	0	0	0.0878	0.0133	0	0.022	0.5393	0.7684	0.8902	0.8795	0.9865	0.4191	 
8649-4	8649	2010_oh_8649_fruit-t.jpg	4	17.5978	19.5309	4.8768	4.953	4.7244	4.9022	0.9897	0.9688	0.8698	0.8177	1.0637	0.978	0.973	0.5171	.	0.0126	186.3358	114.6347	0.0168	172.8967	102.0953	0.0026	0.0063	0	0.1099	0.0277	0	0.0264	0.4979	0.8021	0.9565	0.8701	1.0405	0.4087	 
8649-5	8649	2010_oh_8649_fruit-t.jpg	5	16.3511	18.1387	4.4196	4.4704	4.8514	4.953	1.108	1.0977	0.9023	0.7931	1.1377	0.9697	0.9523	0.5375	.	0.0147	194.2172	109.6303	0.0171	160.1998	94.8325	0	0	0	0.1946	0.036	0	0.037	0.402	0.7835	0.8994	0.8786	1.1176	0.4225	 
8649-6	8649	2010_oh_8649_fruit-t.jpg	6	15.7466	17.7045	4.3688	4.3688	4.9276	4.9784	1.1395	1.1279	0.843	0.8198	1.0284	0.9786	0.9487	0.5278	.	0.0026	187.3308	96.4301	0.0022	170.392	95.5601	0	0	0	0.069	0.0105	0	0.0103	0.5255	0.7897	0.8902	0.8851	1.1324	0.4006	 
8649-7	8649	2010_oh_8649_fruit-t.jpg	7	15.92	17.9071	4.445	4.445	4.8768	4.9784	1.12	1.0971	0.8286	0.84	0.9864	0.9792	0.9592	0.5234	.	0.0102	194.3272	102.6586	0.0115	176.293	101.3094	0	0	0.1389	0	0.0248	0.029	0	0.5153	0.7795	0.8889	0.8837	1.1014	0.4065	 
8649-8	8649	2010_oh_8649_fruit-t.jpg	8	15.1282	16.2425	4.191	4.2418	4.6228	4.7244	1.1138	1.103	0.897	0.7697	1.1654	0.9715	0.9496	0.5166	.	0.0215	212.9338	102.9094	0.0159	179.5581	87.2123	0	0	0	0.1759	0.0078	0	0.0376	0.4409	0.7784	0.8889	0.8834	1.1077	0.416	 
8649-9	8649	2010_oh_8649_fruit-t.jpg	9	15.0862	15.9051	4.191	4.2418	4.4704	4.6228	1.0898	1.0667	0.8788	0.8182	1.0741	0.974	0.9597	0.5265	.	0.0302	218.9236	108.9008	0.0491	171.4665	99.4068	0	0	0	0.1879	0.0254	0	0.0316	0.4121	0.7735	0.8974	0.8861	1.0769	0.4202	 
8650-1	8650	2010_oh_8650_fruit-t.jpg	1	16.4142	18.5064	4.3434	4.4196	5.1816	5.2578	1.1897	1.193	0.8596	0.7895	1.0889	0.9739	0.9309	0.5111	.	0.0243	217.1607	91.8723	0.0202	174.719	85.932	0	0	0	0.1733	0.0167	0	0.0301	0.43	0.7864	0.8901	0.8852	1.1912	0.3968	 
8650-2	8650	2010_oh_8650_fruit-t.jpg	2	16.1489	18.1445	4.2164	4.318	5.2324	5.334	1.2353	1.241	0.8855	0.7711	1.1484	0.9726	0.9246	0.4989	.	0.0048	191.0376	93.7813	0.0039	164.5331	81.372	0	0	0	0.2	0.0145	0	0.0415	0.4	0.7847	0.8913	0.8817	1.2424	0.3955	 
8650-3	8650	2010_oh_8650_fruit-t.jpg	3	16.289	17.7535	4.2926	4.2926	5.0292	5.1562	1.2012	1.1716	0.8402	0.8166	1.029	0.9772	0.936	0.5099	.	0.0162	214.1093	87.8409	0.012	170.1063	94.2276	0.0124	0.0182	0	0.1034	0.0133	0	0.0233	0.5139	0.7921	0.9143	0.8791	1.194	0.3881	 
8650-4	8650	2010_oh_8650_fruit-t.jpg	4	15.7923	17.2516	4.445	4.445	4.7244	4.8006	1.08	1.0629	0.8343	0.8229	1.0139	0.9827	0.9659	0.5299	.	0.0132	202.1169	95.3739	0.0123	163.5233	103.3003	0	0	0	0.123	0.0035	0	0.0151	0.4709	0.7872	0.8916	0.8862	1.0725	0.4001	 
8650-5	8650	2010_oh_8650_fruit-t.jpg	5	16.7621	16.9503	3.7084	3.7338	5.8928	5.9436	1.5918	1.589	0.9041	0.6781	1.3333	0.9575	0.8558	0.471	.	0.0102	212.5786	74.818	0.0137	144.2661	73.5799	0	0	0	0.1755	0.0229	0	0.0796	0.4877	0.7897	0.8976	0.8804	1.614	0.3729	 
8650-6	8650	2010_oh_8650_fruit-t.jpg	6	16.3474	15.9671	3.6068	3.6322	5.3594	5.4864	1.5105	1.4859	0.8732	0.7606	1.1481	0.9599	0.8596	0.4929	.	0.0139	208.7096	63.1169	0.0109	156.5788	75.287	0	0	0	0.1458	0.0353	0	0.0584	0.5	0.7814	0.8889	0.8889	1.5	0.4029	 
8650-7	8650	2010_oh_8650_fruit-t.jpg	7	14.199	13.9651	3.937	3.9878	4.3434	4.4958	1.1274	1.1032	0.8516	0.7677	1.1092	0.9741	0.9527	0.5063	.	0.0288	222.0944	100.2634	0.0504	174.8581	94.1553	0.0051	0.0134	0	0.1622	0.0145	0	0.037	0.452	0.7727	0.8889	0.8889	1.1148	0.398	 
8650-8	8650	2010_oh_8650_fruit-t.jpg	8	14.5782	14.9516	3.9624	3.9878	4.6228	4.7244	1.1847	1.1667	0.8333	0.7885	1.0569	0.9785	0.9406	0.5001	.	0.0134	204.7803	96.4094	0.0112	172.1111	88.0604	0	0	0	0.1289	0.0179	0	0.0242	0.4677	0.7784	0.8889	0.8834	1.1613	0.3949	 
8650-9	8650	2010_oh_8650_fruit-t.jpg	9	14.6366	14.6987	3.7338	3.7592	4.7244	4.8514	1.2905	1.2653	0.8844	0.7891	1.1207	0.9627	0.9142	0.5306	.	0.0264	211.6818	89.0673	0.047	178.4735	76.638	0	0	0	0.134	0.0393	0	0.0429	0.466	0.7789	0.8916	0.8862	1.2759	0.4082	 
8651-1	8651	2010_oh_8651_fruit-t.jpg	1	18.1512	23.2554	5.1308	5.1562	5.3594	5.588	1.0837	1.0446	0.8614	0.8168	1.0545	0.976	0.9619	0.5141	.	0.0227	202.4717	103.1789	0.0463	160.4791	98.0295	0	0	0	0.1401	0.0321	0	0.0402	0.4545	0.7671	0.8889	0.8889	1.05	0.4143	 
8651-2	8651	2010_oh_8651_fruit-t.jpg	2	18.4116	20.4012	4.953	5.0038	4.9022	5.1054	1.0203	0.9897	0.8718	0.8051	1.0828	0.9782	0.9744	0.5128	.	0.0199	207.1322	107.5199	0.0576	166.9312	99.1335	0	0	0	0.1192	0.0225	0	0.0225	0.4781	0.76	0.8736	0.8837	1.0411	0.4488	 
8651-3	8651	2010_oh_8651_fruit-t.jpg	3	17.814	20.9509	4.9022	4.9784	4.9784	5.1816	1.0408	1.0155	0.9119	0.7927	1.1503	0.9661	0.9598	0.5403	.	0.0274	221.1298	125.3321	0.0397	169.6884	99.2167	0	0	0	0.1817	0.0292	0	0.0524	0.4521	0.7586	0.8902	0.88	1.0132	0.4339	 
8651-4	8651	2010_oh_8651_fruit-t.jpg	4	17.1116	20.0264	4.6736	4.7498	5.1054	5.2832	1.1123	1.0924	0.875	0.7826	1.1181	0.9763	0.9552	0.5095	.	0.021	214.5374	100.4368	0.0258	173.9629	101.551	0	0	0	0.1586	0.0262	0	0.0328	0.4533	0.7729	0.8939	0.884	1.0959	0.4089	 
8651-5	8651	2010_oh_8651_fruit-t.jpg	5	18.2128	20.3729	4.7498	4.8768	4.953	5.1816	1.0625	1.0428	0.8396	0.861	0.9752	0.9651	0.9512	0.5411	.	0.0271	216.1515	101.5374	0.0437	188.2096	100.8841	0	0.0092	0.1601	0	0.0294	0.0385	0	0.6042	0.7586	0.8851	0.8902	1.0267	0.4255	 
