	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095|unit:square centimeter	SP:0000372|unit:centimeter	
5218-4	5218	2010_fl_5218_fruit-c.jpg	4	0.6037	0.3061	0.1656	
5218-5	5218	2010_fl_5218_fruit-c.jpg	5	1.0253	0.3858	0.2127	
5218-6	5218	2010_fl_5218_fruit-c.jpg	6	0.9563	0.3757	0.2074	
5219-1	5219	2010_fl_5219_fruit-c.jpg	1	1.5352	0.3901	0.2167	
5219-2	5219	2010_fl_5219_fruit-c.jpg	2	1.2836	0.3437	0.2058	
5219-3	5219	2010_fl_5219_fruit-c.jpg	3	2.5159	0.4452	0.2492	
5219-4	5219	2010_fl_5219_fruit-c.jpg	4	1.0392	0.4454	0.2542	
5219-5	5219	2010_fl_5219_fruit-c.jpg	5	0.9322	0.355	0.194	
5219-6	5219	2010_fl_5219_fruit-c.jpg	6	0.9937	0.369	0.2016	
5219-7	5219	2010_fl_5219_fruit-c.jpg	7	2.2025	0.3871	0.214	
5219-8	5219	2010_fl_5219_fruit-c.jpg	8	1.5601	0.446	0.2527	
5220-1	5220	2010_fl_5220_fruit-c.jpg	1	1.8155	0.4014	0.2233	
5220-2	5220	2010_fl_5220_fruit-c.jpg	2	1.398	0.3165	0.2543	
5220-3	5220	2010_fl_5220_fruit-c.jpg	3	1.5798	0.4456	0.2474	
5220-4	5220	2010_fl_5220_fruit-c.jpg	4	2.1384	0.4077	0.2251	
5220-5	5220	2010_fl_5220_fruit-c.jpg	5	1.7651	0.4176	0.2348	
5220-6	5220	2010_fl_5220_fruit-c.jpg	6	1.1595	0.3309	0.2562	
5220-7	5220	2010_fl_5220_fruit-c.jpg	7	2.1332	0.4479	0.2489	
5220-8	5220	2010_fl_5220_fruit-c.jpg	8	1.593	0.4464	0.2521	
5221-1	5221	2010_fl_5221_fruit-c.jpg	1	0.6366	0.4584	0.2648	
5221-2	5221	2010_fl_5221_fruit-c.jpg	2	0.5111	0.4264	0.2402	
5221-3	5221	2010_fl_5221_fruit-c.jpg	3	0.6553	0.4878	0.2855	
5221-4	5221	2010_fl_5221_fruit-c.jpg	4	0.7041	0.4429	0.2517	
5221-5	5221	2010_fl_5221_fruit-c.jpg	5	2.6359	0.4872	0.2878	
5221-6	5221	2010_fl_5221_fruit-c.jpg	6	0.6154	0.5018	0.2936	
5221-7	5221	2010_fl_5221_fruit-c.jpg	7	0.5395	0.3509	0.2037	
5221-8	5221	2010_fl_5221_fruit-c.jpg	8	2.1446	0.4737	0.273	
5222-1	5222	2010_fl_5222_fruit-c.jpg	1	1.4655	0.4007	0.2242	
5222-2	5222	2010_fl_5222_fruit-c.jpg	2	2.6831	0.4175	0.2316	
5222-3	5222	2010_fl_5222_fruit-c.jpg	3	1.3341	0.2577	0.2157	
5222-4	5222	2010_fl_5222_fruit-c.jpg	4	2.757	0.2708	0.192	
5222-5	5222	2010_fl_5222_fruit-c.jpg	5	1.522	0.4168	0.2361	
5222-6	5222	2010_fl_5222_fruit-c.jpg	6	2.9764	0.369	0.2036	
5223-1	5223	2010_fl_5223_fruit-c.jpg	1	1.6594	0.3998	0.2241	
5223-2	5223	2010_fl_5223_fruit-c.jpg	2	1.4033	0.3819	0.2088	
5223-3	5223	2010_fl_5223_fruit-c.jpg	3	0.7208	0.3372	0.1849	
5223-4	5223	2010_fl_5223_fruit-c.jpg	4	0.9403	0.3361	0.1821	
5223-5	5223	2010_fl_5223_fruit-c.jpg	5	2.6445	0.385	0.2143	
5223-6	5223	2010_fl_5223_fruit-c.jpg	6	0.9462	0.4006	0.2226	
5224-1	5224	2010_fl_5224_fruit-c.jpg	1	1.194	0.4055	0.2246	
5224-2	5224	2010_fl_5224_fruit-c.jpg	2	0.9735	0.4014	0.2235	
5224-3	5224	2010_fl_5224_fruit-c.jpg	3	1.6336	0.3458	0.1837	
5224-4	5224	2010_fl_5224_fruit-c.jpg	4	0.9379	0.3685	0.2031	
5224-5	5224	2010_fl_5224_fruit-c.jpg	5	1.5571	0.3377	0.1844	
5224-6	5224	2010_fl_5224_fruit-c.jpg	6	1.5389	0.3625	0.2042	
5225-1	5225	2010_fl_5225_fruit-c.jpg	1	0.7922	0.4184	0.237	
5225-2	5225	2010_fl_5225_fruit-c.jpg	2	2.3138	0.4178	0.2333	
5225-3	5225	2010_fl_5225_fruit-c.jpg	3	1.4268	0.4179	0.2349	
5225-4	5225	2010_fl_5225_fruit-c.jpg	4	0.8137	0.4468	0.2529	
5225-5	5225	2010_fl_5225_fruit-c.jpg	5	1.7556	0.3701	0.2056	
5225-6	5225	2010_fl_5225_fruit-c.jpg	6	2.8335	0.4028	0.2208	
5225-7	5225	2010_fl_5225_fruit-c.jpg	7	2.3984	0.3393	0.1821	
5225-8	5225	2010_fl_5225_fruit-c.jpg	8	1.8245	0.396	0.22	
5226-1	5226	2010_fl_5226_fruit-c.jpg	1	1.787	0.3852	0.2128	
5226-2	5226	2010_fl_5226_fruit-c.jpg	2	1.8133	0.4322	0.2432	
5226-3	5226	2010_fl_5226_fruit-c.jpg	3	1.2646	0.3686	0.204	
5226-4	5226	2010_fl_5226_fruit-c.jpg	4	2.2008	0.4258	0.2145	
5226-5	5226	2010_fl_5226_fruit-c.jpg	5	0.9736	0.3539	0.1937	
5226-6	5226	2010_fl_5226_fruit-c.jpg	6	0.9657	0.4457	0.2534	
5227-1	5227	2010_fl_5227_fruit-c.jpg	1	1.6475	0.4446	0.2538	
5227-2	5227	2010_fl_5227_fruit-c.jpg	2	1.2019	0.3244	0.176	
5227-3	5227	2010_fl_5227_fruit-c.jpg	3	1.8593	0.3374	0.1848	
5227-4	5227	2010_fl_5227_fruit-c.jpg	4	1.3318	0.3402	0.1859	
5227-5	5227	2010_fl_5227_fruit-c.jpg	5	3.083	0.329	0.1744	
5227-6	5227	2010_fl_5227_fruit-c.jpg	6	1.7167	0.3861	0.2131	
5228-1	5228	2010_fl_5228_fruit-c.jpg	1	1.4929	0.414	0.2289	
5228-2	5228	2010_fl_5228_fruit-c.jpg	2	0.8001	0.443	0.2512	
5228-3	5228	2010_fl_5228_fruit-c.jpg	3	0.7776	0.516	0.3029	
5228-4	5228	2010_fl_5228_fruit-c.jpg	4	1.3256	0.4425	0.2505	
5228-5	5228	2010_fl_5228_fruit-c.jpg	5	1.052	0.4742	0.2712	
5228-6	5228	2010_fl_5228_fruit-c.jpg	6	1.1959	0.5018	0.2931	
5228-7	5228	2010_fl_5228_fruit-c.jpg	7	1.8562	0.5027	0.2867	
5228-8	5228	2010_fl_5228_fruit-c.jpg	8	0.8767	0.4878	0.284	
5228-9	5228	2010_fl_5228_fruit-c.jpg	9	1.1243	0.5427	0.3197	
5228-10	5228	2010_fl_5228_fruit-c.jpg	10	1.3625	0.4437	0.25	
5229-1	5229	2010_fl_5229_fruit-c.jpg	1	0.9905	0.3371	0.1733	
5229-2	5229	2010_fl_5229_fruit-c.jpg	2	1.4753	0.3702	0.2047	
5229-3	5229	2010_fl_5229_fruit-c.jpg	3	0.6313	0.3716	0.2056	
5229-4	5229	2010_fl_5229_fruit-c.jpg	4	1.3163	0.4475	0.2551	
