	Tomato Analyzer - Shape Individual Data																																						
	Plot #	SCT #	image files	Fruit	Perimeter (cm)	  Area  (cm2)	  Width Mid-height  (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness	  Distal Fruit Blockiness	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000087|unit:centimeter	SP:0000085|unit:square centimeter	SP:0000133|unit:centimeter	SP:0000134|unit:centimeter	SP:0000135|unit:centimeter	SP:0000136|unit:centimeter	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154|unit:centimeter	SP:0000369	SP:0000370	SP:0000079|unit:square centimeter	SP:0000155	SP:0000160	SP:0000076|unit:square centimeter	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
2351-11	2351	SCT_0323	2010_nc_2351_fruit-t.jpg	11	20.9164	24.7596	4.1402	4.4704	7.4549	7.5692	1.6932	1.8006	0.6411	0.9724	0.6593	0.9347	0.809	0.4075	.	0	166.8	38.3	0	169	74.3	0	0	0.2926	0	0.0976	0.3592	0	0.6264	0.7798	0.8838	0.8838	1.7313	0.3638	version 3
2351-12	2351	SCT_0323	2010_nc_2351_fruit-t.jpg	12	21.6029	25.9814	4.0894	4.6355	8.0518	8.0645	1.7397	1.9689	0.5497	1.0621	0.5175	0.91	0.7855	0.3714	.	0	157.2	28.1	0	176.3	71.7	0	0	0.3903	0	0.0297	0.5532	0	0.6677	0.7981	0.8893	0.8877	1.9766	0.3684	version 3
2352-1	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	1	22.0432	26.0375	3.9624	4.7752	8.255	8.2931	1.7367	2.0833	0.5224	1.0897	0.4794	0.9004	0.7744	0.3285	.	0	155.2	19.4	0	167.6	71.4	0	0	0.3921	0	0.0622	0.6458	0	0.6616	0.7975	0.8904	0.8904	2.0968	0.3726	version3
2352-2	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	2	20.7765	25.162	4.0894	4.6101	7.6835	7.7089	1.6722	1.8789	0.6087	1.028	0.5921	0.9215	0.8031	0.3916	.	0	158.7	34.6	0	167.6	76.2	0	0	0.3383	0	0.0438	0.4342	0	0.6837	0.7954	0.8893	0.886	1.8828	0.3788	version3
2352-3	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	3	20.6069	23.8922	3.9497	4.5085	7.7089	7.7089	1.7099	1.9518	0.5338	1.0418	0.5123	0.909	0.786	0.3592	.	0	175.7	22.5	0	175	72.9	0	0	0.3592	0	0.0275	0.5128	0	0.6573	0.7987	0.8897	0.8864	1.9516	0.3636	version3
2352-4	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	4	21.939	25.1753	4.318	4.7498	7.5565	7.7597	1.6337	1.75	0.5353	0.95	0.5635	0.9205	0.806	0.3243	.	0	155.5	37.9	0	167.7	70.8	0	0	0.3146	0	0.2015	0.4793	0	0.6241	0.7639	0.8662	0.8843	1.6408	0.3341	version3
2352-5	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	5	22.2341	26.517	3.937	4.7498	8.1153	8.128	1.7112	2.0613	0.5677	1.129	0.5029	0.9058	0.7806	0.3667	.	0	176.6	20.9	0	172.1	74.5	0	0	0.3998	0	0.041	0.6105	0	0.6829	0.7981	0.8901	0.887	2.0079	0.3812	version3
2352-6	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	6	20.9841	24.1211	3.8862	4.5339	7.9121	7.9121	1.7451	2.0359	0.5033	1.0621	0.4738	0.9054	0.7791	0.3472	.	0	152.8	21.9	0	172.4	69.4	0	0	0.3969	0	0.0331	0.5842	0	0.6597	0.7974	0.8921	0.8873	2.0328	0.3644	version3
2352-7	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	7	21.3477	25.9187	4.1656	4.8133	7.8105	7.8486	1.6306	1.875	0.5671	1.061	0.5345	0.9099	0.7985	0.3637	.	0	173.8	26.3	0	173	78.7	0	0	0.3663	0	0.0513	0.5358	0	0.6586	0.7942	0.8893	0.8861	1.8702	0.3725	version3
2352-8	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	8	21.7054	24.124	4.1148	4.6482	7.5692	7.6708	1.6503	1.8395	0.4846	1.037	0.4673	0.9052	0.7921	0.327	.	0	173.1	15.9	0	170.9	75	0	0	0.3715	0	0.1583	0.5703	0	0.6518	0.7761	0.8699	0.883	1.6957	0.3217	version3
2352-9	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	9	21.401	25.349	3.9878	4.5085	7.8994	7.9629	1.7662	1.9809	0.5828	1.0287	0.5666	0.9173	0.784	0.3931	.	0	195.2	29.2	0	162.6	66.8	0	0	0.3383	0	0.0156	0.4711	0	0.652	0.7923	0.8889	0.8857	1.9528	0.3704	version3
2352-10	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	10	20.8143	23.4208	3.8735	4.4323	7.493	7.5438	1.702	1.9344	0.5738	1.0557	0.5435	0.9149	0.7914	0.3723	.	0	176	29.2	0	175.3	72.7	0	0	0.3519	0	0.0732	0.4855	0	0.6522	0.7892	0.883	0.883	1.8281	0.352	version3
2352-11	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	11	22.3878	27.8616	4.2672	4.8006	8.2931	8.3312	1.7354	1.9435	0.5625	1.0387	0.5415	0.9117	0.7849	0.3716	.	0	173.3	26.2	0	163.6	72.5	0	0	0.3645	0	0.044	0.5487	0	0.6863	0.7969	0.8893	0.8878	1.9333	0.3592	version3
2352-12	2352	SCT_0323	2010_nc_2352_fruit-t.jpg	12	22.2201	25.258	3.7084	4.4196	8.128	8.1915	1.8534	2.1918	0.6027	1.1199	0.5382	0.9075	0.7615	0.3729	.	0	164.1	24.1	0	171.3	67.1	0	0	0.385	0	0.1205	0.5711	0	0.6745	0.7826	0.8735	0.8827	2.0488	0.3782	version3
2392-1	2392	SCT_0291	2010_nc_2392_fruit-t.jpg	1	33.8173	66.3449	10.7061	10.7696	5.969	7.5311	0.6993	0.5575	0.9348	0.8363	1.1177	0.9312	0.8455	0.587	.	0.1359	7.1	0.7	0.2625	178	141.4	0.0204	0.0114	0	0.1878	0.124	0	0.2389	0.4356	0.6318	0.8905	0.8842	0.5565	0.5201	version3
2392-2	2392	SCT_0291	2010_nc_2392_fruit-t.jpg	2	36.1329	77.3379	11.3411	11.4935	6.7437	8.3439	0.726	0.5946	0.9496	0.7951	1.1944	0.9383	0.867	0.571	.	0.1366	242.6	175.4	0.2148	178.1	126.8	0	0	0	0.2212	0.0786	0	0.3073	0.4138	0.6433	0.8866	0.8866	0.5944	0.5092	version3
2392-3	2392	SCT_0291	2010_nc_2392_fruit-t.jpg	3	38.2647	79.2947	11.684	11.7729	6.7945	8.4582	0.7184	0.5815	0.9217	0.8141	1.1322	0.9321	0.8489	0.5466	.	0.1117	222	174.3	0.2169	215.8	141.3	0.0787	0.0114	0	0.1578	0.2729	0	0.2605	0.4845	0.6075	0.8879	0.8399	0.5642	0.5379	version3
2392-4	2392	SCT_0291	2010_nc_2392_fruit-t.jpg	4	33.152	64.1228	11.1252	11.1506	5.4102	6.985	0.6264	0.4863	0.9144	0.8493	1.0766	0.9268	0.8176	0.6019	.	0.171	253.6	1.1	0.332	181.9	151.8	0.0494	0.0247	0	0.1628	0.0714	0	0.1792	0.4545	0.6193	0.8901	0.8877	0.4857	0.5298	version3
2392-5	2392	SCT_0291	2010_nc_2392_fruit-t.jpg	5	33.851	62.8434	10.8458	10.8458	5.2451	7.3025	0.6733	0.4836	0.8794	0.8595	1.0232	0.9194	0.8204	0.5861	.	0.128	213.3	165.7	0.2339	291.8	164.3	0.0553	0.0041	0	0.1126	0.1808	0	0.0764	0.4974	0.5714	0.8889	0.8841	0.4809	0.5491	version3
2402-1	2402	SCT_0309	2010_nc_2402_fruit-t.jpg	1	26.7038	41.951	8.9408	8.9535	4.9657	5.6261	0.6284	0.5554	0.8793	0.8665	1.0148	0.9431	0.8378	0.5899	.	0.0496	182	157.9	0.0787	196.7	152.4	0.019	0.0085	0.1156	0	0.0566	0.052	0	0.5	0.7557	0.9598	0.8883	0.5943	0.4332	version3
2402-2	2402	SCT_0309	2010_nc_2402_fruit-t.jpg	2	30.3212	49.9928	10.8077	10.8331	4.5085	5.461	0.5041	0.4172	0.8942	0.9166	0.9756	0.9239	0.762	0.6299	.	0.1143	190	175.6	0.2022	166.7	168.2	0.0153	0.0317	0.1551	0	0.0791	0.0932	0	0.5448	0.6573	0.8896	0.884	0.4147	0.5141	version3
2402-3	2402	SCT_0309	2010_nc_2402_fruit-t.jpg	3	27.548	43.0998	9.6012	9.6139	4.7244	5.5372	0.576	0.4921	0.8757	0.8426	1.0392	0.9355	0.8054	0.5674	.	0.0672	199.3	168.3	0.1082	202.9	155.2	0.0684	0.0405	0	0.1001	0.0993	0	0.088	0.5064	0.6897	0.9036	0.8876	0.5	0.471	version3
2411-1	2411	SCT_0326	2010_nc_2411_fruit-t.jpg	1	28.2061	47.2164	8.7503	8.7884	5.1943	6.5786	0.7486	0.5936	0.9071	0.8302	1.0927	0.9429	0.8787	0.5802	.	0.0669	250.6	167.2	0.08	234.2	127.9	0.0418	0.0083	0	0.1439	0.0726	0	0.1516	0.4758	0.6383	0.9066	0.8824	0.5978	0.5113	version 3
2411-2	2411	SCT_0326	2010_nc_2411_fruit-t.jpg	2	27.9603	45.8727	8.8392	8.89	5.1435	6.3119	0.71	0.5819	0.9339	0.7945	1.1754	0.9423	0.8652	0.5851	.	0.1056	251.2	173.5	0.174	229.9	128.7	0.0345	0.0075	0	0.1968	0.0498	0	0.2008	0.4415	0.6976	0.9611	0.8827	0.6268	0.4726	version 3
2411-3	2411	SCT_0326	2010_nc_2411_fruit-t.jpg	3	29.1387	50.4614	9.2583	9.3091	5.3721	6.7437	0.7244	0.5802	0.8985	0.8436	1.065	0.9403	0.8629	0.5536	.	0.0799	202.2	171	0.1574	216.2	133.4	0.0427	0.0072	0.0654	0	0.1899	0.1725	0	0.4407	0.634	0.8889	0.8842	0.5773	0.5091	version 3
2411-4	2411	SCT_0326	2010_nc_2411_fruit-t.jpg	4	25.8653	41.1675	7.5057	7.5438	5.9944	6.7056	0.8889	0.7986	0.9052	0.8037	1.1263	0.9633	0.9454	0.5465	.	0.0755	213.6	137.5	0.1673	209.5	112.7	0.0115	0.0072	0	0.1567	0.0633	0	0.1332	0.4623	0.7173	0.8873	0.8957	0.8147	0.4603	version 3
2411-5	2411	SCT_0326	2010_nc_2411_fruit-t.jpg	5	28.1755	46.2225	8.6614	8.7249	5.8039	6.5786	0.754	0.6701	0.9164	0.7962	1.151	0.9524	0.8886	0.5673	.	0.0747	205.7	156.3	0.2115	214.5	125.5	0.0288	0.0102	0	0.1723	0.0691	0	0.182	0.4562	0.6809	0.8866	0.8585	0.6692	0.4926	version 3
2411-6	2411	SCT_0326	2010_nc_2411_fruit-t.jpg	6	24.0828	37.2027	7.3787	7.4168	5.6007	6.1468	0.8288	0.759	0.9208	0.7917	1.163	0.9574	0.9238	0.561	.	0.0637	267.5	151.4	0.05	199.7	117.1	0	0	0	0.212	0.0275	0	0.164	0.4112	0.7288	0.8866	0.8866	0.7586	0.4439	version 3
2411-7	2411	SCT_0326	2010_nc_2411_fruit-t.jpg	7	25.1403	40.0856	8.0518	8.0899	4.9149	5.9436	0.7347	0.6104	0.9148	0.8375	1.0923	0.949	0.8835	0.5768	.	0.0716	226.4	160.1	0.0992	252.5	133.9	0.031	0.006	0	0.1638	0.0698	0	0.1127	0.4423	0.6595	0.8902	0.8851	0.6087	0.5075	version 3
2412-1	2412	SCT_0326	2010_nc_2412_fruit-t.jpg	1	24.5942	36.2854	7.4422	7.5184	5.1181	5.9563	0.7922	0.6877	0.9198	0.802	1.1468	0.9527	0.9046	0.5706	.	0.0713	238.5	154.5	0.1039	191.1	125.7	0.0236	0.0254	0	0.1764	0.0492	0	0.1603	0.4559	0.7521	0.9805	0.8866	0.7719	0.4396	version3
2412-2	2412	SCT_0326	2010_nc_2412_fruit-t.jpg	2	24.9086	40.8631	7.8486	7.8867	5.588	6.2992	0.7987	0.712	0.9029	0.8155	1.1071	0.9576	0.9132	0.57	.	0.097	201.9	149.8	0.2097	187.9	123.6	0.0028	0.004	0	0.1584	0.0229	0	0.1385	0.4556	0.7111	0.8911	0.8889	0.7126	0.4609	version3
2412-3	2412	SCT_0326	2010_nc_2412_fruit-t.jpg	3	26.8287	43.8314	8.5344	8.5471	5.3975	6.1214	0.7162	0.6324	0.9182	0.8423	1.0901	0.9466	0.8728	0.6068	.	0.0814	172.1	166.5	0.2085	182.9	136.2	0.0017	0.004	0	0.1359	0.0168	0	0.141	0.4863	0.7027	0.8918	0.8825	0.6353	0.4803	version3
2412-4	2412	SCT_0326	2010_nc_2412_fruit-t.jpg	4	28.1481	47.9541	9.0932	9.1059	5.715	6.5151	0.7155	0.6285	0.8855	0.8282	1.0691	0.9497	0.8701	0.5583	.	0.0767	175.1	161.5	0.2488	175.1	137	0.0028	0.0062	0	0.1251	0.0958	0	0.1341	0.4793	0.6992	0.8905	0.884	0.6303	0.4628	version3
2412-5	2412	SCT_0326	2010_nc_2412_fruit-t.jpg	5	26.7129	41.483	8.4709	8.5217	4.7752	6.0198	0.7064	0.5637	0.904	0.8381	1.0787	0.9373	0.8553	0.5569	.	0.1196	276.5	171.2	0.1551	216.8	134.6	0.0169	0.0077	0	0.1387	0.1306	0	0.1475	0.4556	0.6427	0.8968	0.8889	0.5736	0.508	version3
2412-6	2412	SCT_0326	2010_nc_2412_fruit-t.jpg	6	27.5345	44.768	8.4709	8.5344	5.5372	6.5786	0.7708	0.6537	0.9085	0.8096	1.1222	0.9507	0.8851	0.525	.	0.0944	232.6	161.8	0.2212	182	128.3	0.008	0.0123	0	0.1529	0.1913	0	0.1904	0.4608	0.7195	0.9563	0.8857	0.7154	0.4526	version3
2412-7	2412	SCT_0326	2010_nc_2412_fruit-t.jpg	7	26.0204	41.6102	7.9375	7.9756	5.461	6.3627	0.7978	0.688	0.9216	0.8176	1.1272	0.9506	0.9046	0.5794	.	0.0735	204.9	153.8	0.1366	187.3	129.3	0.0086	0.0125	0	0.1848	0.0897	0	0.1579	0.441	0.712	0.9344	0.879	0.7206	0.4646	version3
2422-1	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	1	24.309	37.0378	7.6581	7.7343	5.2832	5.842	0.7553	0.6899	0.9187	0.8027	1.1446	0.9528	0.8952	0.5732	.	0.048	222.7	158.9	0.063	174.9	127.3	0.0063	0.0672	0	0.1999	0.027	0	0.1513	0.4274	0.7146	0.8817	0.8841	0.692	0.4683	version3
2422-2	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	2	19.238	23.4585	5.842	5.8674	4.572	4.9022	0.8355	0.7826	0.8848	0.8043	1.1	0.9693	0.9365	0.5544	.	0.046	191.2	134.5	0.0864	175.4	120.4	0.0005	0.0034	0	0.1364	0.029	0	0.0848	0.4933	0.7896	0.956	0.8837	0.8444	0.409	version3
2422-3	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	3	19.653	25.6772	6.4135	6.4516	4.4323	4.826	0.748	0.6911	0.9109	0.8099	1.1247	0.9583	0.8981	0.5673	.	0.0618	192.1	151.6	0.132	183.1	126.4	0.0268	0.0232	0	0.1657	0.0291	0	0.1021	0.4526	0.7335	0.891	0.8854	0.6915	0.4487	version3
2422-4	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	4	19.3643	25.5303	6.1976	6.2357	4.6101	4.9784	0.7984	0.7439	0.9037	0.8033	1.125	0.9637	0.9191	0.5487	.	0.0473	196.6	148.3	0.0984	185.8	119.7	0	0	0	0.1622	0.0545	0	0.0961	0.4566	0.7366	0.8862	0.8834	0.7385	0.4427	version3
2422-5	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	5	20.3347	27.172	6.3627	6.4516	4.7371	5.2197	0.8091	0.7445	0.8962	0.7984	1.1225	0.966	0.9261	0.5481	.	0.0767	224.7	138.6	0.1683	190.1	119.3	0	0	0	0.1774	0.0412	0	0.107	0.4282	0.722	0.8889	0.8836	0.74	0.448	version3
2422-6	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	6	16.1362	17.523	4.9911	5.0292	4.0767	4.3307	0.8611	0.8168	0.8804	0.7812	1.127	0.9732	0.9486	0.538	.	0.0352	201.4	132.9	0.0632	174.5	112.3	0	0	0	0.1517	0.0175	0	0.082	0.4579	0.7529	0.892	0.8858	0.8205	0.4226	version3
2422-7	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	7	17.5294	20.1364	5.4356	5.4483	4.0513	4.5212	0.8298	0.7453	0.8925	0.8061	1.1072	0.9659	0.9297	0.5485	.	0.0491	242	140.5	0.0574	191.7	119.6	0.0075	0.0087	0	0.1381	0.0372	0	0.0688	0.4801	0.7211	0.8951	0.8889	0.7529	0.4524	version3
2422-8	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	8	17.1852	18.0638	5.3467	5.3848	3.6957	4.1275	0.7665	0.6912	0.905	0.7957	1.1373	0.9598	0.9032	0.5604	.	0.0582	239.2	150.9	0.1078	191.1	127.4	0	0	0	0.1499	0.0359	0	0.096	0.4921	0.7593	0.9425	0.8913	0.7546	0.4376	version3
2422-9	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	9	20.0873	24.8717	6.223	6.2484	4.3053	4.8387	0.7744	0.6918	0.8898	0.8286	1.0739	0.9574	0.9052	0.5681	.	0.0423	254	146.4	0.0488	213.2	131.3	0.025	0.0105	0	0.1589	0.04	0	0.0755	0.4434	0.7158	0.8918	0.886	0.701	0.4625	version3
2422-10	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	10	15.2773	15.0455	4.6101	4.6482	3.7719	4.0259	0.8661	0.8182	0.876	0.7796	1.1237	0.9764	0.9493	0.5307	.	0.0431	227.9	131.8	0.0639	174.7	114.5	0	0	0	0.1417	0.0181	0	0.0725	0.4917	0.7848	0.9394	0.8826	0.8671	0.4028	version3
2422-11	2422	SCT_0327	2010_nc_2422_fruit-t.jpg	11	20.1392	26.5675	6.4516	6.4897	4.4323	5.0165	0.773	0.687	0.8917	0.8228	1.0837	0.9549	0.9001	0.5497	.	0.0685	181.9	153	0.1333	193.5	127.3	0.0151	0.0134	0	0.1369	0.0758	0	0.0961	0.4734	0.7056	0.891	0.8854	0.6847	0.4618	version3
2431-1	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	1	21.0688	27.3153	5.0292	5.1054	6.4897	6.6802	1.3085	1.2904	0.9268	0.7323	1.2655	0.956	0.9054	0.5223	.	0.0254	225.6	94.3	0.0391	173	71.4	0	0	0	0.2246	0.0336	0	0.2037	0.4203	0.7657	0.8894	0.8739	1.2885	0.4183	version 3
2431-2	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	2	21.1129	28.4185	5.1816	5.3086	6.2992	6.6294	1.2488	1.2157	0.9387	0.7672	1.2236	0.9554	0.9151	0.5467	.	0.0348	239.5	101	0.046	171.1	74.5	0	0	0	0.2454	0.023	0	0.1936	0.3883	0.7562	0.8894	0.8834	1.216	0.431	version 3
2431-3	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	3	18.328	22.1866	4.4577	4.4958	5.8547	5.9817	1.3305	1.3134	0.8889	0.7977	1.1143	0.9629	0.8976	0.5384	.	0.0169	206.1	80.8	0.0195	170.1	70.3	0	0	0	0.1511	0.0367	0	0.096	0.4567	0.783	0.8889	0.8889	1.3143	0.4117	version 3
2431-4	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	4	19.4777	24.8561	4.7498	4.7879	6.0452	6.2611	1.3077	1.2727	0.8797	0.8396	1.0478	0.9623	0.904	0.5335	.	0.0199	206.5	82.6	0.0313	176.1	80.1	0	0	0	0.0946	0.0652	0	0.0955	0.5339	0.7724	0.892	0.8858	1.2752	0.4229	version 3
2431-5	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	5	21.4834	30.3398	5.1562	5.3721	6.7564	7.0358	1.3097	1.3103	0.9433	0.7709	1.2236	0.9556	0.8988	0.5346	.	0.0262	243.7	90.1	0.0271	170.8	66.4	0	0	0	0.2448	0.0109	0	0.2	0.3899	0.7667	0.8889	0.887	1.3086	0.4264	version 3
2431-6	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	6	18.6606	22.5646	4.6101	4.6736	5.588	5.8674	1.2554	1.2121	0.9036	0.8099	1.1156	0.9614	0.9136	0.56	.	0.0379	265.7	93.1	0.0272	172.7	80.1	0	0	0	0.1868	0.0223	0	0.1002	0.4211	0.7809	0.9114	0.8889	1.25	0.4179	version 3
2431-7	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	7	20.7347	27.9843	4.8133	4.9276	6.5659	6.8961	1.3995	1.3641	0.9525	0.8179	1.1645	0.9506	0.8873	0.5516	.	0.0332	224.6	91.1	0.0769	175.7	68.2	0	0	0	0.2137	0.0519	0	0.1657	0.3941	0.7601	0.8918	0.886	1.3642	0.4368	version 3
2431-8	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	8	18.5661	21.2216	4.0259	4.1402	5.7785	6.2357	1.5061	1.4353	0.9748	0.795	1.2262	0.9445	0.8635	0.5608	.	0.0423	309.3	93.1	0.0233	168.5	61.5	0	0	0	0.2606	0.0432	0	0.1874	0.3629	0.7388	0.864	0.8829	1.4365	0.4555	version 3
2431-9	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	9	21.3279	29.9338	5.2197	5.4737	6.477	6.8326	1.2483	1.2409	0.9708	0.7664	1.2667	0.9482	0.9096	0.5294	.	0.0297	229.7	101.4	0.0343	172.3	69.1	0	0	0	0.2713	0.0405	0	0.2269	0.3513	0.7598	0.8908	0.8889	1.2439	0.4337	version 3
2431-10	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	10	18.8974	23.0996	4.572	4.6482	5.8547	6.0833	1.3087	1.2806	0.9444	0.7611	1.2409	0.954	0.9036	0.5371	.	0.0224	223.9	97.9	0.0264	166.2	67.8	0	0	0	0.2477	0.0345	0	0.1777	0.3679	0.7741	0.9002	0.8852	1.3028	0.4237	version 3
2431-11	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	11	18.108	21.4748	4.2926	4.3307	5.7658	5.9817	1.3812	1.3432	0.8876	0.8314	1.0676	0.9607	0.8853	0.525	.	0.0198	3.7	81.6	0.0219	173.9	68.8	0	0	0	0.131	0.0809	0	0.1125	0.4627	0.7702	0.8916	0.8851	1.3407	0.4234	version 3
2431-12	2431	SCT_0328	2010_nc_2431_fruit-t.jpg	12	19.2907	24.9117	4.7244	4.7879	6.1722	6.3119	1.3183	1.3065	0.9274	0.7823	1.1856	0.9568	0.9013	0.5573	.	0.0221	201.7	93.8	0.0336	168.4	74.6	0	0	0	0.2419	0.0134	0	0.1555	0.3843	0.7823	0.8838	0.8879	1.3108	0.416	version 3
2432-1	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	1	17.7302	20.4743	4.3307	4.3561	5.5626	5.7023	1.309	1.2845	0.8798	0.8182	1.0753	0.966	0.906	0.5523	.	0.0235	233.8	85.7	0.0336	176.9	77.6	0	0	0	0.1398	0.032	0	0.0732	0.4829	0.7768	0.8923	0.8832	1.2794	0.4144	version3
2432-2	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	2	19.1242	24.0164	4.4323	4.4958	6.2738	6.4897	1.4435	1.4155	0.9169	0.7937	1.1552	0.9561	0.8736	0.5483	.	0.0294	264.9	79.6	0.0349	173	64.1	0	0	0	0.2218	0.0251	0	0.1405	0.3953	0.7725	0.8894	0.8874	1.4173	0.4223	version3
2432-3	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	3	20.9576	28.5419	5.0038	5.0292	6.7691	6.9596	1.3838	1.3528	0.9036	0.7766	1.1634	0.9591	0.8875	0.531	.	0.0228	204.9	85.3	0.0353	167.1	66.2	0	0	0	0.1632	0.0446	0	0.1436	0.4507	0.7751	0.887	0.8852	1.3503	0.4091	version3
2432-4	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	4	18.8134	21.6624	4.2672	4.3307	5.8674	6.0452	1.3959	1.375	0.9048	0.8065	1.1218	0.9598	0.8836	0.5494	.	0.0203	225	81.1	0.0331	177.9	66.2	0	0	0	0.1651	0.0304	0	0.0991	0.4479	0.7874	0.9144	0.8779	1.406	0.4182	version3
2432-5	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	5	18.9692	24.0779	4.5593	4.5974	6.2357	6.4135	1.395	1.3677	0.8942	0.7855	1.1383	0.9605	0.8868	0.5417	.	0.0208	225.6	81.1	0.0421	171.6	71	0	0	0	0.2289	0.02	0	0.1309	0.3762	0.7778	0.8889	0.8869	1.3706	0.4102	version3
2432-6	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	6	18.5314	21.3864	4.3434	4.3942	5.7658	5.9436	1.3526	1.3275	0.8918	0.8187	1.0893	0.9608	0.8967	0.5536	.	0.0282	228.1	86	0.0519	173.7	76.8	0	0	0	0.109	0.034	0	0.081	0.5241	0.7837	0.9059	0.8841	1.3358	0.406	version3
2432-7	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	7	18.1561	21.3903	4.1275	4.2037	5.8928	6.0452	1.4381	1.4277	0.9138	0.8523	1.0722	0.9552	0.8718	0.5816	.	0.0189	222.4	74.6	0.0232	174.9	70	0	0	0	0.1177	0.0226	0	0.071	0.5105	0.7789	0.8894	0.8873	1.4341	0.4347	version3
2432-8	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	8	16.7932	17.5461	4.1148	4.1656	5.0292	5.1943	1.247	1.2222	0.8796	0.7994	1.1004	0.9688	0.9221	0.5415	.	0.0188	223.4	90.1	0.0319	166.2	83.2	0	0	0	0.1624	0.0245	0	0.0722	0.4427	0.7843	0.9117	0.8791	1.2403	0.4039	version3
2432-9	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	9	18.4302	22.6516	4.7498	4.7752	5.5626	5.7785	1.2101	1.1711	0.877	0.8102	1.0825	0.9678	0.9295	0.555	.	0.0212	224.6	99.5	0.0184	176	84.9	0	0	0	0.1488	0.0156	0	0.0765	0.464	0.7665	0.8878	0.8855	1.1757	0.4239	version3
2432-10	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	10	17.1978	20.0379	4.1402	4.1656	5.6388	5.7658	1.3841	1.362	0.8896	0.8252	1.0781	0.9601	0.888	0.5643	.	0.0165	208.7	80.8	0.0252	173	73.2	0	0	0	0.1609	0.0138	0	0.0764	0.4339	0.7815	0.8894	0.8872	1.3615	0.4181	version3
2432-11	2432	SCT_0328	2010_nc_2432_fruit-t.jpg	11	16.9864	19.8748	4.2799	4.2926	5.4864	5.6134	1.3077	1.2819	0.8843	0.822	1.0758	0.9656	0.9079	0.5395	.	0.0124	198.6	87.7	0.021	175.1	79.1	0	0	0	0.0977	0.0269	0	0.0597	0.5249	0.78	0.8889	0.8866	1.2836	0.4124	version3
