	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095	SP:0000372	
603-5	603	2010_ca_11603_fruit_C.jpg	5	1.5199	0.4445	0.2523	
604-1	604	2010_ca_11604_fruit_C.jpg	1	1.3887	0.4447	0.253	
604-2	604	2010_ca_11604_fruit_C.jpg	2	1.489	0.4452	0.2547	
604-3	604	2010_ca_11604_fruit_C.jpg	3	1.179	0.4455	0.2509	
604-4	604	2010_ca_11604_fruit_C.jpg	4	1.314	0.4442	0.2522	
604-5	604	2010_ca_11604_fruit_C.jpg	5	1.1011	0.4445	0.2515	
605-1	605	2010_ca_11605_fruit_C.jpg	1	1.3475	0.4435	0.2512	
605-2	605	2010_ca_11605_fruit_C.jpg	2	1.1003	0.4442	0.2521	
605-3	605	2010_ca_11605_fruit_C.jpg	3	1.817	0.4447	0.2522	
605-4	605	2010_ca_11605_fruit_C.jpg	4	1.5751	0.4444	0.2507	
605-5	605	2010_ca_11605_fruit_C.jpg	5	0.9003	0.4452	0.2539	
606-1	606	2010_ca_11606_fruit_C.jpg	1	1.0514	0.4461	0.2545	
606-2	606	2010_ca_11606_fruit_C.jpg	2	1.0177	0.4459	0.2546	
606-3	606	2010_ca_11606_fruit_C.jpg	3	1.2796	0.4451	0.2532	
606-4	606	2010_ca_11606_fruit_C.jpg	4	1.6644	0.4466	0.2529	
606-5	606	2010_ca_11606_fruit_C.jpg	5	2.1404	0.4449	0.2509	
607-1	607	2010_ca_11607_fruit_C.jpg	1	1.957	0.4455	0.2534	
607-2	607	2010_ca_11607_fruit_C.jpg	2	2.4774	0.4463	0.2536	
607-3	607	2010_ca_11607_fruit_C.jpg	3	2.0462	0.4451	0.25	
607-4	607	2010_ca_11607_fruit_C.jpg	4	1.5529	0.4472	0.254	
607-5	607	2010_ca_11607_fruit_C.jpg	5	1.7156	0.4451	0.2468	
608-1	608	2010_ca_11608_fruit_C.jpg	1	1.1501	0.4458	0.2569	
608-2	608	2010_ca_11608_fruit_C.jpg	2	1.1885	0.446	0.2546	
608-3	608	2010_ca_11608_fruit_C.jpg	3	1.2458	0.4477	0.2564	
608-4	608	2010_ca_11608_fruit_C.jpg	4	1.9779	0.4472	0.249	
608-5	608	2010_ca_11608_fruit_C.jpg	5	0.947	0.4477	0.2521	
609-1	609	2010_ca_11609_fruit_C.jpg	1	0.871	0.4462	0.2562	
609-2	609	2010_ca_11609_fruit_C.jpg	2	2.2707	0.4451	0.2523	
609-3	609	2010_ca_11609_fruit_C.jpg	3	1.9527	0.446	0.2518	
609-4	609	2010_ca_11609_fruit_C.jpg	4	2.3815	0.4455	0.25	
609-5	609	2010_ca_11609_fruit_C.jpg	5	2.6041	0.4446	0.2522	
610-1	610	2010_ca_11610_fruit_C.jpg	1	1.3437	0.4463	0.2519	
610-2	610	2010_ca_11610_fruit_C.jpg	2	1.5927	0.4459	0.25	
610-3	610	2010_ca_11610_fruit_C.jpg	3	1.2664	0.4455	0.255	
610-4	610	2010_ca_11610_fruit_C.jpg	4	1.1269	0.4456	0.2567	
610-5	610	2010_ca_11610_fruit_C.jpg	5	1.3197	0.4468	0.2519	
611-1	611	2010_ca_11611_fruit_C.jpg	1	1.1103	0.4462	0.2537	
611-2	611	2010_ca_11611_fruit_C.jpg	2	0.9635	0.4476	0.2564	
611-3	611	2010_ca_11611_fruit_C.jpg	3	1.2093	0.4446	0.2544	
611-4	611	2010_ca_11611_fruit_C.jpg	4	2.5163	0.4444	0.2521	
611-5	611	2010_ca_11611_fruit_C.jpg	5	1.3164	0.4447	0.2524	
612-1	612	2010_ca_11612_fruit_C.jpg	1	0.967	0.4444	0.2455	
612-2	612	2010_ca_11612_fruit_C.jpg	2	1.4411	0.4441	0.2486	
612-3	612	2010_ca_11612_fruit_C.jpg	3	0.8719	0.443	0.2506	
612-4	612	2010_ca_11612_fruit_C.jpg	4	2.8036	0.4428	0.2493	
612-5	612	2010_ca_11612_fruit_C.jpg	5	1.1573	0.4442	0.2522	
613-1	613	2010_ca_11613_fruit_C.jpg	1	3.0831	0.4446	0.2529	
613-2	613	2010_ca_11613_fruit_C.jpg	2	1.4328	0.4444	0.2523	
613-3	613	2010_ca_11613_fruit_C.jpg	3	1.5257	0.4449	0.2508	
613-4	613	2010_ca_11613_fruit_C.jpg	4	2.1164	0.4445	0.2545	
613-5	613	2010_ca_11613_fruit_C.jpg	5	2.387	0.4457	0.25	
614-1	614	2010_ca_11614_fruit_C.jpg	1	2.2183	0.4457	0.2509	
614-2	614	2010_ca_11614_fruit_C.jpg	2	2.0656	0.4455	0.2526	
614-3	614	2010_ca_11614_fruit_C.jpg	3	1.5118	0.4423	0.2545	
614-4	614	2010_ca_11614_fruit_C.jpg	4	1.1768	0.446	0.2509	
614-5	614	2010_ca_11614_fruit_C.jpg	5	2.723	0.4466	0.2568	
615-1	615	2010_ca_11615_fruit_C.jpg	1	1.5462	0.4451	0.2532	
615-2	615	2010_ca_11615_fruit_C.jpg	2	2.5771	0.4447	0.2532	
615-3	615	2010_ca_11615_fruit_C.jpg	3	1.3558	0.4436	0.2538	
615-4	615	2010_ca_11615_fruit_C.jpg	4	1.8676	0.4444	0.2523	
615-5	615	2010_ca_11615_fruit_C.jpg	5	1.0959	0.4453	0.2548	
616-1	616	2010_ca_11616_fruit_C.jpg	1	1.4083	0.4449	0.2537	
616-2	616	2010_ca_11616_fruit_C.jpg	2	1.9182	0.4452	0.2508	
616-3	616	2010_ca_11616_fruit_C.jpg	3	1.4203	0.4447	0.2516	
616-4	616	2010_ca_11616_fruit_C.jpg	4	2.3366	0.4446	0.2523	
616-5	616	2010_ca_11616_fruit_C.jpg	5	2.1387	0.4449	0.2485	
617-1	617	2010_ca_11617_fruit_C.jpg	1	1.791	0.4444	0.2486	
617-2	617	2010_ca_11617_fruit_C.jpg	2	1.4689	0.4456	0.2475	
617-3	617	2010_ca_11617_fruit_C.jpg	3	1.0264	0.4449	0.2516	
617-4	617	2010_ca_11617_fruit_C.jpg	4	2.4806	0.4436	0.2494	
617-5	617	2010_ca_11617_fruit_C.jpg	5	1.9281	0.4443	0.2535	
618-1	618	2010_ca_11618_fruit_C.jpg	1	2.8073	0.4453	0.2517	
618-2	618	2010_ca_11618_fruit_C.jpg	2	2.0313	0.4447	0.2532	
618-3	618	2010_ca_11618_fruit_C.jpg	3	2.3178	0.4446	0.2508	
618-4	618	2010_ca_11618_fruit_C.jpg	4	1.367	0.4445	0.2491	
618-5	618	2010_ca_11618_fruit_C.jpg	5	2.7158	0.4457	0.2527	
619-1	619	2010_ca_11619_fruit_C.jpg	1	1.2304	0.4439	0.2514	
619-2	619	2010_ca_11619_fruit_C.jpg	2	1.8312	0.444	0.2521	
619-3	619	2010_ca_11619_fruit_C.jpg	3	1.5193	0.4442	0.2537	
619-4	619	2010_ca_11619_fruit_C.jpg	4	1.2043	0.4446	0.2557	
619-5	619	2010_ca_11619_fruit_C.jpg	5	1.5506	0.4443	0.2507	
620-1	620	2010_ca_11620_fruit_C.jpg	1	1.1475	0.4445	0.2543	
620-2	620	2010_ca_11620_fruit_C.jpg	2	1.4038	0.4457	0.2575	
620-3	620	2010_ca_11620_fruit_C.jpg	3	1.1073	0.4436	0.25	
620-4	620	2010_ca_11620_fruit_C.jpg	4	2.2472	0.4451	0.25	
620-5	620	2010_ca_11620_fruit_C.jpg	5	2.2739	0.4445	0.2523	
621-1	621	2010_ca_11621_fruit_C.jpg	1	1.9254	0.4448	0.253	
621-2	621	2010_ca_11621_fruit_C.jpg	2	2.6072	0.4442	0.2508	
621-3	621	2010_ca_11621_fruit_C.jpg	3	1.6322	0.4449	0.2523	
621-4	621	2010_ca_11621_fruit_C.jpg	4	1.3533	0.4453	0.2533	
621-5	621	2010_ca_11621_fruit_C.jpg	5	1.3338	0.4441	0.2522	
622-1	622	2010_ca_11622_fruit_C.jpg	1	1.5788	0.4433	0.2514	
622-2	622	2010_ca_11622_fruit_C.jpg	2	1.6619	0.4438	0.2527	
622-3	622	2010_ca_11622_fruit_C.jpg	3	1.8422	0.4441	0.2514	
622-4	622	2010_ca_11622_fruit_C.jpg	4	0.9399	0.4438	0.2533	
622-5	622	2010_ca_11622_fruit_C.jpg	5	1.6737	0.4442	0.2485	
623-1	623	2010_ca_11623_fruit_C.jpg	1	2.3538	0.4443	0.2521	
623-2	623	2010_ca_11623_fruit_C.jpg	2	1.7623	0.4425	0.2536	
623-3	623	2010_ca_11623_fruit_C.jpg	3	1.2269	0.4423	0.2484	
623-4	623	2010_ca_11623_fruit_C.jpg	4	1.014	0.4416	0.2527	
623-5	623	2010_ca_11623_fruit_C.jpg	5	1.8237	0.4441	0.2507	
624-1	624	2010_ca_11624_fruit_C.jpg	1	1.5519	0.4448	0.2551	
624-2	624	2010_ca_11624_fruit_C.jpg	2	2.17	0.444	0.2507	
624-3	624	2010_ca_11624_fruit_C.jpg	3	1.3294	0.4441	0.2514	
624-4	624	2010_ca_11624_fruit_C.jpg	4	1.3661	0.4444	0.253	
624-5	624	2010_ca_11624_fruit_C.jpg	5	1.2774	0.4444	0.2529	
625-1	625	2010_ca_11625_fruit_C.jpg	1	1.36	0.4444	0.2521	
625-2	625	2010_ca_11625_fruit_C.jpg	2	1.1154	0.4435	0.2522	
625-3	625	2010_ca_11625_fruit_C.jpg	3	1.0073	0.444	0.2534	
625-4	625	2010_ca_11625_fruit_C.jpg	4	0.7525	0.4434	0.2512	
625-5	625	2010_ca_11625_fruit_C.jpg	5	0.918	0.4435	0.2519	
626-1	626	2010_ca_11626_fruit_C.jpg	1	1.672	0.4438	0.2507	
626-2	626	2010_ca_11626_fruit_C.jpg	2	2.4002	0.444	0.2513	
626-3	626	2010_ca_11626_fruit_C.jpg	3	1.106	0.4447	0.2515	
626-4	626	2010_ca_11626_fruit_C.jpg	4	1.3097	0.4442	0.2537	
626-5	626	2010_ca_11626_fruit_C.jpg	5	1.9072	0.4441	0.2535	
627-1	627	2010_ca_11627_fruit_C.jpg	1	0.9224	0.4444	0.25	
627-2	627	2010_ca_11627_fruit_C.jpg	2	2.4442	0.4446	0.2485	
627-3	627	2010_ca_11627_fruit_C.jpg	3	2.197	0.4452	0.2508	
627-4	627	2010_ca_11627_fruit_C.jpg	4	2.2527	0.443	0.252	
627-5	627	2010_ca_11627_fruit_C.jpg	5	1.8957	0.4444	0.25	
628-1	628	2010_ca_11628_fruit_C.jpg	1	0.736	0.445	0.253	
628-2	628	2010_ca_11628_fruit_C.jpg	2	2.2083	0.4442	0.2513	
628-3	628	2010_ca_11628_fruit_C.jpg	3	1.8202	0.4444	0.2515	
628-4	628	2010_ca_11628_fruit_C.jpg	4	2.606	0.4432	0.2506	
628-5	628	2010_ca_11628_fruit_C.jpg	5	1.6882	0.4449	0.2508	
629-1	629	2010_ca_11629_fruit_C.jpg	1	2.0882	0.4444	0.2438	
629-2	629	2010_ca_11629_fruit_C.jpg	2	3.4509	0.4448	0.2524	
629-3	629	2010_ca_11629_fruit_C.jpg	3	1.0865	0.4447	0.2515	
629-4	629	2010_ca_11629_fruit_C.jpg	4	1.6001	0.4451	0.2516	
629-5	629	2010_ca_11629_fruit_C.jpg	5	1.3465	0.4444	0.2545	
630-1	630	2010_ca_11630_fruit_C.jpg	1	1.3364	0.4453	0.2533	
630-2	630	2010_ca_11630_fruit_C.jpg	2	2.2191	0.4462	0.2527	
630-3	630	2010_ca_11630_fruit_C.jpg	3	1.7244	0.4453	0.2538	
630-4	630	2010_ca_11630_fruit_C.jpg	4	1.6386	0.4438	0.2556	
630-5	630	2010_ca_11630_fruit_C.jpg	5	3.0829	0.4451	0.254	
631-1	631	2010_ca_11631_fruit_C.jpg	1	3.2462	0.4443	0.2507	
631-2	631	2010_ca_11631_fruit_C.jpg	2	1.4883	0.4452	0.2492	
631-3	631	2010_ca_11631_fruit_C.jpg	3	1.4105	0.4444	0.253	
631-4	631	2010_ca_11631_fruit_C.jpg	4	1.6098	0.4437	0.2539	
631-5	631	2010_ca_11631_fruit_C.jpg	5	1.6401	0.4456	0.2532	
632-1	632	2010_ca_11632_fruit_C.jpg	1	1.3715	0.4437	0.2521	
632-2	632	2010_ca_11632_fruit_C.jpg	2	1.2208	0.4442	0.2493	
632-3	632	2010_ca_11632_fruit_C.jpg	3	1.7261	0.4439	0.2534	
632-4	632	2010_ca_11632_fruit_C.jpg	4	1.5122	0.4438	0.2521	
632-5	632	2010_ca_11632_fruit_C.jpg	5	2.129	0.4444	0.25	
633-1	633	2010_ca_11633_fruit_C.jpg	1	2.0051	0.4453	0.2524	
633-2	633	2010_ca_11633_fruit_C.jpg	2	1.8184	0.4443	0.2473	
633-3	633	2010_ca_11633_fruit_C.jpg	3	1.4636	0.444	0.2514	
633-4	633	2010_ca_11633_fruit_C.jpg	4	1.8284	0.4446	0.2432	
633-5	633	2010_ca_11633_fruit_C.jpg	5	1.2553	0.4453	0.2532	
634-1	634	2010_ca_11634_fruit_C.jpg	1	2.0864	0.4436	0.2487	
634-2	634	2010_ca_11634_fruit_C.jpg	2	1.2484	0.4443	0.2479	
634-3	634	2010_ca_11634_fruit_C.jpg	3	1.0605	0.444	0.2514	
634-4	634	2010_ca_11634_fruit_C.jpg	4	1.4674	0.4435	0.2531	
634-5	634	2010_ca_11634_fruit_C.jpg	5	1.3795	0.4441	0.2472	
635-1	635	2010_ca_11635_fruit_C.jpg	1	1.1635	0.4451	0.2539	
635-2	635	2010_ca_11635_fruit_C.jpg	2	1.6975	0.4448	0.2554	
635-3	635	2010_ca_11635_fruit_C.jpg	3	1.6702	0.4447	0.2515	
635-4	635	2010_ca_11635_fruit_C.jpg	4	0.6039	0.4444	0.2507	
635-5	635	2010_ca_11635_fruit_C.jpg	5	1.6819	0.4438	0.252	
636-1	636	2010_ca_11636_fruit_C.jpg	1	0.8624	0.4451	0.2531	
636-2	636	2010_ca_11636_fruit_C.jpg	2	1.0939	0.4445	0.2535	
636-3	636	2010_ca_11636_fruit_C.jpg	3	1.0579	0.4453	0.2563	
636-4	636	2010_ca_11636_fruit_C.jpg	4	1.7837	0.4444	0.2507	
636-5	636	2010_ca_11636_fruit_C.jpg	5	0.9294	0.4442	0.2521	
637-1	637	2010_ca_11637_fruit_C.jpg	1	1.4337	0.4451	0.25	
637-2	637	2010_ca_11637_fruit_C.jpg	2	1.8773	0.4445	0.253	
637-3	637	2010_ca_11637_fruit_C.jpg	3	2.0079	0.4447	0.2543	
637-4	637	2010_ca_11637_fruit_C.jpg	4	1.4601	0.445	0.2532	
637-5	637	2010_ca_11637_fruit_C.jpg	5	1.8047	0.4464	0.2571	
638-1	638	2010_ca_11638_fruit_C.jpg	1	1.1997	0.4452	0.2533	
638-2	638	2010_ca_11638_fruit_C.jpg	2	1.4946	0.4452	0.2508	
638-3	638	2010_ca_11638_fruit_C.jpg	3	1.0313	0.444	0.2513	
638-4	638	2010_ca_11638_fruit_C.jpg	4	1.0709	0.4447	0.2522	
638-5	638	2010_ca_11638_fruit_C.jpg	5	1.0478	0.4452	0.2541	
639-1	639	2010_ca_11639_fruit_C.jpg	1	1.3431	0.4448	0.2546	
639-2	639	2010_ca_11639_fruit_C.jpg	2	0.9706	0.445	0.2515	
639-3	639	2010_ca_11639_fruit_C.jpg	3	1.2659	0.4444	0.2521	
639-4	639	2010_ca_11639_fruit_C.jpg	4	1.0001	0.4452	0.2532	
639-5	639	2010_ca_11639_fruit_C.jpg	5	0.9865	0.4442	0.2514	
640-1	640	2010_ca_11640_fruit_C.jpg	1	2.2606	0.4472	0.249	
640-2	640	2010_ca_11640_fruit_C.jpg	2	1.1919	0.4472	0.2559	
640-3	640	2010_ca_11640_fruit_C.jpg	3	0.9111	0.4469	0.2551	
640-4	640	2010_ca_11640_fruit_C.jpg	4	2.0967	0.4476	0.252	
640-5	640	2010_ca_11640_fruit_C.jpg	5	1.3259	0.4483	0.2535	
641-1	641	2010_ca_11641_fruit_C.jpg	1	1.5548	0.448	0.2523	
641-2	641	2010_ca_11641_fruit_C.jpg	2	1.2384	0.4472	0.251	
641-3	641	2010_ca_11641_fruit_C.jpg	3	1.6689	0.4469	0.253	
641-4	641	2010_ca_11641_fruit_C.jpg	4	0.9388	0.4474	0.256	
641-5	641	2010_ca_11641_fruit_C.jpg	5	1.2861	0.4463	0.25	
642-1	642	2010_ca_11642_fruit_C.jpg	1	2.2745	0.4489	0.2563	
642-2	642	2010_ca_11642_fruit_C.jpg	2	1.3472	0.4485	0.2581	
642-3	642	2010_ca_11642_fruit_C.jpg	3	1.4885	0.4488	0.255	
642-4	642	2010_ca_11642_fruit_C.jpg	4	1.4458	0.4455	0.2517	
642-5	642	2010_ca_11642_fruit_C.jpg	5	2.385	0.4495	0.2551	
643-1	643	2010_ca_11643_fruit_C.jpg	1	1.7961	0.4474	0.2555	
643-2	643	2010_ca_11643_fruit_C.jpg	2	1.6511	0.4475	0.2511	
643-3	643	2010_ca_11643_fruit_C.jpg	3	1.5677	0.4474	0.25	
643-4	643	2010_ca_11643_fruit_C.jpg	4	1.708	0.4476	0.2521	
643-5	643	2010_ca_11643_fruit_C.jpg	5	1.2488	0.4475	0.2541	
644-1	644	2010_ca_11644_fruit_C.jpg	1	1.7626	0.4483	0.2546	
644-2	644	2010_ca_11644_fruit_C.jpg	2	1.2042	0.4488	0.2571	
644-3	644	2010_ca_11644_fruit_C.jpg	3	2.1642	0.4488	0.2511	
644-4	644	2010_ca_11644_fruit_C.jpg	4	0.8841	0.4472	0.2579	
644-5	644	2010_ca_11644_fruit_C.jpg	5	1.3179	0.4473	0.25	
645-1	645	2010_ca_11645_fruit_C.jpg	1	1.844	0.4484	0.2476	
645-2	645	2010_ca_11645_fruit_C.jpg	2	1.191	0.4473	0.2521	
645-3	645	2010_ca_11645_fruit_C.jpg	3	1.3805	0.4461	0.2537	
645-4	645	2010_ca_11645_fruit_C.jpg	4	2.8166	0.4484	0.2511	
645-5	645	2010_ca_11645_fruit_C.jpg	5	1.3068	0.4473	0.2542	
646-1	646	2010_ca_11646_fruit_C.jpg	1	3.3459	0.4458	0.2467	
646-2	646	2010_ca_11646_fruit_C.jpg	2	1.5778	0.4436	0.2536	
646-3	646	2010_ca_11646_fruit_C.jpg	3	2.1586	0.445	0.2539	
646-4	646	2010_ca_11646_fruit_C.jpg	4	2.7014	0.4447	0.2539	
646-5	646	2010_ca_11646_fruit_C.jpg	5	1.849	0.4447	0.2545	
647-1	647	2010_ca_11647_fruit_C.jpg	1	1.1672	0.446	0.2482	
647-2	647	2010_ca_11647_fruit_C.jpg	2	2.101	0.4455	0.25	
647-3	647	2010_ca_11647_fruit_C.jpg	3	2.0696	0.4451	0.2541	
647-4	647	2010_ca_11647_fruit_C.jpg	4	1.7199	0.4461	0.2519	
647-5	647	2010_ca_11647_fruit_C.jpg	5	1.7168	0.4441	0.2507	
648-1	648	2010_ca_11648_fruit_C.jpg	1	1.465	0.448	0.2511	
648-2	648	2010_ca_11648_fruit_C.jpg	2	1.4602	0.4487	0.25	
648-3	648	2010_ca_11648_fruit_C.jpg	3	1.8775	0.4483	0.2536	
648-4	648	2010_ca_11648_fruit_C.jpg	4	1.5113	0.4489	0.2569	
648-5	648	2010_ca_11648_fruit_C.jpg	5	1.9987	0.448	0.2511	
649-1	649	2010_ca_11649_fruit_C.jpg	1	2.2446	0.445	0.2516	
649-2	649	2010_ca_11649_fruit_C.jpg	2	1.4312	0.4434	0.2506	
649-3	649	2010_ca_11649_fruit_C.jpg	3	2.2656	0.4435	0.2513	
649-4	649	2010_ca_11649_fruit_C.jpg	4	1.5574	0.4434	0.2494	
649-5	649	2010_ca_11649_fruit_C.jpg	5	2.2101	0.4431	0.2506	
650-1	650	2010_ca_11650_fruit_C.jpg	1	2.0329	0.4438	0.2539	
650-2	650	2010_ca_11650_fruit_C.jpg	2	1.8526	0.444	0.2528	
650-3	650	2010_ca_11650_fruit_C.jpg	3	2.8019	0.4438	0.2527	
650-4	650	2010_ca_11650_fruit_C.jpg	4	1.5537	0.4439	0.2507	
650-5	650	2010_ca_11650_fruit_C.jpg	5	2.2358	0.4445	0.2546	
651-1	651	2010_ca_11651_fruit_C.jpg	1	1.7941	0.4463	0.2538	
651-2	651	2010_ca_11651_fruit_C.jpg	2	1.6565	0.4471	0.2532	
651-3	651	2010_ca_11651_fruit_C.jpg	3	1.7186	0.4469	0.2528	
651-4	651	2010_ca_11651_fruit_C.jpg	4	1.5002	0.4474	0.2541	
651-5	651	2010_ca_11651_fruit_C.jpg	5	1.0458	0.4459	0.2527	
652-1	652	2010_ca_11652_fruit_C.jpg	1	1.0768	0.445	0.2515	
652-2	652	2010_ca_11652_fruit_C.jpg	2	2.1393	0.4428	0.2535	
652-3	652	2010_ca_11652_fruit_C.jpg	3	1.7473	0.4406	0.2507	
652-4	652	2010_ca_11652_fruit_C.jpg	4	1.5668	0.4438	0.2538	
652-5	652	2010_ca_11652_fruit_C.jpg	5	1.6184	0.4444	0.2522	
654-1	654	2010_ca_11654_fruit_C.jpg	1	1.1893	0.4433	0.2526	
654-2	654	2010_ca_11654_fruit_C.jpg	2	1.2473	0.4437	0.2532	
654-3	654	2010_ca_11654_fruit_C.jpg	3	1.2235	0.443	0.2534	
654-4	654	2010_ca_11654_fruit_C.jpg	4	2.3562	0.4444	0.248	
654-5	654	2010_ca_11654_fruit_C.jpg	5	1.1162	0.4438	0.2507	
655-1	655	2010_ca_11655_fruit_C.jpg	1	2.047	0.4464	0.2539	
655-2	655	2010_ca_11655_fruit_C.jpg	2	1.7701	0.4455	0.2551	
655-3	655	2010_ca_11655_fruit_C.jpg	3	1.8199	0.4454	0.2524	
655-4	655	2010_ca_11655_fruit_C.jpg	4	1.0192	0.4452	0.254	
655-5	655	2010_ca_11655_fruit_C.jpg	5	2.6727	0.4454	0.2524	
656-1	656	2010_ca_11656_fruit_C.jpg	1	3.5207	0.4426	0.2422	
656-2	656	2010_ca_11656_fruit_C.jpg	2	1.6643	0.4437	0.2444	
656-3	656	2010_ca_11656_fruit_C.jpg	3	1.3254	0.4448	0.2544	
656-4	656	2010_ca_11656_fruit_C.jpg	4	1.2107	0.4437	0.2514	
656-5	656	2010_ca_11656_fruit_C.jpg	5	1.0506	0.4439	0.2493	
657-1	657	2010_ca_11657_fruit_C.jpg	1	2.4588	0.4438	0.2527	
657-2	657	2010_ca_11657_fruit_C.jpg	2	1.1757	0.4434	0.2531	
657-3	657	2010_ca_11657_fruit_C.jpg	3	1.3794	0.4436	0.2506	
657-4	657	2010_ca_11657_fruit_C.jpg	4	1.9802	0.4437	0.2532	
657-5	657	2010_ca_11657_fruit_C.jpg	5	1.5347	0.4441	0.2521	
658-1	658	2010_ca_11658_fruit_C.jpg	1	1.2395	0.4443	0.2493	
658-2	658	2010_ca_11658_fruit_C.jpg	2	1.2467	0.4449	0.2537	
658-3	658	2010_ca_11658_fruit_C.jpg	3	0.8486	0.4468	0.2519	
658-4	658	2010_ca_11658_fruit_C.jpg	4	1.0613	0.445	0.2561	
658-5	658	2010_ca_11658_fruit_C.jpg	5	1.6061	0.4452	0.2531	
659-1	659	2010_ca_11659_fruit_C.jpg	1	1.8913	0.4446	0.2522	
659-2	659	2010_ca_11659_fruit_C.jpg	2	1.4378	0.4438	0.254	
659-3	659	2010_ca_11659_fruit_C.jpg	3	2.3424	0.4438	0.2527	
659-4	659	2010_ca_11659_fruit_C.jpg	4	2.1871	0.444	0.2556	
659-5	659	2010_ca_11659_fruit_C.jpg	5	1.931	0.4402	0.25	
660-1	660	2010_ca_11660_fruit_C.jpg	1	2.1994	0.4439	0.2527	
660-2	660	2010_ca_11660_fruit_C.jpg	2	1.7612	0.4449	0.2546	
660-3	660	2010_ca_11660_fruit_C.jpg	3	0.9913	0.4445	0.253	
660-4	660	2010_ca_11660_fruit_C.jpg	4	1.0965	0.4446	0.2522	
660-5	660	2010_ca_11660_fruit_C.jpg	5	2.5837	0.4459	0.2465	
661-1	661	2010_ca_11661_fruit_C.jpg	1	3.4671	0.4431	0.2482	
661-2	661	2010_ca_11661_fruit_C.jpg	2	3.005	0.4442	0.2478	
661-3	661	2010_ca_11661_fruit_C.jpg	3	1.0777	0.444	0.2514	
661-4	661	2010_ca_11661_fruit_C.jpg	4	2.0661	0.4449	0.2507	
661-5	661	2010_ca_11661_fruit_C.jpg	5	1.7954	0.4438	0.248	
662-1	662	2010_ca_11662_fruit_C.jpg	1	1.5716	0.4436	0.2526	
662-2	662	2010_ca_11662_fruit_C.jpg	2	3.3237	0.4441	0.2507	
662-3	662	2010_ca_11662_fruit_C.jpg	3	1.1601	0.4437	0.2525	
662-4	662	2010_ca_11662_fruit_C.jpg	4	2.7771	0.4438	0.2513	
662-5	662	2010_ca_11662_fruit_C.jpg	5	1.5161	0.4444	0.2515	
663-1	663	2010_ca_11663_fruit_C.jpg	1	1.2706	0.4447	0.2568	
663-2	663	2010_ca_11663_fruit_C.jpg	2	1.0281	0.4444	0.2515	
663-3	663	2010_ca_11663_fruit_C.jpg	3	1.3167	0.4459	0.2534	
663-4	663	2010_ca_11663_fruit_C.jpg	4	1.1563	0.445	0.2508	
663-5	663	2010_ca_11663_fruit_C.jpg	5	2.4161	0.4459	0.2526	
664-1	664	2010_ca_11664_fruit_C.jpg	1	3.0096	0.4484	0.2567	
664-2	664	2010_ca_11664_fruit_C.jpg	2	1.4779	0.4452	0.2508	
664-3	664	2010_ca_11664_fruit_C.jpg	3	1.4558	0.4452	0.2547	
664-4	664	2010_ca_11664_fruit_C.jpg	4	3.0273	0.4427	0.25	
664-5	664	2010_ca_11664_fruit_C.jpg	5	0.3854	0.445	0.2524	
665-1	665	2010_ca_11665_fruit_C.jpg	1	2.8797	0.4432	0.2518	
665-2	665	2010_ca_11665_fruit_C.jpg	2	1.9284	0.4451	0.2539	
665-3	665	2010_ca_11665_fruit_C.jpg	3	1.8861	0.4464	0.2529	
665-4	665	2010_ca_11665_fruit_C.jpg	4	1.3369	0.4441	0.2472	
665-5	665	2010_ca_11665_fruit_C.jpg	5	1.1342	0.4454	0.2508	
666-1	666	2010_ca_11666_fruit_C.jpg	1	0.9815	0.446	0.2569	
666-2	666	2010_ca_11666_fruit_C.jpg	2	1.4469	0.4453	0.2533	
666-3	666	2010_ca_11666_fruit_C.jpg	3	1.43	0.4467	0.2546	
666-4	666	2010_ca_11666_fruit_C.jpg	4	1.1766	0.4462	0.2518	
666-5	666	2010_ca_11666_fruit_C.jpg	5	1.4803	0.445	0.25	
667-1	667	2010_ca_11667_fruit_C.jpg	1	1.6438	0.4445	0.2528	
667-2	667	2010_ca_11667_fruit_C.jpg	2	1.5065	0.4444	0.2507	
667-3	667	2010_ca_11667_fruit_C.jpg	3	1.5779	0.4435	0.2494	
667-4	667	2010_ca_11667_fruit_C.jpg	4	1.4019	0.4441	0.2534	
667-5	667	2010_ca_11667_fruit_C.jpg	5	1.1384	0.4445	0.2522	
668-1	668	2010_ca_11668_fruit_C.jpg	1	1.0927	0.4459	0.2535	
668-2	668	2010_ca_11668_fruit_C.jpg	2	1.0376	0.4453	0.2524	
668-3	668	2010_ca_11668_fruit_C.jpg	3	1.5631	0.4451	0.2524	
668-4	668	2010_ca_11668_fruit_C.jpg	4	1.3192	0.4444	0.2537	
668-5	668	2010_ca_11668_fruit_C.jpg	5	1.8189	0.4454	0.2531	
669-1	669	2010_ca_11669_fruit_C.jpg	1	0.7376	0.4451	0.2492	
669-2	669	2010_ca_11669_fruit_C.jpg	2	2.1524	0.4447	0.2493	
669-3	669	2010_ca_11669_fruit_C.jpg	3	1.316	0.4443	0.2529	
669-4	669	2010_ca_11669_fruit_C.jpg	4	2.0428	0.4444	0.2521	
