	Tomato Analyzer - Color Data														
104-7	104	2009_ca_104_fruit_c.jpg	7	.	.	144.9809	63.3399	52.6606	92.4728	39.4947	38.0568	22.299	30.3678	44.1085	
104-8	104	2009_ca_104_fruit_c.jpg	8	.	.	140.9726	59.1723	46.0129	87.54	37.974	38.2748	24.0261	32.1176	45.1908	
105-1	105	2009_ca_105_fruit_c.jpg	1	.	.	146.85	54.6456	43.437	89.2321	38.083	42.8634	25.9368	31.1782	50.0998	
105-2	105	2009_ca_105_fruit_c.jpg	2	.	.	149.5362	68.4068	55.3939	96.2804	41.2186	37.2366	23.1331	31.8504	43.8372	
105-3	105	2009_ca_105_fruit_c.jpg	3	.	.	141.6229	56.2086	48.0144	89.105	37.4936	40.2394	22.3907	29.0931	46.0494	
105-4	105	2009_ca_105_fruit_c.jpg	4	.	.	147.8282	58.8173	49.0956	92.4126	39.1079	41.2831	24.0643	30.2383	47.7848	
105-5	105	2009_ca_105_fruit_c.jpg	5	.	.	148.0952	71.4497	55.8699	95.892	41.578	34.9663	23.2692	33.6428	42.0011	
105-6	105	2009_ca_105_fruit_c.jpg	6	.	.	150.4295	79.5578	66.4972	102.0029	43.7752	32.1386	20.1989	32.1491	37.959	
105-7	105	2009_ca_105_fruit_c.jpg	7	.	.	143.1805	55.5516	50.228	90.6997	37.6855	41.4098	21.3923	27.3209	46.609	
105-8	105	2009_ca_105_fruit_c.jpg	8	.	.	148.0389	72.3806	60.496	98.0282	41.8099	34.7946	20.9409	31.0414	40.6102	
106-1	106	2009_ca_106_fruit_c.jpg	1	.	.	211.3064	210.1144	213.9652	199.6421	84.2964	0.7948	-0.5987	323.0093	0.9951	
107-1	107	2009_ca_107_fruit_c.jpg	1	.	.	210.6775	209.3096	213.2611	198.9542	84.0287	0.8954	-0.6403	324.4327	1.1008	
108-1	108	2009_ca_108_fruit_c.jpg	1	.	.	212.8401	211.7415	215.6798	201.1831	84.8767	0.7422	-0.6218	320.0459	0.9682	
109-1	109	2009_ca_109_fruit_c.jpg	1	.	.	147.2773	66.6585	53.5642	94.3137	40.5391	37.2428	23.187	31.906	43.871	
109-2	109	2009_ca_109_fruit_c.jpg	2	.	.	146.542	64.8591	48.4916	91.529	39.975	37.5277	25.3636	34.0533	45.295	
109-3	109	2009_ca_109_fruit_c.jpg	3	.	.	140.7822	62.6221	47.512	88.3827	38.6139	36.3923	23.9858	33.3884	43.5858	
109-4	109	2009_ca_109_fruit_c.jpg	4	.	.	144.8642	68.7821	47.6684	90.4266	40.4831	34.5223	26.397	37.4028	43.4579	
109-5	109	2009_ca_109_fruit_c.jpg	5	.	.	149.1375	71.9878	49.4508	93.3663	41.7799	34.5899	27.1969	38.1769	44.0015	
109-6	109	2009_ca_109_fruit_c.jpg	6	.	.	134.7884	51.5878	43.8295	83.5914	35.5236	39.7314	21.9686	28.9395	45.4005	
109-7	109	2009_ca_109_fruit_c.jpg	7	.	.	155.8785	90.042	65.4766	104.1128	46.7866	28.0702	24.8352	41.5008	37.4796	
109-8	109	2009_ca_109_fruit_c.jpg	8	.	.	149.8905	73.6853	50.98	94.4592	42.2576	34.0338	26.9193	38.3425	43.3929	
110-1	110	2009_ca_110_fruit_c.jpg	1	.	.	172.048	97.9021	72.0552	114.8163	50.8278	30.9126	27.0267	41.163	41.0613	
110-2	110	2009_ca_110_fruit_c.jpg	2	.	.	153.8186	70.1062	57.023	98.9754	42.3135	38.097	23.8152	32.0103	44.9282	
110-3	110	2009_ca_110_fruit_c.jpg	3	.	.	164.9391	102.8046	77.9742	114.2868	51.0491	25.4323	23.8337	43.1414	34.8547	
110-4	110	2009_ca_110_fruit_c.jpg	4	.	.	150.5434	65.0993	56.2674	96.9436	40.7818	39.5794	22.071	29.1457	45.3173	
110-5	110	2009_ca_110_fruit_c.jpg	5	.	.	164.3573	84.4095	75.3909	112.5579	46.9979	35.9718	19.7664	28.7887	41.0449	
110-6	110	2009_ca_110_fruit_c.jpg	6	.	.	157.4544	75.6873	67.8532	105.4548	44.0662	37.4688	19.8865	27.957	42.4191	
110-7	110	2009_ca_110_fruit_c.jpg	7	.	.	160.9162	78.2657	65.2286	106.1397	45.0512	37.1225	22.893	31.6616	43.6138	
110-8	110	2009_ca_110_fruit_c.jpg	8	.	.	146.4305	66.2617	58.122	95.7363	40.3809	37.4845	20.313	28.4534	42.6345	
111-1	111	2009_ca_111_fruit_c.jpg	1	.	.	214.5659	213.5441	217.4218	202.8371	85.4954	0.6674	-0.5686	319.573	0.8767	
112-1	112	2009_ca_112_fruit_c.jpg	1	.	.	212.6299	211.5479	215.3971	200.9715	84.7891	0.7261	-0.5851	321.1347	0.9325	
113-1	113	2009_ca_113_fruit_c.jpg	1	.	.	210.7499	209.566	213.4611	199.1455	84.1012	0.8124	-0.6314	322.1449	1.0289	
114-1	114	2009_ca_114_fruit_c.jpg	1	.	.	152.6386	74.3789	61.4723	100.585	42.9829	35.6799	22.1407	31.8212	41.9913	
114-2	114	2009_ca_114_fruit_c.jpg	2	.	.	155.6345	80.0031	60.2873	101.4899	44.5886	33.5267	25.0429	36.758	41.8472	
114-3	114	2009_ca_114_fruit_c.jpg	3	.	.	150.022	59.7617	46.5267	92.1805	39.6053	41.4278	26.2507	32.3604	49.0445	
114-4	114	2009_ca_114_fruit_c.jpg	4	.	.	154.7509	74.414	58.5766	100.1832	43.303	36.2662	24.2746	33.7962	43.6404	
114-5	114	2009_ca_114_fruit_c.jpg	5	.	.	157.8389	75.5836	60.0562	102.3226	44.0143	36.9692	24.4602	33.4901	44.3286	
114-6	114	2009_ca_114_fruit_c.jpg	6	.	.	143.1636	55.2681	45.8555	88.4364	37.6217	41.2303	23.8014	29.997	47.6072	
114-7	114	2009_ca_114_fruit_c.jpg	7	.	.	140.8902	61.0686	52.1067	90.4818	38.4101	37.6025	21.1403	29.3449	43.1377	
114-8	114	2009_ca_114_fruit_c.jpg	8	.	.	143.9985	69.4124	58.3614	94.9398	40.6422	34.6117	20.5529	30.7025	40.2541	
115-1	115	2009_ca_115_fruit_c.jpg	1	.	.	160.1629	107.9835	58.0258	102.6461	51.3968	18.5179	34.5413	61.8038	39.192	
115-2	115	2009_ca_115_fruit_c.jpg	2	.	.	131.8184	52.5468	39.5668	80.5136	35.142	37.6571	23.8133	32.3081	44.5548	
115-3	115	2009_ca_115_fruit_c.jpg	3	.	.	137.491	62.0323	44.3449	85.4859	37.8995	35.0481	24.7284	35.2051	42.8936	
115-4	115	2009_ca_115_fruit_c.jpg	4	.	.	143.2107	72.7236	46.3153	89.1302	41.0214	31.405	27.5918	41.3019	41.8041	
115-5	115	2009_ca_115_fruit_c.jpg	5	.	.	134.9079	60.8995	42.7034	83.5007	37.2512	34.5062	24.6732	35.5662	42.4199	
115-6	115	2009_ca_115_fruit_c.jpg	6	.	.	141.458	67.7216	43.992	87.1809	39.6881	33.4641	27.2267	39.1321	43.1409	
115-7	115	2009_ca_115_fruit_c.jpg	7	.	.	120.4418	51.2296	36.2924	73.692	32.8766	33.5214	22.3154	33.652	40.2699	
115-8	115	2009_ca_115_fruit_c.jpg	8	.	.	139.6219	64.1573	45.1811	86.7931	38.6887	34.8722	25.3043	35.9657	43.0857	
116-1	116	2009_ca_116_fruit_c.jpg	1	.	.	147.4681	65.1563	48.8127	92.092	40.221	37.6615	25.579	34.1837	45.5266	
116-2	116	2009_ca_116_fruit_c.jpg	2	.	.	138.8353	58.2514	44.7118	86.1818	37.4267	37.7538	24.0629	32.5119	44.7702	
116-3	116	2009_ca_116_fruit_c.jpg	3	.	.	138.2621	56.9056	44.7005	85.7683	37.0719	38.323	23.5504	31.5717	44.9809	
116-4	116	2009_ca_116_fruit_c.jpg	4	.	.	145.3327	61.1978	42.7643	88.3738	38.9822	38.7297	27.2278	35.108	47.3428	
116-5	116	2009_ca_116_fruit_c.jpg	5	.	.	141.9223	57.8162	46.0057	88.199	37.912	39.2901	24.0859	31.5094	46.0852	
116-6	116	2009_ca_116_fruit_c.jpg	6	.	.	142.6357	60.6226	48.1559	89.506	38.5604	38.2114	23.6577	31.7628	44.9422	
116-7	116	2009_ca_116_fruit_c.jpg	7	.	.	148.2459	73.7545	56.2329	95.971	42.1299	33.7238	23.8049	35.2175	41.2791	
117-1	117	2009_ca_117_fruit_c.jpg	1	.	.	149.894	67.7075	50.419	94.1732	41.0674	37.3835	25.8902	34.7048	45.4734	
117-2	117	2009_ca_117_fruit_c.jpg	2	.	.	148.146	64.578	48.8895	92.5437	40.206	38.3279	25.6376	33.7786	46.112	
117-3	117	2009_ca_117_fruit_c.jpg	3	.	.	153.1318	75.0912	57.6549	98.9207	43.1914	35.0657	24.6298	35.0838	42.8513	
117-4	117	2009_ca_117_fruit_c.jpg	4	.	.	150.088	67.7563	49.6243	93.7469	41.1239	37.3963	26.3172	35.1355	45.7283	
117-5	117	2009_ca_117_fruit_c.jpg	5	.	.	148.5832	65.904	51.4415	93.8497	40.6204	37.8147	24.6874	33.1386	45.16	
117-6	117	2009_ca_117_fruit_c.jpg	6	.	.	148.7221	67.7097	50.8837	93.8094	40.9168	36.9598	25.3827	34.48	44.8365	
117-7	117	2009_ca_117_fruit_c.jpg	7	.	.	143.7369	58.2506	45.4038	88.8188	38.2627	39.6947	24.9667	32.1686	46.8935	
118-1	118	2009_ca_118_fruit_c.jpg	1	.	.	143.6952	59.1319	50.1911	91.0059	38.4738	39.5937	22.4419	29.5448	45.5115	
118-2	118	2009_ca_118_fruit_c.jpg	2	.	.	141.0285	56.3184	47.9174	88.614	37.4489	39.943	22.2891	29.1625	45.7411	
118-3	118	2009_ca_118_fruit_c.jpg	3	.	.	138.1894	63.6442	54.1656	90.1106	38.5065	35.2483	19.8515	29.3878	40.454	
118-4	118	2009_ca_118_fruit_c.jpg	4	.	.	145.5671	61.5957	49.1819	91.3628	39.198	39.0286	23.9109	31.4938	45.7707	
118-5	118	2009_ca_118_fruit_c.jpg	5	.	.	147.7522	67.423	54.8309	95.0611	40.7306	37.0618	22.7727	31.5687	43.4992	
118-6	118	2009_ca_118_fruit_c.jpg	6	.	.	139.156	56.8188	48.384	87.9895	37.2258	38.9738	21.6723	29.0773	44.5942	
118-7	118	2009_ca_118_fruit_c.jpg	7	.	.	147.4151	70.7679	55.4826	95.2587	41.35	35.0585	23.1473	33.4347	42.0107	
118-8	118	2009_ca_118_fruit_c.jpg	8	.	.	142.791	61.368	54.6718	92.4038	38.7888	38.4464	20.094	27.5938	43.3808	
119-1	119	2009_ca_119_fruit_c.jpg	1	.	.	150.0847	82.1799	63.3318	100.2815	44.2526	30.0888	22.5151	36.807	37.5801	
119-2	119	2009_ca_119_fruit_c.jpg	2	.	.	157.4535	83.2768	62.096	103.1421	45.6078	32.4335	25.2814	37.9359	41.1227	
119-3	119	2009_ca_119_fruit_c.jpg	3	.	.	144.5355	60.4779	52.2813	92.2411	38.887	39.4003	21.7947	28.9497	45.0266	
119-4	119	2009_ca_119_fruit_c.jpg	4	.	.	140.7248	62.8057	52.8903	90.7764	38.7162	36.5904	21.0401	29.8996	42.2084	
119-5	119	2009_ca_119_fruit_c.jpg	5	.	.	140.05	74.6114	58.8452	93.4143	41.1157	29.9218	20.6626	34.6271	36.3629	
119-6	119	2009_ca_119_fruit_c.jpg	6	.	.	147.332	64.2008	55.732	95.2673	40.1567	38.6676	21.5448	29.1257	44.2647	
119-7	119	2009_ca_119_fruit_c.jpg	7	.	.	151.3019	79.4069	71.1882	104.3925	43.9916	33.0801	17.7509	28.2181	37.5418	
120-1	120	2009_ca_120_fruit_c.jpg	1	.	.	150.2592	65.5821	53.7937	95.6888	40.7599	39.0453	23.4664	31.0061	45.5545	
120-2	120	2009_ca_120_fruit_c.jpg	2	.	.	151.4813	74.0301	62.7664	100.5185	42.7913	35.4727	21.0794	30.7207	41.2632	
120-3	120	2009_ca_120_fruit_c.jpg	3	.	.	148.2782	66.428	56.0175	95.696	40.6657	37.9257	21.9811	30.0959	43.8352	
120-4	120	2009_ca_120_fruit_c.jpg	4	.	.	158.0972	74.3071	61.9131	103.1703	43.8588	37.9038	23.1105	31.3712	44.3936	
120-5	120	2009_ca_120_fruit_c.jpg	5	.	.	151.7029	72.096	59.3462	98.855	42.374	36.3501	22.4189	31.6641	42.7076	
120-6	120	2009_ca_120_fruit_c.jpg	6	.	.	153.8339	71.1717	56.97	98.911	42.5106	37.4926	24.0818	32.713	44.5604	
120-7	120	2009_ca_120_fruit_c.jpg	7	.	.	153.9246	76.0645	60.1137	100.5299	43.466	35.118	23.4407	33.7224	42.2225	
120-8	120	2009_ca_120_fruit_c.jpg	8	.	.	141.5383	57.4881	48.1134	88.6154	37.7969	39.5623	22.6055	29.7432	45.5652	
121-1	121	2009_ca_121_fruit_c.jpg	1	.	.	144.3145	60.1949	49.0087	90.6542	38.7112	39.2632	23.44	30.8371	45.7278	
121-2	121	2009_ca_121_fruit_c.jpg	2	.	.	148.9284	78.0104	62.5924	99.3126	43.185	32.0501	21.6272	34.0113	38.6645	
121-3	121	2009_ca_121_fruit_c.jpg	3	.	.	139.5292	58.3952	50.2712	88.8175	37.6487	38.3676	21.1311	28.844	43.8018	
121-4	121	2009_ca_121_fruit_c.jpg	4	.	.	150.1235	64.9833	52.2486	94.9415	40.6907	39.0679	24.3904	31.9769	46.0564	
121-5	121	2009_ca_121_fruit_c.jpg	5	.	.	138.4645	56.1008	44.2277	85.7556	36.9258	38.8428	23.6638	31.3506	45.4834	
121-6	121	2009_ca_121_fruit_c.jpg	6	.	.	142.3384	72.8109	54.9592	92.6375	41.0496	31.6672	22.9027	35.8756	39.0813	
121-7	121	2009_ca_121_fruit_c.jpg	7	.	.	142.4787	62.447	52.6604	91.594	38.8868	37.5476	21.4986	29.7942	43.2667	
121-8	121	2009_ca_121_fruit_c.jpg	8	.	.	146.4943	77.7347	60.2579	97.0673	42.7536	30.9666	22.2444	35.6911	38.128	
122-1	122	2009_ca_122_fruit_c.jpg	1	.	.	138.6572	49.7488	41.6796	84.4884	35.8234	42.0496	23.7882	29.4976	48.312	
122-2	122	2009_ca_122_fruit_c.jpg	2	.	.	138.6004	53.7954	44.8941	85.9701	36.5514	40.1544	22.8077	29.5966	46.1798	
122-3	122	2009_ca_122_fruit_c.jpg	3	.	.	137.8659	58.3567	47.2172	86.6944	37.3414	37.4827	22.4112	30.8755	43.6717	
122-4	122	2009_ca_122_fruit_c.jpg	4	.	.	136.9623	50.0063	43.4968	84.5192	35.6449	41.3117	22.4564	28.5278	47.0207	
122-5	122	2009_ca_122_fruit_c.jpg	5	.	.	120.7385	52.5808	42.2436	76.3994	33.3193	33.2402	19.5259	30.4307	38.5509	
122-6	122	2009_ca_122_fruit_c.jpg	6	.	.	130.6761	54.229	48.0027	83.4472	35.431	36.8967	19.2574	27.5613	41.6199	
122-7	122	2009_ca_122_fruit_c.jpg	7	.	.	131.6607	52.5611	43.5546	82.1253	35.1631	37.8809	21.553	29.6384	43.5832	
122-8	122	2009_ca_122_fruit_c.jpg	8	.	.	136.8518	54.7303	43.7282	84.7096	36.4011	38.9027	23.229	30.8416	45.3101	
123-1	123	2009_ca_123_fruit_c.jpg	1	.	.	141.7331	54.3138	44.0233	87.1526	37.132	41.0966	24.1979	30.4898	47.6914	
123-2	123	2009_ca_123_fruit_c.jpg	2	.	.	140.6088	61.3713	51.6209	90.1337	38.3821	37.3158	21.2922	29.7089	42.9631	
123-3	123	2009_ca_123_fruit_c.jpg	3	.	.	136.9386	57.4917	49.0738	87.1	37.0104	37.8153	20.8791	28.9045	43.1965	
123-4	123	2009_ca_123_fruit_c.jpg	4	.	.	141.0095	58.5596	47.3491	88.3446	37.8717	38.7253	23.1744	30.8976	45.1298	
123-5	123	2009_ca_123_fruit_c.jpg	5	.	.	143.5596	59.8091	48.963	90.2477	38.5892	39.1374	23.2739	30.7387	45.5347	
123-6	123	2009_ca_123_fruit_c.jpg	6	.	.	140.2911	55.6747	45.8439	87.3313	37.1558	39.9073	23.0881	30.0512	46.1048	
123-7	123	2009_ca_123_fruit_c.jpg	7	.	.	137.4494	50.2833	43.2107	84.6146	35.683	41.4662	22.6323	28.6257	47.2405	
124-1	124	2009_ca_124_fruit_c.jpg	1	.	.	207.9303	206.3504	210.2086	196.1532	83.0277	1.0088	-0.6225	328.3254	1.1854	
125-1	125	2009_ca_125_fruit_c.jpg	1	.	.	154.7211	67.0263	58.3461	99.6554	41.8412	40.3727	22.3569	28.9761	46.1496	
125-2	125	2009_ca_125_fruit_c.jpg	2	.	.	147.5984	65.3187	46.8654	91.3586	40.1741	37.5678	26.5464	35.246	46.0006	
125-3	125	2009_ca_125_fruit_c.jpg	3	.	.	140.2382	51.2567	43.4321	85.6942	36.444	41.9326	23.5738	29.344	48.1047	
125-4	125	2009_ca_125_fruit_c.jpg	4	.	.	158.4927	80.0391	64.37	104.7495	45.044	35.0226	23.305	33.6409	42.0679	
125-5	125	2009_ca_125_fruit_c.jpg	5	.	.	146.8622	64.6274	52.8865	93.647	40.0701	38.125	23.0119	31.1148	44.5316	
125-6	125	2009_ca_125_fruit_c.jpg	6	.	.	153.4933	64.0494	50.499	95.5164	41.0066	40.9486	25.721	32.1342	48.3566	
125-7	125	2009_ca_125_fruit_c.jpg	7	.	.	140.8622	53.1643	47.7238	87.8257	36.9091	41.4824	21.6235	27.5317	46.7799	
125-8	125	2009_ca_125_fruit_c.jpg	8	.	.	144.9225	54.2508	48.2834	90.1543	37.7944	42.5481	22.6338	28.0111	48.1937	
126-1	126	2009_ca_126_fruit_c.jpg	1	.	.	164.0269	85.9159	66.4742	108.3312	47.1008	34.129	25.0528	36.281	42.3371	
126-2	126	2009_ca_126_fruit_c.jpg	2	.	.	152.8658	76.2241	55.807	98.0545	43.3609	34.1176	25.7686	37.0633	42.7555	
126-3	126	2009_ca_126_fruit_c.jpg	3	.	.	159.3478	88.3602	75.7911	110.4715	47.1427	31.6352	19.8522	32.1097	37.3482	
126-4	126	2009_ca_126_fruit_c.jpg	4	.	.	149.6026	72.4907	56.3514	96.6632	42.0581	35.0553	23.6771	34.0359	42.3022	
126-5	126	2009_ca_126_fruit_c.jpg	5	.	.	147.3629	68.7984	57.5149	96.149	40.9893	36.343	21.5062	30.6152	42.2295	
126-6	126	2009_ca_126_fruit_c.jpg	6	.	.	147.0825	71.3082	58.0387	96.1511	41.52	34.8023	21.9098	32.1925	41.1247	
126-7	126	2009_ca_126_fruit_c.jpg	7	.	.	153.1557	76.2908	62.9163	101.3379	43.4724	34.9036	21.8882	32.092	41.1989	
127-1	127	2009_ca_127_fruit_c.jpg	1	.	.	146.1952	64.2368	51.5716	92.8364	39.821	37.9851	23.4322	31.6696	44.6311	
127-2	127	2009_ca_127_fruit_c.jpg	2	.	.	144.5549	65.8549	51.7753	92.0949	39.8757	36.4172	23.283	32.5925	43.2239	
127-3	127	2009_ca_127_fruit_c.jpg	3	.	.	147.9329	72.6427	59.9262	97.6361	41.8602	34.5964	21.3084	31.6295	40.632	
127-4	127	2009_ca_127_fruit_c.jpg	4	.	.	145.2829	61.3974	50.2951	91.8409	39.117	39.0445	23.2829	30.8084	45.4595	
127-5	127	2009_ca_127_fruit_c.jpg	5	.	.	143.349	64.8205	49.8013	90.7013	39.4638	36.3639	23.8216	33.2284	43.4718	
127-6	127	2009_ca_127_fruit_c.jpg	6	.	.	134.035	54.4316	44.9198	83.9261	35.8741	38.0498	21.7324	29.7331	43.8187	
127-7	127	2009_ca_127_fruit_c.jpg	7	.	.	146.1986	65.5041	54.2055	94.128	40.0568	37.4822	22.1464	30.5768	43.5359	
127-8	127	2009_ca_127_fruit_c.jpg	8	.	.	140.0719	56.982	46.7389	87.7455	37.3361	39.1917	22.8291	30.2208	45.3559	
128-1	128	2009_ca_128_fruit_c.jpg	1	.	.	146.2477	58.5867	49.0328	91.4782	38.8068	40.8223	23.6452	30.0804	47.1758	
128-2	128	2009_ca_128_fruit_c.jpg	2	.	.	138.9409	62.1815	51.0033	89.202	38.3063	36.0248	21.6384	30.9913	42.0239	
128-3	128	2009_ca_128_fruit_c.jpg	3	.	.	136.6869	59.9404	49.9733	87.4968	37.4572	36.3245	20.9886	30.0197	41.9522	
128-4	128	2009_ca_128_fruit_c.jpg	4	.	.	147.9021	68.9722	55.0749	95.3113	41.0731	36.2633	23.1276	32.5284	43.0106	
128-5	128	2009_ca_128_fruit_c.jpg	5	.	.	144.2803	68.8243	54.1844	93.1521	40.5301	34.6947	22.7683	33.2749	41.4984	
128-6	128	2009_ca_128_fruit_c.jpg	6	.	.	138.9449	61.1357	49.4735	88.4525	38.0303	36.5545	22.1029	31.1595	42.7173	
128-7	128	2009_ca_128_fruit_c.jpg	7	.	.	146.2285	67.1741	51.7298	92.9033	40.4206	36.2921	24.1336	33.6231	43.5838	
129-1	129	2009_ca_129_fruit_c.jpg	1	.	.	215.8363	214.5992	218.1976	203.7524	85.8326	0.6816	-0.3899	330.2292	0.7852	
130-1	130	2009_ca_130_fruit_c.jpg	1	.	.	143.5105	59.0887	47.6786	89.7616	38.3709	39.4083	23.7112	31.0345	45.9917	
130-2	130	2009_ca_130_fruit_c.jpg	2	.	.	139.8045	61.1401	51.3279	89.7577	38.1876	37.065	21.2252	29.7975	42.7121	
130-3	130	2009_ca_130_fruit_c.jpg	3	.	.	145.1228	62.2913	50.0508	91.5384	39.3048	38.4304	23.6396	31.5968	45.119	
130-4	130	2009_ca_130_fruit_c.jpg	4	.	.	147.7519	69.9185	52.4255	94.0086	41.2012	35.4715	24.703	34.8541	43.2257	
130-5	130	2009_ca_130_fruit_c.jpg	5	.	.	138.0416	51.2406	44.0146	85.3139	36.0127	41.1156	22.6165	28.8139	46.9255	
130-6	130	2009_ca_130_fruit_c.jpg	6	.	.	138.9999	59.4472	46.2931	86.9076	37.7025	37.2854	23.4088	32.1218	44.0247	
130-7	130	2009_ca_130_fruit_c.jpg	7	.	.	137.4402	55.854	45.6625	86.0013	36.6971	38.6033	22.5147	30.2521	44.6892	
130-8	130	2009_ca_130_fruit_c.jpg	8	.	.	140.2591	56.6893	43.1466	86.179	37.3039	39.0845	24.8394	32.4372	46.3097	
131-1	131	2009_ca_131_fruit_c.jpg	1	.	.	215.8504	214.5075	218.2021	203.7185	85.8095	0.741	-0.4252	330.1548	0.8543	
132-1	132	2009_ca_132_fruit_c.jpg	1	.	.	215.1834	213.8009	217.4761	203.0549	85.5538	0.7681	-0.4254	331.0234	0.8781	
133-1	133	2009_ca_133_fruit_c.jpg	1	.	.	215.2373	213.8927	217.6131	203.1566	85.6001	0.7583	-0.448	329.4282	0.8807	
134-1	134	2009_ca_134_fruit_c.jpg	1	.	.	142.925	57.839	48.5665	89.8912	38.0501	39.9319	22.8103	29.7363	45.9877	
134-2	134	2009_ca_134_fruit_c.jpg	2	.	.	139.7211	56.1717	50.0974	88.9658	37.2255	39.7118	20.7165	27.5497	44.7906	
134-3	134	2009_ca_134_fruit_c.jpg	3	.	.	135.6076	53.9072	46.7285	85.4746	36.0927	39.0366	21.0601	28.3467	44.3552	
134-4	134	2009_ca_134_fruit_c.jpg	4	.	.	151.0857	63.2175	56.5737	97.1321	40.551	40.7886	21.6835	27.9954	46.194	
134-5	134	2009_ca_134_fruit_c.jpg	5	.	.	150.9584	72.8438	52.1519	95.3999	42.2882	35.0738	26.3654	36.9326	43.8783	
134-6	134	2009_ca_134_fruit_c.jpg	6	.	.	145.2902	59.7102	47.6113	90.4741	38.745	39.8435	24.2898	31.3678	46.6637	
134-7	134	2009_ca_134_fruit_c.jpg	7	.	.	142.7902	59.046	49.8044	90.3065	38.271	39.3481	22.3364	29.5819	45.2459	
134-8	134	2009_ca_134_fruit_c.jpg	8	.	.	137.2846	53.8056	45.7392	85.9383	36.3363	39.6338	22.0422	29.0805	45.3508	
135-1	135	2009_ca_135_fruit_c.jpg	1	.	.	145.9343	66.6024	49.806	91.8125	40.3191	36.3435	25.0372	34.5631	44.1329	
