	Tomato Analyzer - Latitudinal Shape - Individual Data						
145-6	145	2009_ca_145_fruit_c.jpg	6	1.0106	0.44	0.2514	
145-7	145	2009_ca_145_fruit_c.jpg	7	1.0842	0.4489	0.256	
145-8	145	2009_ca_145_fruit_c.jpg	8	1.5908	0.4455	0.2594	
146-1	146	2009_ca_146_fruit_c.jpg	1	0.829	0.4385	0.2541	
146-2	146	2009_ca_146_fruit_c.jpg	2	1.1897	0.4486	0.2548	
146-3	146	2009_ca_146_fruit_c.jpg	3	0.9096	0.4435	0.2583	
146-4	146	2009_ca_146_fruit_c.jpg	4	0.8243	0.4498	0.2567	
146-5	146	2009_ca_146_fruit_c.jpg	5	0.6288	0.4501	0.2546	
146-6	146	2009_ca_146_fruit_c.jpg	6	0.8681	0.4409	0.257	
146-7	146	2009_ca_146_fruit_c.jpg	7	0.7628	0.4428	0.2557	
146-8	146	2009_ca_146_fruit_c.jpg	8	0.8541	0.446	0.2586	
147-1	147	2009_ca_147_fruit_c.jpg	1	1.0458	0.4507	0.2582	
147-2	147	2009_ca_147_fruit_c.jpg	2	0.5334	0.4513	0.2561	
147-3	147	2009_ca_147_fruit_c.jpg	3	1.7587	0.4483	0.2594	
147-4	147	2009_ca_147_fruit_c.jpg	4	0.8383	0.4427	0.2593	
147-5	147	2009_ca_147_fruit_c.jpg	5	1.0138	0.4305	0.2597	
147-6	147	2009_ca_147_fruit_c.jpg	6	0.9612	0.449	0.2616	
147-7	147	2009_ca_147_fruit_c.jpg	7	1.0991	0.4304	0.2595	
147-8	147	2009_ca_147_fruit_c.jpg	8	1.136	0.4321	0.2525	
148-1	148	2009_ca_148_fruit_c.jpg	1	0.8034	0.4524	0.258	
148-2	148	2009_ca_148_fruit_c.jpg	2	0.554	0.4523	0.2579	
148-3	148	2009_ca_148_fruit_c.jpg	3	0.9194	0.4515	0.2545	
148-4	148	2009_ca_148_fruit_c.jpg	4	0.7363	0.4532	0.2575	
148-5	148	2009_ca_148_fruit_c.jpg	5	1.6461	0.4519	0.259	
148-6	148	2009_ca_148_fruit_c.jpg	6	0.9647	0.4517	0.2564	
148-7	148	2009_ca_148_fruit_c.jpg	7	0.916	0.45	0.2597	
148-8	148	2009_ca_148_fruit_c.jpg	8	0.707	0.452	0.2582	
149-1	149	2009_ca_149_fruit_c.jpg	1	1.0804	0.4473	0.2541	
149-2	149	2009_ca_149_fruit_c.jpg	2	2.1212	0.4478	0.2544	
149-3	149	2009_ca_149_fruit_c.jpg	3	0.9562	0.445	0.2556	
149-4	149	2009_ca_149_fruit_c.jpg	4	2.0484	0.4424	0.2571	
149-5	149	2009_ca_149_fruit_c.jpg	5	1.6146	0.4501	0.253	
149-6	149	2009_ca_149_fruit_c.jpg	6	0.7151	0.4509	0.2613	
149-7	149	2009_ca_149_fruit_c.jpg	7	2.4872	0.4511	0.2573	
149-8	149	2009_ca_149_fruit_c.jpg	8	1.9822	0.4482	0.2589	
149-9	149	2009_ca_149_fruit_c.jpg	9	0.917	0.4462	0.2514	
151-1	151	2009_ca_151_fruit_c.jpg	1	0.6909	0.4496	0.2587	
151-2	151	2009_ca_151_fruit_c.jpg	2	1.2179	0.4481	0.2594	
151-3	151	2009_ca_151_fruit_c.jpg	3	1.4118	0.4522	0.2578	
151-4	151	2009_ca_151_fruit_c.jpg	4	0.4844	0.4518	0.2596	
151-5	151	2009_ca_151_fruit_c.jpg	5	1.295	0.4517	0.2516	
151-6	151	2009_ca_151_fruit_c.jpg	6	1.2946	0.452	0.2562	
151-7	151	2009_ca_151_fruit_c.jpg	7	1.4432	0.4499	0.2535	
151-8	151	2009_ca_151_fruit_c.jpg	8	2.099	0.4174	0.2572	
152-1	152	2009_ca_152_fruit_c.jpg	1	0.6936	0.4499	0.2555	
152-2	152	2009_ca_152_fruit_c.jpg	2	0.4779	0.4493	0.2591	
152-3	152	2009_ca_152_fruit_c.jpg	3	0.973	0.4474	0.2575	
152-4	152	2009_ca_152_fruit_c.jpg	4	1.0884	0.4516	0.2594	
152-5	152	2009_ca_152_fruit_c.jpg	5	0.4665	0.4506	0.2586	
152-6	152	2009_ca_152_fruit_c.jpg	6	1.0445	0.4433	0.2578	
152-7	152	2009_ca_152_fruit_c.jpg	7	1.0179	0.4491	0.2568	
152-8	152	2009_ca_152_fruit_c.jpg	8	2.0281	0.4502	0.2581	
153-1	153	2009_ca_153_fruit_c.jpg	1	0.5259	0.4499	0.2559	
153-2	153	2009_ca_153_fruit_c.jpg	2	1.3924	0.4405	0.2602	
153-3	153	2009_ca_153_fruit_c.jpg	3	0.6789	0.4511	0.2579	
153-4	153	2009_ca_153_fruit_c.jpg	4	1.7943	0.4528	0.255	
153-5	153	2009_ca_153_fruit_c.jpg	5	1.45	0.4453	0.2578	
153-6	153	2009_ca_153_fruit_c.jpg	6	0.774	0.4399	0.2533	
153-7	153	2009_ca_153_fruit_c.jpg	7	0.5701	0.4491	0.2554	
153-8	153	2009_ca_153_fruit_c.jpg	8	0.7204	0.4488	0.2569	
154-1	154	2009_ca_154_fruit_c.jpg	1	2.0279	0.4525	0.2611	
154-2	154	2009_ca_154_fruit_c.jpg	2	1.8443	0.4507	0.2586	
154-3	154	2009_ca_154_fruit_c.jpg	3	1.8103	0.4486	0.2527	
154-4	154	2009_ca_154_fruit_c.jpg	4	0.3911	0.4514	0.262	
154-5	154	2009_ca_154_fruit_c.jpg	5	1.3079	0.4505	0.2585	
154-6	154	2009_ca_154_fruit_c.jpg	6	0.7814	0.4562	0.2558	
154-7	154	2009_ca_154_fruit_c.jpg	7	1.5586	0.4498	0.2584	
154-8	154	2009_ca_154_fruit_c.jpg	8	1.3466	0.4524	0.2565	
155-1	155	2009_ca_155_fruit_c.jpg	1	0.8157	0.4461	0.2554	
155-2	155	2009_ca_155_fruit_c.jpg	2	3.3812	0.4466	0.2527	
155-3	155	2009_ca_155_fruit_c.jpg	3	0.5392	0.4454	0.2508	
155-4	155	2009_ca_155_fruit_c.jpg	4	0.6408	0.4446	0.2516	
155-5	155	2009_ca_155_fruit_c.jpg	5	1.0198	0.4467	0.2539	
155-6	155	2009_ca_155_fruit_c.jpg	6	1.1724	0.4451	0.2551	
155-7	155	2009_ca_155_fruit_c.jpg	7	1.1527	0.4444	0.2529	
155-8	155	2009_ca_155_fruit_c.jpg	8	0.7074	0.4447	0.2524	
156-1	156	2009_ca_156_fruit_c.jpg	1	0.6464	0.4372	0.2532	
156-2	156	2009_ca_156_fruit_c.jpg	2	1.3756	0.4417	0.2517	
156-3	156	2009_ca_156_fruit_c.jpg	3	0.786	0.4447	0.255	
156-4	156	2009_ca_156_fruit_c.jpg	4	1.2203	0.4373	0.2528	
156-5	156	2009_ca_156_fruit_c.jpg	5	0.6614	0.4417	0.253	
156-6	156	2009_ca_156_fruit_c.jpg	6	0.7718	0.4411	0.256	
156-7	156	2009_ca_156_fruit_c.jpg	7	0.8145	0.4262	0.2542	
157-1	157	2009_ca_157_fruit_c.jpg	1	1.764	0.4437	0.2526	
157-2	157	2009_ca_157_fruit_c.jpg	2	0.9698	0.4452	0.2565	
157-3	157	2009_ca_157_fruit_c.jpg	3	1.7134	0.4437	0.2534	
157-4	157	2009_ca_157_fruit_c.jpg	4	0.9426	0.4409	0.2526	
157-5	157	2009_ca_157_fruit_c.jpg	5	1.5594	0.4199	0.2532	
157-6	157	2009_ca_157_fruit_c.jpg	6	0.7225	0.4424	0.2521	
157-7	157	2009_ca_157_fruit_c.jpg	7	1.6146	0.4424	0.2521	
158-1	158	2009_ca_158_fruit_c.jpg	1	1.0118	0.4285	0.2536	
158-2	158	2009_ca_158_fruit_c.jpg	2	0.5975	0.4426	0.2531	
158-3	158	2009_ca_158_fruit_c.jpg	3	0.986	0.4333	0.2533	
158-4	158	2009_ca_158_fruit_c.jpg	4	0.4861	0.428	0.2522	
158-5	158	2009_ca_158_fruit_c.jpg	5	1.8931	0.4388	0.2541	
158-6	158	2009_ca_158_fruit_c.jpg	6	0.5715	0.4165	0.2545	
158-7	158	2009_ca_158_fruit_c.jpg	7	0.4061	0.4378	0.2558	
158-8	158	2009_ca_158_fruit_c.jpg	8	1.1019	0.4305	0.253	
159-1	159	2009_ca_159_fruit_c.jpg	1	1.3211	0.4394	0.2514	
159-2	159	2009_ca_159_fruit_c.jpg	2	1.0114	0.4455	0.2534	
159-3	159	2009_ca_159_fruit_c.jpg	3	0.9354	0.4464	0.2538	
159-4	159	2009_ca_159_fruit_c.jpg	4	0.8011	0.4447	0.2538	
159-5	159	2009_ca_159_fruit_c.jpg	5	0.7855	0.4405	0.2545	
159-6	159	2009_ca_159_fruit_c.jpg	6	0.802	0.4435	0.2576	
159-7	159	2009_ca_159_fruit_c.jpg	7	0.503	0.4335	0.2517	
159-8	159	2009_ca_159_fruit_c.jpg	8	0.883	0.4353	0.2531	
160-1	160	2009_ca_160_fruit_c.jpg	1	0.8723	0.4417	0.2514	
160-2	160	2009_ca_160_fruit_c.jpg	2	0.8483	0.4452	0.2532	
160-3	160	2009_ca_160_fruit_c.jpg	3	0.7767	0.4405	0.2542	
160-4	160	2009_ca_160_fruit_c.jpg	4	0.7994	0.4424	0.2514	
160-5	160	2009_ca_160_fruit_c.jpg	5	1.304	0.4431	0.2532	
160-6	160	2009_ca_160_fruit_c.jpg	6	0.6939	0.4366	0.2547	
160-7	160	2009_ca_160_fruit_c.jpg	7	1.4053	0.4431	0.2507	
160-8	160	2009_ca_160_fruit_c.jpg	8	1.9253	0.4426	0.2507	
161-1	161	2009_ca_161_fruit_c.jpg	1	0.7547	0.4383	0.2538	
161-2	161	2009_ca_161_fruit_c.jpg	2	1.7193	0.444	0.253	
161-3	161	2009_ca_161_fruit_c.jpg	3	0.5895	0.4401	0.2541	
161-4	161	2009_ca_161_fruit_c.jpg	4	0.9362	0.4443	0.2553	
161-5	161	2009_ca_161_fruit_c.jpg	5	0.9438	0.4439	0.2546	
161-6	161	2009_ca_161_fruit_c.jpg	6	0.6996	0.4436	0.2522	
161-7	161	2009_ca_161_fruit_c.jpg	7	0.7673	0.4449	0.2539	
161-8	161	2009_ca_161_fruit_c.jpg	8	0.9044	0.4319	0.2522	
162-1	162	2009_ca_162_fruit_c.jpg	1	0.6569	0.4393	0.2524	
162-2	162	2009_ca_162_fruit_c.jpg	2	0.7422	0.4426	0.2507	
162-3	162	2009_ca_162_fruit_c.jpg	3	1.4956	0.444	0.2513	
162-4	162	2009_ca_162_fruit_c.jpg	4	1.7995	0.431	0.2486	
162-5	162	2009_ca_162_fruit_c.jpg	5	1.2877	0.4415	0.2507	
162-6	162	2009_ca_162_fruit_c.jpg	6	0.8806	0.4436	0.2527	
162-7	162	2009_ca_162_fruit_c.jpg	7	0.7427	0.4398	0.2506	
163-1	163	2009_ca_163_fruit_c.jpg	1	1.0307	0.426	0.2518	
163-2	163	2009_ca_163_fruit_c.jpg	2	0.9049	0.4169	0.2512	
163-3	163	2009_ca_163_fruit_c.jpg	3	0.4604	0.4051	0.2541	
163-4	163	2009_ca_163_fruit_c.jpg	4	0.7741	0.4322	0.2526	
163-5	163	2009_ca_163_fruit_c.jpg	5	0.596	0.4123	0.2531	
163-6	163	2009_ca_163_fruit_c.jpg	6	0.7676	0.4189	0.2526	
163-7	163	2009_ca_163_fruit_c.jpg	7	0.5404	0.436	0.2532	
163-8	163	2009_ca_163_fruit_c.jpg	8	1.0678	0.4206	0.2519	
164-1	164	2009_ca_164_fruit_c.jpg	1	0.8409	0.4237	0.2532	
164-2	164	2009_ca_164_fruit_c.jpg	2	1.4679	0.4148	0.2518	
164-3	164	2009_ca_164_fruit_c.jpg	3	0.9161	0.4248	0.2531	
164-4	164	2009_ca_164_fruit_c.jpg	4	1.2958	0.4179	0.2532	
164-5	164	2009_ca_164_fruit_c.jpg	5	0.8219	0.4244	0.2555	
164-6	164	2009_ca_164_fruit_c.jpg	6	1.0418	0.3993	0.2527	
164-7	164	2009_ca_164_fruit_c.jpg	7	2.105	0.4136	0.2518	
164-8	164	2009_ca_164_fruit_c.jpg	8	0.513	0.4013	0.2527	
165-1	165	2009_ca_165_fruit_c.jpg	1	1.9017	0.4409	0.2535	
165-2	165	2009_ca_165_fruit_c.jpg	2	1.0842	0.4375	0.2506	
165-3	165	2009_ca_165_fruit_c.jpg	3	0.7685	0.4239	0.253	
165-4	165	2009_ca_165_fruit_c.jpg	4	1.1583	0.4337	0.2527	
165-5	165	2009_ca_165_fruit_c.jpg	5	1.3622	0.4356	0.2527	
165-6	165	2009_ca_165_fruit_c.jpg	6	0.8937	0.4427	0.2543	
165-7	165	2009_ca_165_fruit_c.jpg	7	1.0815	0.4292	0.2519	
166-1	166	2009_ca_166_fruit_c.jpg	1	0.6406	0.4408	0.2514	
166-2	166	2009_ca_166_fruit_c.jpg	2	0.5822	0.4318	0.253	
166-3	166	2009_ca_166_fruit_c.jpg	3	0.7224	0.4227	0.2522	
166-4	166	2009_ca_166_fruit_c.jpg	4	0.6469	0.4331	0.2534	
166-5	166	2009_ca_166_fruit_c.jpg	5	0.6157	0.4437	0.2524	
166-6	166	2009_ca_166_fruit_c.jpg	6	0.9783	0.4299	0.2523	
166-7	166	2009_ca_166_fruit_c.jpg	7	0.5185	0.443	0.253	
166-8	166	2009_ca_166_fruit_c.jpg	8	0.7749	0.4321	0.2521	
167-1	167	2009_ca_167_fruit_c.jpg	1	0.8595	0.4216	0.25	
167-2	167	2009_ca_167_fruit_c.jpg	2	0.997	0.4163	0.2521	
167-3	167	2009_ca_167_fruit_c.jpg	3	0.869	0.4059	0.253	
167-4	167	2009_ca_167_fruit_c.jpg	4	1.764	0.4315	0.2492	
167-5	167	2009_ca_167_fruit_c.jpg	5	0.792	0.4334	0.2508	
167-6	167	2009_ca_167_fruit_c.jpg	6	1.0918	0.4364	0.2543	
167-7	167	2009_ca_167_fruit_c.jpg	7	0.7709	0.4206	0.2552	
168-1	168	2009_ca_168_fruit_c.jpg	1	0.5636	0.4418	0.253	
168-2	168	2009_ca_168_fruit_c.jpg	2	1.1307	0.4419	0.2492	
168-3	168	2009_ca_168_fruit_c.jpg	3	0.6475	0.4387	0.2515	
168-4	168	2009_ca_168_fruit_c.jpg	4	1.5707	0.4433	0.2525	
168-5	168	2009_ca_168_fruit_c.jpg	5	0.4399	0.4444	0.2524	
168-6	168	2009_ca_168_fruit_c.jpg	6	0.7499	0.443	0.2517	
168-7	168	2009_ca_168_fruit_c.jpg	7	0.4002	0.4446	0.2524	
169-1	169	2009_ca_169_fruit_c.jpg	1	0.6198	0.4427	0.2552	
169-2	169	2009_ca_169_fruit_c.jpg	2	0.7513	0.4409	0.2544	
169-3	169	2009_ca_169_fruit_c.jpg	3	0.813	0.4385	0.2534	
169-4	169	2009_ca_169_fruit_c.jpg	4	1.3292	0.4408	0.2514	
169-5	169	2009_ca_169_fruit_c.jpg	5	1.7731	0.4394	0.252	
169-6	169	2009_ca_169_fruit_c.jpg	6	1.4857	0.4397	0.25	
169-7	169	2009_ca_169_fruit_c.jpg	7	1.0711	0.4288	0.2535	
169-8	169	2009_ca_169_fruit_c.jpg	8	1.0303	0.436	0.2534	
170-1	170	2009_ca_170_fruit_c.jpg	1	0.7932	0.4427	0.2544	
170-2	170	2009_ca_170_fruit_c.jpg	2	0.6221	0.4397	0.2549	
170-3	170	2009_ca_170_fruit_c.jpg	3	0.5158	0.4326	0.2533	
170-4	170	2009_ca_170_fruit_c.jpg	4	0.463	0.4424	0.2544	
170-5	170	2009_ca_170_fruit_c.jpg	5	1.5371	0.4412	0.2555	
170-6	170	2009_ca_170_fruit_c.jpg	6	0.3804	0.4398	0.2561	
170-7	170	2009_ca_170_fruit_c.jpg	7	0.4751	0.4398	0.2538	
171-1	171	2009_ca_171_fruit_c.jpg	1	0.7548	0.4457	0.2534	
171-2	171	2009_ca_171_fruit_c.jpg	2	0.6822	0.4451	0.2537	
171-3	171	2009_ca_171_fruit_c.jpg	3	0.3751	0.4451	0.2555	
171-4	171	2009_ca_171_fruit_c.jpg	4	1.6189	0.4429	0.2528	
171-5	171	2009_ca_171_fruit_c.jpg	5	0.8579	0.4421	0.2553	
171-6	171	2009_ca_171_fruit_c.jpg	6	0.7857	0.444	0.2529	
171-7	171	2009_ca_171_fruit_c.jpg	7	0.6949	0.4358	0.2508	
172-1	172	2009_ca_172_fruit_c.jpg	1	0.65	0.4413	0.2527	
172-2	172	2009_ca_172_fruit_c.jpg	2	1.4434	0.4401	0.2525	
172-3	172	2009_ca_172_fruit_c.jpg	3	0.7931	0.4428	0.2535	
172-4	172	2009_ca_172_fruit_c.jpg	4	0.6405	0.4261	0.2528	
172-5	172	2009_ca_172_fruit_c.jpg	5	0.8955	0.4326	0.2538	
172-6	172	2009_ca_172_fruit_c.jpg	6	1.8797	0.4333	0.2529	
172-7	172	2009_ca_172_fruit_c.jpg	7	0.9328	0.4391	0.2538	
172-8	172	2009_ca_172_fruit_c.jpg	8	0.9865	0.4299	0.2524	
173-1	173	2009_ca_173_fruit_c.jpg	1	1.3848	0.4439	0.2516	
173-2	173	2009_ca_173_fruit_c.jpg	2	1.0731	0.4417	0.2534	
173-3	173	2009_ca_173_fruit_c.jpg	3	1.2417	0.4323	0.2524	
173-4	173	2009_ca_173_fruit_c.jpg	4	2.4486	0.4442	0.2523	
173-5	173	2009_ca_173_fruit_c.jpg	5	1.8637	0.4427	0.2538	
173-6	173	2009_ca_173_fruit_c.jpg	6	0.9994	0.4429	0.2541	
173-7	173	2009_ca_173_fruit_c.jpg	7	0.6057	0.4405	0.2516	
174-1	174	2009_ca_174_fruit_c.jpg	1	0.5644	0.436	0.2558	
174-2	174	2009_ca_174_fruit_c.jpg	2	0.7453	0.4394	0.2519	
174-3	174	2009_ca_174_fruit_c.jpg	3	0.5287	0.4355	0.2513	
174-4	174	2009_ca_174_fruit_c.jpg	4	1.1483	0.4449	0.2524	
174-5	174	2009_ca_174_fruit_c.jpg	5	0.5828	0.4431	0.2524	
174-6	174	2009_ca_174_fruit_c.jpg	6	0.8193	0.4288	0.2521	
174-7	174	2009_ca_174_fruit_c.jpg	7	1.0396	0.4371	0.2515	
174-8	174	2009_ca_174_fruit_c.jpg	8	1.0042	0.4421	0.2537	
175-1	175	2009_ca_175_fruit_c.jpg	1	0.8978	0.4422	0.2529	
175-2	175	2009_ca_175_fruit_c.jpg	2	0.7184	0.4229	0.2551	
175-3	175	2009_ca_175_fruit_c.jpg	3	1.6185	0.4417	0.2526	
175-4	175	2009_ca_175_fruit_c.jpg	4	1.2069	0.4347	0.2515	
175-5	175	2009_ca_175_fruit_c.jpg	5	0.7687	0.4331	0.252	
175-6	175	2009_ca_175_fruit_c.jpg	6	1.22	0.4439	0.2541	
175-7	175	2009_ca_175_fruit_c.jpg	7	0.9974	0.4409	0.2528	
175-8	175	2009_ca_175_fruit_c.jpg	8	1.6366	0.4355	0.2529	
176-1	176	2009_ca_176_fruit_c.jpg	1	0.8228	0.439	0.2545	
176-2	176	2009_ca_176_fruit_c.jpg	2	1.7748	0.4299	0.2507	
176-3	176	2009_ca_176_fruit_c.jpg	3	1.109	0.4376	0.253	
176-4	176	2009_ca_176_fruit_c.jpg	4	1.3114	0.4436	0.255	
176-5	176	2009_ca_176_fruit_c.jpg	5	0.8253	0.4443	0.254	
176-6	176	2009_ca_176_fruit_c.jpg	6	1.5584	0.4281	0.2544	
176-7	176	2009_ca_176_fruit_c.jpg	7	0.5497	0.4326	0.2533	
176-8	176	2009_ca_176_fruit_c.jpg	8	1.2004	0.4302	0.2529	
177-1	177	2009_ca_177_fruit_c.jpg	1	1.472	0.44	0.2546	
177-2	177	2009_ca_177_fruit_c.jpg	2	1.031	0.4384	0.253	
177-3	177	2009_ca_177_fruit_c.jpg	3	1.469	0.4338	0.2545	
177-4	177	2009_ca_177_fruit_c.jpg	4	2.1857	0.4365	0.2522	
177-5	177	2009_ca_177_fruit_c.jpg	5	2.6484	0.438	0.2528	
177-6	177	2009_ca_177_fruit_c.jpg	6	0.9577	0.4279	0.2536	
177-7	177	2009_ca_177_fruit_c.jpg	7	1.1998	0.4357	0.254	
177-8	177	2009_ca_177_fruit_c.jpg	8	1.4002	0.4388	0.2551	
178-1	178	2009_ca_178_fruit_c.jpg	1	0.8836	0.4406	0.252	
178-2	178	2009_ca_178_fruit_c.jpg	2	1.3542	0.4282	0.2543	
178-3	178	2009_ca_178_fruit_c.jpg	3	0.9571	0.4404	0.2534	
178-4	178	2009_ca_178_fruit_c.jpg	4	0.7935	0.4399	0.2537	
178-5	178	2009_ca_178_fruit_c.jpg	5	0.9868	0.4345	0.2557	
178-6	178	2009_ca_178_fruit_c.jpg	6	0.9663	0.4293	0.254	
178-7	178	2009_ca_178_fruit_c.jpg	7	0.8575	0.4413	0.2521	
178-8	178	2009_ca_178_fruit_c.jpg	8	0.7361	0.4408	0.2521	
179-1	179	2009_ca_179_fruit_c.jpg	1	0.783	0.4429	0.2522	
179-2	179	2009_ca_179_fruit_c.jpg	2	1.8714	0.4407	0.2528	
179-3	179	2009_ca_179_fruit_c.jpg	3	1.8399	0.445	0.255	
179-4	179	2009_ca_179_fruit_c.jpg	4	0.9037	0.4441	0.2515	
179-5	179	2009_ca_179_fruit_c.jpg	5	0.6048	0.4321	0.2537	
179-6	179	2009_ca_179_fruit_c.jpg	6	1.9665	0.4428	0.2514	
179-7	179	2009_ca_179_fruit_c.jpg	7	1.9169	0.4413	0.2507	
179-8	179	2009_ca_179_fruit_c.jpg	8	0.6381	0.4287	0.2541	
180-1	180	2009_ca_180_fruit_c.jpg	1	2.3871	0.4439	0.2529	
180-2	180	2009_ca_180_fruit_c.jpg	2	2.2772	0.443	0.25	
180-3	180	2009_ca_180_fruit_c.jpg	3	0.6764	0.4424	0.2542	
180-4	180	2009_ca_180_fruit_c.jpg	4	0.5231	0.4426	0.2514	
180-5	180	2009_ca_180_fruit_c.jpg	5	0.627	0.4388	0.2513	
180-6	180	2009_ca_180_fruit_c.jpg	6	0.746	0.4453	0.2551	
180-7	180	2009_ca_180_fruit_c.jpg	7	2.2179	0.4422	0.2536	
180-8	180	2009_ca_180_fruit_c.jpg	8	2.4619	0.4424	0.2513	
181-1	181	2009_ca_181_fruit_c.jpg	1	0.7594	0.4411	0.2531	
181-2	181	2009_ca_181_fruit_c.jpg	2	1.487	0.4427	0.25	
181-3	181	2009_ca_181_fruit_c.jpg	3	1.6275	0.4434	0.2516	
181-4	181	2009_ca_181_fruit_c.jpg	4	1.1934	0.4354	0.2546	
181-5	181	2009_ca_181_fruit_c.jpg	5	0.9124	0.4436	0.2539	
181-6	181	2009_ca_181_fruit_c.jpg	6	0.656	0.439	0.2531	
181-7	181	2009_ca_181_fruit_c.jpg	7	0.6836	0.4452	0.2526	
181-8	181	2009_ca_181_fruit_c.jpg	8	0.9231	0.444	0.2541	
182-1	182	2009_ca_182_fruit_c.jpg	1	0.6342	0.4458	0.2534	
182-2	182	2009_ca_182_fruit_c.jpg	2	0.5237	0.4432	0.2533	
182-3	182	2009_ca_182_fruit_c.jpg	3	1.5667	0.443	0.2507	
182-4	182	2009_ca_182_fruit_c.jpg	4	0.6386	0.4441	0.2514	
182-5	182	2009_ca_182_fruit_c.jpg	5	0.8579	0.4443	0.2507	
182-6	182	2009_ca_182_fruit_c.jpg	6	0.7987	0.4448	0.2545	
182-7	182	2009_ca_182_fruit_c.jpg	7	2.1791	0.4439	0.25	
183-1	183	2009_ca_183_fruit_c.jpg	1	0.7585	0.438	0.2532	
183-2	183	2009_ca_183_fruit_c.jpg	2	0.4086	0.4374	0.2531	
183-3	183	2009_ca_183_fruit_c.jpg	3	1.11	0.4418	0.252	
183-4	183	2009_ca_183_fruit_c.jpg	4	0.595	0.4441	0.2536	
183-5	183	2009_ca_183_fruit_c.jpg	5	1.6009	0.4422	0.2534	
183-6	183	2009_ca_183_fruit_c.jpg	6	0.8351	0.4256	0.254	
183-7	183	2009_ca_183_fruit_c.jpg	7	1.4512	0.4415	0.2514	
183-8	183	2009_ca_183_fruit_c.jpg	8	0.9462	0.4433	0.252	
184-1	184	2009_ca_184_fruit_c.jpg	1	1.1084	0.4427	0.2556	
184-2	184	2009_ca_184_fruit_c.jpg	2	2.0681	0.4446	0.2492	
184-3	184	2009_ca_184_fruit_c.jpg	3	1.0605	0.437	0.2522	
184-4	184	2009_ca_184_fruit_c.jpg	4	1.1597	0.4437	0.253	
184-5	184	2009_ca_184_fruit_c.jpg	5	0.887	0.4411	0.2526	
184-6	184	2009_ca_184_fruit_c.jpg	6	1.0219	0.4427	0.2538	
184-7	184	2009_ca_184_fruit_c.jpg	7	0.6927	0.4353	0.2516	
184-8	184	2009_ca_184_fruit_c.jpg	8	0.8139	0.4418	0.2543	
185-1	185	2009_ca_185_fruit_c.jpg	1	0.8043	0.4351	0.2521	
185-2	185	2009_ca_185_fruit_c.jpg	2	0.7348	0.4432	0.2532	
185-3	185	2009_ca_185_fruit_c.jpg	3	0.7297	0.4449	0.2525	
185-4	185	2009_ca_185_fruit_c.jpg	4	1.8481	0.4457	0.2551	
185-5	185	2009_ca_185_fruit_c.jpg	5	1.2894	0.4424	0.2516	
185-6	185	2009_ca_185_fruit_c.jpg	6	0.9106	0.4439	0.2527	
185-7	185	2009_ca_185_fruit_c.jpg	7	0.6573	0.4441	0.254	
185-8	185	2009_ca_185_fruit_c.jpg	8	0.6485	0.4436	0.2527	
186-1	186	2009_ca_186_fruit_c.jpg	1	0.8576	0.4431	0.2521	
186-2	186	2009_ca_186_fruit_c.jpg	2	0.8972	0.4427	0.2549	
186-3	186	2009_ca_186_fruit_c.jpg	3	1.582	0.4417	0.2526	
186-4	186	2009_ca_186_fruit_c.jpg	4	0.7967	0.443	0.2526	
186-5	186	2009_ca_186_fruit_c.jpg	5	0.7293	0.4397	0.252	
186-6	186	2009_ca_186_fruit_c.jpg	6	0.5232	0.438	0.2528	
186-7	186	2009_ca_186_fruit_c.jpg	7	1.7131	0.435	0.2514	
187-1	187	2009_ca_187_fruit_c.jpg	1	0.9059	0.4441	0.2544	
187-2	187	2009_ca_187_fruit_c.jpg	2	0.7175	0.4361	0.2514	
187-3	187	2009_ca_187_fruit_c.jpg	3	0.863	0.4416	0.25	
187-4	187	2009_ca_187_fruit_c.jpg	4	1.3144	0.4442	0.2517	
187-5	187	2009_ca_187_fruit_c.jpg	5	1.3127	0.4349	0.2529	
187-6	187	2009_ca_187_fruit_c.jpg	6	0.6825	0.4392	0.2535	
187-7	187	2009_ca_187_fruit_c.jpg	7	0.7276	0.4434	0.2538	
187-8	187	2009_ca_187_fruit_c.jpg	8	1.6572	0.4447	0.2523	
188-1	188	2009_ca_188_fruit_c.jpg	1	1.1455	0.4449	0.2516	
188-2	188	2009_ca_188_fruit_c.jpg	2	0.916	0.4425	0.2529	
188-3	188	2009_ca_188_fruit_c.jpg	3	1.5457	0.4437	0.253	
188-4	188	2009_ca_188_fruit_c.jpg	4	1.0036	0.4426	0.2521	
188-5	188	2009_ca_188_fruit_c.jpg	5	1.689	0.4414	0.2507	
188-6	188	2009_ca_188_fruit_c.jpg	6	1.5308	0.426	0.2533	
188-7	188	2009_ca_188_fruit_c.jpg	7	1.107	0.4424	0.253	
189-1	189	2009_ca_189_fruit_c.jpg	1	1.0001	0.4345	0.2533	
189-2	189	2009_ca_189_fruit_c.jpg	2	1.2874	0.4386	0.2533	
189-3	189	2009_ca_189_fruit_c.jpg	3	1.4899	0.4333	0.256	
189-4	189	2009_ca_189_fruit_c.jpg	4	1.638	0.4323	0.2538	
189-5	189	2009_ca_189_fruit_c.jpg	5	1.992	0.4391	0.2538	
189-6	189	2009_ca_189_fruit_c.jpg	6	1.4241	0.4343	0.2512	
189-7	189	2009_ca_189_fruit_c.jpg	7	2.2713	0.432	0.2523	
