	Tomato Analyzer - Color Data														
	Plot #	 File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment 
unique#	Plot #	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8648-9	8648	2010_oh_8648_fruit-c.jpg	9	4.44	69.38	137.1062	72.0847	52.0856	88.9843	37.2464	29.2518	24.9444	40.4558	38.4434	 
8649-1	8649	2010_oh_8649_fruit-c.jpg	1	1.29	70.11	138.0749	66.8026	44.279	85.7978	36.0969	32.1039	27.9547	41.048	42.569	 
8649-2	8649	2010_oh_8649_fruit-c.jpg	2	0.93	80.39	145.4436	67.8001	48.0533	91.0162	37.5381	34.921	27.7641	38.4866	44.613	 
8649-3	8649	2010_oh_8649_fruit-c.jpg	3	1.95	57.95	137.1912	68.3292	44.4461	85.4575	36.2724	30.8929	28.0437	42.2324	41.7232	 
8649-4	8649	2010_oh_8649_fruit-c.jpg	4	2.46	50.46	135.0345	68.0519	43.3368	83.9213	35.8784	30.0451	28.1424	43.1271	41.1667	 
8649-5	8649	2010_oh_8649_fruit-c.jpg	5	1.71	53.77	146.7394	75.5542	51.265	93.1181	39.352	31.4358	28.2446	41.9392	42.2607	 
8649-6	8649	2010_oh_8649_fruit-c.jpg	6	0.44	91.83	132.0923	59.6639	42.7363	82.2621	33.6548	33.4538	25.8359	37.6783	42.2688	 
8649-7	8649	2010_oh_8649_fruit-c.jpg	7	3.23	44.05	132.4532	67.2644	42.0234	82.0608	35.3318	29.2822	28.1361	43.8564	40.609	 
8649-8	8649	2010_oh_8649_fruit-c.jpg	8	0.68	81.78	136.5603	64.7043	46.2061	85.9394	35.4817	32.8142	26.1622	38.5647	41.967	 
8649-9	8649	2010_oh_8649_fruit-c.jpg	9	1.03	93.83	134.7459	59.6218	44.5716	84.3606	34.1357	34.694	25.4886	36.3035	43.0505	 
8650-1	8650	2010_oh_8650_fruit-c.jpg	1	5.06	38.71	128.3965	70.4389	45.6419	81.8922	35.4611	25.8284	26.0926	45.2915	36.7142	 
8650-2	8650	2010_oh_8650_fruit-c.jpg	2	8.17	48.71	143.0398	79.3647	55.4389	93.3922	39.8196	27.7958	26.2678	43.381	38.244	 
8650-3	8650	2010_oh_8650_fruit-c.jpg	3	4.56	44.28	118.1479	65.7452	44.6198	76.5884	32.8283	23.9101	23.3239	44.2889	33.4021	 
8650-4	8650	2010_oh_8650_fruit-c.jpg	4	5.06	28.7	123.5277	70.9744	46.9013	80.1975	34.8661	23.3653	24.5737	46.4439	33.9088	 
8650-5	8650	2010_oh_8650_fruit-c.jpg	5	1.75	61.07	144.4605	76.15	54.1888	93.4659	39.2502	30.2561	26.3565	41.0596	40.1259	 
8650-6	8650	2010_oh_8650_fruit-c.jpg	6	3.5	66.76	131.5286	66.4185	46.0579	83.5506	35.0752	29.598	25.5761	40.8308	39.1174	 
8650-7	8650	2010_oh_8650_fruit-c.jpg	7	1.6	59.2	139.1352	67.3263	43.8769	86.1229	36.4128	32.2043	28.5228	41.5308	43.0194	 
8650-8	8650	2010_oh_8650_fruit-c.jpg	8	0.62	61.44	128.4046	65.2815	46.3116	82.2082	34.294	28.9142	24.4212	40.1847	37.8474	 
8650-9	8650	2010_oh_8650_fruit-c.jpg	9	1.2	66.36	127.7323	66.9823	48.2878	82.8218	34.6017	27.7933	23.7087	40.4654	36.5318	 
8651-1	8651	2010_oh_8651_fruit-c.jpg	1	1.67	51.95	151.2533	79.4989	54.983	97.0285	40.961	31.3879	28.2286	41.9666	42.2144	 
8651-2	8651	2010_oh_8651_fruit-c.jpg	2	0.51	55.39	148.9285	73.3857	48.4044	92.8231	39.2094	33.3664	29.5897	41.567	44.5968	 
8651-3	8651	2010_oh_8651_fruit-c.jpg	3	2.68	64.22	144.673	74.937	52.2905	92.682	38.9924	30.8708	27.1356	41.3157	41.1017	 
8651-4	8651	2010_oh_8651_fruit-c.jpg	4	1.05	58.71	134.5979	67.0457	44.6125	84.2454	35.6408	30.5231	27.1436	41.646	40.8465	 
8651-5	8651	2010_oh_8651_fruit-c.jpg	5	0.38	53.13	142.0105	70.109	46.2145	88.5526	37.4535	32.0771	28.5659	41.6863	42.9529	 
8651-6	8651	2010_oh_8651_fruit-c.jpg	6	1.54	47.1	143.4653	73.9387	49.268	90.6793	38.5418	30.7529	28.2264	42.5471	41.7429	 
8651-7	8651	2010_oh_8651_fruit-c.jpg	7	1.72	44.73	137.1881	71.246	46.8727	86.5814	36.9567	29.3963	27.5035	43.0947	40.2565	 
8651-8	8651	2010_oh_8651_fruit-c.jpg	8	2.61	69.79	142.7442	69.1043	46.3059	88.9466	37.3761	32.9446	28.4775	40.8403	43.5467	 
8651-9	8651	2010_oh_8651_fruit-c.jpg	9	1.11	65.26	129.7343	64.738	43.5928	81.5601	34.3726	29.6017	26.0854	41.3869	39.4552	 
8652-1	8652	2010_oh_8652_fruit-c.jpg	1	1.59	83.55	143.3589	69.2469	50.942	91.3997	37.5566	33.4964	26.2042	38.036	42.5285	 
8652-2	8652	2010_oh_8652_fruit-c.jpg	2	1.46	86.26	130.4498	64.6646	48.3762	84.0873	34.5374	30.3901	23.6996	37.9487	38.5387	 
8652-3	8652	2010_oh_8652_fruit-c.jpg	3	1.38	85.95	140.0922	68.9219	52.7239	90.6402	37.0076	32.4474	24.493	37.0474	40.6539	 
8652-4	8652	2010_oh_8652_fruit-c.jpg	4	1	90.44	142.825	67.433	50.5744	90.9577	37.0866	34.2471	25.821	37.0149	42.8904	 
8652-5	8652	2010_oh_8652_fruit-c.jpg	5	1.24	85.46	144.26	75.8194	60.9186	96.4959	39.2348	30.9329	22.6669	36.2331	38.3488	 
8652-6	8652	2010_oh_8652_fruit-c.jpg	6	2.59	80.31	143.5175	72.723	56.1342	93.8852	38.4084	31.9796	24.3451	37.281	40.1918	 
8652-7	8652	2010_oh_8652_fruit-c.jpg	7	2.55	70.28	145.2877	73.5542	52.3675	92.9148	38.7734	32.0389	26.8407	39.9547	41.7961	 
8652-8	8652	2010_oh_8652_fruit-c.jpg	8	1.7	83.98	144.3638	80.9168	67.0965	99.4555	40.4754	28.6785	20.8784	36.0553	35.4734	 
8652-9	8652	2010_oh_8652_fruit-c.jpg	9	0.87	93.88	136.4307	64.5119	50.877	88.0936	35.4579	33.1878	23.5421	35.3503	40.6898	 
8653-1	8653	2010_oh_8653_fruit-c.jpg	1	0.76	65.9	148.8673	75.5615	53.2437	95.0851	39.7311	32.4722	27.6277	40.3915	42.6349	 
8653-2	8653	2010_oh_8653_fruit-c.jpg	2	1.74	61.14	141.7418	74.2358	53.3816	91.749	38.3778	30.1954	25.7907	40.5015	39.7105	 
8653-3	8653	2010_oh_8653_fruit-c.jpg	3	1.43	62.4	149.6341	77.5396	54.7137	96.1283	40.2912	31.7712	27.4699	40.8473	42.0001	 
8653-4	8653	2010_oh_8653_fruit-c.jpg	4	1.73	59.72	147.3039	75.9092	52.6032	94.0343	39.557	31.5622	27.7217	41.2935	42.0079	 
8653-5	8653	2010_oh_8653_fruit-c.jpg	5	1.25	69.74	150.6225	76.9625	56.4641	97.4134	40.3469	32.6656	26.711	39.2732	42.1962	 
