	Tomato Analyzer - Shape Individual Data																		 																				
	Plot #	SCT #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
8976-6	8976	SCT_0340	2010_oh_8976_fruit-t.jpg	6	18.9029	24.78	5.207	5.207	5.9182	6.0452	1.161	1.1366	0.7902	0.8098	0.9759	0.9777	0.9428	0.5086	.	0.0168	210.3722	81.9144	0.02	174.7259	91.9229	0.0003	0.0073	0.1091	0	0.0097	0.0205	0	0.5042	0.7764	0.8932	0.8804	1.1358	0.3905	 
8976-7	8976	SCT_0340	2010_oh_8976_fruit-t.jpg	7	16.6964	17.8496	4.445	4.5212	4.9784	5.08	1.1236	1.12	0.8857	0.8	1.1071	0.9759	0.9473	0.4969	.	0.0117	205.356	104.0153	0.0069	184.2779	93.9337	0	0	0	0.1798	0.0298	0	0.0384	0.4299	0.7739	0.8851	0.875	1.1324	0.4055	 
8976-8	8976	SCT_0340	2010_oh_8976_fruit-t.jpg	8	14.1101	13.8348	3.7084	3.7338	4.318	4.4958	1.2041	1.1644	0.8425	0.8699	0.9685	0.9645	0.9298	0.5657	.	0.0198	213.3883	91.9819	0.0191	167.9311	95.4771	0	0	0.1404	0	0.0112	0.0222	0	0.5367	0.7727	0.8947	0.8889	1.1724	0.4222	 
8976-9	8976	SCT_0340	2010_oh_8976_fruit-t.jpg	9	13.4533	12.7851	3.937	3.9878	3.8608	4.0132	1.0064	0.9806	0.8903	0.7742	1.15	0.9601	0.9531	0.5009	.	0.0158	218.508	126.4859	0.0126	168.7445	96.5835	0	0	0	0.1906	0.041	0	0.0361	0.4241	0.7643	0.8889	0.8824	0.9836	0.4198	 
8977-1	8977	SCT_0361	2010_oh_8977_fruit-t.jpg	1	25.5467	41.2283	7.8994	8.0518	5.4102	6.35	0.7886	0.6849	0.9035	0.8167	1.1063	0.9527	0.9025	0.5385	.	0.1032	242.5068	152.328	0.1545	185.7847	123.0253	0	0	0	0.1851	0.06	0	0.0775	0.424	0.6747	0.8796	0.8796	0.6774	0.4879	 
8977-2	8977	SCT_0361	2010_oh_8977_fruit-t.jpg	2	27.4091	45.1102	7.9502	8.0772	6.1468	6.8326	0.8459	0.7732	0.9201	0.7955	1.1566	0.9586	0.935	0.5655	.	0.0598	237.442	144.3737	0.1028	182.2121	113.9072	0.0013	0.0046	0	0.1864	0.0083	0	0.0875	0.4417	0.7985	1.0142	0.877	0.8917	0.4231	 
8977-3	8977	SCT_0361	2010_oh_8977_fruit-t.jpg	3	21.9679	31.9148	6.7818	6.858	5.1054	5.6896	0.8296	0.7528	0.9064	0.8127	1.1152	0.9594	0.9263	0.57	.	0.072	225.0897	143.0248	0.1059	177.3789	120.5889	0.0018	0.0053	0	0.2049	0.0157	0	0.0609	0.4018	0.7175	0.8889	0.8889	0.7547	0.4615	 
8977-4	8977	SCT_0361	2010_oh_8977_fruit-t.jpg	4	22.3743	33.3838	7.112	7.1628	5.1054	5.6134	0.7837	0.7179	0.8893	0.8393	1.0596	0.9591	0.9099	0.5774	.	0.0633	225.334	145.7243	0.0949	173.4936	129.8403	0.0091	0.0251	0	0.1308	0.0215	0	0.0334	0.4615	0.7273	0.8889	0.8889	0.7143	0.456	 
8977-5	8977	SCT_0361	2010_oh_8977_fruit-t.jpg	5	21.9258	28.3916	6.7564	6.858	4.1402	5.1054	0.7444	0.6128	0.9511	0.8045	1.1822	0.9378	0.8711	0.5881	.	0.1406	255.2625	177.1169	0.2391	187.4993	123.9313	0.007	0.0261	0	0.2033	0.0183	0	0.0933	0.4286	0.69	0.965	0.879	0.6571	0.4828	 
8977-6	8977	SCT_0361	2010_oh_8977_fruit-t.jpg	6	20.1504	25.5651	5.9182	5.9436	4.953	5.2832	0.8889	0.8369	0.8712	0.8155	1.0684	0.9745	0.9572	0.5526	.	0.0422	214.0716	124.8911	0.0752	175.1899	115.7174	0	0	0	0.0943	0.0086	0	0.0295	0.5221	0.8019	0.9765	0.8737	0.9121	0.4012	 
8978-1	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	1	19.022	22.558	6.2992	6.2992	3.6576	4.4196	0.7016	0.5806	0.8831	0.8508	1.0379	0.9406	0.8556	0.574	.	0.0902	234.3222	163.5572	0.095	190.7202	144.8522	0.0051	0.0083	0.1012	0	0.0597	0.0434	0	0.4655	0.659	0.8906	0.8837	0.5758	0.493	 
8978-2	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	2	17.0289	18.5587	5.8166	5.8928	3.3528	3.7846	0.6422	0.5764	0.8646	0.8952	0.9659	0.9444	0.8482	0.6014	.	0.0538	199.914	153.3267	0.0838	182.9996	158.6079	0.0111	0.0104	0.1507	0	0.0448	0.014	0	0.5705	0.7027	0.8966	0.8814	0.5714	0.4832	 
8978-3	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	3	16.8863	17.7974	5.4102	5.4102	3.4036	4.1402	0.7653	0.6291	0.8732	0.8545	1.022	0.9398	0.8717	0.5587	.	0.1402	250.0451	170.2046	0.195	187.351	133.8781	0.0047	0.0178	0.1032	0	0.0452	0.0462	0	0.4785	0.6543	0.906	0.8833	0.631	0.493	 
8978-4	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	4	18.3482	20.7864	6.0452	6.0706	3.4544	4.0894	0.6736	0.5714	0.9286	0.8529	1.0887	0.9428	0.849	0.6068	.	0.0901	213.5917	162.8902	0.1353	179.6626	139.0373	0.0043	0.0084	0	0.1975	0.0052	0	0.0441	0.4099	0.675	0.8926	0.8852	0.5684	0.4998	 
8978-5	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	5	17.2973	19.158	5.5372	5.588	3.9116	4.3942	0.7864	0.7064	0.8899	0.7615	1.1687	0.9546	0.9108	0.5316	.	0.0869	224.9012	147.439	0.1832	173.122	119.4726	0.002	0.0091	0	0.1885	0.0419	0	0.0591	0.422	0.7093	0.8905	0.8841	0.7011	0.4385	 
8978-6	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	6	16.7426	17.6258	5.2324	5.2324	3.2766	4.0386	0.7718	0.6262	0.8738	0.8981	0.973	0.944	0.8888	0.6107	.	0.0823	235.3717	144.4189	0.1255	205.4749	138.1856	0.0106	0.0099	0.1499	0	0.0371	0.0274	0	0.522	0.6456	0.8947	0.8793	0.622	0.5191	 
8978-7	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	7	17.0303	16.3709	5.1816	5.2578	3.4036	3.9116	0.744	0.6569	0.8725	0.848	1.0289	0.9553	0.878	0.5072	.	0.0293	206.4085	147.0647	0.0634	196.6712	140.9734	0.0122	0.0382	0.0925	0	0.0902	0.0605	0	0.4854	0.7843	1.0256	0.8824	0.7595	0.4132	 
8978-8	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	8	14.6551	14.6767	4.572	4.6482	3.6322	3.9116	0.8415	0.7944	0.9333	0.7889	1.1831	0.9618	0.9283	0.5578	.	0.0487	194.5907	151.0149	0.0919	186.0586	122.0358	0.0031	0.0158	0	0.2368	0.0234	0	0.0498	0.3701	0.732	0.8889	0.8819	0.7778	0.4432	 
8978-9	8978	SCT_0365	2010_oh_8978_fruit-t.jpg	9	14.416	13.9213	4.5466	4.6228	3.4036	3.7084	0.8022	0.7486	0.8827	0.8547	1.0327	0.9578	0.9117	0.5508	.	0.0519	199.7737	146.0782	0.1033	177.5089	136.544	0	0	0.0994	0	0.0397	0.0321	0	0.4658	0.731	0.8908	0.8833	0.7465	0.4521	 
8979-1	8979	SCT_0357	2010_oh_8979_fruit-t.jpg	1	27.0347	38.9625	9.0678	9.1186	4.2672	5.8166	0.6379	0.4706	0.902	0.7787	1.1583	0.9154	0.7881	0.5167	.	0.1452	204.3136	188.4234	0.337	170.1202	155.9388	0.0472	0.2138	0	0.1621	0.1398	0	0.1055	0.441	0.5877	0.8933	0.8874	0.4718	0.5051	 
8979-2	8979	SCT_0357	2010_oh_8979_fruit-t.jpg	2	24.6403	34.3741	8.3312	8.4328	3.8862	5.1308	0.6084	0.4665	0.9482	0.8079	1.1736	0.9222	0.7959	0.5732	.	0.1464	208.6609	188.7693	0.238	174.4881	137.5984	0.0578	0.2536	0	0.1899	0.0639	0	0.095	0.4356	0.597	0.8889	0.8759	0.458	0.5365	 
8979-3	8979	SCT_0357	2010_oh_8979_fruit-t.jpg	3	24.7677	33.6825	8.3312	8.3566	3.556	5.0546	0.6049	0.4268	0.9238	0.8232	1.1222	0.9113	0.7847	0.6062	.	0.1873	227.1039	196.2065	0.3172	185.8194	150.581	0.0182	0.0691	0	0.183	0.0302	0	0.0926	0.4472	0.5657	0.896	0.8889	0.4275	0.5586	 
8979-4	8979	SCT_0357	2010_oh_8979_fruit-t.jpg	4	22.9404	32.1115	7.493	7.5946	4.3434	5.207	0.6856	0.5797	0.9153	0.8339	1.0976	0.941	0.8551	0.5877	.	0.1248	214.0111	164.0778	0.2252	174.2735	149.9409	0.004	0.0291	0	0.1697	0.0367	0	0.0622	0.4146	0.6667	0.8889	0.8889	0.5812	0.4978	 
8979-5	8979	SCT_0357	2010_oh_8979_fruit-t.jpg	5	23.0209	30.8948	7.7978	7.8232	3.7846	5.0038	0.6396	0.4853	0.9088	0.8208	1.1071	0.9265	0.8122	0.5635	.	0.1324	203.2274	173.3127	0.2174	176.1583	136.712	0.0048	0.0148	0	0.1273	0.0661	0	0.0822	0.4569	0.602	0.8939	0.8806	0.4836	0.5278	 
8979-6	8979	SCT_0357	2010_oh_8979_fruit-t.jpg	6	18.4806	21.5251	6.0452	6.1214	3.6576	4.2926	0.7012	0.605	0.937	0.8151	1.1495	0.9445	0.8628	0.5898	.	0.1185	201.1753	167.0772	0.2686	188.4096	133.2175	0.0105	0.0174	0	0.2361	0.0067	0	0.0651	0.3964	0.6786	0.8906	0.8837	0.6	0.4901	 
8980-1	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	1	10.0313	7.0781	3.1369	3.1369	2.6416	2.7559	0.8785	0.8421	0.8623	0.8178	1.0545	0.9783	0.9534	0.5437	.	0.0415	193.659	125.4065	0.0659	171.3664	120.5226	0	0	0	0.1232	0.0069	0	0.0289	0.4747	0.7685	0.8925	0.8877	0.8469	0.4177	 
8980-2	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	2	10.3651	7.4064	3.2766	3.2766	2.6289	2.8448	0.8682	0.8023	0.8295	0.8333	0.9953	0.9728	0.9338	0.4959	.	0.0493	208.8625	123.7484	0.1026	184.7714	129.2968	0.0377	0.0453	0.1155	0	0.0691	0.0584	0	0.5	0.7354	0.8913	0.8817	0.7961	0.4222	 
8980-3	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	3	10.6004	7.3239	3.3528	3.3655	2.5146	2.6924	0.8	0.75	0.8409	0.8258	1.0183	0.9679	0.9238	0.5353	.	0.0359	213.2249	129.3833	0.0498	169.856	137.0358	0	0	0	0.0869	0.0419	0	0.0172	0.5359	0.7773	0.9425	0.877	0.7885	0.41	 
8980-4	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	4	10.1295	6.5932	3.0353	3.048	2.5273	2.6416	0.8667	0.8326	0.8745	0.8368	1.045	0.9792	0.9515	0.5551	.	0.024	202.5464	123.6342	0.024	175.8612	120.8577	0.0017	0.0078	0	0.108	0.0124	0	0.0108	0.492	0.8019	0.9486	0.8783	0.8925	0.4068	 
8980-5	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	5	9.052	5.6697	2.7813	2.8067	2.4003	2.5146	0.8959	0.863	0.8721	0.8082	1.0791	0.9761	0.9578	0.5327	.	0.0404	211.9775	121.0666	0.0529	188.8892	117.1998	0.0526	0.0549	0	0.1906	0.0174	0	0.0325	0.404	0.7614	0.8982	0.8824	0.8621	0.4169	 
8980-6	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	6	9.3765	6.2232	2.9083	2.921	2.5908	2.667	0.913	0.8908	0.8559	0.786	1.0889	0.9843	0.964	0.5098	.	0.0214	194.0463	123.0174	0.0316	172.5952	116.011	0	0	0	0.1405	0.0197	0	0.0267	0.4571	0.7751	0.8901	0.8852	0.8901	0.3998	 
8980-7	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	7	9.1969	5.7974	2.8702	2.8829	2.2606	2.4638	0.8546	0.7876	0.885	0.8319	1.0638	0.968	0.9336	0.5379	.	0.0672	240.5125	131.3915	0.0904	185.5664	125.2915	0.0125	0.0211	0	0.1298	0.0376	0	0.0382	0.4794	0.7358	0.8987	0.882	0.7889	0.4415	 
8980-8	8980	SCT_0354	2010_oh_8980_fruit-t.jpg	8	8.8062	5.5431	2.7813	2.7813	2.4257	2.4384	0.8767	0.8721	0.8676	0.7991	1.0857	0.9815	0.9575	0.5342	.	0	180	126.3651	0	173.7413	121.6061	0	0	0	0.1327	0.0142	0	0.0188	0.4792	0.7958	0.8889	0.8941	0.8736	0.3956	 
8981-1	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	1	8.8272	5.0411	2.8829	2.8956	1.905	2.1336	0.7368	0.6608	0.8943	0.8546	1.0464	0.9506	0.8788	0.5658	.	0.0208	223.2931	155.3154	0.015	172.4461	146.1289	0.0234	0.0963	0	0.1307	0.0415	0	0.0218	0.4762	0.7186	0.8955	0.8889	0.6667	0.4572	 
8981-2	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	2	8.7042	4.8819	2.7178	2.7432	1.9685	2.2098	0.8056	0.7243	0.8879	0.8224	1.0795	0.9619	0.9143	0.5639	.	0.0518	222.8218	146.9763	0.0859	195.586	129.0256	0.0086	0.0172	0	0.18	0.033	0	0.0326	0.4227	0.7168	0.8986	0.8857	0.7381	0.4594	 
8981-3	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	3	9.3201	5.4142	2.5908	2.6289	2.4892	2.5908	0.9855	0.9608	0.8971	0.7941	1.1296	0.9753	0.9741	0.5291	.	0.0122	203.893	117.7284	0.0381	176.477	103.8332	0.0018	0.0074	0	0.0992	0.0256	0	0.0397	0.5306	0.7389	0.8824	0.8621	0.9375	0.4385	 
8981-4	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	4	8.1873	4.5981	2.5654	2.5908	1.9812	2.1209	0.8186	0.7723	0.9257	0.8168	1.1333	0.963	0.9274	0.5686	.	0.0359	210.1672	149.1437	0.0389	189.3348	124.8919	0.0063	0.0039	0	0.1861	0.021	0	0.0387	0.4251	0.747	0.8921	0.8857	0.775	0.4534	 
8981-5	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	5	8.193	4.7352	2.413	2.4384	2.2606	2.3622	0.9688	0.9368	0.8842	0.8263	1.0701	0.9739	0.9724	0.5488	.	0.0188	226.7682	117.7826	0.0133	187.351	120.3441	0.0017	0.0075	0	0.1542	0.0202	0	0.0196	0.4247	0.7676	0.8931	0.8875	0.9342	0.4226	 
8981-6	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	6	7.2644	3.6558	2.286	2.286	1.8542	1.9304	0.8444	0.8111	0.8722	0.8611	1.0129	0.9674	0.9322	0.5702	.	0.0395	238.7652	136.652	0.0485	184.4939	134.7642	0	0.0128	0.1094	0	0.0204	0.0128	0	0.5066	0.7682	0.8923	0.8855	0.8056	0.4212	 
8981-7	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	7	7.3591	3.7119	2.3622	2.3876	1.8161	1.9558	0.8191	0.7688	0.8495	0.8118	1.0464	0.965	0.9227	0.5386	.	0.036	204.1064	138.7133	0.1638	172.6918	130.1573	0.003	0.0148	0.0581	0	0.0372	0.0314	0	0.4416	0.732	0.8889	0.875	0.7568	0.4343	 
8981-8	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	8	6.6771	3.0832	2.1463	2.1463	1.6891	1.7653	0.8225	0.787	0.8817	0.8047	1.0956	0.9692	0.9288	0.5511	.	0.0252	197.9656	135.4152	0.0293	193.7089	119.1896	0	0	0	0.1481	0.0097	0	0.035	0.4676	0.7536	0.8814	0.8739	0.7761	0.4274	 
8981-9	8981	SCT_0367	2010_oh_8981_fruit-t.jpg	9	6.5186	2.9761	1.9304	1.9558	1.8161	1.8923	0.9675	0.9408	0.9013	0.8092	1.1138	0.9759	0.9729	0.5515	.	0.0067	191.7562	122.5469	0.0184	175.391	113.2732	0.0076	0.0352	0	0.1816	0.0155	0	0.0346	0.4295	0.7568	0.8889	0.875	0.9333	0.4279	 
8982-1	8982	SCT_0369	2010_oh_8982_fruit-t.jpg	1	25.1073	42.1548	7.4168	7.493	6.1468	6.7818	0.9051	0.8288	0.9349	0.8014	1.1667	0.9559	0.942	0.5624	.	0.0674	201.0643	137.6789	0.137	176.2888	115.642	0	0	0	0.2218	0.0422	0	0.0839	0.4045	0.7218	0.8889	0.8848	0.8276	0.4646	 
8982-2	8982	SCT_0369	2010_oh_8982_fruit-t.jpg	2	24.7887	40.1341	7.493	7.62	5.7658	6.5786	0.8633	0.7695	0.9119	0.8102	1.1255	0.958	0.9295	0.5277	.	0.0927	204.4119	144.7179	0.1733	175.6793	121.3269	0	0	0	0.1595	0.064	0	0.0764	0.4479	0.6977	0.8867	0.8824	0.7692	0.4682	 
8982-3	8982	SCT_0369	2010_oh_8982_fruit-t.jpg	3	24.9252	37.2548	8.0518	8.0518	4.4196	5.6896	0.7066	0.5489	0.9022	0.8612	1.0476	0.9317	0.8468	0.5939	.	0.1433	225.5736	177.0019	0.2729	176.1748	149.6195	0.0045	0.0637	0	0.1174	0.0463	0	0.0662	0.5	0.6188	0.8903	0.8846	0.5476	0.527	 
8982-4	8982	SCT_0369	2010_oh_8982_fruit-t.jpg	4	23.0024	32.2935	7.2644	7.2898	4.2672	5.4356	0.7456	0.5874	0.9091	0.8462	1.0744	0.9379	0.8668	0.5853	.	0.1426	228.5064	161.2032	0.2759	198.7812	143.1389	0.0979	0.0627	0	0.1707	0.0569	0	0.0553	0.4486	0.6291	0.8933	0.8874	0.5877	0.5206	 
8982-5	8982	SCT_0369	2010_oh_8982_fruit-t.jpg	5	22.731	34.0567	7.0612	7.112	5.1816	5.8928	0.8286	0.7338	0.8921	0.8094	1.1022	0.9572	0.9229	0.5489	.	0.0779	216.242	143.2411	0.1148	196.1463	117.747	0.0068	0.0093	0	0.1724	0.0365	0	0.0646	0.4397	0.7013	0.8901	0.8852	0.7297	0.4649	 
8982-6	8982	SCT_0369	2010_oh_8982_fruit-t.jpg	6	21.4117	31.189	6.4262	6.477	5.5118	5.969	0.9216	0.8577	0.9051	0.7747	1.1684	0.9627	0.9569	0.5467	.	0.0491	211.788	138.2806	0.0823	176.9964	104.2925	0	0	0	0.1588	0.0198	0	0.0731	0.4723	0.735	0.8912	0.8821	0.86	0.4411	 
8983-1	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	1	17.8536	20.8767	5.461	5.461	4.2672	4.826	0.8837	0.7814	0.907	0.7349	1.2342	0.9564	0.9393	0.5316	.	0.0791	263.3296	148.6078	0.0946	189.8294	108.1787	0.0022	0.0127	0	0.1922	0.0132	0	0.0738	0.4316	0.709	0.8933	0.8874	0.7882	0.4471	 
8983-2	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	2	16.4065	17.8619	5.1308	5.1562	3.9116	4.4196	0.8571	0.7624	0.8911	0.7475	1.1921	0.957	0.9355	0.5341	.	0.0606	238.4692	144.1647	0.0701	172.6734	108.879	0	0	0	0.1762	0.0467	0	0.055	0.4483	0.7052	0.8905	0.8841	0.7625	0.4463	 
8983-3	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	3	15.7614	17.158	4.8514	4.9022	4.0894	4.2672	0.8705	0.8429	0.8848	0.822	1.0764	0.9717	0.9527	0.5535	.	0.0298	210.9854	129.5142	0.0271	180	115.8492	0	0.0147	0	0.1536	0.0076	0	0.0242	0.4345	0.7665	0.8889	0.8889	0.8421	0.4254	 
8983-4	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	4	16.6456	18.8258	4.9784	5.0038	4.3942	4.7244	0.9442	0.8827	0.9133	0.7347	1.2431	0.9614	0.9585	0.5235	.	0.0431	226.6011	133.4802	0.0672	143.7477	100.3921	0	0	0	0.1833	0.0132	0	0.071	0.4731	0.7351	0.8889	0.8774	0.8718	0.429	 
8983-5	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	5	15.5357	16.9	4.6482	4.6736	4.2926	4.572	0.9783	0.9235	0.8798	0.7705	1.1418	0.9705	0.9693	0.5142	.	0.0365	229.3883	123.3111	0.0332	176.8601	104.4973	0	0	0	0.155	0.0317	0	0.0392	0.4389	0.7486	0.8933	0.8816	0.9306	0.4215	 
8983-6	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	6	15.5059	16.529	4.699	4.7498	4.1656	4.4196	0.9305	0.8865	0.8595	0.773	1.1119	0.9736	0.9665	0.4996	.	0.0435	216.572	125.3466	0.064	173.3214	107.3625	0	0.009	0	0.1774	0.0295	0	0.0368	0.4195	0.7514	0.8904	0.8844	0.8904	0.4182	 
8983-7	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	7	15.371	15.8684	4.445	4.4958	4.0386	4.3942	0.9774	0.9086	0.9086	0.7771	1.1691	0.9639	0.9628	0.5433	.	0.0549	227.7808	124.7861	0.0777	177.7577	98.1408	0.0033	0.0317	0	0.2124	0.0147	0	0.0607	0.4046	0.7326	0.8936	0.8811	0.913	0.4448	 
8983-8	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	8	14.6823	14.7671	4.2926	4.3434	3.9624	4.2418	0.9766	0.9231	0.929	0.7456	1.246	0.9599	0.957	0.5212	.	0.0272	230.9657	138.9845	0.021	173.6099	99.5244	0	0	0	0.2337	0.0241	0	0.0603	0.3772	0.747	0.8921	0.8857	0.9254	0.4298	 
8983-9	8983	SCT_0325	2010_oh_8983_fruit-t.jpg	9	13.0023	11.7645	3.7084	3.7338	3.7846	3.9624	1.0612	1.0205	0.8699	0.7808	1.114	0.9747	0.9671	0.5181	.	0.0353	230.0778	108.6992	0.0324	171.7268	99.0911	0	0	0	0.1542	0.0096	0	0.0298	0.4744	0.7613	0.8939	0.8806	1.0172	0.4104	 
8984-1	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	1	18.0183	22.1509	5.6388	5.6388	4.5466	4.9784	0.8829	0.8063	0.8604	0.7928	1.0852	0.9712	0.9426	0.5061	.	0.0726	238.4591	132.1558	0.0935	175.435	112.5426	0	0	0	0.1102	0.0387	0	0.0405	0.4898	0.7282	0.8931	0.882	0.8068	0.4283	 
8984-2	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	2	17.3507	20.2722	5.3086	5.3594	4.2926	4.826	0.9005	0.8086	0.866	0.7895	1.097	0.9635	0.9472	0.5047	.	0.0558	235.9252	137.1538	0.0636	177.3454	112.7628	0	0	0	0.1338	0.0513	0	0.0447	0.4737	0.709	0.8993	0.8816	0.8072	0.444	 
8984-3	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	3	16.4414	18.069	5.0546	5.08	4.064	4.4704	0.88	0.804	0.8894	0.794	1.1203	0.9607	0.938	0.5392	.	0.0374	266.8813	143.9082	0.0207	166.8603	113.0663	0	0	0	0.1568	0.0327	0	0.046	0.4318	0.7314	0.8951	0.8889	0.8101	0.4329	 
8984-4	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	4	15.6783	16.6225	4.8768	4.9022	3.7846	4.0894	0.8342	0.776	0.8958	0.8125	1.1026	0.9648	0.9333	0.5607	.	0.0435	209.0534	143.8071	0.0757	185.6278	118.9391	0.0019	0.0194	0	0.1618	0.0208	0	0.0374	0.4658	0.7375	0.8872	0.8806	0.7763	0.4533	 
8984-5	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	5	16.1961	18.0716	4.8006	4.8514	4.2418	4.6228	0.9529	0.8836	0.8942	0.7937	1.1267	0.9675	0.9567	0.5089	.	0.0522	240.3946	129.8079	0.0593	174.2835	103.3562	0	0	0	0.1242	0.0431	0	0.0467	0.4615	0.7293	0.8919	0.88	0.88	0.4448	 
8984-6	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	6	14.9548	15.6213	4.4704	4.4958	4.0894	4.318	0.9605	0.9148	0.8864	0.7784	1.1387	0.9715	0.9709	0.5316	.	0.0387	232.2923	126.4133	0.0446	162.62	101.0908	0	0	0	0.1615	0.0119	0	0.0374	0.4353	0.7574	0.8951	0.8889	0.9143	0.4187	 
8984-7	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	7	14.826	15.3832	4.5212	4.5212	3.937	4.2418	0.9382	0.8708	0.8708	0.7978	1.0915	0.973	0.9597	0.524	.	0.0306	216.1009	129.4575	0.039	174.1244	112.3506	0	0	0	0.1117	0.0281	0	0.033	0.4611	0.7349	0.8905	0.8777	0.8592	0.4294	 
8984-8	8984	SCT_0287	2010_oh_8984_fruit-t.jpg	8	14.4047	14.5929	4.318	4.3434	3.9878	4.1656	0.9591	0.9235	0.8529	0.8176	1.0432	0.9807	0.9798	0.5389	.	0.0305	229.0958	113.5684	0.0217	171.631	108.291	0	0	0.1022	0	0.0091	0.0106	0	0.4878	0.7607	0.8921	0.8794	0.9118	0.4144	 
8985-1	8985	SCT_0289	2010_oh_8985_fruit-t.jpg	1	14.6293	14.484	3.6195	3.683	4.9403	4.9784	1.3517	1.3649	0.7228	0.8807	0.8207	0.9647	0.8907	0.489	.	0.0038	189.3466	61.6936	0.0028	178.0485	82.3418	0	0	0.2066	0	0.026	0.1087	0	0.5765	0.7928	0.8908	0.8857	1.3717	0.3873	 
8985-2	8985	SCT_0289	2010_oh_8985_fruit-t.jpg	2	13.9504	12.4585	3.4671	3.4925	4.4704	4.5974	1.3164	1.2894	0.696	0.8755	0.795	0.9643	0.8988	0.479	.	0.0169	198.7194	64.7474	0.0149	177.639	93.5608	0	0	0.2104	0	0.0422	0.1257	0	0.5573	0.7978	0.9114	0.8834	1.3333	0.3675	 
8985-3	8985	SCT_0289	2010_oh_8985_fruit-t.jpg	3	12.5832	10.879	3.4163	3.4417	4.0767	4.0894	1.1882	1.1933	0.7621	0.7732	0.9856	0.9806	0.9323	0.4656	.	0	190.7714	80.5479	0	167.5905	85.5083	0	0	0.0878	0	0.0296	0.0318	0	0.4639	0.7975	0.8951	0.8828	1.1963	0.3621	 
