	Tomato Analyzer - Shape Individual Data																																					
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	Comments
unique#	Plot #	image files	Fruit	SP:0000087|unit:centimeter	SP:0000085|unit:square centimeter	SP:0000133|unit:centimeter	SP:0000134|unit:centimeter	SP:0000135|unit:centimeter	SP:0000136|unit:centimeter	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154|unit:centimeter	SP:0000369	SP:0000370	SP:0000079|unit:square centimeter	SP:0000155	SP:0000160	SP:0000076|unit:square centimeter	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
594-3	594	2010_ca_11594_fruit_t.jpg	3	16.6244	18.8964	4.2926	4.3434	5.5372	5.5499	1.2778	1.2899	0.5473	0.6893	0.794	0.9692	0.9358	0.4884	0	0	152.0736	122.413	0	163.6827	145.3839	0.0001	0	0.1807	0	2.8486	9.7625	0	0.5469	0.7982	0.89	0.8855	1.2889	0.3701	
594-4	594	2010_ca_11594_fruit_t.jpg	4	15.0938	15.8334	4.0259	4.0386	5.0165	5.0419	1.2484	1.2461	0.5426	0.6246	0.8687	0.9787	0.9457	0.4891	0	0	178.89	139.7609	0.0017	166.0593	140.9816	0.0001	0	0.1322	0	5.0732	4.4006	0	0.5113	0.7929	0.8895	0.8845	1.246	0.3669	
594-5	594	2010_ca_11594_fruit_t.jpg	5	15.5515	16.2842	4.3053	4.3307	4.7879	4.8133	1.1114	1.1121	0.5988	0.5398	1.1093	0.9818	0.9761	0.4943	0	0.0152	174.9636	136.2027	0.0187	151.2478	140.6432	0	0	0.1107	0	3.7275	3.1529	0	0.5092	0.7937	0.8902	0.885	1.1111	0.3699	
595-1	595	2010_ca_11595_fruit_t.jpg	1	16.0877	17.808	4.0259	4.0259	5.4102	5.4356	1.3502	1.3438	0.6719	0.6467	1.039	0.9772	0.9226	0.5253	0	0	186.4739	150.3037	0.0076	160.9119	132.4389	0	0	0.1182	0	3.7354	3.2595	0	0.507	0.7963	0.8901	0.8877	1.3492	0.3905	
595-2	595	2010_ca_11595_fruit_t.jpg	2	15.8963	16.1714	3.8735	3.9243	5.0546	5.0546	1.288	1.3049	0.6557	0.7016	0.9346	0.9667	0.9286	0.5424	0	0.0367	203.1863	115.8576	0.0142	153.5935	130.6998	0.0029	0	0.1732	0	4.2519	4.3799	0	0.5905	0.801	0.8908	0.8883	1.314	0.3972	
595-3	595	2010_ca_11595_fruit_t.jpg	3	14.0941	12.4501	3.1877	3.2385	4.8387	4.8895	1.5098	1.5179	0.6096	0.5936	1.0268	0.9519	0.8919	0.4895	0.1326	0	142.195	153.7996	0	147.2021	124.5003	0.0003	0	0	0.1304	5.3932	0	7.2283	0.4545	0.7917	0.8889	0.8889	1.52	0.3814	
595-4	595	2010_ca_11595_fruit_t.jpg	4	14.8703	14.8459	3.6068	3.6957	4.9911	5.08	1.3746	1.3838	0.6866	0.6162	1.1143	0.8943	0.9042	0.462	0.1557	0.0017	178.8475	135.2471	0.0094	157.6503	129.4345	0.0003	0	0	0.0859	10.7318	0	14.8345	0.5225	0.782	0.8889	0.8839	1.3805	0.3983	
595-5	595	2010_ca_11595_fruit_t.jpg	5	14.0112	12.0474	3.2893	3.3655	4.2037	4.5212	1.3434	1.278	0.7799	0.5328	1.4638	0.9192	0.9217	0.4968	0.8776	0.0361	206.1632	170.8654	0.0562	209.6244	133.826	0.0099	0	0	0.2249	5.9803	0	12.1061	0.4129	0.7437	0.8859	0.8889	1.2816	0.4282	
596-1	596	2010_ca_11596_fruit_t.jpg	1	15.4868	15.914	3.9624	4.1529	4.5593	4.7625	1.1468	1.1506	0.6827	0.766	0.8912	0.9286	0.9498	0.5485	0	0.044	213.9581	166.4667	0.0492	173.5421	166.4161	0.0008	0	0.2351	0	5.0829	10.0644	0	0.6293	0.7647	0.8938	0.8854	1.1532	0.4354	
596-2	596	2010_ca_11596_fruit_t.jpg	2	15.9681	16.78	3.8608	3.8989	5.2959	5.3213	1.3648	1.3717	0.7039	0.6513	1.0808	0.9482	0.9132	0.5048	0.5904	0.0236	187.8715	151.5526	0.0202	152.8667	134.6958	0.0001	0	0	0.0722	6.0766	0	6.781	0.5442	0.7943	0.8901	0.8853	1.3719	0.3935	
596-3	596	2010_ca_11596_fruit_t.jpg	3	16.0145	17.8208	4.1148	4.1402	5.2324	5.2832	1.2761	1.2716	0.642	0.6636	0.9674	0.9781	0.938	0.5418	0	0	155.6678	153.9165	0	191.0407	142.7236	0	0	0.1434	0	2.2337	2.9662	0	0.5553	0.7904	0.8889	0.8865	1.2713	0.3985	
596-4	596	2010_ca_11596_fruit_t.jpg	4	13.0698	12.0374	3.7846	3.7846	3.7465	3.7846	1	0.9899	0.7282	0.7181	1.014	0.9706	0.9875	0.5726	0	0.0148	141.8049	162.7545	0.0125	174.4983	167.0287	0.0001	0	0.0983	0	1.6364	1.1178	0	0.4933	0.7879	0.8897	0.883	0.9832	0.4139	
596-5	596	2010_ca_11596_fruit_t.jpg	5	12.8592	11.2487	3.048	3.0607	4.3307	4.4323	1.4481	1.4208	0.725	0.6625	1.0943	0.9319	0.8978	0.5453	0	0.0224	174.7566	150.912	0.0127	156.6476	128.527	0.0001	0	0.1612	0	5.5977	7.1417	0	0.5731	0.7816	0.8889	0.8889	1.4167	0.4119	
597-1	597	2010_ca_11597_fruit_t.jpg	1	15.1671	14.7069	4.2291	4.4958	3.8227	4.2164	0.9379	0.9039	0.6697	0.7508	0.892	0.7943	0.9464	0.4498	0	0.0752	240.3862	185.9262	0.0333	172.9707	165.4586	0	0	0.1906	0	17.855	19.0567	0	0.5753	0.7251	0.8889	0.8889	0.9091	0.4543	
597-2	597	2010_ca_11597_fruit_t.jpg	2	16.2308	17.2184	3.8354	3.8862	5.2705	5.3594	1.3791	1.3742	0.7682	0.6424	1.1959	0.9318	0.908	0.5509	0.639	0.0261	205.5925	173.6902	0.0576	158.3506	126.2313	0.0003	0	0	0.0709	4.8314	0	9.1148	0.5569	0.7838	0.8871	0.8847	1.375	0.4173	
597-3	597	2010_ca_11597_fruit_t.jpg	3	17.996	21.6037	4.3053	4.4196	6.1341	6.1722	1.3966	1.4248	0.6254	0.6962	0.8983	0.9603	0.9101	0.517	0	0.0001	157.7652	132.276	0.0066	173.9986	138.1616	0.0001	0	0.2371	0	2.2289	12.3602	0	0.6502	0.7918	0.8889	0.8848	1.4222	0.3921	
597-4	597	2010_ca_11597_fruit_t.jpg	4	15.3489	15.699	3.5052	3.5306	5.1689	5.2451	1.4856	1.4746	0.8478	0.6449	1.3146	0.9127	0.8899	0.607	0.1612	0.0008	164.4332	163.5882	0.0014	138.356	123.386	0	0	0	0.1825	5.5291	0	9.8628	0.4358	0.7864	0.8901	0.8852	1.4727	0.4248	
597-5	597	2010_ca_11597_fruit_t.jpg	5	18.4615	23.5796	5.1308	5.1308	5.7531	5.8801	1.146	1.1213	0.6683	0.5396	1.2385	0.9778	0.9687	0.5002	0.7641	0.0319	215.7984	164.5122	0.0384	150.3073	124.907	0	0	0	0.1018	5.0671	0	7.7568	0.5162	0.7792	0.8889	0.8845	1.118	0.3772	
598-1	598	2010_ca_11598_fruit_t.jpg	1	15.8039	15.9429	3.4544	3.5814	5.6769	5.6896	1.5887	1.6434	0.6471	0.6691	0.967	0.9378	0.8768	0.5107	0	0.0031	141.2379	113.5022	0.0029	127.7574	123.7598	0	0	0.2159	0	2.7025	10.758	0	0.6116	0.7964	0.89	0.8856	1.6481	0.389	
598-2	598	2010_ca_11598_fruit_t.jpg	2	13.3768	12.1819	3.4544	3.4544	4.445	4.5085	1.3051	1.2868	0.6618	0.5294	1.25	0.9889	0.9341	0.5024	0.1264	0	173.6531	148.2598	0	161.0703	138.0118	0	0	0	0.1056	2.6751	0	3.9483	0.507	0.791	0.8917	0.8889	1.2963	0.3711	
598-3	598	2010_ca_11598_fruit_t.jpg	3	19.0378	24.5182	4.8895	4.9276	6.2738	6.3627	1.2912	1.2831	0.626	0.6364	0.9837	0.9797	0.9317	0.5089	0	0.0033	186.2061	133.3328	0.0046	163.0896	132.3896	0	0	0.1534	0	2.762	7.0672	0	0.5449	0.788	0.8894	0.8854	1.2876	0.3771	
598-4	598	2010_ca_11598_fruit_t.jpg	4	14.3538	14.0529	3.5814	3.5941	4.699	4.7752	1.3286	1.3121	0.6879	0.6312	1.0899	0.9818	0.9245	0.5409	0.234	0.0055	213.2428	144.5121	0.0076	160.2953	132.8781	0	0	0	0.0979	3.0533	0	2.2305	0.5239	0.7893	0.8916	0.8889	1.3214	0.4023	
598-5	598	2010_ca_11598_fruit_t.jpg	5	16.8081	18.7496	3.8862	3.9751	5.6642	5.7531	1.4473	1.4575	0.7059	0.6895	1.0237	0.9564	0.8971	0.5403	0	0.0154	180.3114	141.9846	0.0109	163.1724	137.7993	0	0	0.2092	0	2.3982	7.3205	0	0.6313	0.7876	0.8878	0.8878	1.459	0.4131	
599-1	599	2010_ca_11599_fruit_t.jpg	1	15.5201	15.3105	3.302	3.4163	5.7404	5.7912	1.6952	1.7385	0.5731	0.6885	0.8324	0.9125	0.859	0.4837	0	0	138.2572	110.3425	0	131.7007	111.2369	0	0	0.2436	0	5.8066	16.7463	0	0.6031	0.7912	0.8867	0.8867	1.7308	0.3805	
599-2	599	2010_ca_11599_fruit_t.jpg	2	15.5201	15.3105	3.302	3.4163	5.7404	5.7912	1.6952	1.7385	0.5731	0.6885	0.8324	0.9125	0.859	0.4837	0	0	138.2572	110.3425	0	131.7007	111.2369	0	0	0.2436	0	5.8066	16.7463	0	0.6031	0.7912	0.8867	0.8867	1.7308	0.3805	
599-3	599	2010_ca_11599_fruit_t.jpg	3	16.8723	16.4106	3.3274	3.4925	6.3627	6.4389	1.8436	1.9122	0.5305	0.6145	0.8634	0.8402	0.8397	0.391	0	0.0185	147.5556	89.5025	0.0097	127.6767	98.1755	0	0	0.2292	0	9.7866	25.4307	0	0.6114	0.7905	0.8889	0.8909	1.9231	0.3578	
599-4	599	2010_ca_11599_fruit_t.jpg	4	16.8723	16.4106	3.3274	3.4925	6.3627	6.4389	1.8436	1.9122	0.5305	0.6145	0.8634	0.8402	0.8397	0.391	0	0.0185	147.5556	89.5025	0.0097	127.6767	98.1755	0	0	0.2292	0	9.7866	25.4307	0	0.6114	0.7905	0.8889	0.8909	1.9231	0.3578	
599-5	599	2010_ca_11599_fruit_t.jpg	5	17.2377	18.3245	3.8608	3.8862	6.0579	6.0706	1.5621	1.5691	0.6086	0.5855	1.0393	0.9706	0.8828	0.4575	0	0	150.9873	117.2865	0	139.1764	110.1465	0	0	0.1251	0	4.5556	8.0426	0	0.5251	0.7966	0.8899	0.8858	1.5702	0.3643	
599-6	599	2010_ca_11599_fruit_t.jpg	6	17.2377	18.3245	3.8608	3.8862	6.0579	6.0706	1.5621	1.5691	0.6086	0.5855	1.0393	0.9706	0.8828	0.4575	0	0	150.9873	117.2865	0	139.1764	110.1465	0	0	0.1251	0	4.5556	8.0426	0	0.5251	0.7966	0.8899	0.8858	1.5702	0.3643	
599-7	599	2010_ca_11599_fruit_t.jpg	7	16.16	17.4295	3.9116	3.9497	5.4991	5.6134	1.4212	1.4058	0.6396	0.6299	1.0155	0.9565	0.9056	0.508	0	0.0017	185.8674	142.5824	0.0111	139.0568	124.895	0	0	0.1728	0	4.4467	9.0968	0	0.5747	0.78	0.8889	0.8843	1.3984	0.385	
599-8	599	2010_ca_11599_fruit_t.jpg	8	16.16	17.4295	3.9116	3.9497	5.4991	5.6134	1.4212	1.4058	0.6396	0.6299	1.0155	0.9565	0.9056	0.508	0	0.0017	185.8674	142.5824	0.0111	139.0568	124.895	0	0	0.1728	0	4.4467	9.0968	0	0.5747	0.78	0.8889	0.8843	1.3984	0.385	
599-9	599	2010_ca_11599_fruit_t.jpg	9	14.9075	12.7987	2.8702	2.9337	5.842	5.9055	2.013	2.0354	0.6681	0.4071	1.6413	0.9272	0.8266	0.4256	0.198	0.0023	134.7298	101.622	0.0032	85.4561	63.2021	0	0.1642	0	0.2095	3.1099	0	19.0565	0.4086	0.7931	0.8867	0.891	2.0444	0.3444	
599-10	599	2010_ca_11599_fruit_t.jpg	10	14.9075	12.7987	2.8702	2.9337	5.842	5.9055	2.013	2.0354	0.6681	0.4071	1.6413	0.9272	0.8266	0.4256	0.198	0.0023	134.7298	101.622	0.0032	85.4561	63.2021	0	0.1642	0	0.2095	3.1099	0	19.0565	0.4086	0.7931	0.8867	0.891	2.0444	0.3444	
600-1	600	2010_ca_11600_fruit_t.jpg	1	16.9567	19.4529	4.4069	4.4323	5.2324	5.334	1.2034	1.1873	0.7089	0.6801	1.0424	0.9526	0.9431	0.539	0	0.0334	198.443	167.0152	0.0287	165.5277	151.4406	0.001	0	0.1472	0	4.8974	6.9052	0	0.5667	0.7828	0.8913	0.8865	1.1884	0.4105	
600-2	600	2010_ca_11600_fruit_t.jpg	2	18.6808	23.2841	4.8006	4.8641	5.4483	5.6896	1.1697	1.1349	0.7963	0.6984	1.1402	0.9194	0.9482	0.5908	0.9622	0.042	191.7815	180.9542	0.0406	171.0109	150.5406	0.0001	0	0	0.0884	6.566	0	7.466	0.529	0.7651	0.8837	0.886	1.1325	0.4381	
600-3	600	2010_ca_11600_fruit_t.jpg	3	17.0263	19.1295	4.8514	4.8514	5.1435	5.2451	1.0812	1.0602	0.5942	0.5654	1.0509	0.9891	0.9874	0.471	0.126	0	156.0427	175.3206	0	169.0664	151.2221	0	0	0	0.1042	2.301	0	3.273	0.5036	0.7816	0.8895	0.8846	1.0592	0.3518	
600-4	600	2010_ca_11600_fruit_t.jpg	4	17.8554	20.6338	4.2672	4.2799	5.9944	6.0198	1.4065	1.4048	0.6101	0.6815	0.8952	0.9658	0.912	0.5243	0	0	280.1582	156.9283	0.0214	149.9402	129.8404	0	0	0.1438	0	7.4461	6.8244	0	0.5422	0.7949	0.8889	0.8868	1.403	0.3814	
600-5	600	2010_ca_11600_fruit_t.jpg	5	17.6399	20.9654	4.7244	4.7498	5.3467	5.4356	1.1444	1.1317	0.6882	0.6935	0.9922	0.9798	0.9612	0.5521	0	0.0165	201.0035	165.868	0.0248	167.3209	146.7355	0	0	0.1432	0	2.0281	2.4799	0	0.5491	0.7869	0.8842	0.8889	1.1351	0.3991	
601-1	601	2010_ca_11601_fruit_t.jpg	1	13.279	12.184	3.556	3.5814	4.2037	4.3307	1.2092	1.1821	0.6214	0.6107	1.0175	0.9627	0.9541	0.5131	0	0.0092	192.8745	150.159	0.0198	173.5375	168.9911	0	0	0.1375	0	5.1882	5.9324	0	0.5337	0.7765	0.8889	0.8889	1.1786	0.3852	
601-2	601	2010_ca_11601_fruit_t.jpg	2	13.787	12.6084	3.4417	3.4544	4.4196	4.5466	1.3162	1.2841	0.6347	0.6384	0.9942	0.978	0.9312	0.5334	0	0.034	177.3432	167.4026	0.0432	171.172	133.7585	0.0001	0	0.1567	0	2.465	3.952	0	0.5447	0.7787	0.891	0.8882	1.287	0.3967	
601-3	601	2010_ca_11601_fruit_t.jpg	3	11.5448	8.523	2.4638	2.5146	4.1275	4.191	1.6667	1.6753	0.7938	0.5979	1.3276	0.9033	0.8601	0.5259	0.4495	0.0165	185.4961	135.9504	0.0151	127.5292	104.2515	0	0	0	0.0793	5.152	0	9.9289	0.5485	0.7842	0.8927	0.8866	1.6753	0.4095	
601-4	601	2010_ca_11601_fruit_t.jpg	4	13.7218	13.1222	3.7719	3.7973	4.2799	4.3434	1.1438	1.1347	0.633	0.5926	1.0682	0.9767	0.965	0.5061	0	0.0012	176.6322	151.0783	0.0021	157.1078	137.6177	0	0	0.1279	0	5.6921	2.745	0	0.5351	0.7859	0.8904	0.8845	1.1356	0.3894	
601-5	601	2010_ca_11601_fruit_t.jpg	5	18.5361	23.1509	4.9149	5.0038	5.2832	5.6515	1.1294	1.0749	0.7209	0.6615	1.0898	0.9461	0.96	0.5463	1.4733	0.0669	256.7127	167.1318	0.0659	160.7832	144.6101	0	0	0	0.1429	4.9482	0	6.9644	0.4337	0.7477	0.8949	0.8877	1.0779	0.4405	
602-1	602	2010_ca_11602_fruit_t.jpg	1	18.7103	23.9556	4.7371	4.7752	6.0071	6.0706	1.2713	1.2681	0.7212	0.6756	1.0675	0.9485	0.9296	0.5253	0.6092	0.0237	192.0012	154.0191	0.021	167.8276	150.5961	0	0	0	0.1372	7.457	0	8.9013	0.454	0.7883	0.8889	0.8847	1.2703	0.4115	
602-2	602	2010_ca_11602_fruit_t.jpg	2	21.5672	29.843	5.1308	5.3213	6.9723	7.0866	1.3317	1.3589	0.6658	0.7376	0.9027	0.9467	0.9133	0.5114	0	0.0469	215.5515	154.7186	0.0502	171.9255	143.6709	0	0	0.1657	0	8.1005	11.7632	0	0.5448	0.7864	0.8939	0.8884	1.3602	0.4013	
602-3	602	2010_ca_11602_fruit_t.jpg	3	22.2644	30.1895	5.334	5.6388	7.0739	7.1374	1.2658	1.3262	0.5929	0.6952	0.8527	0.9287	0.9191	0.4354	0	0.0001	190.5774	130.1444	0.0085	158.9776	139.418	0	0	0.0752	0	13.4848	17.5666	0	0.4342	0.7914	0.8916	0.8845	1.3214	0.374	
602-4	602	2010_ca_11602_fruit_t.jpg	4	17.9999	20.9642	4.445	4.4577	5.8166	5.9436	1.3333	1.3086	0.7029	0.6257	1.1233	0.9764	0.9046	0.52	0.4507	0.016	174.768	152.65	0.0106	161.2414	145.5231	0	0	0	0.1244	4.1606	0	5.0371	0.4957	0.7837	0.8927	0.8883	1.3071	0.3808	
602-5	602	2010_ca_11602_fruit_t.jpg	5	17.5624	19.7306	4.0132	4.0386	5.9182	6.096	1.5094	1.4747	0.7057	0.6108	1.1554	0.9217	0.8866	0.553	0	0	207.2097	147.5132	0	130.9675	114.7491	0	0	0.183	0	7.6326	10.1798	0	0.6	0.7766	0.89	0.8878	1.4762	0.3981	
603-1	603	2010_ca_11603_fruit_t.jpg	1	15.4583	16.6967	4.0005	4.064	4.9403	4.9911	1.2281	1.2349	0.7587	0.6317	1.201	0.9651	0.9378	0.5431	0.2506	0.006	176.6879	153.0406	0.0074	159.6058	136.5441	0	0	0	0.1206	3.5408	0	5.8119	0.5115	0.7908	0.8908	0.8857	1.24	0.412	
603-2	603	2010_ca_11603_fruit_t.jpg	2	16.3922	17.8316	3.7592	3.8354	5.7277	5.8293	1.5199	1.5236	0.7196	0.5608	1.2831	0.941	0.8848	0.4947	0.1508	0	175.4123	135.7954	0.0047	131.2618	108.2081	0	0	0	0.2032	4.845	0	12.0033	0.4161	0.786	0.8911	0.8889	1.5254	0.3964	
603-3	603	2010_ca_11603_fruit_t.jpg	3	20.1182	25.7603	5.2705	5.4229	5.8674	5.9563	1.0984	1.1133	0.6892	0.6771	1.0178	0.9747	0.9657	0.5309	0.7844	0.0322	186.3905	186.2245	0.0273	355.0196	156.833	0	0	0	0.1641	5.7436	0	4.0446	0.3923	0.7863	0.891	0.8846	1.1152	0.4028	
603-4	603	2010_ca_11603_fruit_t.jpg	4	15.7629	16.705	3.9243	4.0132	5.1816	5.2197	1.3006	1.3204	0.6926	0.6149	1.1263	0.9275	0.9191	0.4756	0.4527	0.016	184.7207	151.3025	0.0078	152.0175	126.9107	0	0	0	0.1323	9.5341	0	12.7206	0.4745	0.7951	0.8907	0.8883	1.3252	0.3919	
603-5	603	2010_ca_11603_fruit_t.jpg	5	14.1911	13.5867	3.429	3.5052	4.5466	4.6609	1.3297	1.3259	0.8037	0.6926	1.1604	0.9153	0.9133	0.5715	0.8605	0.0353	203.3533	164.1475	0.0356	152.3092	132.3772	0	0	0	0.2148	4.8333	0	7.1273	0.3569	0.7814	0.8966	0.891	1.3241	0.424	
604-1	604	2010_ca_11604_fruit_t.jpg	1	12.8882	10.84	3.1369	3.175	4.2291	4.2545	1.34	1.3482	0.5749	0.6518	0.882	0.9543	0.9209	0.5252	0.722	0.0294	190.2955	160.9581	0.0327	156.2505	128.1337	0.0001	0	0	0.1339	5.9192	0	4.8233	0.4388	0.7904	0.8889	0.8829	1.3469	0.3953	
604-2	604	2010_ca_11604_fruit_t.jpg	2	14.2558	14.325	3.7973	3.81	4.6863	4.699	1.2333	1.2341	0.6388	0.6154	1.038	0.9818	0.9464	0.5244	0	0.0034	169.8133	139.4563	0.0011	150.4437	132.9596	0	0	0.1234	0	5.7046	1.1806	0	0.5216	0.7967	0.8909	0.8855	1.2353	0.3812	
604-3	604	2010_ca_11604_fruit_t.jpg	3	16.0374	17.6972	4.1783	4.2545	5.1054	5.207	1.2239	1.2219	0.6869	0.6444	1.066	0.9406	0.9382	0.4997	0.1372	0	158.4175	129.5897	0	184.7146	148.0215	0	0	0	0.1487	9.3081	0	9.2335	0.4463	0.7824	0.8889	0.884	1.2214	0.3999	
604-4	604	2010_ca_11604_fruit_t.jpg	4	17.2081	20.2369	4.3561	4.3942	5.4864	5.6134	1.2775	1.2595	0.6997	0.6618	1.0573	0.9752	0.9296	0.5255	0.4262	0.0147	206.0541	157.5556	0.0195	167.2326	142.2643	0.0001	0	0	0.1262	3.2063	0	4.4029	0.4661	0.78	0.8889	0.8866	1.2647	0.4143	
604-5	604	2010_ca_11604_fruit_t.jpg	5	15.1627	15.6669	3.9878	4.0132	4.5593	4.7625	1.1867	1.1433	0.7197	0.6624	1.0865	0.9592	0.9484	0.5352	1.1065	0.0491	214.3742	176.072	0.0665	166.7786	149.3914	0	0	0	0.101	3.3556	0	5.419	0.5173	0.7647	0.891	0.8854	1.144	0.4219	
605-1	605	2010_ca_11605_fruit_t.jpg	1	14.6235	14.6855	3.9116	3.9243	4.8768	4.9149	1.2524	1.2468	0.5487	0.5617	0.9769	0.9834	0.9491	0.4767	0	0	153.9644	121.2731	0	171.0384	151.8013	0.0002	0	0.1417	0	2.2876	3.9643	0	0.5452	0.7927	0.8895	0.8895	1.2439	0.3507	
605-2	605	2010_ca_11605_fruit_t.jpg	2	17.5076	20.8842	4.8133	4.953	5.4991	5.5245	1.1154	1.1425	0.5831	0.6544	0.8911	0.9633	0.9659	0.4536	0	0.0101	189.5102	140.3995	0.0119	168.9871	143.9472	0.0004	0	0.1549	0	7.5507	9.2931	0	0.5264	0.7926	0.8889	0.8866	1.1391	0.3698	
605-3	605	2010_ca_11605_fruit_t.jpg	3	18.3483	23.4177	5.08	5.1054	5.5118	5.6007	1.097	1.085	0.6575	0.6725	0.9777	0.9831	0.9711	0.5316	0	0	200.7915	160.7151	0	173.4505	154.8689	0	0	0.0857	0	2.5568	3.793	0	0.4649	0.7864	0.8895	0.8872	1.0813	0.4011	
605-4	605	2010_ca_11605_fruit_t.jpg	4	14.4621	14.5819	3.8862	3.9243	4.6482	4.6736	1.1909	1.1961	0.5915	0.6895	0.8578	0.9764	0.9536	0.5029	0	0.0096	167.7059	132.9543	0.006	168.2265	157.1422	0	0	0.1845	0	3.8556	6.8506	0	0.5679	0.7956	0.8902	0.8875	1.1967	0.3811	
605-5	605	2010_ca_11605_fruit_t.jpg	5	15.6877	16.58	4.3942	4.4577	4.6863	4.8768	1.094	1.0665	0.5665	0.5405	1.0481	0.9613	0.9797	0.4823	0	0.0049	186.3381	144.6322	0.0164	355.5407	172.9058	0	0	0.1235	0	7.0026	6.8486	0	0.487	0.7676	0.8909	0.8855	1.0652	0.38	
606-1	606	2010_ca_11606_fruit_t.jpg	1	14.7199	14.9105	3.8354	3.8481	4.6609	4.7371	1.231	1.2152	0.7351	0.606	1.2131	0.9606	0.9437	0.545	0.7177	0.0291	206.4419	172.2244	0.0336	156.3963	133.5704	0	0	0	0.1404	3.9516	0	7.0298	0.4718	0.7849	0.8902	0.8848	1.2167	0.4046	
606-2	606	2010_ca_11606_fruit_t.jpg	2	15.2289	15.5745	3.9624	4.0132	4.7371	4.8514	1.2089	1.1955	0.6923	0.6474	1.0693	0.9609	0.948	0.5223	0	0.0355	207.0013	167.9116	0.0449	168.3541	160.7578	0.0002	0	0.1296	0	5.7297	6.9714	0	0.5471	0.7769	0.8916	0.881	1.1935	0.4029	
606-3	606	2010_ca_11606_fruit_t.jpg	3	14.8102	14.5146	3.9878	4.0005	4.4196	4.4958	1.1238	1.1083	0.6752	0.6178	1.0928	0.9714	0.9701	0.5395	0.8338	0.0356	197.7161	164.5732	0.0376	166.4705	148.0928	0.0006	0	0	0.0868	3.7224	0	4.4586	0.5311	0.7875	0.891	0.8882	1.112	0.3934	
606-4	606	2010_ca_11606_fruit_t.jpg	4	12.8882	11.2837	3.3655	3.3909	3.9878	4.0767	1.2022	1.1849	0.7434	0.6075	1.2236	0.9592	0.9478	0.5571	0.5911	0.0226	187.7139	159.8098	0.0252	166.3924	153.4366	0	0	0	0.1534	5.0062	0	5.6203	0.4424	0.7813	0.8897	0.8865	1.1905	0.4106	
606-5	606	2010_ca_11606_fruit_t.jpg	5	13.1666	11.6497	3.2639	3.2766	4.191	4.2672	1.3023	1.284	0.7899	0.6926	1.1404	0.9204	0.9209	0.5764	0.1486	0.0008	221.154	162.9521	0.0045	160.3411	153.4637	0	0	0	0.1317	3.5194	0	6.8093	0.4881	0.7881	0.8919	0.8889	1.2941	0.4144	
607-1	607	2010_ca_11607_fruit_t.jpg	1	12.5765	11.1813	3.5179	3.5306	3.9243	3.9497	1.1187	1.1155	0.6606	0.6029	1.0958	0.9902	0.9721	0.5173	0.1968	0.0035	205.9725	153.0811	0.0033	157.1958	143.1479	0	0	0	0.1098	2.7065	0	2.2635	0.5113	0.7935	0.8913	0.8849	1.1182	0.3869	
607-2	607	2010_ca_11607_fruit_t.jpg	2	12.6943	11.3718	3.7592	3.7719	3.7465	3.7465	0.9933	0.9966	0.6385	0.6757	0.945	0.9675	0.9909	0.4924	0	0.0103	184.0785	159.5479	0.011	168.9921	159.6242	0	0	0.122	0	5.0102	5.3514	0	0.5017	0.7959	0.8897	0.883	0.9915	0.3848	
607-3	607	2010_ca_11607_fruit_t.jpg	3	13.9108	12.5243	3.8227	3.8227	4.2291	4.318	1.1296	1.1063	0.5581	0.5216	1.0701	0.9654	0.9762	0.4433	0.4002	0.0138	169.5062	141.3183	0.0008	159.7427	150.8899	0	0	0	0.0954	5.6785	0	6.6333	0.5029	0.7788	0.8889	0.8829	1.1	0.3591	
607-4	607	2010_ca_11607_fruit_t.jpg	4	14.2391	13.723	3.6449	3.7592	4.6863	4.7117	1.2534	1.2857	0.5784	0.6969	0.83	0.932	0.9367	0.4691	0	0.0398	200.0051	137.0035	0.0325	160.1941	144.8815	0	0	0.2123	0	6.8514	11.2576	0	0.5903	0.7946	0.8936	0.8855	1.2895	0.3812	
607-5	607	2010_ca_11607_fruit_t.jpg	5	12.9208	11.6863	3.7719	3.81	3.937	3.9497	1.0367	1.0438	0.5825	0.5825	1	0.9824	0.9924	0.4927	0	0	194.9776	157.9998	0	157.1883	152.0817	0	0	0.1349	0	4.0839	4.0201	0	0.5209	0.8	0.8921	0.8889	1.0508	0.3656	
