	Tomato Analyzer - Shape Individual Data																																					
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	Comments
unique#	Plot #	image files	Fruit	SP:0000087|unit:centimeter	SP:0000085|unit:square centimeter	SP:0000133|unit:centimeter	SP:0000134|unit:centimeter	SP:0000135|unit:centimeter	SP:0000136|unit:centimeter	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154|unit:centimeter	SP:0000369	SP:0000370	SP:0000079|unit:square centimeter	SP:0000155	SP:0000160	SP:0000076|unit:square centimeter	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
668-3	668	2010_ca_11668_fruit_t.jpg	3	13.4847	12.288	3.6703	3.683	4.0132	4.064	1.1034	1.0934	0.6436	0.7301	0.8815	0.9616	0.9697	0.5434	0	0.0237	225.8467	165.84	0.0113	183.9754	162.3218	0	0	0.1405	0	5.4295	5.2976	0	0.5156	0.79	0.8905	0.8873	1.0957	0.4025	
668-4	668	2010_ca_11668_fruit_t.jpg	4	14.7879	14.7503	3.9243	3.9243	4.6736	4.7371	1.2071	1.1909	0.5405	0.6828	0.7915	0.9719	0.9537	0.5191	0	0.0164	222.1303	158.2365	0.0045	162.7136	142.8887	0.0001	0	0.1342	0	5.2903	7.0682	0	0.4987	0.7903	0.8909	0.8855	1.1951	0.3789	
668-5	668	2010_ca_11668_fruit_t.jpg	5	15.8745	17.6792	4.6101	4.6355	4.445	4.6609	1.0055	0.9642	0.6529	0.7218	0.9046	0.9671	0.9874	0.5461	0	0.0296	210.0395	170.9452	0.0388	173.4927	165.9218	0	0	0.1603	0	3.4645	5.6868	0	0.5368	0.765	0.8917	0.8889	0.9722	0.4222	
669-1	669	2010_ca_11669_fruit_t.jpg	1	11.8073	9.7885	3.048	3.0734	3.937	3.937	1.281	1.2917	0.6	0.6792	0.8834	0.9701	0.9315	0.5224	0	0	158.766	149.0313	0.0039	139.787	129.7987	0	0	0.1297	0	3.2621	5.1743	0	0.5065	0.8026	0.8921	0.8889	1.2917	0.3838	
669-2	669	2010_ca_11669_fruit_t.jpg	2	12.2427	10.5964	3.5433	3.556	3.6449	3.683	1.0357	1.0287	0.6487	0.6774	0.9577	0.9814	0.986	0.5224	0	0	174.5599	150.1231	0	172.8646	147.2222	0	0	0.1338	0	2.7716	2.7133	0	0.5207	0.7889	0.8906	0.8837	1.027	0.3949	
669-3	669	2010_ca_11669_fruit_t.jpg	3	14.8282	15.2537	4.1148	4.1148	4.5847	4.6482	1.1296	1.1142	0.6265	0.6512	0.9621	0.9838	0.9712	0.52	0	0.0102	165.4104	160.1773	0.0125	169.5769	151.6157	0	0	0.096	0	3.8027	4.2786	0	0.4617	0.789	0.8889	0.8889	1.1163	0.3829	
669-4	669	2010_ca_11669_fruit_t.jpg	4	14.3384	14.2169	4.2291	4.2926	3.9116	4.0132	0.9349	0.9249	0.8408	0.5736	1.466	0.9153	0.9804	0.5479	0.1601	0	177.2046	245.0877	0	162.9408	136.062	0	0	0	0.2405	2.5873	0	11.8546	0.3987	0.781	0.8881	0.8881	0.9318	0.4213	
669-5	669	2010_ca_11669_fruit_t.jpg	5	12.4482	11.0466	3.5306	3.5433	3.8862	3.9116	1.1039	1.1007	0.6367	0.6043	1.0536	0.9913	0.9768	0.5069	0	0.0096	178.9765	146.0814	0.0066	166.1372	151.9124	0.0004	0	0.1174	0	2.8013	1.054	0	0.5065	0.7948	0.8938	0.8841	1.0991	0.3788	
670-1	670	2010_ca_11670_fruit_t.jpg	1	15.0021	15.2401	4.0132	4.0386	4.7244	4.9149	1.217	1.1772	0.5601	0.6171	0.9077	0.9785	0.9554	0.4823	0	0.0159	185.445	138.8683	0.0135	159.9185	153.4121	0	0.0289	0.143	0	2.4974	5.9495	0	0.5297	0.7668	0.8916	0.8862	1.1746	0.38	
670-2	670	2010_ca_11670_fruit_t.jpg	2	15.1676	14.719	3.7973	3.8227	4.7117	4.9657	1.299	1.2408	0.709	0.5251	1.3503	0.9434	0.936	0.4991	0.4946	0.0187	191.0288	149.9142	0.0203	151.3335	125.888	0.0004	0	0	0.083	7.3462	0	7.8733	0.5499	0.759	0.8889	0.8889	1.2437	0.3937	
670-3	670	2010_ca_11670_fruit_t.jpg	3	13.8311	13.335	3.5687	3.5814	4.3434	4.4831	1.2518	1.2171	0.6548	0.7189	0.9109	0.9567	0.9383	0.5632	0	0.0287	198.8957	150.1383	0.0196	171.4286	145.1952	0.0001	0	0.166	0	5.0341	4.4448	0	0.5411	0.7727	0.8889	0.886	1.2143	0.4212	
670-4	670	2010_ca_11670_fruit_t.jpg	4	13.4401	12.5363	3.6195	3.6449	4.2926	4.318	1.1847	1.186	0.5649	0.7368	0.7667	0.9576	0.9545	0.4914	0	0	173.9594	144.7633	0	155.5924	156.1384	0	0	0.2004	0	3.9676	8.8846	0	0.5706	0.7965	0.8911	0.8882	1.1947	0.3834	
670-5	670	2010_ca_11670_fruit_t.jpg	5	16.8349	19.2767	5.0673	5.207	4.8387	4.9149	0.9439	0.9549	0.5915	0.6015	0.9833	0.9705	0.9771	0.4801	0	0.029	214.0811	153.3514	0.0274	173.5914	160.8737	0.0001	0	0.0984	0	11.329	5.3154	0	0.4729	0.7876	0.8915	0.8889	0.956	0.3647	
671-1	671	2010_ca_11671_fruit_t.jpg	1	15.416	16.4763	4.064	4.0894	5.08	5.1181	1.2516	1.25	0.6125	0.5969	1.0262	0.9817	0.9442	0.508	0.1208	0	195.6144	162.4662	0.011	149.5192	133.5075	0	0	0	0.083	4.2935	0	5.3583	0.5385	0.796	0.8914	0.8889	1.25	0.3702	
671-2	671	2010_ca_11671_fruit_t.jpg	2	14.4392	14.3474	3.7211	3.7719	4.6482	4.7371	1.2559	1.2491	0.7099	0.6041	1.1751	0.9656	0.9315	0.5084	0.4711	0.0167	181.81	156.2326	0.0147	164.5539	133.485	0	0	0	0.1516	4.543	0	6.6149	0.4558	0.7849	0.8902	0.8875	1.2586	0.4019	
671-3	671	2010_ca_11671_fruit_t.jpg	3	17.0934	19.4029	3.9497	3.9878	6.1595	6.1595	1.5446	1.5595	0.6141	0.6238	0.9845	0.9861	0.8861	0.5068	0	0	160.632	133.2814	0	149.1502	120.5474	0	0	0.1361	0	3.2252	5.2109	0	0.5361	0.7975	0.8894	0.8874	1.5565	0.375	
671-4	671	2010_ca_11671_fruit_t.jpg	4	16.3547	18.3496	4.191	4.2037	5.1435	5.207	1.2387	1.2273	0.7273	0.703	1.0345	0.9494	0.9337	0.5394	0	0.0293	200.3717	165.359	0.0214	169.8719	144.1554	0	0	0.1244	0	4.6259	6.297	0	0.5244	0.7873	0.8895	0.8846	1.2197	0.4131	
671-5	671	2010_ca_11671_fruit_t.jpg	5	15.953	16.5548	3.9878	3.9878	4.8641	5.1689	1.2962	1.2197	0.7197	0.5892	1.2216	0.9475	0.9289	0.5258	1.1049	0.0484	223.6738	164.9958	0.0684	1.3584	120.9009	0.0001	0	0	0.1476	4.4951	0	8.5559	0.4742	0.7488	0.8889	0.8837	1.216	0.4185	
672-1	672	2010_ca_11672_fruit_t.jpg	1	16.0446	17.3292	4.1529	4.2926	5.2705	5.2959	1.2337	1.2691	0.5535	0.7034	0.787	0.9486	0.9451	0.4778	0	0.032	221.2003	125.0279	0.03	161.3721	142.6651	0.0001	0	0.2303	0	5.363	13.7982	0	0.6211	0.7933	0.8992	0.8871	1.2692	0.3728	
672-2	672	2010_ca_11672_fruit_t.jpg	2	16.6496	19.4992	4.9149	4.9911	4.9657	5.0673	1.0153	1.0103	0.5426	0.6693	0.8108	0.9715	0.9871	0.4871	0	0.011	169.8569	139.3957	0.0003	175.193	156.5541	0.0004	0	0.2	0	2.892	10.2551	0	0.5764	0.7839	0.8889	0.8864	1.013	0.3757	
672-3	672	2010_ca_11672_fruit_t.jpg	3	15.5838	16.7882	4.0767	4.0894	5.1816	5.2324	1.2795	1.271	0.6417	0.5545	1.1573	0.9865	0.9411	0.5174	0.1211	0	149.1197	137.6571	0	148.3117	123.6842	0	0	0	0.0844	4.017	0	3.3178	0.5316	0.7932	0.8907	0.8907	1.2734	0.3703	
672-4	672	2010_ca_11672_fruit_t.jpg	4	17.0101	19.8016	4.8514	4.8768	5.2578	5.3594	1.099	1.0838	0.5471	0.555	0.9858	0.981	0.9862	0.4734	0	0	195.4213	166.1723	0	167.614	156.7183	0.0005	0	0.1281	0	5.5107	5.1305	0	0.5095	0.7838	0.8895	0.8871	1.0855	0.3582	
672-5	672	2010_ca_11672_fruit_t.jpg	5	14.8854	15.2222	4.0767	4.1148	4.3307	4.4831	1.0895	1.0623	0.6729	0.7414	0.9076	0.9367	0.9672	0.553	0	0.0342	200.173	179.0089	0.0474	177.4306	165.5376	0	0	0.1599	0	7.7273	5.2601	0	0.5382	0.7727	0.8918	0.8918	1.0625	0.4205	
673-1	673	2010_ca_11673_fruit_t.jpg	1	11.0317	8.38	2.7178	2.7305	3.7973	3.81	1.3953	1.3972	0.6075	0.6355	0.9559	0.9819	0.9126	0.5053	0	0	162.395	135.5267	0	161.6121	131.8244	0	0	0.1404	0	1.6321	3.3598	0	0.5233	0.796	0.8914	0.8848	1.4	0.3884	
673-2	673	2010_ca_11673_fruit_t.jpg	2	14.2973	12.9842	3.3528	3.4925	4.6355	4.826	1.3818	1.3826	0.7576	0.5227	1.4493	0.9007	0.9077	0.5046	1.1783	0.0509	194.4916	173.1568	0.041	166.3343	127.6718	0.0001	0	0	0.2385	5.0792	0	15.1825	0.3684	0.7652	0.8923	0.8841	1.381	0.4058	
673-3	673	2010_ca_11673_fruit_t.jpg	3	16.5323	16.0574	3.81	3.937	4.9657	5.0038	1.271	1.3033	0.75	0.66	1.1364	0.9118	0.9207	0.5204	0.7363	0.0302	219.6104	168.372	0.0274	162.0141	125.9942	0.0004	0	0	0.1313	6.5522	0	9.6861	0.4264	0.7939	0.8991	0.8889	1.3	0.4093	
673-4	673	2010_ca_11673_fruit_t.jpg	4	15.9617	16.5392	4.1529	4.2037	4.6355	5.0292	1.1964	1.1162	0.6177	0.6667	0.9266	0.9179	0.952	0.4933	0	0.0408	203.822	155.5312	0.0068	139.0242	121.458	0.0001	0	0.1856	0	9.0886	12.0758	0	0.5909	0.7342	0.8869	0.8841	1.1154	0.4225	
673-5	673	2010_ca_11673_fruit_t.jpg	5	13.2897	11.4756	3.0861	3.1496	4.4704	4.4704	1.4194	1.4486	0.679	0.7119	0.9538	0.9358	0.8993	0.5271	0	0	224.7732	137.1002	0	157.2093	140.3407	0	0	0.2046	0	4.0826	7.9919	0	0.6222	0.7977	0.8889	0.8861	1.4583	0.4066	
674-1	674	2010_ca_11674_fruit_t.jpg	1	17.4942	20.3075	4.2799	4.2926	5.8801	5.969	1.3905	1.3739	0.6677	0.549	1.2162	0.9764	0.9194	0.5171	0.3173	0.0089	174.8952	141.7722	0.0035	123.7715	117.1246	0	0	0	0.1602	3.8806	0	8.2849	0.4447	0.7846	0.8867	0.8846	1.3731	0.3848	
674-2	674	2010_ca_11674_fruit_t.jpg	2	16.9023	18.7056	3.7719	3.8227	5.8928	5.9563	1.5581	1.5623	0.7609	0.6162	1.235	0.9494	0.8779	0.5267	0.4028	0.0137	189.6446	144.9997	0.0203	152.4509	112.2363	0	0	0	0.1164	5.4145	0	8.8367	0.4904	0.7906	0.8894	0.8873	1.5678	0.4087	
674-3	674	2010_ca_11674_fruit_t.jpg	3	17.1853	19.5393	4.1275	4.2037	5.7658	5.8166	1.3837	1.3969	0.6585	0.7108	0.9264	0.972	0.9091	0.5449	0	0.0238	178.6532	149.1597	0.0085	164.2985	136.6871	0.0002	0	0.1269	0	4.1729	5.8727	0	0.4978	0.7921	0.8873	0.8873	1.4031	0.3945	
674-4	674	2010_ca_11674_fruit_t.jpg	4	13.865	12.9759	3.5306	3.683	4.4069	4.4704	1.2138	1.2482	0.7626	0.5396	1.4133	0.9505	0.939	0.5026	0.588	0.0212	154.0219	152.9037	0.0134	146.6234	119.8151	0	0	0	0.2551	5.2308	0	11.0035	0.3494	0.7863	0.8875	0.879	1.2432	0.4018	
674-5	674	2010_ca_11674_fruit_t.jpg	5	14.3951	13.293	3.4798	3.6195	4.7625	4.8641	1.3439	1.3686	0.5584	0.5547	1.0066	0.9301	0.9181	0.4488	0	0.0411	206.1282	157.5061	0.0252	132.4545	128.5892	0	0	0.1401	0	7.466	10.0704	0	0.5248	0.7801	0.8922	0.8843	1.367	0.3809	
675-1	675	2010_ca_11675_fruit_t.jpg	1	14.9626	14.0382	4.0132	4.0259	4.2418	4.3434	1.0789	1.057	0.6456	0.6456	1	0.9479	0.9763	0.5142	0	0.055	207.052	157.1568	0.0361	168.5411	162.1022	0.0005	0	0.1455	0	6.0323	4.8987	0	0.5614	0.7801	0.8896	0.8867	1.0556	0.3951	
675-2	675	2010_ca_11675_fruit_t.jpg	2	13.4678	12.6416	3.7211	3.7719	4.2291	4.2799	1.1347	1.1365	0.5802	0.6519	0.8901	0.9724	0.9701	0.5028	0	0.0379	197.5864	157.5449	0.021	164.1671	148.0736	0	0	0.1624	0	4.497	6.1318	0	0.5549	0.7857	0.8889	0.8829	1.1379	0.3863	
675-3	675	2010_ca_11675_fruit_t.jpg	3	17.7003	20.8887	5.1943	5.2705	4.8514	5.0038	0.9494	0.934	0.6259	0.6748	0.9275	0.9553	0.982	0.4845	0	0.0218	212.228	185.1771	0.0533	174.4719	164.1075	0	0	0.1777	0	8.3868	8.2005	0	0.5964	0.7735	0.8889	0.8863	0.9325	0.399	
675-4	675	2010_ca_11675_fruit_t.jpg	4	14.7612	14.7501	4.1275	4.2291	4.3688	4.445	1.0511	1.0585	0.64	0.6492	0.9858	0.9508	0.9755	0.5015	0	0.0148	196.5068	156.5551	0.0203	171.2319	149.6978	0	0	0.1677	0	5.5559	6.1837	0	0.58	0.7851	0.8896	0.8867	1.062	0.3929	
675-5	675	2010_ca_11675_fruit_t.jpg	5	13.8256	13.0756	3.8481	3.8989	4.4958	4.5593	1.1694	1.1683	0.6073	0.495	1.2267	0.9594	0.9642	0.4328	0.7032	0.0283	201.325	158.8715	0.0192	135.0782	119.6463	0	0	0	0.151	4.9609	0	7.0131	0.4596	0.7877	0.8896	0.8868	1.175	0.3443	
676-1	676	2010_ca_11676_fruit_t.jpg	1	13.9864	13.0458	3.6195	3.683	4.3688	4.4831	1.2172	1.207	0.6281	0.6281	1	0.8992	0.9379	0.4553	0.1316	0	168.9657	140.4375	0	25.2676	145.5835	0	0	0	0.1265	10.2443	0	11.9412	0.4504	0.7784	0.8896	0.8867	1.2124	0.3987	
676-2	676	2010_ca_11676_fruit_t.jpg	2	16.1508	17.543	3.9878	4.0259	5.334	5.3594	1.3312	1.3376	0.7357	0.6178	1.1907	0.9324	0.9172	0.5254	0.1326	0	173.6575	158.5688	0	156.889	139.2347	0	0	0	0.1304	8.7007	0	6.5348	0.4763	0.7981	0.8912	0.8889	1.344	0.3934	
676-3	676	2010_ca_11676_fruit_t.jpg	3	14.1778	13.0403	3.6576	3.7592	4.4196	4.5085	1.1993	1.2083	0.7465	0.5174	1.443	0.9442	0.9517	0.5151	0.5545	0.0201	213.1657	148.7848	0.0325	169.054	138.4418	0.0024	0	0	0.2105	4.661	0	11.2949	0.3831	0.7853	0.8968	0.9115	1.2087	0.3789	
676-4	676	2010_ca_11676_fruit_t.jpg	4	15.7998	16.318	4.191	4.2291	4.9657	5.0546	1.1952	1.1848	0.6	0.5545	1.082	0.9481	0.9538	0.4851	1.0323	0.0449	186.4477	184.226	0.0155	158.8089	137.2211	0.0003	0	0	0.14	5.2393	0	7.8765	0.4648	0.7859	0.8864	0.8889	1.1818	0.3606	
676-5	676	2010_ca_11676_fruit_t.jpg	5	15.7329	16.5203	4.2672	4.4958	4.9657	5.0165	1.1158	1.1637	0.4821	0.5833	0.8265	0.9115	0.9617	0.421	0	0.0377	192.3574	130.502	0.0008	349.2937	137.9002	0.0001	0	0.1505	0	11.6878	9.7507	0	0.5443	0.7919	0.894	0.8914	1.1642	0.3588	
677-1	677	2010_ca_11677_fruit_t.jpg	1	13.4073	12.3255	3.9878	4.0005	3.7719	3.7973	0.9492	0.9459	0.5987	0.7548	0.7932	0.9721	0.9919	0.5423	0	0.0357	209.5059	171.7355	0.0218	359.6733	162.618	0.0001	0	0.1852	0	1.0973	6.965	0	0.5485	0.7919	0.8906	0.8839	0.944	0.3936	
677-2	677	2010_ca_11677_fruit_t.jpg	2	14.8346	15.2182	3.683	3.7211	4.9784	5.0038	1.3447	1.3517	0.6586	0.6828	0.9646	0.9708	0.9188	0.533	0	0	144.8196	148.8689	0	158.9437	138.349	0	0	0.1295	0	3.4224	4.4966	0	0.5102	0.7939	0.8889	0.8864	1.3448	0.3975	
677-3	677	2010_ca_11677_fruit_t.jpg	3	15.4753	16.4845	4.5974	4.5974	4.5593	4.6101	1.0028	0.9917	0.6492	0.5525	1.175	0.9729	0.986	0.4985	0.8408	0.0355	208.8468	170.0479	0.0003	168.7565	157.2081	0.0001	0	0	0.1209	7.1796	0	5.6898	0.4904	0.7901	0.891	0.8854	0.9931	0.367	
677-4	677	2010_ca_11677_fruit_t.jpg	4	14.1373	14.0419	4.0259	4.0386	4.445	4.4831	1.1101	1.1041	0.5868	0.5647	1.0391	0.9789	0.9755	0.463	0	0.014	182.8258	142.8859	0.0119	165.4619	138.7096	0	0	0.1445	0	4.7898	5.1041	0	0.5411	0.7955	0.8917	0.8889	1.1111	0.3635	
677-5	677	2010_ca_11677_fruit_t.jpg	5	16.5067	19.0095	4.8387	4.8768	4.7498	4.9022	1.0052	0.9816	0.622	0.6667	0.9331	0.9789	0.9908	0.5028	0	0.029	207.2088	157.8073	0.031	175.9826	157.8644	0	0	0.1045	0	5.2364	4.4047	0	0.4819	0.774	0.8922	0.8869	0.9803	0.3963	
678-1	678	2010_ca_11678_fruit_t.jpg	1	16.2426	16.9919	3.9624	3.9751	5.1054	5.1562	1.2971	1.2885	0.7115	0.6603	1.0777	0.9468	0.9301	0.5508	0.663	0.0269	188.2684	152.0418	0.0191	169.3094	140.5641	0	0	0	0.0964	7.5975	0	3.0128	0.5099	0.7901	0.8889	0.8864	1.2903	0.4084	
678-2	678	2010_ca_11678_fruit_t.jpg	2	18.1069	22.7809	4.9022	4.9657	5.5753	5.6515	1.1381	1.1373	0.671	0.6736	0.9962	0.9819	0.9601	0.5303	0	0	200.4283	159.9918	0	169.1341	158.1594	0	0	0.14	0	2.3604	3.5769	0	0.5303	0.7883	0.8929	0.8861	1.1364	0.4006	
678-3	678	2010_ca_11678_fruit_t.jpg	3	16.6406	18.7024	4.4577	4.5466	5.0927	5.1562	1.1341	1.1425	0.7123	0.6239	1.1416	0.8988	0.9495	0.4707	0.1288	0	207.5097	164.7406	0.0164	155.8878	137.7829	0	0	0	0.1153	12.9432	0	14.6471	0.4975	0.7901	0.8864	0.8889	1.1429	0.3931	
678-4	678	2010_ca_11678_fruit_t.jpg	4	17.1037	19.4995	4.445	4.6736	5.2705	5.5499	1.1875	1.1857	0.6429	0.5971	1.0766	0.8315	0.9277	0.4239	1.4311	0.0649	208.5022	167.2203	0.0474	155.8422	125.0338	0.0006	0	0	0.1347	17.8784	0	21.8474	0.4348	0.7569	0.9066	0.88	1.1786	0.3997	
678-5	678	2010_ca_11678_fruit_t.jpg	5	15.9468	17.0525	3.8862	3.9878	5.4737	5.4991	1.379	1.4085	0.6765	0.5882	1.15	0.9296	0.9084	0.4852	0.2653	0.007	184.37	152.5871	0.0144	350.2795	122.6687	0.0005	0	0	0.0977	7.3611	0	10.6006	0.515	0.7963	0.8866	0.8889	1.4098	0.3765	
679-1	679	2010_ca_11679_fruit_t.jpg	1	14.2986	13.7224	3.5179	3.6195	4.7752	4.826	1.3333	1.3574	0.6823	0.6209	1.0988	0.9178	0.9189	0.4908	0	0.0128	211.3617	171.7891	0.0462	349.1034	139.1545	0	0	0.179	0	8.248	9.6761	0	0.5895	0.7916	0.8929	0.8902	1.3636	0.3907	
679-2	679	2010_ca_11679_fruit_t.jpg	2	19.1755	23.3504	4.699	4.7117	5.9944	6.1214	1.2992	1.2757	0.7054	0.6459	1.0921	0.9434	0.9291	0.5069	0.9194	0.0395	155.2498	99.3762	0.0357	150.5711	148.3303	0.0008	0	0	0.1144	7.1684	0	10.1108	0.4938	0.7817	0.8889	0.8868	1.2703	0.3962	
679-3	679	2010_ca_11679_fruit_t.jpg	3	17.6612	21.7677	4.8133	4.8387	5.3721	5.4229	1.1207	1.1161	0.7361	0.686	1.0731	0.9566	0.961	0.541	0.2249	0.0051	185.6442	174.5041	0.0109	168.8259	156.2034	0.0001	0	0	0.0879	5.6643	0	6.3658	0.5246	0.7887	0.8889	0.8842	1.1126	0.4095	
679-4	679	2010_ca_11679_fruit_t.jpg	4	18.9469	24.2838	4.8006	4.8641	6.0325	6.1341	1.2611	1.2566	0.7011	0.6905	1.0153	0.9301	0.9275	0.504	0	0.0397	213.2544	156.2319	0.0338	172.1596	146.7653	0.0001	0	0.1468	0	9.5021	11.6937	0	0.5631	0.7842	0.8894	0.8832	1.2517	0.4045	
679-5	679	2010_ca_11679_fruit_t.jpg	5	18.7992	24.0009	4.9149	5.0165	6.2103	6.2103	1.238	1.2636	0.4755	0.6408	0.7419	0.9346	0.938	0.4449	0	0.0266	232.504	163.0339	0.0588	142.8218	128.4735	0	0	0.1045	0	10.7316	13.7868	0	0.4683	0.7992	0.8904	0.8864	1.2662	0.366	
680-1	680	2010_ca_11680_fruit_t.jpg	1	15.7023	16.7442	3.9878	4.0513	4.9784	5.1054	1.2602	1.2484	0.6847	0.6497	1.0539	0.9496	0.9324	0.5255	0	0.0168	211.09	165.3854	0.0314	164.5009	137.4159	0	0	0.1624	0	6.4439	8.1384	0	0.5697	0.7781	0.8889	0.8864	1.248	0.4099	
680-2	680	2010_ca_11680_fruit_t.jpg	2	14.7768	15.1809	3.9243	3.9497	4.5593	4.7498	1.2026	1.1618	0.6828	0.6181	1.1047	0.9648	0.9496	0.5253	0.2551	0.0069	179.1559	160.323	0.0079	174.7842	147.858	0	0	0	0.0694	6.2252	0	4.7	0.5481	0.7668	0.8882	0.8854	1.1626	0.4129	
680-3	680	2010_ca_11680_fruit_t.jpg	3	15.9499	17.1238	4.2926	4.3053	4.7117	4.9657	1.1534	1.0976	0.6716	0.6361	1.0558	0.9588	0.9624	0.5199	0	0	226.1773	167.4636	0.0192	159.5053	140.9208	0	0	0.1279	0	8.6179	5.003	0	0.5294	0.759	0.8889	0.8889	1.0963	0.4088	
680-4	680	2010_ca_11680_fruit_t.jpg	4	15.5499	17.1325	4.1783	4.191	4.9784	4.9911	1.1909	1.1915	0.6626	0.6596	1.0046	0.9749	0.9535	0.5207	0.1195	0	168.3494	148.2154	0.0001	157.6177	147.4136	0.0003	0	0	0.0781	4.0867	0	4.7842	0.5318	0.7959	0.8889	0.8864	1.1908	0.3956	
680-5	680	2010_ca_11680_fruit_t.jpg	5	14.8515	15.0827	3.8354	3.8354	4.5085	4.572	1.1921	1.1755	0.7881	0.7152	1.1019	0.9341	0.9418	0.5883	0.2507	0.0061	201.7544	176.1404	0.0197	164.1939	149.7486	0	0	0	0.1137	3.624	0	3.2724	0.5028	0.7855	0.8896	0.884	1.175	0.4316	
681-1	681	2010_ca_11681_fruit_t.jpg	1	15.5871	16.4619	4.0259	4.0767	4.9276	4.9784	1.2212	1.224	0.6972	0.6656	1.0474	0.9704	0.944	0.5439	0	0.0314	183.4086	157.2327	0.0219	161.1323	140.5956	0	0	0.1585	0	2.7673	4.8344	0	0.5765	0.7928	0.8883	0.8883	1.2302	0.3989	
681-2	681	2010_ca_11681_fruit_t.jpg	2	16.2957	16.6788	3.9116	3.9878	5.1562	5.2832	1.3248	1.3182	0.5909	0.6948	0.8505	0.8808	0.9208	0.4896	0	0	226.0065	169.3797	0	159.9537	137.6754	0	0	0.2152	0	9.1831	16.2556	0	0.5889	0.7807	0.8901	0.8877	1.3171	0.3946	
681-3	681	2010_ca_11681_fruit_t.jpg	3	13.4835	12.2997	3.4798	3.4798	4.3942	4.3942	1.2628	1.2628	0.6204	0.6533	0.9497	0.9848	0.9436	0.5233	0	0	168.8312	157.0132	0	154.8301	136.1985	0	0	0.1291	0	2.4928	2.3443	0	0.5087	0.8	0.8903	0.8875	1.2661	0.3803	
681-4	681	2010_ca_11681_fruit_t.jpg	4	13.8817	13.3913	3.7084	3.7084	4.4323	4.4958	1.2123	1.1952	0.6541	0.613	1.067	0.9794	0.9496	0.4902	0.1284	0	163.3343	156.9885	0	166.1716	137.3069	0	0	0	0.1137	4.0482	0	4.9038	0.4915	0.7875	0.891	0.8854	1.1983	0.3899	
681-5	681	2010_ca_11681_fruit_t.jpg	5	15.3813	16.5311	4.1783	4.2164	4.699	4.8006	1.1386	1.1246	0.6778	0.6626	1.0229	0.979	0.9618	0.538	0.3769	0.0126	190.1022	162.1766	0.0223	169.7498	145.1414	0	0	0	0.0985	4.2149	0	2.3293	0.5132	0.7851	0.8916	0.8889	1.1298	0.4057	
682-1	682	2010_ca_11682_fruit_t.jpg	1	16.3632	18.2895	4.4831	4.5212	4.9276	4.9911	1.1039	1.0992	0.5864	0.7762	0.7555	0.9507	0.9686	0.545	0	0	161.5584	139.91	0	0.1105	159.4164	0.0004	0	0.1823	0	4.3393	10.5493	0	0.5369	0.7908	0.8883	0.8883	1.1071	0.3988	
682-2	682	2010_ca_11682_fruit_t.jpg	2	14.98	15.615	3.7465	3.7719	5.0038	5.0673	1.3434	1.3356	0.6576	0.6644	0.9898	0.9537	0.9184	0.5002	0	0	147.8191	123.7807	0	157.1596	138.2078	0.0001	0	0.1588	0	6.3015	8.5676	0	0.5664	0.7889	0.8895	0.887	1.3419	0.4039	
682-3	682	2010_ca_11682_fruit_t.jpg	3	18.1708	20.0666	4.3053	4.3307	5.5499	5.6769	1.3109	1.2891	0.6726	0.6696	1.0044	0.9596	0.9265	0.5218	0	0.0415	241.285	167.2199	0.032	166.2903	133.5467	0	0	0.1205	0	4.4641	7.1824	0	0.519	0.7803	0.89	0.8855	1.2889	0.4068	
682-4	682	2010_ca_11682_fruit_t.jpg	4	15.4147	16.2905	4.1275	4.1275	4.953	4.9911	1.2092	1.2	0.6123	0.6431	0.9522	0.9753	0.9514	0.4816	0	0.0069	179.4056	143.3824	0.003	150.7952	157.1114	0	0	0.1167	0	5.2857	6.5556	0	0.5089	0.7959	0.8914	0.8889	1.2093	0.3741	
682-5	682	2010_ca_11682_fruit_t.jpg	5	13.639	12.7321	3.429	3.4417	4.5085	4.5593	1.3247	1.3148	0.663	0.6778	0.9781	0.9627	0.922	0.5283	0	0	173.7872	139.4599	0	162.4131	138.1037	0	0	0.1116	0	4.9972	4.4444	0	0.5042	0.7877	0.8896	0.884	1.3056	0.394	
