Tomato Analyzer - Color Data																
Plot #	Plot #	SCT #	Plot File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8958-7	8958	SCT_0351	2010_oh_8958_fruit-c.jpg	7	26.98	22.66	131.2727	82.8313	50.6016	85.5583	38.9522	20.2166	27.3049	53.4837	33.9745	
8958-8	8958	SCT_0351	2010_oh_8958_fruit-c.jpg	8	41.42	3.43	128.6477	92.9886	56.3311	87.0467	41.3672	13.2107	27.0192	63.9443	30.0759	
8958-9	8958	SCT_0351	2010_oh_8958_fruit-c.jpg	9	25.18	19.08	126.9225	79.3853	49.7395	83.1191	37.509	20.1126	26.1027	52.385	32.9525	
8959-1	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	1	2.68	66.27	149.0984	79.2663	57.5716	97.2257	40.6344	30.7057	26.3336	40.6169	40.4512	
8959-2	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	2	4.76	55.78	137.6549	79.3003	60.0535	92.9432	38.9787	26.0639	22.8744	41.2712	34.678	
8959-3	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	3	5.68	58.99	133.44	75.8122	56.6912	89.3833	37.5413	25.9189	22.8162	41.3571	34.5307	
8959-4	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	4	3	63.95	127.8878	70.1895	53.0721	85.0729	35.4378	26.432	22.1358	39.945	34.4767	
8959-5	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	5	2.39	60.17	133.8694	69.5475	48.7112	85.8829	36.1513	29.0245	25.4519	41.2479	38.6034	
8959-6	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	6	2.96	57.57	144.939	79.373	58.3607	95.6179	40.0139	28.9425	25.2278	41.0771	38.3942	
8959-7	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	7	3.87	57.96	144.192	81.9087	61.8368	96.9177	40.5523	27.5339	23.9947	41.0708	36.5221	
8959-8	8959	SCT_0358	2010_oh_8959_fruit-c.jpg	8	4.56	51.14	142.7373	80.1463	57.3308	94.1298	39.8402	27.4459	25.4402	42.8282	37.423	
8960-1	8960	SCT_0333	2010_oh_8960_fruit-c.jpg	1	3.27	48.81	130.227	69.5779	47.4442	83.5756	35.5941	27.2992	25.3859	42.9202	37.2785	
8960-2	8960	SCT_0333	2010_oh_8960_fruit-c.jpg	2	0.86	84.03	134.3161	64.1134	45.9054	84.7939	34.9922	32.0827	25.6313	38.6219	41.0641	
8960-3	8960	SCT_0333	2010_oh_8960_fruit-c.jpg	3	4.45	65.17	148.742	79.7965	57.9374	97.2331	40.7561	30.2702	26.1979	40.8751	40.0326	
8960-4	8960	SCT_0333	2010_oh_8960_fruit-c.jpg	4	2.7	71.4	138.8772	71.4882	51.5314	89.5227	37.3266	30.3362	25.4683	40.0146	39.6096	
8960-5	8960	SCT_0333	2010_oh_8960_fruit-c.jpg	5	1.46	83.42	134.8134	64.6933	47.3276	85.7035	35.2148	32.1035	25.145	38.0697	40.7787	
8960-6	8960	SCT_0333	2010_oh_8960_fruit-c.jpg	6	5.03	60.68	142.9205	75.5674	52.6536	92.0225	38.8996	29.7321	26.6542	41.8756	39.9305	
8961-1	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	1	2.92	72.45	137.541	75.9184	58.0204	92.0099	38.2357	27.6922	22.8705	39.5527	35.9155	
8961-2	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	2	3.07	81.29	137.1561	73.0067	57.1983	91.4508	37.5248	29.1322	22.4211	37.5831	36.7613	
8961-3	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	3	3.59	64.79	137.4478	77.0465	57.9264	91.9344	38.4922	26.9736	23.205	40.7049	35.5815	
8961-4	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	4	2.2	77.43	136.9184	73.1671	56.0158	90.7723	37.5037	28.8667	23.1014	38.6696	36.9724	
8961-5	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	5	1.7	79.43	127.6527	66.2438	50.197	83.6819	34.4485	28.2823	22.3755	38.3492	36.0631	
8961-6	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	6	3.44	60.99	130.3272	70.8527	50.6699	85.1728	35.9085	26.8092	23.9212	41.7417	35.9299	
8961-7	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	7	2.3	71.16	125.4124	69.9723	53.4889	84.1796	35.0301	25.4088	21.1723	39.8033	33.0738	
8961-8	8961	SCT_0352	2010_oh_8961_fruit-c.jpg	8	2.13	81.05	131.1007	69.0944	53.6811	86.9063	35.6882	28.4934	22.0487	37.7333	36.028	
8962-1	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	1	4	62.67	137.7608	75.7336	54.9078	90.6451	38.1048	27.5906	24.4329	41.5265	36.8539	
8962-2	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	2	3.93	74.5	149.2408	77.0918	56.7573	96.9092	40.1945	31.9356	26.2112	39.3775	41.3147	
8962-3	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	3	4.5	68.46	138.224	74.9317	56.4483	91.5782	38.0542	28.4734	23.5912	39.6429	36.9767	
8962-4	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	4	5.02	76.17	136.6837	73.6674	57.2906	91.2187	37.6063	28.6169	22.508	38.186	36.4079	
8962-5	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	5	4.61	66.98	132.6913	73.3713	55.5806	88.5665	36.8928	26.822	22.4821	39.9695	34.9981	
8962-6	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	6	4.63	69.11	136.2472	73.0862	54.9292	89.9402	37.3187	28.471	23.4449	39.4703	36.8817	
8962-7	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	7	6.86	67.41	139.0243	76.0724	56.0874	91.7352	38.488	28.1573	24.2814	40.7728	37.1809	
8962-8	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	8	11.65	43.04	134.7594	78.8715	53.6865	88.6633	38.4137	24.3777	25.3474	46.1171	35.1676	
8962-9	8962	SCT_0353	2010_oh_8962_fruit-c.jpg	9	5.55	66.22	139.3601	74.7662	53.5119	90.7287	38.1589	28.7989	25.2728	41.269	38.3156	
8963-1	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	1	5.99	29.3	134.8101	77.4572	51.6228	87.7331	38.1083	24.9655	26.1068	46.2802	36.1225	
8963-2	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	2	6.36	62.27	131.7697	74.0002	55.4738	88.1092	36.9847	25.9621	22.5681	40.9995	34.3999	
8963-3	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	3	6.22	52.18	125.6111	69.9511	49.3651	82.3363	35.0485	25.103	23.4836	43.0911	34.375	
8963-4	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	4	4.32	44.06	127.7185	70.6314	48.3657	82.8608	35.4851	25.5513	24.5616	43.8686	35.4421	
8963-5	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	5	6.81	59.26	138.2454	77.2141	56.4175	91.6	38.6251	27.0167	24.2248	41.8814	36.2869	
8963-6	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	6	8.08	66.13	139.5185	76.1449	56.0762	92.037	38.6055	28.1007	24.3954	40.9626	37.2127	
8963-7	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	7	9.46	43.52	129.0168	74.5038	52.1966	85.2682	36.628	24.1777	23.9396	44.7165	34.0244	
8963-8	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	8	8.01	49.03	129.3787	72.8707	52.0257	85.3602	36.3389	25.2432	23.6338	43.1141	34.5799	
8963-9	8963	SCT_0366	2010_oh_8963_fruit-c.jpg	9	9.77	63.11	131.6114	72.0151	51.6016	86.2142	36.464	26.6744	24.0707	42.0628	35.9294	
8964-1	8964	SCT_0339	2010_oh_8964_fruit-c.jpg	1	16.01	53.99	148.0132	88.6942	64.9165	100.1645	42.7916	25.3807	24.8192	44.3591	35.4989	
8964-2	8964	SCT_0339	2010_oh_8964_fruit-c.jpg	2	13.18	63.1	147.3999	86.4965	66.2632	100.5321	42.2159	26.4723	23.3943	41.4679	35.3282	
8964-3	8964	SCT_0339	2010_oh_8964_fruit-c.jpg	3	16.98	57.87	143.965	82.9344	58.3248	95.1827	40.8309	26.3224	25.8622	44.4947	36.9015	
8964-4	8964	SCT_0339	2010_oh_8964_fruit-c.jpg	4	9.78	63.42	138.4453	76.9412	56.5394	91.7142	38.6388	27.3149	24.2059	41.5467	36.4969	
8964-5	8964	SCT_0339	2010_oh_8964_fruit-c.jpg	5	12.89	61.93	138.4496	79.3991	59.3053	93.0023	39.2918	26.0663	23.4148	41.9326	35.0386	
8964-6	8964	SCT_0339	2010_oh_8964_fruit-c.jpg	6	4.48	76.79	144.1976	78.0384	62.954	97.4239	39.8334	29.7458	22.2802	36.8339	37.1648	
8965-1	8965	SCT_0334	2010_oh_8965_fruit-c.jpg	1	5.05	63.02	134.3093	73.1132	53.6222	88.4267	37.1159	27.4291	23.8322	40.9863	36.3363	
8965-2	8965	SCT_0334	2010_oh_8965_fruit-c.jpg	2	2.8	74.14	139.7732	75.3932	58.1748	93.1181	38.4791	28.9599	23.1241	38.607	37.0594	
8965-3	8965	SCT_0334	2010_oh_8965_fruit-c.jpg	3	6.79	45.7	145.4647	85.8498	63.1874	98.1596	41.6932	25.8637	24.4771	43.4222	35.6098	
8965-4	8965	SCT_0334	2010_oh_8965_fruit-c.jpg	4	2.85	63.03	134.5157	73.679	54.4474	88.9053	37.2551	27.3128	23.5704	40.7936	36.077	
8965-5	8965	SCT_0334	2010_oh_8965_fruit-c.jpg	5	3.78	66.56	140.4075	77.0869	57.1545	92.9351	38.9222	28.1768	24.2243	40.6865	37.1584	
8965-6	8965	SCT_0334	2010_oh_8965_fruit-c.jpg	6	6.39	52.67	110.9436	63.5678	46.4323	74.0499	31.358	22.0462	20.3404	42.6955	29.9961	
8966-1	8966	SCT_0355	2010_oh_8966_fruit-c.jpg	1	8.26	53.05	138.5004	77.1692	54.6602	90.8589	38.6559	27.1169	25.2076	42.9102	37.0236	
8966-2	8966	SCT_0355	2010_oh_8966_fruit-c.jpg	2	16.16	42.05	144.9563	86.0037	59.0842	96.0006	41.6394	25.1296	26.568	46.5938	36.5699	
8966-3	8966	SCT_0355	2010_oh_8966_fruit-c.jpg	3	16.68	39.18	133.4747	78.2903	50.8364	86.7227	38.1529	23.8819	26.5197	47.9959	35.6881	
8966-4	8966	SCT_0355	2010_oh_8966_fruit-c.jpg	4	14.02	47.39	141.0453	77.3582	51.996	90.7746	39.133	27.7812	27.303	44.5026	38.9518	
8967-1	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	1	5.7	54.6	140.715	77.4465	55.0048	92.0421	39.0022	28.0073	25.5934	42.4214	37.9398	
8967-2	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	2	6.13	46.37	146.3703	83.4168	58.5983	96.4444	41.1783	27.2175	26.3044	44.0226	37.8512	
8967-3	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	3	7.74	44.37	139.1691	80.3956	56.655	92.1384	39.4292	25.6251	25.1071	44.415	35.8749	
8967-4	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	4	11	43.65	139.8161	78.5405	53.4183	90.8924	39.1223	26.7056	26.4684	44.7444	37.6001	
8967-5	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	5	10.67	44.65	133.2807	75.5095	51.6769	87.03	37.4728	25.4227	25.2772	44.8355	35.8504	
8967-6	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	6	4.75	53.86	141.6331	77.1578	54.8382	92.4254	39.0659	28.4722	25.7422	42.1173	38.3839	
8967-7	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	7	8.45	45.38	145.6643	81.7245	55.5577	94.6872	40.6663	27.6273	27.3051	44.6639	38.8437	
8967-8	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	8	12.8	34.23	140.685	83.4599	57.174	93.0948	40.4289	24.5345	26.0159	46.6786	35.7598	
8967-9	8967	SCT_0356	2010_oh_8967_fruit-c.jpg	9	14.36	50.07	136.2216	77.6283	53.1948	89.113	38.416	25.6342	25.5731	44.9316	36.2091	
8968-1	8968	SCT_0338	2010_oh_8968_fruit-c.jpg	1	3.13	78.02	135.6205	73.4602	57.6206	90.9307	37.3956	28.1905	21.9676	37.9278	35.7391	
8968-2	8968	SCT_0338	2010_oh_8968_fruit-c.jpg	2	3.76	78.97	148.0102	76.73	58.4521	97.1403	39.9897	31.724	24.9219	38.1526	40.3425	
8968-3	8968	SCT_0338	2010_oh_8968_fruit-c.jpg	3	3.18	74.89	135.5468	74.0639	57.2761	90.7336	37.4851	27.7641	22.2672	38.7301	35.5904	
8968-4	8968	SCT_0338	2010_oh_8968_fruit-c.jpg	4	3.94	66.21	137.0894	76.3593	57.1274	91.3907	38.2426	27.0952	23.3064	40.7011	35.7399	
8968-5	8968	SCT_0338	2010_oh_8968_fruit-c.jpg	5	4.88	64.49	131.2716	73.4915	54.8053	87.5585	36.7456	25.9863	22.6032	41.0171	34.4411	
8969-1	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	1	2.22	73.73	142.8965	73.845	53.3752	92.3539	38.4981	30.8252	25.8709	40.006	40.2429	
8969-2	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	2	2.51	74.85	138.662	70.6845	51.5532	89.4827	37.1258	30.6656	25.2033	39.4159	39.6936	
8969-3	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	3	3.58	73.85	119.5699	60.3392	43.4036	76.6849	31.8112	27.6312	22.8859	39.6337	35.8783	
8969-4	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	4	1.7	68.88	148.1685	77.3784	56.19	96.1548	40.1028	31.3065	26.4018	40.142	40.9531	
8969-5	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	5	1.77	74.58	126.5876	66.3725	49.7267	82.941	34.2776	27.7583	22.4912	39.0162	35.7264	
8969-6	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	6	5.19	72.34	130.4508	69.9181	52.2497	85.9552	35.7524	27.5972	22.9403	39.7352	35.8869	
8969-7	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	7	6.41	58.23	133.4951	72.5593	51.1522	86.887	36.8057	27.253	24.8078	42.3108	36.8531	
8969-8	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	8	3.14	71.25	143.176	76.8285	57.404	94.367	39.2345	29.5859	24.5979	39.7404	38.4758	
8969-9	8969	SCT_0337	2010_oh_8969_fruit-c.jpg	9	2.79	69.78	135.4991	69.6478	49.0026	86.8192	36.3584	29.6584	25.5484	40.7424	39.1451	
8970-1	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	1	26.95	26.55	133.3783	81.1862	48.8592	85.7468	38.8212	21.951	28.2858	52.1871	35.8041	
8970-2	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	2	18.08	45.15	122.161	69.4015	44.8585	78.5805	34.3844	23.5723	25.0972	46.7947	34.4314	
8970-3	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	3	21.58	26.45	110.5666	66.9253	41.5053	71.5591	32.0205	19.3925	23.8489	50.884	30.7382	
8970-4	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	4	18.48	33.04	139.1452	81.541	51.4604	89.6769	39.7456	24.5925	28.1602	48.869	37.387	
8970-5	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	5	12.27	42.95	136.8936	76.1883	48.4349	87.1892	38.0825	26.5472	27.8219	46.343	38.4553	
8970-6	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	6	14.79	40.33	138.1129	77.819	49.2821	88.1339	38.6844	26.177	28.1026	47.0317	38.4056	
8970-7	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	7	20.81	27.14	142.043	83.5954	50.9095	90.7947	40.6133	24.6334	29.5692	50.2031	38.4856	
8970-8	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	8	15.3	27.57	143.9154	82.1206	48.3654	90.4701	40.4881	26.1909	30.75	49.5778	40.3922	
8970-9	8970	SCT_0335	2010_oh_8970_fruit-c.jpg	9	20.89	32.68	138.473	80.5752	48.5617	88.0088	39.3959	24.6428	29.2167	49.8541	38.2215	
8971-1	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	1	4.14	34.87	135.6374	74.6911	49.7121	87.2151	37.5627	26.8355	26.5657	44.7105	37.7608	
8971-2	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	2	6.83	49.65	141.38	76.9571	51.2168	90.6256	38.9293	28.2296	27.5356	44.287	39.4349	
8971-3	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	3	6.54	42.21	131.9604	73.7716	49.5154	85.3376	36.8202	25.7756	25.7307	44.95	36.4205	
8971-4	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	4	11.99	36.48	135.2699	78.1598	51.797	88.0127	38.3751	24.7728	26.3386	46.7548	36.1582	
8971-5	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	5	9.45	43.48	133.502	75.6156	51.082	86.8477	37.4936	25.4418	25.6517	45.2354	36.1289	
8971-6	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	6	10.91	26.76	133.9725	75.7791	45.9629	84.6596	37.551	25.1388	28.4315	48.5173	37.9514	
8971-7	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	7	2.93	47.93	134.3357	71.0302	46.6939	85.1825	36.4834	28.1861	26.8977	43.6601	38.9608	
8971-8	8971	SCT_0336	2010_oh_8971_fruit-c.jpg	8	11.68	40.32	140.5397	79.8777	52.6714	90.9203	39.5153	26.1446	27.3118	46.2509	37.8084	
8972-1	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	1	4.75	60.85	107.0854	58.4513	42.1745	70.1713	29.4897	23.2071	20.4792	41.4269	30.951	
8972-2	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	2	5.79	41.69	113.9537	66.7878	47.5498	75.9512	32.5536	21.7215	21.2515	44.3733	30.3883	
8972-3	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	3	5.77	56.35	107.1722	61.1499	44.7963	71.4806	30.1874	21.7387	19.7217	42.2148	29.3517	
8972-4	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	4	6.56	32.28	116.2884	65.573	41.5934	74.2811	32.5228	22.9869	24.5719	46.9088	33.6478	
8972-5	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	5	8.14	42.75	115.4437	65.3839	44.3157	75.131	32.4286	23.0005	22.9723	44.9648	32.5077	
8972-6	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	6	8.04	37.48	117.243	67.4667	46.0554	76.7902	33.2021	22.7101	22.9567	45.3094	32.2918	
8972-7	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	7	16.31	37.12	113.4579	69.1621	47.3283	75.6279	33.1075	19.9876	21.9756	47.7123	29.7058	
8972-8	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	8	7.46	40.16	113.2793	62.1211	39.5124	71.886	31.2448	23.5347	24.1711	45.7643	33.7361	
8972-9	8972	SCT_0368	2010_oh_8972_fruit-c.jpg	9	9.74	40.24	116.7244	68.7408	48.5655	77.5903	33.4945	22.0907	21.9333	44.7952	31.1299	
8973-1	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	1	7.52	20.89	133.6901	84.4418	60.5823	91.4129	39.4302	21.0904	23.0162	47.5001	31.2178	
8973-2	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	2	1.75	67.32	124.4855	64.3612	46.0296	80.2292	33.502	27.6717	23.5912	40.4489	36.363	
8973-3	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	3	1.13	74.11	140.6793	73.7738	54.8438	91.9861	38.0993	30.0653	24.6713	39.372	38.8921	
8973-4	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	4	1.68	75.62	137.3284	69.1902	50.2517	88.2322	36.5352	30.8525	25.2402	39.2864	39.8616	
8973-5	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	5	2.95	73.15	138.6565	70.8594	51.9291	89.6458	37.1865	30.6498	25.1656	39.3883	39.6575	
8973-6	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	6	5.7	70.55	135.453	73.473	54.8344	89.5097	37.1891	27.9855	23.5454	40.0754	36.5729	
8973-7	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	7	7.02	48.15	130.4022	75.6293	54.6939	87.0869	37.004	24.4604	23.2015	43.487	33.7139	
8973-8	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	8	1.54	65.99	134.2737	69.8235	49.4936	86.4434	36.1546	29.0886	25.1083	40.7997	38.4262	
8973-9	8973	SCT_0330	2010_oh_8973_fruit-c.jpg	9	4.16	52.87	137.5682	72.9282	49.6527	88.0577	37.4634	28.7924	26.6629	42.801	39.2417	
8974-1	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	1	4.31	54.99	119.7646	64.07	42.8457	76.4988	32.6406	25.4655	24.0987	43.4204	35.0606	
8974-2	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	2	14.53	21.79	115.4987	69.8868	45.4652	75.7264	33.5133	20.1751	23.547	49.4101	31.008	
8974-3	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	3	11	26.38	138.3533	86.0863	62.2772	94.3953	40.8413	22.4063	23.6297	46.5223	32.5639	
8974-4	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	4	11.53	17.96	123.8239	74.1499	47.9742	80.6799	35.7721	21.8542	25.0662	48.9161	33.2554	
8974-5	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	5	13.96	39.71	120.5937	71.6674	49.3062	79.9406	34.6667	21.8272	22.96	46.4488	31.6795	
8974-6	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	6	36.6	12.44	138.3343	93.1597	60.6116	93.6177	42.4999	17.9483	26.4844	55.8749	31.9932	
8974-7	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	7	34.38	8.76	140.3408	93.8788	59.5214	94.0411	42.882	18.3773	27.5783	56.3218	33.1404	
8974-8	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	8	28.16	26.01	127.4785	79.1131	48.9446	83.0221	37.4119	20.4353	26.429	52.2882	33.4079	
8974-9	8974	SCT_0331	2010_oh_8974_fruit-c.jpg	9	12.12	38.62	126.8244	72.3652	47.7086	82.0821	35.7214	24.2012	25.3362	46.3126	35.0374	
8975-1	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	1	0.86	43.64	133.7695	73.4691	51.16	87.0031	37.0109	26.9826	25.1232	42.9562	36.8678	
8975-2	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	2	2.07	61.8	110.6384	58.7848	41.8567	71.7434	30.1059	24.5225	21.4843	41.2217	32.6026	
8975-3	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	3	1.86	65.5	130.8236	70.7862	52.4712	86.2218	35.9781	27.3809	23.1077	40.1623	35.8285	
8975-4	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	4	2.88	48.11	126.7911	69.1898	46.9335	81.7076	34.9367	26.0839	24.8226	43.5807	36.0074	
8975-5	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	5	1.97	77.55	134.0419	69.1078	51.4014	87.2426	36.0918	29.6895	23.9033	38.8379	38.116	
8975-6	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	6	1.4	51.34	124.9462	67.6558	47.451	81.1089	34.3567	26.1727	23.7812	42.259	35.3632	
8975-7	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	7	2.52	72.4	138.6034	72.3165	53.1456	90.2009	37.5239	29.9993	24.784	39.5619	38.9127	
8975-8	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	8	0.63	74.83	129.7697	65.8318	47.6523	83.4838	34.6443	29.4165	24.1773	39.4166	38.0772	
8975-9	8975	SCT_0329	2010_oh_8975_fruit-c.jpg	9	1.78	76.78	130.0253	66.2403	49.0405	84.2422	34.782	29.3856	23.5582	38.7188	37.663	
8976-1	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	1	2.78	20.37	147.8781	89.8615	62.7235	99.0854	42.9028	24.5804	26.3433	46.9827	36.0301	
8976-2	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	2	2.07	49.3	157.2843	90.2931	69.1863	106.5344	44.4538	28.9946	24.895	40.6497	38.2158	
8976-3	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	3	1.98	41.4	157.1021	91.4143	68.4019	106.107	44.63	28.2233	25.5813	42.1889	38.0914	
8976-4	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	4	2.62	62.88	156.6766	84.6402	63.0307	103.357	43.0462	31.4173	26.4772	40.1228	41.0864	
8976-5	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	5	2.72	53.54	154.928	85.8636	63.1786	102.6049	43.0212	30.0063	26.3997	41.3414	39.9665	
8976-6	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	6	0.32	40.64	151.2099	83.4574	59.073	98.9479	41.8714	29.4136	27.0913	42.6465	39.9887	
8976-7	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	7	0.35	35.71	147.002	83.2031	59.4265	97.1387	41.259	27.7024	25.9848	43.1675	37.982	
8976-8	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	8	3.08	53.11	156.4238	86.8785	63.3447	103.3799	43.4815	30.0946	26.9124	41.805	40.3728	
8976-9	8976	SCT_0340	2010_oh_8976_fruit-c.jpg	9	1.36	71.59	151.4972	81.0853	62.1782	100.5206	41.463	31.1582	24.9375	38.6721	39.9088	
8977-1	8977	SCT_0361	2010_oh_8977_fruit-c.jpg	1	5.72	55.3	148.4755	84.4182	61.4535	98.7849	41.7975	27.7671	25.5068	42.5706	37.7042	
8977-2	8977	SCT_0361	2010_oh_8977_fruit-c.jpg	2	3.6	68.1	146.854	82.8528	63.5013	98.9755	41.2091	28.175	23.6674	40.0307	36.7964	
8977-3	8977	SCT_0361	2010_oh_8977_fruit-c.jpg	3	5.16	50.94	135.3452	78.3836	57.9771	90.97	38.4529	25.2489	23.1331	42.496	34.2439	
8977-4	8977	SCT_0361	2010_oh_8977_fruit-c.jpg	4	10.44	40.77	147.853	91.3607	68.8739	101.9794	43.357	24.1907	23.4312	44.0864	33.6781	
8977-5	8977	SCT_0361	2010_oh_8977_fruit-c.jpg	5	3.12	65.49	144.5405	80.9666	61.0979	96.737	40.4131	28.0983	24.0193	40.5248	36.9654	
8977-6	8977	SCT_0361	2010_oh_8977_fruit-c.jpg	6	7.09	38.74	142.3065	85.5428	62.558	96.3863	41.1539	24.5248	24.0221	44.4067	34.3297	
8978-1	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	1	2.09	73.1	145.2138	79.1272	60.3975	96.7405	40.0205	29.4106	23.9944	39.209	37.9568	
8978-2	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	2	1.96	65.74	143.4143	79.4722	60.2256	95.7964	39.8173	28.4025	23.8344	40.0023	37.078	
8978-3	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	3	1.36	70.05	132.0401	70.4154	52.3073	86.6761	36.0095	28.0458	23.2365	39.6424	36.4211	
8978-4	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	4	1.88	77.9	144.4307	72.4443	53.4819	93.1267	38.4087	32.2841	25.7764	38.6047	41.3121	
