Tomato Analyzer - Color Data																
Plot #	Plot #	SCT #	Plot File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8978-5	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	5	0.95	84.64	133.0219	68.819	54.8424	88.3597	35.8793	29.5855	21.6979	36.2562	36.6893	
8978-6	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	6	3.93	64.27	140.4554	73.6427	52.5878	90.8247	38.0389	29.8052	25.7736	40.8512	39.4034	
8978-7	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	7	1.23	70.09	141.6972	74.3782	55.0605	92.5687	38.4115	30.1533	24.87	39.5153	39.0863	
8978-8	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	8	5.93	69.46	138.2748	76.0995	56.8631	91.8175	38.3011	27.8648	23.7238	40.4107	36.5959	
8978-9	8978	SCT_0365	2010_oh_8978_fruit-c.jpg	9	11.66	34.97	149.0955	90.597	64.4709	100.4925	43.2605	24.8304	25.7776	46.0723	35.7915	
8979-1	8979	SCT_0357	2010_oh_8979_fruit-c.jpg	1	10.26	60.62	151.538	85.2113	62.4622	100.6918	42.4195	28.6765	25.9417	42.1335	38.6692	
8979-2	8979	SCT_0357	2010_oh_8979_fruit-c.jpg	2	9.47	56.36	141.3445	78.7126	57.9153	93.7567	39.4723	27.5404	24.5988	41.7709	36.9267	
8979-3	8979	SCT_0357	2010_oh_8979_fruit-c.jpg	3	15.36	42.39	147.534	90.3819	64.6728	99.8533	43.0267	24.2758	25.4792	46.3856	35.1924	
8979-4	8979	SCT_0357	2010_oh_8979_fruit-c.jpg	4	7.21	62.2	137.3361	76.2296	57.0861	91.4738	38.3188	27.2749	23.5497	40.808	36.0348	
8979-5	8979	SCT_0357	2010_oh_8979_fruit-c.jpg	5	7.22	54.64	140.9044	81.1483	60.3544	94.6995	39.9653	26.2697	23.8078	42.1855	35.4529	
8979-6	8979	SCT_0357	2010_oh_8979_fruit-c.jpg	6	5.85	66.51	141.3331	78.7018	59.5493	94.5245	39.4596	27.8204	23.6701	40.3917	36.5274	
8980-1	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	1	33.43	23.49	132.8293	83.8995	51.8551	86.9054	39.386	20.2954	27.4351	53.5074	34.1261	
8980-2	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	2	60.61	4.4	123.0674	90.5952	49.5204	81.2185	39.8908	11.3261	28.8204	68.5457	30.966	
8980-3	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	3	57.43	2.6	126.0285	88.6138	46.8722	81.3603	39.6762	13.8	30.0591	65.3404	33.0755	
8980-4	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	4	37.79	12.72	128.9199	84.6986	49.9949	84.1844	39.0909	17.8713	27.8791	57.339	33.1154	
8980-5	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	5	53	9.5	125.261	87.7996	46.4529	80.8068	39.3806	13.8911	29.6652	64.9081	32.7564	
8980-6	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	6	40.3	9.07	126.5692	83.3277	47.079	81.7154	38.4028	17.3191	28.5562	58.7635	33.3977	
8980-7	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	7	44.07	7.02	129.7428	87.0611	48.7164	83.9808	39.7588	16.6732	29.3033	60.3607	33.7147	
8980-8	8980	SCT_0354	2010_oh_8980_fruit-c.jpg	8	61.49	0.17	124.1713	89.6838	45.6425	79.9129	39.7821	12.0818	30.5911	68.4488	32.8905	
8981-1	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	1	43.62	13.16	126.1977	84.6768	47.8839	81.9017	38.7657	16.4035	28.4494	60.0328	32.8397	
8981-2	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	2	25.16	43.52	113.7369	69.1861	46.6786	75.4136	33.1125	19.9462	22.2506	48.1259	29.8821	
8981-3	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	3	30.94	18.75	122.7168	76.7469	44.2146	78.5237	36.2675	19.3352	27.4742	54.8637	33.5959	
8981-4	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	4	25.46	28.88	124.8298	76.0641	46.0452	80.3658	36.4	20.9574	26.6977	51.8684	33.9408	
8981-5	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	5	28.07	45.72	113.1467	67.5464	43.9294	73.8326	32.659	20.4448	23.1219	48.5164	30.8644	
8981-6	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	6	34.02	25.62	117.0224	74.2878	45.3948	76.3877	34.8962	18.2524	25.0999	53.9757	31.0348	
8981-7	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	7	24.03	23.39	123.2788	76.0659	45.7986	79.5065	36.138	20.2651	26.5435	52.6394	33.395	
8981-8	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	8	22.98	40	117.2841	70.2642	46.9412	77.1249	33.9757	21.1009	23.3084	47.8457	31.4408	
8981-9	8981	SCT_0367	2010_oh_8981_fruit-c.jpg	9	27.93	27.55	115.9798	71.3389	43.0029	74.758	33.9742	19.385	25.2773	52.5156	31.8546	
8982-1	8982	SCT_0369	2010_oh_8982_fruit-c.jpg	1	5.44	58.97	125.4217	71.0036	52.8625	83.893	35.3357	24.6732	21.8233	41.4925	32.9397	
8982-2	8982	SCT_0369	2010_oh_8982_fruit-c.jpg	2	5.43	52.02	143.8016	83.3999	62.2686	96.9481	40.9258	26.3923	23.8987	42.1614	35.6048	
8982-3	8982	SCT_0369	2010_oh_8982_fruit-c.jpg	3	2.72	66.25	141.3094	75.2192	54.8544	92.2972	38.6218	29.4135	25.1335	40.5135	38.6891	
8982-4	8982	SCT_0369	2010_oh_8982_fruit-c.jpg	4	3.28	61.06	128.7888	74.1143	56.8843	87.3504	36.5866	24.7304	21.2275	40.6413	32.5914	
8982-5	8982	SCT_0369	2010_oh_8982_fruit-c.jpg	5	7.84	56.16	128.5624	76.8094	58.9767	88.1916	37.2438	23.2417	20.8225	41.8575	31.2051	
8982-6	8982	SCT_0369	2010_oh_8982_fruit-c.jpg	6	1.21	80.18	127.2221	68.2407	53.2337	84.8912	34.9492	27.2273	21.2497	37.9704	34.538	
8983-1	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	1	22	26.46	133.8702	82.9386	56.0463	89.3681	39.3188	21.6803	25.1672	49.2567	33.2178	
8983-2	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	2	11.44	34.97	128.7397	77.3375	53.6238	85.8103	37.2181	22.4823	23.8214	46.6565	32.7553	
8983-3	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	3	18.5	28.81	130.2036	78.8864	53.0198	86.2209	37.8355	22.1374	24.9003	48.3616	33.3181	
8983-4	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	4	15.5	19.72	135.0864	81.3524	52.2433	88.1309	39.0338	22.8262	26.8615	49.643	35.2502	
8983-5	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	5	10.53	43.29	127.9834	73.6148	50.2582	83.8668	36.2187	24.0901	24.4927	45.4749	34.3544	
8983-6	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	6	9.04	41.03	133.9844	76.6025	51.7014	87.3624	37.7423	25.1335	25.6544	45.5877	35.9144	
8983-7	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	7	16.75	32.64	129.4842	77.0757	51.1424	84.9995	37.2879	22.7335	25.2534	48.0059	33.9786	
8983-8	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	8	22.87	30.6	125.3789	78.9349	54.1954	84.4876	37.2604	20.0264	23.4698	49.5264	30.8527	
8983-9	8983	SCT_0325	2010_oh_8983_fruit-c.jpg	9	10.87	37.94	122.0789	71.9487	50.4776	81.1706	35.0093	22.4558	22.797	45.432	31.9995	
8984-1	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	1	2.37	77.33	135.657	67.6905	49.3354	87.0027	36.0108	30.9439	25.0082	38.9444	39.7861	
8984-2	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	2	2.46	74.82	134.7337	68.6095	50.5675	87.1311	36.0684	30.1075	24.3289	38.9406	38.7087	
8984-3	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	3	3.24	73.43	136.7135	74.1865	57.3186	91.2352	37.707	28.3542	22.6598	38.6308	36.2963	
8984-4	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	4	5.39	58.9	141.0642	77.5749	54.4159	91.9837	39.0385	27.9567	25.8677	42.7774	38.0883	
8984-5	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	5	2.23	78.24	133.4675	67.8867	51.2241	86.8713	35.7169	30.0187	23.5555	38.121	38.1574	
8984-6	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	6	2.23	60.76	134.7881	69.3372	47.5964	85.7895	36.1924	29.4561	26.1346	41.5806	39.3787	
8984-7	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	7	2.15	76.86	133.981	70.6095	53.4193	88.1597	36.4277	28.8497	23.2015	38.8069	37.0218	
8984-8	8984	SCT_0287	2010_oh_8984_fruit-c.jpg	8	1.13	77.92	140.7648	67.5375	47.4512	88.5483	36.7026	33.0752	27.0056	39.2313	42.6998	
8985-1	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	1	26.15	5.69	100.7179	63.8476	35.8246	64.2403	29.8724	16.1121	24.1365	56.2753	29.0202	
8985-2	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	2	34.13	14.76	111.7561	73.0461	46.623	74.4991	33.8632	16.6064	23.2079	54.4144	28.5373	
8985-3	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	3	31.48	16.16	108.6488	71.028	45.5741	72.5332	32.9392	16.2828	22.5739	54.1966	27.8336	
8985-4	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	4	19.27	14.83	119.5964	73.7839	46.4008	78.0585	35.111	19.8961	25.018	51.5058	31.9649	
8985-5	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	5	64.11	1.88	108.1065	81.9301	45.4887	72.2924	35.8092	9.0556	25.8009	70.6601	27.3439	
8985-6	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	6	43.99	3.69	103.0718	69.6376	42.6739	68.5793	31.7889	14.0897	22.6776	58.1472	26.6982	
8985-7	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	7	66.61	1.19	112.3872	86.4342	46.2558	74.6818	37.5371	8.3526	27.5857	73.1544	28.8226	
8985-8	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	8	32.51	5.8	112.2764	72.4288	42.7419	72.9425	33.7261	16.7894	25.1709	56.296	30.2565	
8985-9	8985	SCT_0289	2010_oh_8985_fruit-c.jpg	9	63.3	3.4	112.1955	80.2492	44.6686	73.796	35.8116	12.1266	26.4226	65.3473	29.0725	
8986-1	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	1	2.69	68.35	129.3685	68.9122	50.3866	84.5737	35.3678	27.5244	23.4342	40.411	36.149	
8986-2	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	2	1.63	57.38	133.9752	72.8705	53.6507	88.2777	36.9477	27.5311	23.6592	40.6745	36.3004	
8986-3	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	3	1.57	75.52	146.1021	78.8966	60.8809	97.3843	40.1362	29.9942	23.9583	38.6167	38.3882	
8986-4	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	4	2.4	69.83	134.0635	71.6374	52.3842	87.7311	36.6431	28.1951	24.0067	40.4126	37.0309	
8986-5	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	5	1.95	75.58	140.0677	72.9284	54.3326	91.465	37.8692	30.2251	24.5945	39.1356	38.9672	
8986-6	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	6	1.68	75.78	138.0204	72.1827	54.4771	90.528	37.398	29.8183	23.9028	38.7162	38.2162	
8986-7	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	7	6.14	60.66	124.0799	68.5487	49.293	81.5662	34.4756	25.3603	22.8518	42.0216	34.1372	
8986-8	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	8	1.17	72.75	138.3284	75.7304	58.8104	92.7435	38.3097	28.263	22.6275	38.6809	36.205	
8986-9	8986	SCT_0295	2010_oh_8986_fruit-c.jpg	9	1.46	56.94	146.6852	77.5208	55.153	94.9792	39.8801	30.4963	26.7106	41.2139	40.5399	
8987-1	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	1	1.97	65.07	126.891	66.3227	46.8242	81.7163	34.2962	27.6592	24.1095	41.0775	36.6919	
8987-2	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	2	2.69	48.2	126.0409	67.9214	46.0439	80.9778	34.5625	26.2553	24.7972	43.364	36.1143	
8987-3	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	3	3.86	52.62	145.1199	83.5011	61.2442	97.0703	41.076	26.8555	24.6625	42.5625	36.4617	
8987-4	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	4	4.39	60.4	140.8264	81.0508	61.5081	95.1873	39.9296	26.4429	23.0642	41.0958	35.0882	
8987-5	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	5	7.05	32.95	137.1812	82.3037	59.9515	92.7421	39.68	23.8955	23.5364	44.5663	33.5404	
8987-6	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	6	16.08	28.2	138.7163	86.5198	60.8563	93.8917	40.8474	22.1942	24.4778	47.8011	33.0416	
8987-7	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	7	11.89	26.32	151.2267	90.8061	62.556	100.5836	43.638	25.3894	27.2066	46.9788	37.2132	
8987-8	8987	SCT_0296	2010_oh_8987_fruit-c.jpg	8	1.93	69.28	126.5231	63.7478	45.132	80.7515	33.6818	28.8809	24.3228	40.1032	37.7585	
8988-1	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	1	1.58	0	128.2092	129.0166	66.331	92.5779	51.3229	-7.6545	33.5112	102.8666	34.3742	
8988-2	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	2	3.14	0	123.6624	121.7778	56.7635	85.2739	48.7495	-6.6337	35.1875	100.6764	35.8074	
8988-3	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	3	2.22	0	124.4989	122.2512	52.9062	83.7177	48.9416	-6.8937	37.1493	100.5127	37.7835	
8988-4	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	4	3.94	0	138.9467	136.7216	62.6125	95.1402	54.3857	-7.4516	38.7856	100.8753	39.4949	
8988-5	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	5	7.64	0	123.4946	118.6398	46.2282	79.9406	47.7672	-5.8013	38.8096	98.5017	39.2408	
8988-6	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	6	3.6	0	124.9259	122.2391	52.2001	83.5717	48.9602	-6.6799	37.4219	100.1209	38.0135	
8988-7	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	7	6.72	0	139.2633	135.5857	54.2345	91.2572	54.0716	-7.1369	41.4188	99.7767	42.0291	
8988-8	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	8	2.53	0	138.7373	138.5617	63.3668	95.9095	54.9594	-8.4646	38.761	102.3188	39.6745	
8988-9	8988	SCT_0297	2010_oh_8988_fruit-c.jpg	9	3.66	0	109.8125	106.6841	46.6438	73.7321	43.0657	-5.3953	33.4986	99.1496	33.9303	
8989-1	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	1	7.01	43.68	132.2149	73.6046	49.5698	85.529	36.8179	25.9135	25.6703	44.7298	36.4757	
8989-2	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	2	3.9	44.47	141.3359	77.8839	52.8283	91.3179	39.1263	27.8014	26.8954	44.051	38.6818	
8989-3	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	3	9.97	4.46	130.4559	80.7102	51.2672	85.5163	38.287	21.0148	26.3933	51.4727	33.7376	
8989-4	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	4	7.64	10.85	130.3503	78.0623	50.7078	85.1891	37.5974	22.561	25.9593	49.0064	34.3931	
8989-5	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	5	3.36	54.23	139.3073	72.9052	48.9251	88.5731	37.7201	29.4222	27.2566	42.8119	40.1072	
8989-6	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	6	5.08	20.33	139.534	78.2844	49.1333	88.7788	38.9109	26.399	28.5586	47.2504	38.8909	
8989-7	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	7	6.23	44.24	110.9601	60.1528	39.8444	70.9572	30.4569	23.5443	23.0086	44.3407	32.9201	
8989-8	8989	SCT_0298	2010_oh_8989_fruit-c.jpg	8	6.95	13.6	140.2483	82.9175	53.9715	91.3839	40.1294	24.4317	27.4053	48.2831	36.7145	
8990-1	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	1	29.96	8.18	131.5099	86.6635	55.7358	88.1136	39.8746	18.3263	25.916	54.7343	31.741	
8990-2	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	2	12.39	46.5	126.8847	76.2734	55.0915	85.5818	36.6621	22.578	22.4808	44.8764	31.8614	
8990-3	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	3	23.56	15.26	133.6905	88.438	62.089	92.1074	40.7661	18.9011	23.5881	51.2949	30.2267	
8990-4	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	4	10.76	15.73	130.3046	79.7933	53.9515	86.6728	38.0268	21.8433	24.7584	48.5794	33.0167	
8990-5	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	5	5.97	70.16	121.0795	63.1686	44.5193	77.9094	32.7053	26.7643	23.3694	41.126	35.5311	
8990-6	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	6	9.77	50.67	122.0165	69.2031	48.0837	80.0142	34.2635	23.9024	23.2923	44.2594	33.3745	
8990-7	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	7	26.26	6.89	139.8089	91.9489	60.4077	94.219	42.3639	19.3975	26.532	53.8296	32.8665	
8990-8	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	8	11.19	34.11	137.0969	80.1693	54.3006	90.038	39.0672	24.7258	25.964	46.3993	35.8538	
8990-9	8990	SCT_0303	2010_oh_8990_fruit-c.jpg	9	3.49	26.62	132.7054	74.7548	48.8816	85.4232	37.1198	25.4706	26.4583	46.0896	36.7259	
8991-1	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	1	8.85	19.23	137.6241	78.7232	48.9065	87.7593	38.8401	25.3704	28.4772	48.302	38.1393	
8991-2	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	2	13.16	19.07	144.4329	86.2844	55.2629	93.9644	41.5908	24.5	28.5411	49.3568	37.6144	
8991-3	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	3	26.48	13.69	145.4035	88.5247	50.4651	92.1571	42.2843	23.1727	31.7369	53.865	39.2964	
8991-4	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	4	23.64	6.76	146.2246	93.0762	57.8465	96.0319	43.5362	21.4758	29.3796	53.8341	36.3919	
8991-5	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	5	7.35	19.41	130.1456	77.4648	51.7381	85.5855	37.5188	22.97	25.2095	47.6614	34.1048	
8991-6	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	6	29.04	6.3	138.5985	86.5723	45.5914	86.6605	40.779	20.9508	32.2879	57.0215	38.4895	
8991-7	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	7	9.59	19.84	129.9256	76.5981	48.2597	83.8433	37.2425	23.0978	26.7362	49.1758	35.3318	
8991-8	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	8	13.77	9.83	143.6813	83.6984	46.939	89.6751	40.8354	25.0941	31.8982	51.8081	40.5858	
8991-9	8991	SCT_0326	2010_oh_8991_fruit-c.jpg	9	16.27	19.75	131.9102	79.7233	51.3352	86.1867	38.3328	22.429	26.3888	49.6373	34.6328	
8992-1	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	1	7.35	54.67	134.2761	75.949	54.5507	88.8479	37.6302	25.9488	24.1098	42.8961	35.4206	
8992-2	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	2	9.82	52.62	130.8633	75.8272	54.7619	87.3421	37.1795	24.4945	23.2846	43.5494	33.7957	
8992-3	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	3	10.97	44.87	128.896	76.0778	55.3965	86.6843	36.9904	23.6114	22.7817	43.9755	32.8101	
8992-4	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	4	9.63	41.28	124.6233	71.4862	48.849	81.6202	35.1601	23.7857	24.0122	45.2715	33.7986	
8992-5	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	5	7.03	64.25	126.804	69.3943	51.0263	83.6612	35.0882	26.2018	22.8119	41.0436	34.7408	
8992-6	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	6	7.18	59.45	107.0365	60.2339	43.6205	70.8737	29.8778	22.0642	20.0486	42.2597	29.8123	
8992-7	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	7	8.7	57.07	136.9541	75.8696	54.7844	90.1902	38.1255	27.1977	24.5918	42.1195	36.667	
8992-8	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	8	14.19	47.65	137.7269	82.2711	59.7132	92.9069	39.7616	24.2011	23.8834	44.6215	34.0017	
8992-9	8992	SCT_0304	2010_oh_8992_fruit-c.jpg	9	5.64	51.59	129.1392	70.5268	48.9158	83.7628	35.6296	26.3863	24.6089	43.0038	36.081	
8993-1	8993	SCT_0308	2010_oh_8993_fruit-c.jpg	1	4.03	59.26	127.574	71.499	52.5754	84.745	35.6791	25.4036	22.5629	41.6107	33.9769	
8993-2	8993	SCT_0308	2010_oh_8993_fruit-c.jpg	2	2.72	57.08	136.091	76.5164	56.8585	90.7816	38.115	26.5952	23.3337	41.2626	35.3803	
8993-3	8993	SCT_0308	2010_oh_8993_fruit-c.jpg	3	2.52	70.58	129.9561	69.9627	51.9902	85.6	35.6456	27.3284	22.9073	39.9706	35.6593	
8993-4	8993	SCT_0308	2010_oh_8993_fruit-c.jpg	4	2.41	73.7	143.5031	76.5305	57.6825	94.6383	39.2173	29.9033	24.4669	39.2901	38.6372	
8993-5	8993	SCT_0308	2010_oh_8993_fruit-c.jpg	5	3.37	62.68	136.6369	77.1287	57.958	91.5567	38.3144	26.5619	23.0392	40.9376	35.1616	
8993-6	8993	SCT_0308	2010_oh_8993_fruit-c.jpg	6	3.34	69.71	145.2763	79.2358	58.957	96.0831	40.099	29.2431	24.8495	40.3564	38.3752	
8994-1	8994	SCT_0299	2010_oh_8994_fruit-c.jpg	1	0.68	85.35	137.8116	69.4142	53.4183	89.9825	36.7001	31.1196	23.62	37.1987	39.0683	
8994-2	8994	SCT_0299	2010_oh_8994_fruit-c.jpg	2	0.7	87.97	141.0168	72.5463	58.2035	93.7424	37.9571	31.1191	22.4967	35.8641	38.3992	
8994-3	8994	SCT_0299	2010_oh_8994_fruit-c.jpg	3	0.47	84.08	139.5911	74.6795	59.1886	93.5248	38.2117	29.3529	22.2392	37.1493	36.8263	
8994-4	8994	SCT_0299	2010_oh_8994_fruit-c.jpg	4	0.2	86.83	143.0161	72.99	55.6056	93.4656	38.3537	31.5562	24.4749	37.7971	39.9351	
8994-5	8994	SCT_0299	2010_oh_8994_fruit-c.jpg	5	0.25	75.58	139.4372	73.198	55.5942	91.7766	37.8647	29.8819	23.8292	38.5705	38.2199	
8994-6	8994	SCT_0299	2010_oh_8994_fruit-c.jpg	6	1.25	73.41	136.5851	68.165	48.4976	87.0923	36.2456	30.9767	25.712	39.6941	40.2575	
8995-1	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	1	13.96	43.6	116.5602	67.2666	45.2295	76.0831	33.0793	22.3343	23.1246	45.996	32.1491	
8995-2	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	2	10.35	43.99	127.0589	72.7312	50.1929	83.1542	36.0016	24.5092	24.1522	44.5797	34.4098	
8995-3	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	3	13.39	39.88	121.7419	70.2522	45.9048	78.8641	34.5392	22.9941	24.648	46.9882	33.7084	
8995-4	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	4	12.06	39.06	118.5812	67.516	43.5652	76.2817	33.3827	22.9973	24.501	46.8133	33.6032	
8995-5	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	5	15.1	38.65	119.574	70.0603	45.2663	77.5584	34.1763	22.1081	24.4688	47.9016	32.9771	
8995-6	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	6	20.04	21.53	119.7993	73.7971	46.4349	78.211	35.1397	19.9412	24.8884	51.2975	31.8917	
8995-7	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	7	12.07	42.4	119.0018	67.0153	43.4218	76.4325	33.3247	23.4751	24.5704	46.306	33.9822	
8995-8	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	8	13.4	42.76	124.1629	74.5318	52.7235	83.1891	35.9758	22.1128	22.6106	45.6377	31.6262	
8995-9	8995	SCT_0327	2010_oh_8995_fruit-c.jpg	9	14.06	38.51	108.7103	63.6313	41.604	70.6925	30.9908	20.673	22.5301	47.4615	30.5774	
8996-1	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	1	17.62	11.16	122.2083	74.3382	44.2445	78.3137	35.5499	20.5838	26.7665	52.4392	33.7659	
8996-2	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	2	18.26	17.1	120.8476	73.5169	44.3432	77.726	35.132	20.4453	26.1501	51.9801	33.194	
8996-3	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	3	19.13	17.5	119.6769	74.0822	46.5465	78.2043	35.1473	19.7252	24.9682	51.6908	31.8198	
8996-4	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	4	17.55	20.31	122.123	73.1238	44.1341	78.2334	35.1789	21.2773	26.4394	51.1744	33.9376	
8996-5	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	5	11.31	26.98	120.4898	69.6677	43.7611	77.2337	34.1892	22.7124	25.4463	48.2492	34.1082	
8996-6	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	6	13.25	27.06	114.7176	66.6828	41.3932	73.4173	32.5888	21.5715	24.6738	48.8379	32.7738	
8996-7	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	7	23.2	12.59	124.3342	77.0145	44.8947	79.5787	36.5105	20.1049	27.5758	53.905	34.1267	
8996-8	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	8	14.4	27.09	116.0879	68.6245	43.9197	75.1893	33.2795	21.3145	24.1976	48.6247	32.2464	
8996-9	8996	SCT_0310	2010_oh_8996_fruit-c.jpg	9	12.49	18.16	134.4969	78.8599	48.1139	85.8875	38.3833	23.9013	28.3314	49.848	37.0667	
8997-1	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	1	2.81	77.68	133.6385	70.4749	54.1875	88.3494	36.3585	28.8562	22.7367	38.2356	36.7375	
8997-2	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	2	3.35	75.45	134.7119	73.8475	58.4172	90.8737	37.3199	27.6876	21.5164	37.8513	35.0651	
8997-3	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	3	1.8	77.96	132.7438	69.1802	53.0665	87.4318	35.9651	29.0761	22.7955	38.0962	36.9467	
