	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095	SP:0000372	
8510-5	8510	2009_oh_8510_fruit-c.jpg	5	1.6004	0.4224	0.2378	
8510-6	8510	2009_oh_8510_fruit-c.jpg	6	1.0793	0.4274	0.2358	
8510-7	8510	2009_oh_8510_fruit-c.jpg	7	0.8394	0.3867	0.2199	
8510-8	8510	2009_oh_8510_fruit-c.jpg	8	0.7192	0.4495	0.2547	
8510-9	8510	2009_oh_8510_fruit-c.jpg	9	2.1022	0.396	0.2273	
8511-1	8511	2009_oh_8511_fruit-c.jpg	1	0.7121	0.449	0.2525	
8511-2	8511	2009_oh_8511_fruit-c.jpg	2	0.8747	0.4488	0.2546	
8511-3	8511	2009_oh_8511_fruit-c.jpg	3	1.5266	0.4436	0.2526	
8511-4	8511	2009_oh_8511_fruit-c.jpg	4	0.8046	0.4504	0.2596	
8511-5	8511	2009_oh_8511_fruit-c.jpg	5	0.7994	0.4421	0.2567	
8511-6	8511	2009_oh_8511_fruit-c.jpg	6	1.1762	0.4511	0.2557	
8511-7	8511	2009_oh_8511_fruit-c.jpg	7	0.9476	0.4519	0.2574	
8511-8	8511	2009_oh_8511_fruit-c.jpg	8	0.9892	0.4508	0.2557	
8511-9	8511	2009_oh_8511_fruit-c.jpg	9	0.7852	0.4499	0.2606	
8512-1	8512	2009_oh_8512_fruit-c.jpg	1	1.1707	0.4464	0.2512	
8512-2	8512	2009_oh_8512_fruit-c.jpg	2	0.9843	0.4403	0.2539	
8512-3	8512	2009_oh_8512_fruit-c.jpg	3	1.1954	0.4481	0.2575	
8512-4	8512	2009_oh_8512_fruit-c.jpg	4	1.0168	0.4454	0.2579	
8512-5	8512	2009_oh_8512_fruit-c.jpg	5	1.7617	0.4501	0.2584	
8512-6	8512	2009_oh_8512_fruit-c.jpg	6	1.4602	0.4526	0.2657	
8512-7	8512	2009_oh_8512_fruit-c.jpg	7	0.6999	0.4371	0.2459	
8512-8	8512	2009_oh_8512_fruit-c.jpg	8	1.3389	0.4518	0.261	
8512-9	8512	2009_oh_8512_fruit-c.jpg	9	1.5929	0.4524	0.2582	
8513-1	8513	2009_oh_8513_fruit-c.jpg	1	1.1586	0.4496	0.2539	
8513-2	8513	2009_oh_8513_fruit-c.jpg	2	1.2198	0.4474	0.2568	
8513-3	8513	2009_oh_8513_fruit-c.jpg	3	0.9904	0.4488	0.257	
8513-4	8513	2009_oh_8513_fruit-c.jpg	4	1.1947	0.4507	0.2588	
8513-5	8513	2009_oh_8513_fruit-c.jpg	5	0.6517	0.4504	0.2556	
8513-6	8513	2009_oh_8513_fruit-c.jpg	6	2.4642	0.4497	0.2604	
8513-7	8513	2009_oh_8513_fruit-c.jpg	7	1.2745	0.4499	0.2543	
8513-8	8513	2009_oh_8513_fruit-c.jpg	8	1.0164	0.4509	0.2573	
8513-9	8513	2009_oh_8513_fruit-c.jpg	9	1.3979	0.4496	0.25	
8514-1	8514	2009_oh_8514_fruit-c.jpg	1	0.6579	0.4469	0.2562	
8514-2	8514	2009_oh_8514_fruit-c.jpg	2	1.5076	0.4498	0.2527	
8514-3	8514	2009_oh_8514_fruit-c.jpg	3	0.9896	0.4483	0.2538	
8514-4	8514	2009_oh_8514_fruit-c.jpg	4	1.1184	0.448	0.2584	
8514-5	8514	2009_oh_8514_fruit-c.jpg	5	1.1148	0.4471	0.258	
8514-6	8514	2009_oh_8514_fruit-c.jpg	6	1.2115	0.4357	0.25	
8514-7	8514	2009_oh_8514_fruit-c.jpg	7	1.8135	0.4507	0.2577	
8514-8	8514	2009_oh_8514_fruit-c.jpg	8	1.3674	0.4059	0.2588	
8514-9	8514	2009_oh_8514_fruit-c.jpg	9	1.2308	0.4494	0.253	
8515-1	8515	2009_oh_8515_fruit-c.jpg	1	1.1016	0.4476	0.2522	
8515-2	8515	2009_oh_8515_fruit-c.jpg	2	1.2207	0.4492	0.2548	
8515-3	8515	2009_oh_8515_fruit-c.jpg	3	0.6705	0.4475	0.2561	
8515-4	8515	2009_oh_8515_fruit-c.jpg	4	0.7911	0.4484	0.2537	
8515-5	8515	2009_oh_8515_fruit-c.jpg	5	0.8821	0.4492	0.255	
8515-6	8515	2009_oh_8515_fruit-c.jpg	6	1.8647	0.4506	0.257	
8515-7	8515	2009_oh_8515_fruit-c.jpg	7	1.6926	0.4514	0.2529	
8515-8	8515	2009_oh_8515_fruit-c.jpg	8	0.9551	0.4501	0.2527	
8515-9	8515	2009_oh_8515_fruit-c.jpg	9	0.9681	0.4518	0.2561	
8516-1	8516	2009_oh_8516_fruit-c.jpg	1	0.7698	0.448	0.2558	
8516-2	8516	2009_oh_8516_fruit-c.jpg	2	0.7707	0.4484	0.2558	
8516-3	8516	2009_oh_8516_fruit-c.jpg	3	0.7535	0.4484	0.2525	
8516-4	8516	2009_oh_8516_fruit-c.jpg	4	0.4934	0.4261	0.25	
8516-5	8516	2009_oh_8516_fruit-c.jpg	5	0.8634	0.4495	0.2537	
8516-6	8516	2009_oh_8516_fruit-c.jpg	6	1.0008	0.4495	0.2527	
8516-7	8516	2009_oh_8516_fruit-c.jpg	7	0.9447	0.4437	0.2563	
8516-8	8516	2009_oh_8516_fruit-c.jpg	8	0.4799	0.4414	0.2554	
8516-9	8516	2009_oh_8516_fruit-c.jpg	9	1.1549	0.4321	0.2543	
8517-1	8517	2009_oh_8517_fruit-c.jpg	1	2.1524	0.4136	0.2399	
8517-2	8517	2009_oh_8517_fruit-c.jpg	2	2.188	0.409	0.2475	
