	Tomato Analyzer - Shape Individual Data																																					
	Plot #	image files	Fruit	Perimeter (cm)	  Area  (cm2)	  Width Mid-height  (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
8508-4	8508	2009_oh_8508_fruit-t.jpg	4	15.1914	16.1142	4.572	4.5974	4.191	4.3942	0.9558	0.9167	0.85	0.8056	1.0552	0.9734	0.9893	0.52	0.4592	0.0166	182.4725	110.9876	0.0557	171.5	107.3	0.002	0	0	0.1106	2.093	0	1.5167	0.5084	0.7674	0.8919	0.8919	0.9167	0.4023	
8508-5	8508	2009_oh_8508_fruit-t.jpg	5	14.9574	15.9916	4.445	4.445	4.4196	4.4958	1.0114	0.9943	0.8514	0.8229	1.0347	0.9811	0.993	0.5213	0.5116	0.0195	194.8142	107.3179	0.0266	170.4499	107.1186	0	0	0	0.0881	1.6307	0	1.0057	0.4915	0.7841	0.8961	0.8846	1	0.3966	
8508-6	8508	2009_oh_8508_fruit-t.jpg	6	15.5208	15.7574	4.3434	4.3688	4.3688	4.5974	1.0523	1.0058	0.8363	0.807	1.0362	0.95	0.9871	0.5019	0	0.0079	186.199	112.5939	0.0687	171.5149	105.2491	0	0	0.1275	0	3.3389	3.076	0	0.5124	0.8	0.929	0.8834	1.0588	0.3702	
8508-7	8508	2009_oh_8508_fruit-t.jpg	7	14.785	15.5316	4.4958	4.5466	4.1656	4.318	0.9497	0.9266	0.8701	0.7514	1.1579	0.9746	0.9915	0.5094	0.8034	0.0335	210.4787	114.7025	0.0436	172.0449	102.019	0.0004	0	0	0.1319	0.8343	0	3.0449	0.4882	0.7692	0.8904	0.8904	0.9286	0.4062	
8508-8	8508	2009_oh_8508_fruit-t.jpg	8	13.8844	13.4961	4.1402	4.191	3.8354	4.0386	0.9636	0.9264	0.8773	0.773	1.1349	0.9433	0.984	0.4952	0.8903	0.0375	206.5854	120.4771	0.0561	161.7819	104.8478	0	0	0	0.1601	3.2848	0	3.2073	0.4658	0.7595	0.8955	0.8889	0.9375	0.4233	
8508-9	8508	2009_oh_8508_fruit-t.jpg	9	12.1946	10.6632	3.5814	3.5814	3.6576	3.7592	1.0496	1.0213	0.8227	0.8156	1.0087	0.9745	0.9875	0.4917	0	0	184.1396	102.4728	0	170.1478	105.4526	0	0	0.0998	0	1.7619	1.9357	0	0.473	0.7755	0.8906	0.8837	1.0179	0.3933	
8509-1	8509	2009_oh_8509_fruit-t.jpg	1	22.4962	32.3032	5.9182	6.0198	6.2484	6.858	1.1392	1.0558	0.8584	0.7983	1.0753	0.9082	0.9579	0.5059	1.7211	0.0797	240.6027	105.5184	0.109	171.3824	88.5795	0	0	0	0.1116	5.8587	0	7.4153	0.4655	0.7212	0.8899	0.8818	1.0543	0.4401	
8509-2	8509	2009_oh_8509_fruit-t.jpg	2	20.895	29.0238	5.7658	5.7912	5.7658	6.2484	1.0789	1	0.8811	0.7974	1.105	0.9377	0.9749	0.5318	0.7129	0.0289	216.186	114.4586	0.086	174.4	94.1	0	0	0	0.1366	3.5347	0	4.8238	0.4308	0.7429	0.8966	0.8878	1.0111	0.4281	
8509-3	8509	2009_oh_8509_fruit-t.jpg	3	21.3332	26.6728	5.1562	5.1562	6.096	6.5024	1.2611	1.1823	0.8227	0.8325	0.9882	0.9538	0.9435	0.5346	0	0.025	218.8043	85.1538	0.0866	157.9	87.8	0	0	0.1145	0	2.7608	2.4703	0	0.4949	0.7373	0.8826	0.891	1.1463	0.4143	
8509-4	8509	2009_oh_8509_fruit-t.jpg	4	20.174	25.5819	4.953	5.0038	5.842	6.1976	1.2386	1.1795	0.8615	0.8667	0.9941	0.9572	0.9388	0.5673	0	0.0311	225.011	85.7787	0.0729	168.4296	93.3085	0.0025	0	0.1026	0	1.1893	1.9694	0	0.5	0.7901	0.9505	0.8807	1.2152	0.3991	
8509-5	8509	2009_oh_8509_fruit-t.jpg	5	19.7999	24.9045	5.0038	5.1054	5.9182	6.2484	1.2239	1.1827	0.8985	0.7716	1.1645	0.9488	0.942	0.53	0.8577	0.0357	217.9111	95.3364	0.0623	175.1	78.4	0	0	0	0.1721	1.4653	0	6.245	0.4419	0.7592	0.9029	0.8732	1.1923	0.4096	
8509-6	8509	2009_oh_8509_fruit-t.jpg	6	19.4407	23.8354	4.8514	4.8514	5.8674	6.1214	1.2618	1.2094	0.8586	0.801	1.0719	0.9692	0.9379	0.5405	0.6637	0.0265	209.6225	89.4622	0.0577	175.636	83.923	0	0	0	0.134	0.8417	0	3.8316	0.4688	0.7667	0.8932	0.8889	1.2105	0.4054	
8509-7	8509	2009_oh_8509_fruit-t.jpg	7	18.9537	22.7329	4.8006	4.826	5.4356	5.6896	1.1789	1.1323	0.8677	0.8519	1.0186	0.9568	0.9513	0.5454	0.8411	0.0361	224.8576	93.6288	0.0552	173.533	94.3044	0	0	0	0.0789	1.8879	0	2.7407	0.531	0.7534	0.8842	0.8796	1.12	0.4383	
8509-8	8509	2009_oh_8509_fruit-t.jpg	8	18.2564	22.1774	4.7752	4.7752	5.4864	5.7912	1.2128	1.1489	0.8457	0.8085	1.0461	0.9699	0.9466	0.5328	0.7964	0.0333	224.1102	84.6704	0.0717	177.4221	90.8175	0	0	0	0.1196	1.4626	0	2.4225	0.4912	0.7577	0.8912	0.8866	1.1467	0.4105	
8509-9	8509	2009_oh_8509_fruit-t.jpg	9	19.2201	23.1948	4.7244	4.7244	5.715	6.0452	1.2796	1.2097	0.8387	0.8548	0.9811	0.9586	0.9321	0.5445	0.729	0.0302	235.4686	78.7021	0.0665	177.2173	88.6449	0.0003	0	0	0.0983	1.8439	0	2.8	0.4962	0.8017	0.9645	0.8796	1.3014	0.394	
8510-1	8510	2009_oh_8510_fruit-t.jpg	1	18.0927	22.4219	5.5372	5.5372	4.9022	5.1562	0.9312	0.8853	0.8899	0.7339	1.2125	0.94	0.9752	0.5034	1.2256	0.0543	238.2216	134.6528	0.0826	174.7903	104.8245	0	0	0	0.1618	2.5891	0	6.106	0.4483	0.7525	0.8889	0.8786	0.8736	0.4023	
8510-2	8510	2009_oh_8510_fruit-t.jpg	2	17.166	20.9083	5.1562	5.1562	4.9022	5.1308	0.9951	0.9507	0.8571	0.7438	1.1523	0.9684	0.9934	0.4917	0.6481	0.0256	224.6368	118.979	0.0407	168.972	102.4749	0	0	0	0.1452	2.005	0	3.9307	0.4653	0.7562	0.8889	0.8786	0.95	0.4106	
8510-3	8510	2009_oh_8510_fruit-t.jpg	3	16.1689	18.2154	4.826	4.8514	4.6228	4.7498	0.9791	0.9579	0.8474	0.8158	1.0387	0.9627	0.9868	0.5065	0.8794	0.0378	200.3315	114.5876	0.0506	178.2794	107.095	0	0	0	0.0964	3.2796	0	2.6737	0.5187	0.7742	0.8944	0.8834	0.9474	0.3911	
8510-4	8510	2009_oh_8510_fruit-t.jpg	4	15.511	17.2664	4.5974	4.6228	4.5466	4.6228	1	0.989	0.8177	0.8122	1.0068	0.9907	0.9946	0.5299	0	0.0167	202.4044	101.4024	0.0125	177.3897	110.4156	0	0	0.1079	0	0.2597	0.558	0	0.489	0.7845	0.8931	0.882	0.9861	0.3999	
8510-5	8510	2009_oh_8510_fruit-t.jpg	5	15.6583	17.058	4.3942	4.445	4.6736	4.8768	1.0971	1.0636	0.8439	0.7977	1.058	0.9765	0.975	0.5181	0.7774	0.0326	205.245	93.5315	0.0667	166.1639	96.3588	0	0	0	0.1005	0.4607	0	2.0977	0.5052	0.7644	0.8902	0.8848	1.0735	0.4102	
