	Tomato Analyzer - Color Data														
	Plot #	Plot File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment
unique#	Plot #	Plot File Name	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8907-9	8907	2009_oh_8907_fruit-c.jpg	9	12.666	12.0499	140.219	89.5964	62.7563	95.5124	42.897	15.2097	26.1618	59.5089	30.662	color data not normalized to color checker
8908-1	8908	2009_oh_8908_fruit-c.jpg	1	13.541	59.343	138.314	79.2174	59.3931	93.0258	40.0251	19.8248	24.4239	52.0046	32.2896	color data not normalized to color checker
8908-2	8908	2009_oh_8908_fruit-c.jpg	2	3.77575	63.1245	142.178	80.0551	61.5967	95.8657	40.8732	21.3356	24.306	49.0933	32.8324	color data not normalized to color checker
8908-3	8908	2009_oh_8908_fruit-c.jpg	3	1.27607	69.9898	144.92	74.5422	55.4692	94.2935	39.954	25.0491	26.76	47.1118	37.0049	color data not normalized to color checker
8908-4	8908	2009_oh_8908_fruit-c.jpg	4	7.08531	50.808	136.946	78.1412	56.475	91.0128	39.5653	19.7867	25.456	52.3756	32.8628	color data not normalized to color checker
8908-5	8908	2009_oh_8908_fruit-c.jpg	5	0.366509	82.6292	132.251	71.4866	57.0785	89.0848	37.3471	21.7485	22.0739	45.5475	31.1672	color data not normalized to color checker
8909-1	8909	2009_oh_8909_fruit-c.jpg	1	21.4745	11.8837	151.36	99.3887	69.0106	103.695	46.9163	14.8472	28.0714	61.8266	32.44	color data not normalized to color checker
8909-2	8909	2009_oh_8909_fruit-c.jpg	2	24.6909	18.8674	138.701	93.1382	68.5882	97.5452	43.6751	13.1436	24.0209	61.6037	28.0564	color data not normalized to color checker
8909-3	8909	2009_oh_8909_fruit-c.jpg	3	21.9923	21.4003	146.333	99.0112	74.3252	103.819	46.2326	13.5185	24.1906	60.7732	28.5398	color data not normalized to color checker
8909-4	8909	2009_oh_8909_fruit-c.jpg	4	9.74201	51.9349	102.417	61.2231	45.951	69.7813	30.3603	14.2157	18.7398	53.5255	24.2299	color data not normalized to color checker
8909-5	8909	2009_oh_8909_fruit-c.jpg	5	13.9754	49.5748	115.404	71.1128	53.7983	79.6158	34.7768	14.6934	20.2983	54.0643	25.7531	color data not normalized to color checker
8910-1	8910	2009_oh_8910_fruit-c.jpg	1	56.8965	2.8807	130.564	95.3186	59.4639	89.4227	43.2248	7.27747	27.9957	74.2193	29.79	color data not normalized to color checker
8910-2	8910	2009_oh_8910_fruit-c.jpg	2	61.4289	4.10487	129.832	97.2701	62.1219	90.3299	43.6698	6.04985	27.0568	75.5243	28.6047	color data not normalized to color checker
8910-3	8910	2009_oh_8910_fruit-c.jpg	3	70.2123	2.01772	127.561	98.2046	61.9611	89.1872	43.7242	4.44941	27.1094	79.0749	28.2847	color data not normalized to color checker
8910-4	8910	2009_oh_8910_fruit-c.jpg	4	56.4707	5.06749	117.476	87.2979	55.8575	81.5684	39.4472	5.91309	24.93	74.9625	26.5904	color data not normalized to color checker
8910-5	8910	2009_oh_8910_fruit-c.jpg	5	82.3592	0.46604	127.606	100.518	60.9879	88.7498	44.3196	3.01419	28.4029	82.4624	29.1535	color data not normalized to color checker
8910-6	8910	2009_oh_8910_fruit-c.jpg	6	30.4644	26.1236	114.483	77.9003	53.1655	78.8453	36.4231	10.2502	22.7236	65.624	26.4936	color data not normalized to color checker
8910-7	8910	2009_oh_8910_fruit-c.jpg	7	44.8434	14.527	108.084	76.5912	50.8722	74.7962	35.2476	7.75761	22.2789	69.0302	24.6516	color data not normalized to color checker
8911-1	8911	2009_oh_8911_fruit-c.jpg	1	27.8503	18.2956	133.896	87.9237	60.3312	91.3969	41.68	13.312	25.8286	62.4358	29.9516	color data not normalized to color checker
8911-2	8911	2009_oh_8911_fruit-c.jpg	2	26.7026	23.5464	137.921	92.2658	66.7466	96.3018	43.2924	13.1865	24.5686	61.6424	28.8596	color data not normalized to color checker
8911-3	8911	2009_oh_8911_fruit-c.jpg	3	28.5982	33.7888	130.727	83.1684	57.4052	88.5313	40.0655	14.3833	25.257	59.9743	30.1382	color data not normalized to color checker
8911-4	8911	2009_oh_8911_fruit-c.jpg	4	33.3508	24.2156	137.968	91.9375	64.2185	95.144	43.2183	13.0573	25.7019	62.2134	29.8114	color data not normalized to color checker
8911-5	8911	2009_oh_8911_fruit-c.jpg	5	53.6803	0.815201	140.642	104.343	69.6083	98.9378	46.942	7.38651	27.4135	74.3416	29.1342	color data not normalized to color checker
8911-6	8911	2009_oh_8911_fruit-c.jpg	6	27.1847	35.5019	113.852	72.754	51.9204	77.9936	35.009	12.7993	21.5629	59.0629	25.9883	color data not normalized to color checker
8911-7	8911	2009_oh_8911_fruit-c.jpg	7	20.8082	28.1766	125.846	78.8136	52.8523	84.0857	38.1416	14.475	25.2543	59.2495	29.8836	color data not normalized to color checker
8911-8	8911	2009_oh_8911_fruit-c.jpg	8	28.0537	36.0329	119.412	76.0781	51.9646	80.6376	36.5268	13.2284	23.5945	59.675	28.0328	color data not normalized to color checker
8911-9	8911	2009_oh_8911_fruit-c.jpg	9	17.9406	36.2602	123.175	75.6162	53.4774	83.1024	37.0772	15.272	23.5189	57.2929	28.8921	color data not normalized to color checker
8912-1	8912	2009_oh_8912_fruit-c.jpg	1	11.6609	34.4976	145.743	88.6116	63.7681	98.5836	43.4908	18.1255	26.4554	55.8022	32.623	color data not normalized to color checker
8912-2	8912	2009_oh_8912_fruit-c.jpg	2	10.9074	28.3584	134.345	84.1568	61.5363	92.1729	40.8404	15.7066	23.9586	56.5033	29.1831	color data not normalized to color checker
8912-3	8912	2009_oh_8912_fruit-c.jpg	3	5.8376	49.0652	143.343	84.1276	62.137	96.66	42.0399	19.6027	25.5009	53.0912	32.7234	color data not normalized to color checker
8912-4	8912	2009_oh_8912_fruit-c.jpg	4	2.06935	54.4628	124.075	69.2185	50.1283	81.9587	35.5139	19.1098	23.5045	50.8	30.6432	color data not normalized to color checker
8912-5	8912	2009_oh_8912_fruit-c.jpg	5	3.40656	50.4676	124.957	71.4965	52.71	83.5706	36.2455	18.3944	22.9988	51.8587	29.8544	color data not normalized to color checker
8912-6	8912	2009_oh_8912_fruit-c.jpg	6	3.79714	55.134	119.342	67.8679	50.1503	79.7447	34.4997	17.9015	22.0347	50.5347	28.8334	color data not normalized to color checker
8912-7	8912	2009_oh_8912_fruit-c.jpg	7	7.31535	37.2831	136.125	82.775	60.6309	92.5833	40.6824	17.2195	24.4014	54.6446	30.3422	color data not normalized to color checker
8912-8	8912	2009_oh_8912_fruit-c.jpg	8	17.7851	18.8427	142.809	93.9864	68.3711	99.3711	44.4424	14.2459	24.9844	59.6281	29.3805	color data not normalized to color checker
8912-9	8912	2009_oh_8912_fruit-c.jpg	9	18.9711	11.3788	145.049	97.8074	70.8791	101.607	45.7377	13.2161	25.3159	61.8777	29.1291	color data not normalized to color checker
8913.1-1	8913.1	2009_oh_8913A_fruit-c.jpg	1	29.3818	26.6674	119.607	75.7367	48.5483	79.1308	36.4959	13.2069	25.3993	60.9541	29.5413	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.1-2	8913.1	2009_oh_8913A_fruit-c.jpg	2	28.8623	27.3861	114.883	73.0534	46.207	75.8013	35.1314	12.5453	24.8607	61.3802	28.8761	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.1-3	8913.1	2009_oh_8913A_fruit-c.jpg	3	48.2799	11.1027	127.679	91.4557	57.7393	87.224	41.6936	8.29501	27.011	71.3756	29.536	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.1-4	8913.1	2009_oh_8913A_fruit-c.jpg	4	49.0217	13.9064	119.19	85.622	54.1942	81.5673	39.1618	7.68163	25.4629	71.975	28.0628	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.1-5	8913.1	2009_oh_8913A_fruit-c.jpg	5	43.3491	14.9955	121.837	84.329	52.5728	82.0685	39.0855	9.43889	26.3644	67.9537	29.2396	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.1-6	8913.1	2009_oh_8913A_fruit-c.jpg	6	37.7318	24.1077	120.793	79.8274	49.5061	80.1312	37.6931	11.4004	26.3835	65.1416	30.047	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.1-7	8913.1	2009_oh_8913A_fruit-c.jpg	7	35.6092	19.7393	107.277	70.7051	43.7204	70.9796	33.4645	10.5044	24.0384	67.2043	27.6007	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.1-8	8913.1	2009_oh_8913A_fruit-c.jpg	8	33.1607	31.0612	125.062	81.4643	55.075	84.7538	38.7069	12.7945	24.7636	61.4794	29.0344	mixed plot 8913.1 = image A;  color data not normalized to color checker
8913.2-1	8913.2	2009_oh_8913B_fruit-c.jpg	1	5.76518	10.6219	153.679	99.903	74.8287	107.528	47.4565	15.9388	25.5015	58.0132	30.3691	mixed plot 8913.2 = image B; color data not normalized to color checker
8913.2-2	8913.2	2009_oh_8913B_fruit-c.jpg	2	62.8551	0.610484	149.905	113.824	76.8362	106.702	50.5836	6.55594	28.2353	75.5011	29.6743	mixed plot 8913.2 = image B; color data not normalized to color checker
8913.2-3	8913.2	2009_oh_8913B_fruit-c.jpg	3	38.3258	4.46178	130.231	90.1447	59.5246	89.2969	41.785	10.2348	26.1417	67.4851	28.7593	mixed plot 8913.2 = image B; color data not normalized to color checker
8913.2-4	8913.2	2009_oh_8913B_fruit-c.jpg	4	15.3071	26.4785	112.163	69.3276	47.632	75.1931	33.8873	13.6573	22.4363	58.0243	26.96	mixed plot 8913.2 = image B; color data not normalized to color checker
8913.2-5	8913.2	2009_oh_8913B_fruit-c.jpg	5	19.6073	9.59558	117.02	76.9974	52.9198	79.9682	36.5668	11.7115	22.9871	62.6342	26.2726	mixed plot 8913.2 = image B; color data not normalized to color checker
8913.2-6	8913.2	2009_oh_8913B_fruit-c.jpg	6	46.1625	4.36912	133.038	94.8625	62.2913	91.9196	43.4225	8.92477	26.6768	69.8464	28.855	mixed plot 8913.2 = image B; color data not normalized to color checker
8914-1	8914	2009_oh_8914_fruit-c.jpg	1	22.3776	23.5809	121.925	73.643	44.7674	78.4431	36.1618	15.1721	27.3148	59.7622	31.9789	color data not normalized to color checker
8914-2	8914	2009_oh_8914_fruit-c.jpg	2	28.2645	31.1629	133.892	87.2007	62.0935	92.1955	41.4437	13.9112	24.6144	60.443	29.2847	color data not normalized to color checker
8914-3	8914	2009_oh_8914_fruit-c.jpg	3	21.5482	19.2185	134.804	85.7591	58.677	91.0374	41.2103	14.7402	26.1243	60.3671	30.7232	color data not normalized to color checker
8914-4	8914	2009_oh_8914_fruit-c.jpg	4	25.4116	25.2882	125.789	79.6684	52.3739	83.8406	38.3645	13.8807	25.7486	60.25	30.0918	color data not normalized to color checker
8914-5	8914	2009_oh_8914_fruit-c.jpg	5	20.8135	41.8146	128.171	76.5114	51.5976	84.5768	37.9418	16.7834	25.9482	57.0539	31.9203	color data not normalized to color checker
8914-6	8914	2009_oh_8914_fruit-c.jpg	6	26.4494	35.9933	121.29	76.4515	52.9916	81.9921	36.8772	13.9712	23.6387	59.0378	28.3492	color data not normalized to color checker
8914-7	8914	2009_oh_8914_fruit-c.jpg	7	23.3749	36.3557	131.614	79.0206	50.3792	85.6371	38.9796	16.7022	27.9781	58.5824	33.6953	color data not normalized to color checker
8914-8	8914	2009_oh_8914_fruit-c.jpg	8	23.3943	33.2454	109.754	67.3624	43.7348	72.2245	32.8838	13.491	23.4769	58.8618	27.997	color data not normalized to color checker
